Text_Chunks,Translation_to_ENG
"Es decir, viene alguien y lo asusta con algo o tuvieron una situación traumático. ¿Esto que decimos el que se quemó con leche de una vaca y llora, no, entonces alguien vivió un ataque de un perro o escuchó otro, se identifica por qué?","That is, someone comes and scares you with something or they had a traumatic situation. What we say is that someone who was burned with a cow's milk and cries, no, then someone experienced a dog attack or heard another, can you identify why?"
"Porque se llama aprendizaje vicario, un familiar tiene esa fobia y todo el tiempo se la pasa hablando de eso. Ay, no, qué asco las palomas, ay, me da un asco el pico, mira si te toca, nunca toques un ala, una paloma, nunca una pluma. En novas es una plaza y el chico aprende de ese familiar esa fobia.","Because it's called vicarious learning, a family member has that phobia and spends all his time talking about it. Oh, no, pigeons disgust you, oh, their beak disgusts me, see if it touches you, never touch a wing, a dove, never a feather. In Novas it is a square and the boy learns that phobia from that relative."
"Y hay algunos otros que tienen una fobia que digo deductiva, empiezan a pensar, sí, mira, se puede caer el avión. No me gustaría que se caiga mi avión. ¿O cómo será una turbulencia en el medio del aire? No, yo no me subo nunca al avión, es decir, nunca pasaron por la experiencia.","And there are some others who have a phobia that I call deductive, they begin to think, yes, look, the plane could fall. I wouldn't want my plane to crash. Or what will turbulence in mid-air be like? No, I never get on the plane, that is, they never went through the experience."
"A veces no tienen ningún familiar que haya pasado por una turbulencia, pero tienen una fobia a subirse al avión. Entonces lo que sí sabemos hoy es que hay una predisposición genética. Las personas que tienen fobias tienen una capacidad más alta para sentir la ansiedad y tienen un sistema que está más acelerado, es decir, tienen reacciones mucho más prematuras y siempre el ser humano básicamente quiere 2 cosas.","Sometimes they don't have a family member who has experienced turbulence, but they have a phobia of getting on the plane. So what we do know today is that there is a genetic predisposition. People who have phobias have a higher capacity to feel anxiety and have a system that is more accelerated, that is, they have much more premature reactions and the human being always basically wants 2 things."
Sobrevivir y procrearse son las,Surviving and procreating are the
grandes intereses biológicos que tiene y entonces la fobia se basa en eso. ¿En qué se diferencia una fobia a un miedo normal? ¿Es que el miedo tiende a ser racional? ¿Es adaptativo?,great biological interests that you have and then the phobia is based on that. How is a phobia different from a normal fear? Does fear tend to be rational? Is it adaptive?
"Está bien tener miedo porque si no, la verdad, no, no existiríamos. Y durante mucho tiempo, quizás las fobias que tenemos ahora fueron miedos adaptativos, por ejemplo, a la altura. Bueno, si la gente se subió a un árbol muy alto, cómo bajaba, cómo si estaba en una montaña, tenía riesgos, si tenía miedo a las tormentas, eran todas miedos naturales, ilógicos, inclusive a las cucarachas OA los insectos.","It's okay to be afraid because if not, the truth is, no, we wouldn't exist. And for a long time, perhaps the phobias we have now were adaptive fears, for example, of heights. Well, if people climbed a very high tree, how they came down, how if they were on a mountain, they had risks, if they were afraid of storms, they were all natural, illogical fears, even of cockroaches OR insects."
"De alguna manera tenía un miedo racional, sabía que lo podían contagiar, que lo podían picar. El miedo siempre está basado en algo real inmediato. En cambio, la fobia se va construyendo primero empieza a ser irracional.","In some way he had a rational fear, he knew that they could infect him, that they could bite him. Fear is always based on something immediate real. On the other hand, the phobia is built, first it begins to be irrational."
"La gente a veces me relata y dice, yo tengo fobia a las arañas. ¿Y qué parte de la araña los dientes? ¿Entonces dice, cómo llegaste a ver los dientes totalmente irracional? La creencia no, porque si me toca el sapo me va a generar una enfermedad muy cargados de mitos.","People sometimes tell me and say, I have a phobia of spiders. And what part of the spider's teeth? So you say, how did you come to see teeth as totally irrational? Not the belief, because if the toad touches me it will cause an illness loaded with myths."
"Muchas veces la fobia es desproporcionada, es un miedo, pero es desproporcionado. Está bien que si vemos un caballo tomemos distancia porque es alto, fuerte, grande. Nos puede, sí, ahora que no lo pueda ver ni siquiera en un documental que no lo pueda, que no pueda escuchar la palabra caballo.","Many times the phobia is disproportionate, it is a fear, but it is disproportionate. It is okay that if we see a horse we distance ourselves because he is tall, strong, big. We can, yes, now that I can't see it, not even in a documentary that I can't, that I can't hear the word horse."
"Ahí estoy realmente teniendo una fobia por por la magnitud, lo desproporcionado y además el miedo en general, nosotros tenemos miedo por algo inmediato. Escuchamos una explosión, reaccionamos, tenemos miedo, pero no vamos haciendo todo un libro de los miedos, porque muchos de los miedos que tuvimos nos olvidamos.","There I am really having a phobia because of the magnitude, the disproportionateness and also fear in general, we are afraid of something immediate. We hear an explosion, we react, we are afraid, but we are not making a whole book of fears, because we forget many of the fears we had."
"¿En cambio, el fóbico hace anotación de un registro permanente, de donde ocurre, de cuando le pasó, por qué? ¿Por qué quiere controlarlo? Quiere en otro momento tener la capacidad como para o evitarlo o afrontarlo con cierto reaseguro, no.","On the other hand, does the phobic make a permanent record of where it happens, when it happened, why? Why do you want to control it? He wants at another time to have the capacity to either avoid it or face it with some reassurance, no."
"¿Marisa Contanos cuándo empezó tu agorafobia, Cómo empezó? El. Empezó en el año 1097. Me hablo con un ataque de pánico durmiendo, o sea, estaba dormida y me desperté con un ataque de pánico horrible que.","Marisa Tell us when your agoraphobia started, how did it start? He. It started in the year 1097. He spoke to me with a panic attack while I was sleeping, that is, I was asleep and I woke up with a horrible panic attack that."
"Nunca había tenido antes. Nada, tengo un síntoma, ningún aviso, ningún click, nada, nada se ven que había venido al Caribe estaba. Feliz y bueno, me desperté, se me venían las paredes encima tati.","I had never had it before. Nothing, I have a symptom, no notice, no click, nothing, nothing can be seen that she had come to the Caribbean. Happy and good, I woke up, the walls were coming down on me Tati."
"Tati Cardia Transpiraba me quería bajar de la cama. No podía. Lo único que logré fue sentarme, pero me. ¿La Universidad, me muero, me muero y fueron 1520 minutos, qué te parecen 20 horas?","Tati Cardia I was sweating and I wanted to get out of bed. Could not. The only thing I managed to do was sit down, but I... University, I'm dying, I'm dying and it was 1520 minutes, what do you think of 20 hours?"
"Estaba con mi marido, estaba con mi marido y bueno, no sabía tampoco lo que lo que me pasaba. Y bueno, después, cuando se me fue calmando, fue bajando, pues. Te cuesta un poco recuperarte, pero me acuerdo que lo primero que hice fue bajarme de la calma e irme a bañar todavía.","I was with my husband, I was with my husband and well, I didn't know what was happening to me either. And well, later, when she calmed down, she went down, well. It takes you a bit to recover, but I remember that the first thing I did was get out of my cool and go take a bath."
"Cuando me baché me lavé la cabeza y ahí tenía vértigo. Todavía mucho vértigo. Ahí comenzó y ahí. ¿Mi vida dio un giro total, vos? Antes no tenías problemas en salir en la nada. Nada.","When I took a dip I washed my head and then I had vertigo. Still a lot of vertigo. There she started and there. My life took a complete turn, did you? Before you had no problems going out into nowhere. Nothing."
"Yo salía, entraba aparte, era chispa de no quedarme quieta, de ir, volver ir, o sea. No era de quedar en menos, de estar quieta para nada, ni salía a todos lados. Iba viajaba a sola sin problemas a donde me mandaran.","I went out, I came in separately, it was a spark of not staying still, of going, going again, that is. She wasn't one to be looked down upon, to be still at all, nor did she go out everywhere. I traveled alone without problems wherever they sent me."
"No tenía problema y en ese momento cambió. Cambió de bueno el otro ataque de pánico siguiente me agarró en el supermercado. Y la verdad que cuando estaba con mi marido me llevó a la camioneta y cuando yo me miré en el espejo de la camioneta, mi cara se había transformado, era otra persona.","I had no problem and at that moment it changed. The next panic attack hit me in the supermarket. And the truth is that when I was with my husband he took me to the truck and when I looked in the mirror of the truck, my face had transformed, I was another person."
"Y bueno, ahí empezaron los síntomas de dejar el transporte público primero. Porque me da temor después dejar de cruzar las avenidas, después dejar de cruzar las calles.","And well, that's where the symptoms of leaving public transportation first began. Because I'm afraid after stopping crossing the avenues, then stopping crossing the streets."
"Después dejé de trabajar, yo trabajaba con él, abandoné el trabajo bueno con mis amigas, les mentía porque yo mentí, porque tenía vergüenza. Hasta mi marido le mentí porque marido se pensó que tenía depresión.","After I stopped working, I worked with him, I abandoned good work with my friends, I lied to them because I lied, because I was ashamed. I even lied to my husband because his husband thought he had depression."
"Yo le mentí a mis amigas, decía no, hoy no puedo. De mi chaval no, no voy. Bueno, hasta que 10 veces ya no me llamaron más. O sea, tu vida pierde perdés una calidad de vida total, pero en mi cabeza era siempre tú, tú, tú, tú que tengo, que tengo, que tengo, que tengo.","I lied to my friends, I said no, I can't today. Not from my kid, I'm not going. Well, until 10 times they didn't call me anymore. In other words, your life loses a total quality of life, but in my head it was always you, you, you, you that I have, that I have, that I have, that I have."
"¿Qué es lo que me pasa? Yo tocaba el picaporte de la puerta y la mano. Me transpiraba porque sabía que tenía que salir a la calle. Y enfrentar todo ese miedo. Terrible, terrible miedo, paraliza y es verdad. ¿Es verdad?","What is going on with me? I was touching the door handle and hand. I was sweating because I knew I had to go outside. And face all that fear. Terrible, terrible fear, it paralyzes and it is true. It's true?"
"¿Es verdad? Y vale. ¿Y qué es lo que te da vergüenza? ¿Y me da vergüenza contarlo, que tenía miedo a algo cotidiano, que todos hacemos porque caminar, cruzar la calle, tomar un colectivo, tomar un suelte, lo hacemos todo, ir a comprar enfrente, ir a salir a la puerta, lo hacemos, si son, no lo podía hacer, si me van, qué me van a decir, me van a empezar a decir no, no es mentira, no, qué qué te pasa?","It's true? And okay. And what are you ashamed of? And am I ashamed to say it, that I was afraid of something everyday, that we all do because walking, crossing the street, taking a bus, taking a break, we do it all, going shopping in front, going out to the door, we do it If they are, I couldn't do it, if they leave me, what are they going to tell me, are they going to start telling me no, it's not a lie, no, what's wrong with you?"
"¿Poné voluntad, ponés el alma, no ponés voluntad, ponés todo lo que tenés adentro? ¿Y no, no? ¿Te paraliza? No, ese es el el. La incomprensión de la gente siempre es enorme.","Do you put your will, do you put your soul, don't you put your will, do you put everything you have inside? And no, no? Does it paralyze you? No, that's the the. People's incomprehension is always enormous."
"Es el famoso bueno, si estás mal, bueno, dale. Estate bien. O sea como. ¿Que pone voluntad? Se lo pone fuerza, pero no, no. Yo lo que más quería era eso y bueno, después. Seguí mintiendo, no pude.","It's the famous well, if you're bad, well, go ahead. Be well. Or how. What puts will? He puts force into it, but no, no. What I wanted most was that and well, later. I kept lying, I couldn't."
"Después me agarró que no podía tragar durante 5 años comida sólida entonces. Así que comía puré y lo sólido como que lo dejaba. Ahí lo tapaba con el tenedor y el cuchillo para que no lo vea. Estuve 5 años, que no voy a comerte carne, pollo, nada que fuera sólido, no me no lo pasaba, se iban agregando síntomas, después irme, meterme en la ducha era un infierno, tenía que duchar sentada porque no podía.","Then it hit me that I couldn't swallow solid food for 5 years then. So I ate puree and left the solids alone. There he covered it with the fork and knife so that he wouldn't see it. I was there for 5 years, I'm not going to eat meat, chicken, anything that was solid, it didn't happen to me, symptoms kept adding, after leaving, getting into the shower was hell, I had to shower sitting down because I couldn't."
"Yo salía así al parier yo tengo parier chico no, que tengo un parier larguísimo, un parier chico. Miraba así el parierse me movía. Entraba y caminaba a la cerámica a ver si las caminaba derecho y las caminaba derecha. ¿Qué es lo que te va a escribir a nombre?","I went out like that to the parier, I have a small parier, no, I have a very long parier, a small parier. I watched as the birth moved me. He would enter and walk to the pottery to see if he would walk them straight and walk them straight. What is he going to write to you in your name?"
"Escribir a los nombres, los los números de teléfono, todo a ver si me si estaba bien de de la memoria, si me acordaba todo. ¿Si si era algo más? Si era otra cosa y si me acordaba de todo lo que no me concentraba porque si quería leer, leía 2 páginas y volvía a la primera.","Write the names, the phone numbers, everything to see if my memory was correct, if I remembered everything. If it was something else? If it was something else and if I remembered everything I didn't concentrate because if I wanted to read, I would read 2 pages and go back to the first."
"Porque estaba en eso. Miraba la televisión y era una película y yo miraba. Miraba los dibujos porque lo lo que decían no, no lo estaba. Qué es lo que me pasa, que es lo que me. Pasa, no estabas presente, nunca te ocupaba. Como tu 100 por. Ciento te lo ocupaba, no párala.","Because I was in it. I was watching television and it was a movie and I was watching. I looked at the drawings because what they said, no, it wasn't. What is happening to me, what is happening to me. Come on, you weren't present, it never bothered you. Like your 100 percent. One hundred took up your time, don't stop it."
"Y mi marido estaba ahí. Bueno, vamos a comer afuera, no, porque me siento mal porque no quiero. Él se pensaba que estaba depresiva y yo negada a ir a otro lado. Lo que sí era algo sabes que yo miraba por la ventana.","And my husband was there. Well, let's go eat out, no, because I feel bad because I don't want to. He thought he was depressed and I refused to go anywhere else. What was something, you know, I was looking out the window."
"Tengo ventana, va todo a mi departamento de la calle, pero miraba el ventanal del comedor y decía, qué suerte que tiene la gente que puede caminar y que puede tocar un colectivo y no se da cuenta y yo no lo puedo hacer y tengo todos los sentidos. Ciego y digo, mira, nos ve y puede hacer esto, y yo tengo todo y no puedo hacer nada, no puedo hacer nada.","I have a window, everything goes to my apartment on the street, but I looked at the dining room window and said, how lucky are the people who can walk and who can touch a bus and don't realize it and I can't do it and I have all the senses. Blind and I say, look, he sees us and he can do this, and I have everything and I can't do anything, I can't do anything."
"Diego, vos tenés colombofobia, que no es una fobia a las palomas, sino a todas las aves o no. A todas las aves sí se dicen más colombofobia por las por porque se identifica con las palomas, pero en realidad yo con todas las aves a full mal.","Diego, you have colombophobia, which is not a phobia of pigeons, but of all birds or not. All birds are called colombophobia because they identify with pigeons, but in reality I am completely wrong with all birds."
"Yo desde chiquito no le tenía fobia, eso es lo loco, porque a mí me encantaba. Yo iba a la granja una granja y me me gustaba jugar con los pollitos, que sé. Yo no tenía nada de miedo y no puedo recordar cuándo empezó todo. Sé que me empezó a suceder, pero no recuerdo el día de la primera vez que me pasó.","Since I was little I didn't have a phobia of it, that's the crazy thing, because I loved it. I went to the farm, a farm, and I liked to play with the chicks, I know. I wasn't afraid at all and I can't remember when it all started. I know it started happening to me, but I don't remember the day it first happened to me."
"Fue como que se instaló de golpe YY algo que que que realmente me modifica completamente. Pero empezó a ser gradual. O sea, sentís que fue como que de un día para el otro empezaste como. A tener como. ¿Ese miedo? Empezó con unos recuerdos, te digo la verdad, con las palomas.","It was like something suddenly installed and something that really changed me completely. But it started to be gradual. In other words, you feel like it was like from one day to the next you started like. To have as. That fear? It started with some memories, I tell you the truth, with the pigeons."
"Al principio yo no le tenía miedo, cuando era chico es de, fue más de grande. Yo empecé AA investigar desde dónde me había empezado a pasar eso y yo tengo el recuerdo que iba a un zoológico que se llamaba el zoológico de Putin y que yo no sé si todavía sigue estando.","At first I wasn't afraid of it, when I was little it was, it was more when I grew up. I began to investigate where this had started to happen to me and I have the memory that I went to a zoo called Putin's Zoo and I don't know if it is still there."
"YY ahí había muchas, muchos animales sueltos. Y tengo el recuerdo de un avestruz que es un ave muy grande. Que me había me persiguió, yo tenía una una. Tenía una bolsita con galletitas para darle de comer a las aves y a los animales y me atacó.","And there were many, many loose animals there. And I have the memory of an ostrich, which is a very large bird. That had chased me, I had a one. I had a bag of cookies to feed the birds and animals and it attacked me."
"Desde ahí vino y me atacó y no sé si desde ahí me agarró el miedo que tengo. Atacó. Te atacó, te atacó, sí. Sí, no, no, es que me atacó, me agarró. La. Bolsa con todas las galletitas YY pero cuando desplegó las salas y todo eso, o sea, es enorme y me acuerdo.","From there he came and attacked me and I don't know if the fear that I have got me from there. He attacked. He attacked you, he attacked you, yes. Yes, no, no, he attacked me, he grabbed me. The. Bag with all the cookies YY but when she spread out the rooms and all that, I mean, it's huge and I remember."
"Que me asusté un montón, pero no recuerdo si fue ahí que tenía miedo antes o después. No sé, porque es como que. Pero me cambió el órgano. Y eso, o sea, vos ya le tenía, no, no, es que le tenía miedo. Las. Aves todavía. No tengo, no me puedo acordar. Claro, eso es lo loco porque cuando lo lo he hablado en terapia no tengo un orden cronológico.","I was really scared, but I don't remember if that was when I was scared before or after. I don't know, because it's like that. But my organ changed. And that, I mean, you already had him, no, no, I was afraid of him. The. Birds still. I don't have one, I can't remember. Of course, that's the crazy thing because when I've talked about it in therapy I don't have a chronological order."
"No, no, no, no lo recuerdo. ¿Qué tan grave, o sea, cuánto te afecta a vos en en tu vida cotidiana, como la la fobia esta en? Realidad, me fui acostumbrando, o sea. ¿Me afecta de si voy caminando por la calle y hay una paloma, no, no respondo de mí si la tengo cerca o pasa volando o la tengo al lado, no?","No, no, no, I don't remember. How serious, that is, how much does it affect you in your daily life, like the phobia? Actually, I got used to it, I mean. Does it affect me if I'm walking down the street and there is a pigeon, no, I'm not responsible for myself if I have it nearby or it flies by or I have it next to me, right?"
"¿No, pero cuáles son los síntomas? ¿A veces un ave y que que no sé qué te genera, que cómo? ¿Reacciona, si las veo de lejos no me pasa nada, OK? El tema es cuando siento que que las tengo cerco que me pueden como atacar. Claro. Y me pasan cerca o el sonido o me me me empieza a pasar algo en el cuerpo.","No, but what are the symptoms? Sometimes a bird and I don't know what it generates in you, how? Do you react, if I see them from a distance nothing happens to me, OK? The issue is when I feel like I have them around me and they can attack me. Clear. And they pass me by or the sound or something starts to happen to my body."
"Claro. Empiezo a Transpirar, me me pongo nervioso si tengo que estar, si estoy en la calle y pasa una paloma. Y estoy con alguien. OO lo o me aferro, lo empujo, lo porque no, no puedo, no, no controlo mi cuerpo, no controlo lo que me pasa, no sé. Tuve que apenas entré a Disney, tenía que grabar una apertura de un programa de televisión y yo no sabía la apertura del zapping de ese del programa.","Clear. I start to sweat, I get nervous if I have to be there, if I'm on the street and a pigeon passes by. And I'm with someone. OO or I cling to it, I push it, because no, I can't, no, I don't control my body, I don't control what happens to me, I don't know. I had to as soon as I entered Disney, I had to record an opening for a television show and I didn't know the opening of the zapping of that program."
"Llegué al momento de grabación y tenía que y no me habían dicho. Hacía de un mago y tenía que sacar una paloma de adentro de la galera. Y yo dije, no lo puedo hacer, no, pero tenéis que hacer porque no lo puedo hacer. Y me empezó a agarrar una angustia y digo, pero no lo estoy haciendo a propósito, de verdad no lo puedo hacer.","I arrived at the time of recording and I had to and they hadn't told me. He played a magician and had to get a dove out of the galley. And I said, I can't do it, no, but you have to do it because I can't do it. And anguish began to grip me and I said, but I'm not doing it on purpose, I really can't do it."
"¿Este YY fue todo como una situación de de tal, no? O sea, pero déjate es 1 segundo, pero no tienen. O sea, es muy difícil a veces explicar lo que te pasa. Sí, sí, la gente no, no. ¿Entiende? No, no, no lo entiende. Lo terminaron cambiando, obviamente, porque me generó mucha angustia de verdad y pedí por favor, digo, no es de verdad.","This YY was all like a so-and-so situation, right? I mean, but leave it for 1 second, but they don't have it. I mean, it's very difficult sometimes to explain what's happening to you. Yes, yes, people don't, no. Understands? No, no, he doesn't understand. They ended up changing it, obviously, because it really caused me a lot of anxiety and I asked please, I mean, it's not real."
"O sea, no, no lo puedo hacer, no joda, no lo puedo hacer, no, y lo cambiaron, creo. Qué colores, no sé qué que salgan de ahí, pero no, pero paloma no. No, no, chao, pero te pasa esto de del yo siempre cuando dices, yo tengo fobia al vómito de mediofobia.","I mean, no, I can't do it, no shit, I can't do it, no, and they changed it, I think. What colors, I don't know what they come out of there, but no, but no paloma. No, no, bye, but this ""I"" thing always happens to you when you say, I have a phobia of mediophobia vomiting."
"Y Claro, la gente, como como lo toman como algo normal que te debe pasar también con el tema de ver un ave, una paloma o lo que fuese, lo minimizan muchísimo y lo lo terminan tomando como algo. Sí, boludo, o sea, es vomitar. O sea, no puede ser que que vos le tengas fobia al vómito, o sea, te pasa que sentís la la incomprensión de no entender como el nivel de la fobia.","And of course, people, as they take it as something normal that should happen to you also with the issue of seeing a bird, a pigeon or whatever, minimize it a lot and end up taking it as something. Yes, stupid, that is, it's vomiting. In other words, it cannot be that you have a phobia of vomiting, that is, it happens to you that you feel the incomprehension of not understanding the level of the phobia."
"¿Sí te pasa y de verdad no se entiende, EH? Y mi y te pone en un lugar a voz de de de vulnerabilidad muy grande porque es es a veces muy difícil de explicarlo. Que parece algo simple, pero no, no sé.","Does it happen to you and you really don't understand it, EH? And it puts you in a very vulnerable place because it is sometimes very difficult to explain. That seems like something simple, but no, I don't know."
"Yo hay lugares donde no puedo ir cruzar congreso, para mí es como no puedo, no puedo ir. Me encantaría poder cruzar, pero no puedo. Voy a lugares donde hay palomas. ¿He ido a veranear? No sé a Río de Janeiro YY la playa está llena de palomas. ¿No podés estar, no?","There are places where I can't go cross Congress, for me it's like I can't, I can't go. I would love to be able to cross, but I can't. I go to places where there are pigeons. Have I gone for the summer? I don't know about Rio de Janeiro and the beach is full of pigeons. You can't be there, right?"
"YY he estado ahí un ratito y estás que te tapás y estoy a lo grito. Digo, no puedo estar. Acá. Claro, no, no sáquense loco de ahí. Pero ponele, o sea, ahora que dijiste la playa ponele las gaviotas, ah, también. Las gaviotas, o sea, no. Ya sabes, quizás tenías más puntos.","And I've been there for a little while and you're covering yourself up and I'm screaming. I mean, I can't be there. Here. Of course, no, don't get crazy out of there. But put it, I mean, now that you said the beach, put the seagulls in it, ah, too. The seagulls, that is, no. You know, maybe you had more points."
"Bien, las patas de la gallina no las puedo ver. Me dan, no, no, no, no puedo. ¿Escúchame, o sea, y cómo o sea, has tratado de de de analizarlo, de tratarlo, o sea, cómo es que lo tratás? He intentado hacerlo en terapia, lo he llevado a terapia, pero no.","Well, I can't see the chicken's legs. They give me, no, no, no, I can't. Listen to me, that is, and how, that is, have you tried to analyze it, to treat it, that is, how do you treat it? I've tried to do it in therapy, I've taken him to therapy, but no."
"¿Es como que no sé, tengo otro problema, no? Sí, sí, pero es como que puedo convivir, aprendía como a convivir con eso y alejarme de de de situaciones. En mi casa, por ejemplo, en el fondo de Casa tengo paloma, pero no las tengo ahí, pero no están, no están cerca, no tengo lejos este, he comprado el espantador de palomas de un cosito negro que me asusto.","It's like, I don't know, I have another problem, right? Yes, yes, but it's like I can live with it, I learned how to live with that and get away from situations. In my house, for example, in the back of the house I have pigeons, but I don't have them there, but they are not there, they are not close, I am not far from this one, I have bought the pigeon scarer with a little black thing that scares me."
"Yo a veces cuando lo veo, me rico, te lo juro. No, no, no, no. Hay veces que te van sorprendiendo cosas con las gallinas, por ejemplo, yo le tengo, le tengo también le tengo terror de verdad. ¿Yo vivo en Mawich YYA veces hay gallinas caminando o por por por no por la calle, pero sí por la vereda YY voy caminando y aparece una gallina y me vuelvo loco, no, y si estoy cerquita de la calle te me puede atropellar un auto porque cruzo, o sea lo miro, no?","Sometimes when I see it, I get rich, I swear. No no no no. There are times when things surprise you with chickens, for example, I have him, I have him, I am also truly terrified of him. I live in Mawich YY Sometimes there are chickens walking or maybe not on the street, but yes on the sidewalk YY I'm walking and a chicken appears and I go crazy, no, and if I'm close to the street I can get run over by a car because I cross, that is, I look at it, right?"
