Text_Chunks,Translation_to_ENG
"Vamos a ver esta gran escena, vamos a verla la dormida. Los boletos los pueden encontrar enduermase.com pero comas háganlos de también es así duérmase que estaba diciéndole a la Cámara despiértese despiértese burrita que onda con su vida, que onda con su vida, ya se le cayó la cola.","Let's see this great scene, let's see her sleeping. The tickets can be found at duermase.com but whatever, make them like that, it's also like that, sleep that she was telling the Camera, wake up, wake up, donkey, what's up with her life, what's up with her life, her tail has already fallen off."
"Deme la cola de Burrita. Se le cayó la. Colita. Me está aquí corrigiendo la. Villa se dice que me durmieron. Sí, pero hipnotizada la gran hipnotizada de la burrita ya la fuimos a ver, mira.","Give me the Burrita tail. She dropped her. Tail. He is here correcting me. Villa is said to have put me to sleep. Yes, but the big hypnotized donkey was already hypnotized and we went to see her, look at her."
Ese fue un momento icónico porque la gente en televisión se vivió y se vió. Yo la verdad lo viví al 100. Yo solamente recuerdo que. No me quería dormir tampoco. Ya empezaba yo a sentir. Ya ves que se empiezan a sentir las manos duras y que.,That was an iconic moment because people on television lived and saw it. The truth is that I lived it to the 100th. I only remember that. I didn't want to sleep either. I was already beginning to feel. You see that your hands are starting to feel hard and that.
"Se y como el cómo le llaman artritis, como el. Como el hormigueo, ajá. Yo ahí ya empecé a creer, o sea, hasta ese hasta ese movimiento empecé a creer. Después logré en lo lejos escuchar que ella decía, yo no, yo no lo voy a hacer. Entonces dije, si no lo hago yo.","I know and like how they call it arthritis, like. Like the tingling, aha. That's when I started to believe, that is, until that movement I started to believe. Later I managed to hear her say in the distance, ""No, I'm not going to do it."" So I said, if I don't do it."
"Y no lo haces tú, ajá. ¿Qué contenido vamos a hacer entonces? Por eso dije Chingue su madre, ya estoy aquí y. Trácale, pero no, no sentías un un como nervio. O sea, cuando entraste yo sí quisiera saber. O sea, yo llegué a un punto donde estaba, en un trance, donde empezaba a sentir eso de los de estos y empezaba a sentir como que me desconectaba, pero mi demonio interno del miedo que tengo que ya bueno, o sea, ya verá algunas entrevistas que se vienen al futuro en estos días.","And you don't do it, aha. What content are we going to make then? That's why I said Chingue, his mother, I'm here and. Try it, but no, you didn't feel a nerve. I mean, when you came in I would like to know. I mean, I got to a point where I was, in a trance, where I was starting to feel like these guys and I was starting to feel like I was disconnecting, but my inner demon of fear that I have, well, I mean, you'll see. some interviews coming up these days."
"Donde hablé algo sobre eso, eso era lo que a mí me me que te. Fueras a quedar ahí. Ajá, Fíjate que yo también soy. Miedosa, porque si yo no lo controlo, no lo hago. O sea, ajá, soy muy controladora, pero realmente yo sí estaba pensando mucho en el contenido porque apenas estaba empezando el video.","Where I talked something about that, that was what I thought of you. You were going to stay there. Aha, notice that I am too. Scared, because if I don't control it, I won't do it. I mean, aha, I'm very controlling, but I was really thinking a lot about the content because I was just starting the video."
"Ajá. ¿Y te acuerdas que tu tío estaba medio así? Entonces yo dije, si ella ya dijo que no, porque yo te escuché, que decías no, no. ¿Dije, si yo digo que no, qué? ¿Qué vamos a hablar en el video o qué vamos a dar de contenido? Entonces yo dije, pues me aguanto y me dejó, digo yo no.","AHA. And do you remember that your uncle was kind of like that? So I said, if she already said no, because I heard you saying no, no. I said, if I say no, what? What are we going to talk about in the video or what are we going to provide as content? So I said, well she put up with me and she left me, I said not me."
"Nunca estuve nervioso de que me fuera a hacer algo que me fuera a pisar o que me fueran a hacer una pinche. Pero cirugía ahora pues es que yo vi que el John Milton sacaba muela, pero en. La cirugía a poco, te lo juro.","I was never nervous that they were going to do something to me that was going to step on me or that they were going to do something to me. But surgery now because I saw that John Milton pulled a tooth, but in. Surgery soon, I swear."
"Aquí ahorita voy a conseguir el video donde están un show en vivo y le saca la muela a un güey. ¿Ah, pero lleva un dentista para hacerlo, no? Él, o sea él, la más así y le sacan el diente. Yo dije, ojalá no vayas a Quererme. Hubiéramos sacado el problemita, no 2.","Here right now I'm going to get the video where they are doing a live show and they pull out a guy's tooth. Oh, but you need a dentist to do it, right? He, that is, he, the most like that and they pull out his tooth. I said, I hope you don't go to Love me. We would have solved the little problem, no 2."
"Años y ahí se va a quedar. Si el. ¿Problemita? No, o sea, está en proceso. Ah, OK, pero yo por eso decidí seguirle. O sea, yo dije en algún momento me va a despertar. No pensé que me fuera a estar. Durmiendo a cada rato, porque si les voy a confesar que traía unos putazos en la espalda porque ese vídeo sí lo vi donde al último creo que o.","Years and it will stay there. If he. Little problem? No, I mean, he is in process. Ah, OK, but that's why I decided to follow him. I mean, I said at some point he's going to wake me up. I didn't think I was going to be there. Sleeping all the time, because I'm going to confess that he had some whores on his back because I did see that video where I think it was the last one."
"Te cae donde. No sé qué decimos y luego trae y que todos riéndose en vez de que me levantara eso también fue una observación que yo le hice. Producción. Más de 10 personas perdieron el empleo. Porque esa situación, porque yo me golpeé, de hecho yo traía putas aquí donde yo creo que me pegué o con la silla.","It falls on you where. I don't know what we say and then he brings it and everyone laughs instead of me getting up. That was also an observation I made to him. Production. More than 10 people lost their jobs. Because that situation, because I hit myself, in fact I brought whores here where I think I hit myself or with the chair."
"O con esa luz no te no, no te pegaste, te resbalaste en la silla. ¿Bueno traía, pero fue un momento icónico porque dónde tú le dices, oye, vamos a ver ese momento, no? Me vaya a hacer bromas y luego voy a verme. Que estoy duérmase profundo despiértese.","Or with that light, no, no, you didn't hit yourself, you slipped on the chair. Well, it was, but it was an iconic moment because where do you say, hey, let's see that moment, right? I'm going to make jokes and then I'm going to see myself. I'm going to sleep deeply, wake up."
"¿Qué pedo? Mira, es que tú les insiste, ya no me duerme. Entonces dijo, ya no quieres que te duerma, duermas centro. A mí, la verdad, no quise ver el video completo porque yo en mi ignorancia, creía que me podía volver a dormir. ¿Es que no dice si sea real, no sé si dicen que es cuando lo vuelves a enfrentar en persona o si es con el video y pues fui a su casa qué?","What up? Look, you insist, it doesn't put me to sleep anymore. Then she said, you don't want me to put you to sleep anymore, sleep center. To be honest, I didn't want to watch the entire video because, in my ignorance, I thought I could go back to sleep. It doesn't say if it's real, I don't know if they say it's when you confront him again in person or if it's with the video and then I went to his house what?"
"2 días después sí. Fui a su casa con el señor, pero no tocamos el tema. Toca que fuiste otros. Business, porque quiero hacer la nueva gomita de. Al parecer, tacha la mapacha se quiere subir arriba de mí, me quiere pisar, pero yo.","2 days later yes. I went to his house with the man, but we didn't talk about it. It turns out that you were others. Business, because I want to make the new jelly bean. Apparently, Tacha the raccoon wants to climb on top of me, she wants to step on me, but me."
"¿Hablando de tacha la mapacha usted ya sabe en estos momentos porque estamos buscando mascoti drak a la a la nueva mascoti drak del momento telonera que vamos a lanzar, ya le cambiamos el nombre en el Palenque del momento, denuncie, pero esa niña cómo arrasó?","Speaking of Tacha the Raccoon, do you already know right now why we are looking for mascoti drak for the new mascoti drak of the moment that we are going to launch, we already changed the name in the Palenque of the moment, report it, but how did that girl sweep ?"
"La gente está toda. La gente me ponía en la publicación de. La mapacha y perdónenla y que no sé qué miren, yo no tengo nada que perdonarle si la niña es votada y aclamada por el público. ¿Se le va a dar la respetar?","The people are all there. People put me in the publication of. The raccoon and forgive her and I don't know what to look at, I have nothing to forgive her if the girl is voted and acclaimed by the public. Is she going to give him respect?"
"OK, porque esto el público lo va a decidir, ajá. Pero también hay que aclarar que hay que presentar un video de 1 minuto mostrando tu talento. Qué talento, unas. Fotos de tus looks si quieres y el público, nosotros decidiremos.","OK, because the public is going to decide this, aha. But it must also be clarified that you must submit a 1-minute video showing your talent. What talent, some. Photos of your looks if you want and the public, we will decide."
"¿Quién va a abrir el Palenque de los ampones, que es el 30 de abril? Y este te quería avisar que yo ya estoy blindada, totalmente blindada, tengo ya seguro de gastos medios mayores.","Who is going to open the Palenque de los ampons, which is on April 30? And I wanted to let you know that I am already protected, totally protected, I already have insurance for higher average expenses."
"Tengo también un equipo grande de abogado que es el equipo de abogados que trae Gloria Trevi, que defendió a Johnny Depp. Cuando esta muchacha le cago. Toda la cama, toda la cama, le cago. Este traigo a esos abogados porque si usted no le ha quedado Claro en el Palenque del momento, vamos a vivir lo que la gente le gusta.","I also have a large team of lawyers, which is the team of lawyers brought by Gloria Trevi, who defended Johnny Depp. When this girl shit on him. The whole bed, the whole bed, shit. I bring these lawyers because if you are not clear in the Palenque of the moment, we are going to live what people like."
"¿Es que usted a lo mejor no ha entendido? Pero el Palenque el momento tiene 2. Fragmentos. No y deja todos fragmentos. O sea, es un mensaje subliminal. Sí, estamos hablando del Palenque. Existen los palenques, conciertos, pero que se hacían antes de los palenques.","Maybe you haven't understood? But Palenque at the moment has 2. Fragments. No and it leaves all fragments. In other words, it is a subliminal message. Yes, we are talking about Palenque. There are palenques, concerts, but they were done before palenques."
"Ah investíguenlo analícelo analícelo aparte. Como porque en el Promo nosotros decimos lucharán de dota. ¿Por qué decimos eso? Analícenlo y aparte, porque en un grupo están las técnicas que somos nosotras y en.","Ah, investigate it, analyze it, analyze it separately. Like because in the Promo we say they will fight in dota. Why do we say that? Analyze it and separate it, because in a group there are the techniques that are us and in."
"Otro, las rudas. Las rudas, que está la que no voy a mencionar su nombre, pues yo yo. Menciono tampoco a la otra. Entonces, si tú lo. ¿Mencionas yo tampoco menciono dónde? ¿Está la pulga Pona, dónde? ¿Está la señora Esa? ¿Mamá melanito que también va a estar con nosotros, entonces usted gira esa cabecita?","Another, the rude ones. The rude ones, which is the one that I'm not going to mention her name, well, I. I don't mention the other one either. So if you do. You mention I don't mention where either? Is the Pona flea where? Is Mrs. Esa there? Mama melanito who is also going to be with us, so do you turn that little head?"
"Gira que gira gira la. ¿Cabecita lo único que le voy a decir es que usted me conoció por este video que vamos a ver ahorita donde yo le tundo a la pulga atraviesa en aquel teatro fallecido de la para recordar, vamos, por favor, qué culera?","Turn that turn turn the. Cabecita, the only thing I'm going to tell you is that you met me through this video that we're going to see right now where I beat the flea in that deceased theater of the to remember, come on, please, what the hell?"
"Ya fui muy clara, Eh fue. ¿Muy clara con lo que dije ya, dámelo, Dámelo yo, no? ¿Pinche pulga vieja, Qué quieres, qué quieres ya? Se fue, ya no quiero trabajar contigo.","I was already very clear, Eh it was. Very clear with what I already said, give it to me, give it to me, right? Fucking old flea, what do you want, what do you want now? He left, I don't want to work with you anymore."
"Ah, ya no quiero tranquilízate, vente para acá, quiero trabajar, siéntate, Ay. La gente nos. ¿Conoció por eso? Ahí. Se dio a conocer muy de lo último, muy a nuestro nivel, ajá. Ahí. Conocieron de que yo estaba hecho.","Ah, I don't want to anymore, calm down, come over here, I want to work, sit down, Oh. The people us. Did you know about that? There. It was announced very much at the latest, very at our level, aha. There. They knew what I was made of."
"¿De que hecho? Perdón porque soy mujer. Aparte, es que yo amo el momento en el que le arrancas la. Donde le arrancas, tú te la. Pones de la mano, o sea, para mí eso es el momento iconic y. Aquí han pasado ya casi 2 años después de este video y también quiero aclararles algo.","Of what fact? Sorry because I'm a woman. Besides, I love the moment you rip hers off. Where you tear it off, you take it. You hold hands, I mean, for me that is the iconic moment. It's been almost 2 years since this video and I also want to clarify something for you."
"Ahí hay otra compinche de la pulga, que es la marrana de la zona. Sí. Es una marrana, es una marrana cara de cochino porque si ustedes venden el. Pero ya recé porque ya es del rancho de aguas, es belicona, está bien. Culona.","There is another crony of the flea, which is the local pig. Yes. She is a pig, she is a pig-faced pig because if you sell him. But I already prayed because she's from the water ranch, she's bellicose, she's fine. Big ass."
Está bien carrosona. Desde bien chiquitin ya estuvo colona este. Culona y ella. También se metió pistolona y sabes también quién se metió el pimpón y. El patito. Todos son una bola de que.,It's fine carrosona. From a very young age he was already a colonist. Culona and her. She also took a gun and you also know who took the ping pong and. The little duck. They are all a ball of what.
"Dicen que el patito es. ¿Es a switch? Es a switch, pero pero yo siempre tenía esa teoría. O sea, yo siento que el patito se hizo a switch porque desde muy chiquito creo que de que Ay. Está chiflado, yo creo que está chiflado y afeminado. Y luego siempre le ponen como que sus trajecitos, así como muy hacer te.","They say that the duckling is. Is it a switch? It's a switch, but I always had that theory. In other words, I feel that the duckling made a switch because from a very young age I think that Oh. He's crazy, I think he's crazy and effeminate. And then they always put on their little suits, as well as making tea."
"¿Has dado cuenta que el pato patito siempre ha estado bien pierno? Oye. Nunca ha aparecido de sus piernas ella, él siempre tiene como ese, como que su cómo se llama su su. Su su o. ¿Cuando alguien tiene algo y que este es mi first, mi feeling, mi no sé, ay, alguien lo dijo, Ese es mi es tu sexo, feel qué?","Have you noticed that the duckling has always been on his feet? Hey. He has never appeared from her legs, he always has like that, like hers what's the name of his hers. His hers or. When someone has something and this is my first, my feeling, my I don't know, oh, someone said it, That's my is your sex, feel what?"
"¿Sexapil, qué significa eso? Sexapil es como él es una música filis del sexo sexapil, pero el. Pato es un personaje para El Niño. Sexapil sexapil, pero el. Pato patito es un personaje para niños. Pollo de niño lo vi, decía y. Patito cuando se quitaban el pato.","Sexapil, what does that mean? Sexapil is like he is a sexapil sex fili music, but he. Pato is a character for El Niño. Sexapil sexapil, but the. Duckling Duck is a character for children. I saw chicken as a child, he said and. Duckling when they took off the duck."
"Ay, sí. O sea, entonces tú veías a quien se ponían fuera. Mayugadas que era. El mascarin vea, no, ay, para que te pones. Anterior a él era otro que se llamaba. El oficial que yo conocí, porque así decía yo soy el pato, me dijo, ganaba 50 pesos, puta era se llamaba Bernardo.","Oh yes. I mean, then you saw who they put out. Mayugadas that was. The mask saw, no, oh, what are you wearing for. Before him was another one called. The officer that I knew, because that's what he said, I'm the duck, he told me, he earned 50 pesos, he was a whore, his name was Bernardo."
"Bernardo Reyes y estaba súper Tierno que nuestro, nuestro modista fue el pato. Nuestro diseño a. La Pedro, trabajaban las adictas. Escríbele 2 veces queda mal la tercera. Vas para fuera, Pedro.","Bernardo Reyes and he was super cute that our, our dressmaker was the duck. Our design a. La Pedro, the addicts worked. Write to him twice, the third time is bad. You're going outside, Pedro."
"Espero que cuando veas este video no estés fuera de la gira, pero kabuki. No vaya a ser que haya venido YY me llamo y la madre y tengo llamadas perdidas kabuki. Entonces Pedro fue el pato ocupamos. ¿Costureras por qué ya se va para?","I hope that when you see this video you are not off the tour, but kabuki. It's not going to be that YY came and my mother called me and I have missed calls Kabuki. Then Pedro was the duck we dealt with. Seamstresses, why are you leaving?"
"Es que ese Pedro, Ay, no, no, no. No, no, oigan, ustedes tienen en su en su grupito un amigo que siempre se le pierde el celular, esa es la Pedro. Oye, sí es cierto que que. ¿Cambian de chip? Yo no sé por qué tengo un alguien de mi familia que no va a decir quien cada semana o cada 15 días cambia de número, pero.","It's just that Pedro, Oh, no, no, no. No, no, listen, you have a friend in your group who always loses his cell phone, that's Pedro. Hey, yes it's true that. Do they change the chip? I don't know why I have someone in my family who is not going to say who changes their number every week or every 15 days, but."
"¿Por qué, o sea? ¿No sé si le deba a alguien o no sé, pero cada rato se me actualiza de que ta ta ta cambio su número es como hasta mi intriga y le quiero decir, te estás escondiendo de alguien, no? ¿Será que le gusta cuando compras el chip y te dan promoción de 20 pesos más de saldo?","Why, that is? I don't know if I owe it to someone or I don't know, but every so often I get updates that his number has changed, it's like even my intrigue and I want to tell him, you're hiding from someone, right? Could it be that he likes it when you buy the chip and they give you a promotion of 20 pesos more balance?"
"¿Pero qué gasto? El chip cuesta 30. No cuesta, te te venden el chip, creo que en 100 y te dan de saldo 120, no hay 20 pesos y puedes, pero puedes activar un plan con 30 pesos yo. Creo que ahí es más no querer tener el mismo número. Tú crees, pero de qué sirve eso, guau.","But what expense? The chip costs 30. It doesn't cost, they sell you the chip, I think for 100 and they give you 120 as a balance, there is no 20 pesos and you can, but you can activate a plan with 30 pesos. I think there it's more about not wanting to have the same number. You think, but what's the point of that, wow."
"O existe el típico que pues siempre la mala suerte de que se le perdió el celular no le creo. O que se le queda sin pico o. De seguro sacaste préstamos en las Apps. ¿Existen préstamos en las Apps? ¿Sí, cómo va a existir un préstamo en una APP?","Or there is the typical one who, because it is always bad luck that he lost his cell phone, I don't believe him. Or that he is left without a beak or. Surely you took out loans in the Apps. Are there loans in the Apps? Yes, how is there going to be a loan in a PPP?"
"Pero no hagan esta a ver. O sea, es cierto, es cierto lo que me llega de la de la Ud, hablo de la Ud, que empieza con la D me llega un mensaje de texto que dice. Del del del me llega el mensaje de. Crédito y préstamo y me llega y es verdad, sí, es verdad, pero los intereses son muy grandes.","But don't do this to see. I mean, it's true, it's true what I get from Ud, I'm talking about Ud, which starts with D, I get a text message that says. From the from the from I get the message from. Credit and loan and it comes to me and it is true, yes, it is true, but the interests are very great."
"Yo. Cuando no era la burrita. Yo cuando no me iba tan bien, opté por a usar los este recursos y los programas sociales que tenían. ¿Pero usted no caiga, no caiga porque y cuál sacaste compartamos?","I. When it wasn't the little donkey. When I was not doing so well, I chose to use these resources and the social programs they had. But you don't fall, don't fall because and what did you get let's share?"
"No ese nunca, ese es mapa, señoras. ¿Fovissste o cómo se ve los auto no? Nada más el del es. ¿Que tengo un amigo que PA ver a beyoncé con uno de esos? Movistar. No, cómo se llama el. De la azteca. Bonacot crédito, bonacot este. No me lo sabía.","Never that one, that's the map, ladies. Fovissste or what the cars look like, right? Nothing more than the is. I have a friend who wants to see Beyonce with one of those? Movistar. No, what's his name? From the Aztec. Bonacot credit, bonacot this. I didn't know it."
"Pero eso es más del trabajo, no te ayudan en. Las semanas laborales. Qué perra y beyoncé bien cargadita en su casa, bien. Cargadita y ella endeudada con. Fonacote beyond, yo pensé que para Lady Gaga. Oye, ya se viene. ¿O ya se estreno el tráiler de Gaga y Joker?","But that's more of the job, they don't help you with it. The work weeks. What a bitch and a loaded Beyonce in her house, good. Loaded and she is in debt. Fonacote beyond, I thought it was for Lady Gaga. Hey, it's coming. Or has the Gaga and Joker trailer already been released?"
"Galia Joker para este momento. Por tal motivo creo que es para el 9 de abril. OK, me estuvieron llegando muchos mensajes porque ya ves que en el episodio pasado con mi hija Galavaro ajá interprete telephone de Lady Gaga. Ay que se hizo muy teléfono telephone.","Galia Joker for this moment. For this reason I think it is for April 9. OK, I was getting a lot of messages because you see that in the last episode with my daughter Galavaro, she played Lady Gaga's Telephone. Oh, it became very telephone."
"Telefone. Telephone. ¿Recibí un mensaje de Lady Gaga, tú? De Lady Gaga. Cuando yo estaba dormida, OK, soñé con ella y me dijo, por favor. Bad Romans es lo único que yo entendí en el sueño. Yo fui con mi terapeuta y me dijo, Lady Gaga está pidiéndote en el sueño que cantes bad Romans en el podcast del momento, quiero pedir una oportunidad ahorita que no hay este invitados de aquí para cantar Bad Romance, no por mí.","Telephone. Telephone. I got a message from Lady Gaga, did you? From Lady Gaga. When I was asleep, OK, I dreamed about her and she said, please. Bad Romans is the only thing I understood in the dream. I went to my therapist and she told me, Lady Gaga is asking you in the dream to sing Bad Romans on the podcast of the moment, I want to ask for an opportunity right now since there are no guests here to sing Bad Romance, not for me."
"Por Lady Gaga, o. ¿Sea, lo estás haciendo por ella?","By Lady Gaga, or. So, are you doing it for her?"
¿Me parecía que estaban demonada que? Aplaudiendo se le hacían los.,"It seemed to me that they were demonized? Applauding, they made him."
Ojotes como de perro de este es el éxito más grande que ha tenido Lady Gaga no que. Pasa reina.,Dog-like eyes of this is the biggest success that Lady Gaga has ever had. Come in queen.
"Este vídeo estuvo muy ha sido el de la nena a. Ver, dame algo más profundo, esos perros, dame esos pinches perros, a ver, dame algo más profundo, esa.","This video was very good, it was the one from the girl A. See, give me something deeper, those dogs, give me those fucking dogs, let's see, give me something deeper, that one."
"No me la sé. Es la del piano. Por eso. La de que se debió de haber sido million reason, Million reason. Que se. Debió de haber sido sencillo, sí.","I do not know. It's the piano one. That's why. The one that should have been million reason, Million reason. That. It must have been simple, yes."
"¿Fue muy sencillo, no? O sea, si la promociono sí no la ponían. En la radio, si. ¿La ponían en la radio, cómo te atreves después? ¿De cuántos años hasta? En los antros la ponían en las noches de karaoke un joto me tenía harto que siempre me la. Oye. Sabes que estaría bien que de una vez al mes traer algún artista de Monterrey, una drag de Monterrey, que nadie conozca, porque Kim de León tocó un tema muy importante en TikTok, en donde sí, en donde decía que pues actualmente el Monterrey, Fíjate, a mí me dio mucha vergüenza eso.","It was very simple, wasn't it? That is, if I promoted it, they wouldn't put it on. On the radio, yes. They played it on the radio, how dare you later? From how many years to? In the clubs they played it on karaoke nights, some guy had me so fed up that he always played it. Hey. You know that it would be nice to bring an artist from Monterrey once a month, a drag artist from Monterrey, that no one knows, because Kim de León touched on a very important topic on TikTok, where yes, where she said that currently Monterrey, Look, that made me very embarrassed."
"Que cuando no hay como dragas de la más draga de drag race a las que van a trabajar ahí a ciertos antros, sí les dan de que tus quinientitos tus 600 y que cuando van dragas famosas les dicen, Oye, Mira, voy a agarrar el teléfono.","That when there aren't the most drag race dredgers that go to work there in certain clubs, they do give them your five hundred or 600 and that when famous dredgers go they tell them, Hey, look, I'm going to grab the phone."
"A ver. ¿Oye, qué onda? Este va a venir gala varo, por si quieres venir aquí a presentarte nada más que no hay pago. O sea, tu pago es conocerla y que te tomes la fotito. Bye. A poco están haciendo. Eso y para lavar o mejor nada.","Let's see. Hey, what's up? This one is going to come gala varo, in case you want to come here to introduce yourself, nothing more than there is no payment. In other words, your payment is to meet her and have her photo taken. Bye. They are doing little. That and to wash or better nothing."
"Mejor nada a ver. O que a ver me estoy poniendo en contexto, yo pensé que eso o sea las contratan para cuando no va a haber nadie para que haya contenido de dragas ahí bailando y que soy ahí, que que ahorita se que el Dolly creo que es el que tiene ahorita un poquito más de proyección con dragas este, pero cuando no va a haber.","Better nothing to see. Or let's see I'm putting myself in context, I thought that that is, they hire them for when there is going to be no one so that there is content of dredgers dancing there and that I am there, that right now I know that Dolly I think is the one who Right now it has a little more projection with dredgers, but when there won't be any."
