Text_Chunks,Translation_to_ENG
"¿Sí, o sea, por qué no hacen películas así, películas de la vida real? Pues por qué no Verónica. Ah, OK. Y vamos con el primero. Estábamos en proceso de divorcio, ya teníamos la sentencia, solo faltaba llevarla a que la metieran en el sistema. Me mandó mensaje diciendo que si nos podíamos ver, que ya no tenía pareja y que me extrañaba.","Yes, I mean, why don't they make movies like that, real life movies? Well, why not Veronica. Oh, okay. And let's go with the first. We were in the divorce process, we already had the ruling, we just needed to get it into the system. He sent me a message saying that we could meet, that he no longer had a partner and that he missed me."
"Estuve insistiendo por varios meses hasta que accedí porque pensé que había cambiado y que quizás sí podíamos darnos otra oportunidad. Al fin y al cabo, el divorcio aún no estaba completo, pero oh, sorpresa. Me quería proponer ser su amante.","I insisted for several months until I agreed because I thought he had changed and that maybe we could give ourselves another chance. After all, the divorce wasn't complete yet, but oh, surprise. I wanted to propose to be her lover."
"No pude soportar llorar y saber que para él solo soy solo algo para un rato, que no merezco algo bien, etcétera. Me limpié las lágrimas, me metí a mi casa y agendé una cita con el abogado. Ayer fui a llevar la hoja y ya por fin estoy divorciada oficialmente.","I couldn't bear to cry and know that for him I'm just something for a while, that I don't deserve something good, etc. I wiped away my tears, went home and made an appointment with the lawyer. Yesterday I went to take the form and I am finally officially divorced."
"Eso, eso mamona. ¿Qué estás escupiendo? Y yo son mis cohetes, son mis cohetes. ¿Qué qué bendición estar divorciado de verdad?","That, that sucker. What are you spitting? And I are my rockets, they are my rockets. What a blessing to be truly divorced?"
"Qué bendición. Qué mal, qué mal y lo peor. ¿Tú sabes qué que los martes de historia siempre nos llega esto? Del güey que se fue con otra persona y que luego regresó, pero para pedirles que sean la amante, o sea, esos güeyes no quieren perder güey, pero sabes que es otra cosa que lo hemos dicho y lo nos yo lo toqué en terapia, tú lo tocaste en terapia, y es que a nosotras las morras, nos encanta hacernos creer que somos nosotras.","What a bless. How bad, how bad and the worst. Do you know that on History Tuesdays we always get this? Of the guy who left with another person and then came back, but to ask them to be the lover, I mean, those guys don't want to lose guy, but you know it's something else that we've said and I touched on it in therapy, You touched it in therapy, and we girls love to make ourselves believe that it's us."
"El problema a que me refiero con esto, a que tú dices, él me hizo sentir que yo era sólo para un rato. No, no es cierto, no era sólo para un rato, te quiere siempre en su vida. ¿Sólo es un perro asqueroso que no sabe tomar decisiones y que no quiere perder absolutamente nada, porque de chiquito sus papás le dieron perro todo y creía que se merecía absolutamente todo sin trabajar, no?","The problem I'm referring to with this, what you say, he made me feel like I was just for a while. No, it's not true, it wasn't just for a while, he always wants you in his life. Is he just a disgusting dog who doesn't know how to make decisions and doesn't want to lose absolutely anything, because when he was little his parents gave him everything and he believed that he deserved absolutely everything without working, right?"
"Todo bien. No, o sea, no, no era tu culpa. No era que tú no merecieras una una relación. Bien, no era que tú solo eras para un. ¿Rato, no? Y es que aparte, también creo que todas cometemos este error de querer que la otra persona un día despierte, recapacite y diga, Ah, mujeron.","All good. No, I mean, no, it wasn't your fault. It wasn't that you didn't deserve a relationship. Well, it wasn't that you were just for one. Time, right? And apart from that, I also think that we all make this mistake of wanting the other person to wake up one day, reconsider and say, Ah, woman."
"Y no la que tiene que recapacitar. Eres tú tú un día despierta y di, hombre, me merezco todo, no, no lo tiene. Por qué pensar la otra persona lo tienes que pensar tú y yo sé que lo digo bien, fácil, porque mira el camino del amor propio está está difícil.","And not the one who has to reconsider. It's you you one day wake up and say, man, I deserve everything, no, it doesn't. Why the other person thinks is what you have to think and I know that I say it well, easy, because look, the path of self-love is difficult."
"El camino hacia El Dorado está bien difícil, la verdad, no sé si. Está bien, difícil y no es lineal. Y no es lineal, hermana no es lineal. O sea, nosotros lo vivimos todos los días. Hay días en que decimos no que sé diosa qué diosa. Y al día siguiente es como soy asqueroso.","The road to El Dorado is very difficult, honestly, I don't know if. It's okay, it's difficult and it's not linear. And it's not linear, sister it's not linear. I mean, we live it every day. There are days when we say no, I don't know what goddess. And the next day is how I'm disgusting."
"Soy una cochinada, soy una cochinilla, no sé ni hacer bien el color rojo. Las cochinillas de color rojo o. Sea, no lo hacen ellas, no, no es como. Es como que vayan fabricando el color rojo así las cochinillas.","I'm a pig, I'm a pig, I don't even know how to do the color red well. Red scale insects or. Well, they don't do it, no, it's not like. It's like they are making the color red like this with the cochineals."
No sé cómo sale el proceso de la cochinilla y el color rojo. Llámenme ignorante. Por no tener el dato. Por no tener el dato acá de botepron. Pero son las cochinillas o las chinchillas.,I don't know how the process of the cochineal and the red color comes out. Call me ignorant. For not having the data. For not having the information here on Botopron. But they are mealybugs or chinchillas.
"No son las cochinillas las cochinillas, las cochinillas son las que bueno o sea, de las cochinillas extraen el color rojo. Bueno, no importa nosotros este estaba ya se me olvidó.","Mealybugs are not the mealybugs, the mealybugs are the ones that, well, that is, they extract the red color from the mealybugs. Well, it doesn't matter about us, this one was already forgotten."
"Sí que no, que que el camino al amor propiamente. ¿No, no es lineal, o sea, y también creo que cuando o sea a mí me pasó y esto lo voy a hablar por mí, no lo voy a hablar por otras personas, pero cuando yo recién me divorcié este yo tenía, o sea, había muchos pensamientos en mi cabeza que decían, pues quién va a querer andar con una morra que está divorciada, sabes?","Yes, no, that is the path to love itself. No, it's not linear, or I mean, there were a lot of thoughts in my head that said, well, who's going to want to hang out with a girl who's divorced, you know?"
"O sea, como que ya estoy apestada, ya me marcaron, ya me mearon, ya me mearon, ya vuelvo a meado, o sea, vuelvo a banqueta el sábado. O sea, a. Ti te pega el Sol. Nombre, no un hedor.","In other words, like I'm already stinking, they've already marked me, they've already pissed on me, they've already pissed on me, I'm already pissing again, that is, I'm going back to the sidewalk on Saturday. That is, a. The Sun hits you. Name, not a stench."
"¿Yo caliente este y yo decía, pues quién me va a querer, no? O sea, pues soy una morra de 30 y tantos que se que se divorció y pues hay muchos vatos de mi edad, o más chiquitos o más grandes.","I hot this one and I said, well, who is going to love me, right? I mean, I'm a 30-something girl who I know got divorced and there are a lot of guys my age, or younger or older."
"¿Que es como Ay, no, ya ya está divorciada, no? Güey, no es cierto. Nadie, nadie lo decía yo en mi cabeza, nadie sabes, o sea, y también se vale para todos. Hay gustos, no como hay personas que dicen sí que tenga hijos, no que tenga hijos. Yo sí puedo, entonces o sea.","Which is like Oh, no, she's already divorced, right? Wow, it's not true. Nobody, nobody said it in my head, nobody knows, I mean, and it also applies to everyone. There are tastes, unlike there are people who say yes to having children, not to having children. Yes, I can, so I mean."
"¿Supongo también tiene que ver con cómo lo has vivido en general, no? O sea porque. Sí creo que a lo mejor estar con una persona divorciada este a veces a veces no es sencillo, sobre todo si la persona del pasado sigue estando presente por un tema de negocio, hijos, este lo que sea, no como que siempre va a ver esa ese tema, pero pues güey.","I suppose it also has to do with how you have experienced it in general, right? Or because. Yes, I think that maybe being with a divorced person is sometimes not easy, especially if the person from the past is still present for a business issue, children, whatever, it's not like you're always going to see That's the topic, but wow."
"¿Algo que hablábamos fuera de Cámara es que te sientes cómoda? ¿No? Porque pues estás en un lugar en donde ya te conocen. Ya no tienes que empezar de cero. Ya no tienes que entonces como que si tu ex te habla dices ah. Ya. Sí, ya sabes algo se siente familiar, algo se siente familiar y dices, bueno, pues órale no no caigan, por favor no caigan y no quiero decir que todos los ex, porque yo sé que hay muchas historias de éxito y ahorita va a venir la única en 1000000 de ya sé, te lo estoy diciendo de esta morra que bueno, que bueno, que te diste cuenta que era un imbécil.","Something we talked about outside the Chamber is that you feel comfortable? No? Because you are in a place where they already know you. You no longer have to start from scratch. You don't have to anymore so like if your ex talks to you you say oh. Already. Yes, you know, something feels familiar, something feels familiar and you say, well, pray no, don't fall, please don't fall and I don't want to say all the exes, because I know that there are many success stories and right now it's going to happen. come the only one in 1000000 of I know, I'm telling you about this bitch that good, that good, you realized that he was an idiot."
"Allí dice, cuando me reencontré con él, y como ya no había amor, me di cuenta que ni se rifaba tanto en él sin respeto como creía si. Si pasa la neta, es que sabes que el. Amor te hace pensar tonterías. No somos pendejas, nos encanta engrandecer a nuestras parejas.","There it says, when I met him again, and since there was no longer love, I realized that he wasn't even treated as much without respect as I thought he was. If he passes the net, you know that he. Love makes you think nonsense. We are not stupid, we love to enhance our partners."
"Ajá, nos encanta. Ese es un mal que yo tengo, o sea que tengo que pero me encanta. O sea como. ¿Ponerlos en un pedecito poner así? Me fascina y es como tú, esto, tú, tú, tú, tú, tú, tú y está lindo. O sea, está lindo porque si la otra persona es igual que tú, eso está lindo.","Aha, we love it. That's a bad thing that I have, I mean I have to but I love it. Or how. Put them in a little piece like this? It fascinates me and it's like you, this, you, you, you, you, you, you and it's beautiful. I mean, it's nice because if the other person is just like you, that's nice."
"Ajá. Pero si la otra persona no es igual que tú y tú, lo único que estás haciendo es engrandecer, engrandecer, engrandecer, engrandecer. ¿Llega el momento en el que si lo dices en voz alta, te lo crees? Sí, no y aparte también. ¿O sea, creo que todos hemos tenido esa amiga o ese amigo que nos dice así de mi pareja hace todo bien, no?","AHA. But if the other person is not the same as you and you, all you are doing is magnifying, magnifying, magnifying, magnifying. Does there come a time when if you say it out loud, you believe it? Yes, no and apart too. I mean, I think we've all had that friend who tells us that my partner does everything right, right?"
"Y es como. ¿Mi hermana reacciona, no? ¿O sea o que lo ven como este vídeo que se hizo muy viral en TikTok, así como de no, yo no lo dejo porque todas las mujeres quieren con él, no? Y encima, señora, ya lo vio cuchitril. Ya se dio cuenta que no.","And it's like. My sister reacts, right? Or do they see it as this video that went very viral on TikTok, as well as no, I won't leave it because all the women want it, right? And on top of that, lady, you already saw him in a hovel. She already realized that it wasn't."
"No, no, no. ¿O sea, yo creo que cuando cuando enalteces cualidades que sí tienen, sabes, o sea, cosas que sí existen, no? ¿Que no te engañas, que que dices es una persona, es como por ejemplo, no? O sea la persona con la que sale vero, mi novio.","No no no. I mean, I think that when you praise qualities that they do have, you know, that is, things that do exist, right? You're not fooled, what you say is a person, it's like, for example, right? That is, the person Vero is dating, my boyfriend."
"Son personas que se dedican al escenario y que tú y que tú lo ves arriba del escenario y dices no, o sea, y que puedes entender que otras personas admiren eso que tú admiras, no, pero si llegara alguien y me dijera, Oye este Freddy, qué hermoso carácter tiene arches.","They are people who dedicate themselves to the stage and that you and you see it on stage and say no, that is, and you can understand that other people admire what you admire, no, but if someone came and said to me, Hey this Freddy, what a beautiful character Arches has."
