Text_Chunks,Translation_to_ENG
"El tema es que tenía 306 pasajeros, que es una guasada, o sea 306 personas. A mí me cuesta tomar dimensión de de la cantidad de gente y yo siempre lo que hago es. Multiplicarlo por aulas tipo llenar aulas Conesa cantidad de gente. Entonces yo digo ponerle en el secundario, yo tenía un curso de 30 personas, entonces digo, bueno, 10 aulas completas, todo mi secundario y cuatro aulas más desaparecidas, repleta gente desaparecida.","The issue is that it had 306 passengers, which is a joke, that is, 306 people. It's hard for me to take into account the number of people and what I always do is. Multiply it by classrooms like filling classrooms with that amount of people. So I say put him in secondary school, I had a class of 30 people, so I say, well, 10 complete classrooms, my entire secondary school and four more missing classrooms, full of missing people."
"Y es un flash bueno, hay un montón de casos más, pero uno que me pareció interesante y que es el más faro para todos. O sea yo esto lo agarro con pinzas, prácticamente no lo creo, digo, dale, dale, tan así va a ser, pero. Todo el mundo habla este caso. Entonces yo dije, no puedo no nombrarlo en este podcast, aunque repito, a mí me parece una falopiada.","And it is a good flash, there are a lot of other cases, but one that I found interesting and that is the most important for everyone. I mean, I take this with a grain of salt, I practically don't believe it, I say, come on, come on, that's how it's going to be, but. Everyone talks about this case. So I said, I can't not name him in this podcast, although I repeat, it seems like a mistake to me."
"Nos remontamos al año 1008 81 el caso Ellen Austin eran unos tipos que estaban viajando en un barco grande y que a lo lejos vieron un velero tipo un barquito más chiquito, y al principio sospechaban, dicen, una emboscada, no sé qué bla bla, bla. Vamos a observarlos para ver si realmente es una emboscada o pasó algo porque el arco no se estaba moviendo entonces al.","We go back to the year 1008 81 the Ellen Austin case, there were some guys who were traveling on a large ship and in the distance they saw a sailboat like a smaller boat, and at first they suspected, they say, an ambush, I don't know what blah blah, blah. Let's watch them to see if it's really an ambush or something happened because the bow wasn't moving then at the."
"Rato dicen no, bueno. Algo vamos a ver qué carajo pasó en este barco. Se acercan al barquito este y descubren que no había absolutamente nadie en el barco ni nadie nadando a los alrededores. El barco estaba completamente vacío y lo sorprendente es que la comida estaba intacta, puesta sobre la mesa y no había rastros de ningún tipo de violencia ni ni de ninguna cosa rara.","They say no for a while, well. Let's see what the hell happened on this boat. They approach the east boat and discover that there was absolutely no one on the boat and no one swimming around. The ship was completely empty and the surprising thing was that the food was intact, placed on the table and there were no traces of any type of violence or anything strange."
"Era un velero completamente normal que había estado habitado hasta hace poco, pero que no había nadie que lo manejara. Entonces el capitán del barco dice, esto es raro. Voy a mandar algunos marineros para que manejen ese velero y volvamos juntos a la costa. ¿Para qué carajo pasó? Entonces empiezan a volver juntos estos 2 barcos y de repente el barquito Chiquito como que se adelanta y el barco grande lo intenta agarrar y después de un ratazo largo lo logra interceptar y lo frena.","It was a completely normal sailboat that had been inhabited until recently, but there was no one to operate it. Then the captain of the ship says, this is weird. I'm going to send some sailors to handle that sailboat and let's return to the coast together. What the hell did it happen for? Then these 2 boats begin to return together and suddenly the little boat Small seems to move forward and the big boat tries to grab it and after a long while it manages to intercept it and stops it."
"Y cuando suben al barquito chiquito había desaparecido toda la gente de la embarcación sin dejar absolutamente ningún rastro. Entonces el marinero dice, bueno, yo voy a embarcar el barquito Chiquitito, voy a ir bien pegado a ustedes. Vuelva el resto de los marineros que quedan en el barco grande y yo voy en este barquito chiquitito, que así me encargo de que sea la costa.","And when they boarded the small boat, all the people on the boat had disappeared without leaving absolutely any trace. Then the sailor says, well, I'm going to board the little boat Chiquitito, I'm going to be close to you. The rest of the sailors who are left in the big boat return and I go in this little boat, which is how I make sure it is the coast."
"Y se dice que llegó una neblina que tapó los 2 barcos y que cuando se fijaron en el barquito chiquito, el marinero ya no estaba. Qué sé yo, o sea, yo estas cosas hasta me da risa, no lo creo si pasó mis pésame al marinero y a los desaparecidos, pero no, no me lo puedo creer y ese es el último caso, falopa después un montón de otros casos más, pero es prácticamente siempre lo mismo, patrones así de cosas extrañas que pasan y que la gente desaparece.","And it is said that a fog arrived that covered the 2 boats and that when they looked at the small boat, the sailor was no longer there. What do I know, I mean, these things even make me laugh, I don't believe it, if he passed on my condolences to the sailor and the missing people, but no, I can't believe it and that is the last case, he fails after a lot of other cases more, but it's practically always the same, patterns like that of strange things happening and people disappearing."
"¿Y bueno, cómo nació el fanatismo por el triángulo de las Bermudas después de este caso de 1009? 45 de los aviones yanquis en 1009 50 el periodista Edward Winwin Edward Winkle Jones escribió en el diario María Miguel sobre las extrañas desapariciones que pasaban en esta zona de las Bahamas.","And well, how was the fanaticism for the Bermuda triangle born after this case of 1009? 45 of the Yankee planes in 1009 50 the journalist Edward Winwin Edward Winkle Jones wrote in the newspaper María Miguel about the strange disappearances that were happening in this area of ​​the Bahamas."
"Esa fue como la primera vez que se mencionó esta zona relacionada con casos extraños. Y recién en 1009 64. Vincent Gadis usó por fin el término triángulo de las Bermudas. Bueno, en un triángulo que sacó para el una revista que se llama Argosi sobre la desaparición del vuelo 19, que es este, que pasó 2009 45.","That was like the first time this area was mentioned related to strange cases. And only in 1009 64. Vincent Gadis finally used the term Bermuda triangle. Well, in a triangle that he published for a magazine called Argosi ​​about the disappearance of flight 19, which is this one, which happened in 2009 45."
"El artículo, un poco dramático, se llamaba el mortal triángulo de las Bermudas y empezó a hablar sobre esas extrañas desapariciones y cosas que pasaban en esta área específica del mar. Hay como que a la gente le empezó AA llegar este mensaje y el fenómeno así explosivo, terrible, que fue obsesión tipo toda la gente obsesionada con este tema llegó en 1009 74 cuando Charles Berlitz Berlitz, un investigador paranormal, publicó el libro El triángulo de las Bermudas, en donde recopilaba estos casos desapariciones y daba sus explicaciones.","The article, a bit dramatic, was called the deadly Bermuda triangle and started talking about these strange disappearances and things that happened in this specific area of ​​the sea. It's like this message began to reach people and the explosive, terrible phenomenon, which was an obsession like all the people obsessed with this topic, came in 1009 when Charles Berlitz Berlitz, a paranormal researcher, published the book The Triangle of Bermuda, where he compiled these cases of disappearances and gave his explanations."
"Paranormales de lo que realmente pasaba en esta zona del mar, vendió más de 20000000 de copias y se tradujo a 30 idiomas, o sea, fue un hit, el Chavón sacó el libro y todo el mundo estaba hablando sobre el triángulo de las Bermudas, y a partir de este momento, cuando alguien se le nombraba el triángulo de las Bermudas o cuando se hablaba de este tema, la gente lo relacionaba directamente con el libro Este de Berlitz y con las teorías falopa que trajo este libro que acá entra la parte 3 de este podcast que es teoría falopas voy a nombrar algunas de ellas las que nombra el libro y otras que aparecieron en Internet y aquí la lista.","Paranormals about what really happened in this area of ​​the sea, sold more than 20000000 copies and was translated into 30 languages, that is, it was a hit, Chavón released the book and everyone was talking about the Bermuda triangle, And from this moment on, when someone mentioned the Bermuda Triangle or when this topic was talked about, people directly related it to the book Este by Berlitz and to the Falopa theories brought by this book, part 3 of which is here. From this podcast, which is falopas theory, I am going to name some of them that the book names and others that appeared on the Internet and here is the list."
"La primera explicación es que supuestamente. En esta zona del mar hay un agujero negro que absorbe los barcos, o sea, vos pasas por esta zona, se abre el agujero negro porque se abre y se cierra este agujero negro, cuando se abre desaparecen los barcos y cuando se cierra es dato normal, Claro.","The first explanation is that supposedly. In this area of ​​the sea there is a black hole that absorbs the ships, that is, you pass through this area, the black hole opens because this black hole opens and closes, when it opens the ships disappear and when it closes it is data normal, sure."
"Lo curioso y lo que yo no termino de entender es qué carajo es este agujero negro. O sea, supuestamente se abren los momentos oportunos, se lleva a las embarcaciones y después vuelve a cerrarse. Y bueno, en el caso de los marineros parece que solamente abduce a las personas que están arriba del velero. Al velero no, pero alguna extraña razón, solamente a las personas y a la comida, tampoco solamente a las personas.","The curious thing and what I don't quite understand is what the hell this black hole is. That is, supposedly they open at the appropriate moments, take the boats and then close them again. And well, in the case of sailors it seems that he only abducts the people who are on top of the sailboat. Not to the sailboat, but for some strange reason, only to the people and the food, not only to the people."
"Una de las teorías que sí decían en el libro de Berlitz es que abajo del triángulo de las Bermudas está la ciudad perdida de Atlantis y acá se diversifica en 2 ramas de esta teoría. Uno es que todavía están las personas de esta ciudad Atlantis, y como no quieren que vean los avances científicos que tienen porque corren riesgo su humanidad y su su ciudad, agarran unos rayos láser rojos y a cada persona que pasa por arriba de su zona los.","One of the theories that they did say in Berlitz's book is that below the Bermuda triangle is the lost city of Atlantis and here it diversifies into 2 branches of this theory. One is that there are still the people of this city Atlantis, and since they do not want them to see the scientific advances they have because their humanity and their city are at risk, they grab some red laser beams and each person who passes over their area."
"Hunden y los aniquilan, digamos. La segunda teoría es que esta persona es de Atlantis. Murieron hace un montón de tiempo y que la ciudad justamente se hundió porque estaban jugando con rayos láser que eran muy fuertes y piedras magnéticas muy fuertes que hundió su ciudad. Y esas piedras todavía están abajo de la Tierra.","They sink and annihilate them, let's say. The second theory is that this person is from Atlantis. They died a long time ago and the city sank because they were playing with laser beams that were very strong and very strong magnetic stones that sank their city. And those stones are still below the Earth."
"¿Entonces hace que los barcos se hundan y desaparezcan? La tercera teoría son los aliens, que los aliens pasan por esa zona y abducen a la gente porque supuestamente los agarran para investigarlos y para nada. Ver, ver a la humanidad cómo se manejen las tecnologías que tienen.","So it makes ships sink and disappear? The third theory is the aliens, that the aliens pass through that area and abduct people because they supposedly grab them to investigate them and for nothing. See, see humanity how they handle the technologies they have."
"Esto lo confirma Vladimir Chermay, ex jefe de la marina rusa, que dice que tuvo muchos encuentros con aliens viajando por estas zonas y que quizás también se trata de que los aliens tienen abajo de del mar sus guaridas alienígenas.","This is confirmed by Vladimir Chermay, former head of the Russian navy, who says that he had many encounters with aliens traveling through these areas and that perhaps it is also because the aliens have their alien lairs under the sea."
"No sé cómo se dice, yo no quiero ser irrespetuosa con estos temas. Si ustedes creen en alguna de estas teorías, allá ustedes están en todo su derecho. Todo se queda en teorías. O sea, las teorías científicas también son teorías porque no hay nada confirmado, pero. Nada, yo admito que no me lo puedo creer y que vi un montón de vídeos y un montón de serie, documentales y cosas y no, no conecto no es mi tema, así que bueno, vamos con la otra parte que son las teorías científicas sobre por qué carajo pasan estas cosas en el triángulo de las Bermudas, una cosa que me pareció súper interesante y que tiene que ver con el caso de 1009 45 de los aviones que decían que no les andaba las brújulas.","I don't know how to say it, I don't want to be disrespectful with these topics. If you believe in any of these theories, you are within your rights. Everything remains in theories. That is, scientific theories are also theories because nothing is confirmed, but. Nothing, I admit that I can't believe it and that I watched a lot of videos and a lot of series, documentaries and things and no, I don't connect, it's not my topic, so well, let's go with the other part, which is scientific theories. about why the hell these things happen in the Bermuda Triangle, something that I found super interesting and that has to do with the case of 1009 45 of the planes that said their compasses were wrong."
Es que justamente es que justamente el triángulo de las Bermudas es una de las,It is precisely that the Bermuda triangle is one of the
"zonas en el planeta. La segunda es una zona frente a la costa de Japón, apodada el mar del diablo, o sea terrible, que tiene una reputación bastante parecida al triángulo de las Bermudas, y lo que pasa en estas zonas es que el Polo Norte es real y el Polo Norte magnético se alinean haciendo que las brújulas literalmente se vuelvan locas.","areas on the planet. The second is an area off the coast of Japan, nicknamed the Devil's Sea, that is, terrible, which has a reputation quite similar to the Bermuda Triangle, and what happens in these areas is that the North Pole is real and the Magnetic North Pole align causing compasses to literally go crazy."
"No hay un norte fijo al que apuntar porque todo empieza a entremezclarse y los marineros claramente ven esto y nada desesperación, porque repito, 1100000 km² tiene esta zona, o sea es terriblemente grande, exageradamente grande, vos estás en el medio del mar, estás yendo derecho, derecho, derecho, de repente la brújula te deja de andar y decís ya está tipo muerte absoluta y si dice que hasta el mismo Cristóbal Colón tuvo problemas con sus brújulas, supuestamente el 08/10/1492, las brújulas se estropearon de la nada y dejaron de marcar su rumbo se dice que Colón no le dijo nada a su tripulación para que no lo tiraran por la borda y no lo nada, lo no quisieran matar por decir flaco estamos en el medio del mar y no sabes ni para dónde carajo ir.","There is no fixed north to point to because everything begins to intermingle and the sailors clearly see this and there is no despair, because I repeat, this area has 1100,000 km², that is, it is terribly large, exaggeratedly large, you are in the middle of the sea, you are going straight, right, right, suddenly the compass stops moving and you say this is like absolute death and if it says that even Christopher Columbus himself had problems with his compasses, supposedly on 10/08/1492, the compasses broke down nothing and they stopped setting their course, it is said that Columbus did not say anything to his crew so that they would not throw him overboard and he would not swim, they would not want to kill him for saying skinny, we are in the middle of the sea and you don't even know how to where the fuck to go"
"Pero bueno, lo de las brújulas me pareció muy interesante, pero también es verdad que hoy en día ya no importa, hay un montón de otras herramientas para navegar por el mar y que la brújula no apunte bien el norte y bla en esa zona ya no es un problema bueno.","But hey, I found the compass thing very interesting, but it's also true that nowadays it doesn't matter anymore, there are a lot of other tools to navigate the sea and the compass doesn't point north well and blah in that area. It's not a good problem."
"La segunda teoría es justamente por la Corriente del Golfo, que supuestamente estas Corrientes hace que el peligro a cambios climáticos bruscos aumente considerablemente, grandes tormentas, lluvias, olas inmensas y aparte, sumado a todo esto que es una zona llena de pequeñas islitas que también dificultan la navegación.","The second theory is precisely because of the Gulf Stream, which supposedly causes the danger of sudden climate changes to increase considerably, large storms, rain, huge waves, and apart from all this, it is an area full of small islands that also make navigation difficult."
"Otra cuestión es que supuestamente la zona tiene hidrato de metano, que hace que la densidad del agua sea mucho más baja y que los barcos tengan una tendencia más alta a hundirse. Supuestamente se chupa a los barcos y chau. No los vas a encontrar nunca más porque es una zona muy profunda y si se cae al fondo del Mar Chao no los vas a ver nunca más en tu vida.","Another issue is that the area supposedly has methane hydrate, which makes the density of the water much lower and ships have a higher tendency to sink. Supposedly it sucks boats and bye. You will never find them again because it is a very deep area and if it falls to the bottom of the Chao Sea you will never see them again in your life."
"Pero esto lo desmintió María Cristina Pacino, que es la expresidenta de la Asociación de Geofísicos y Geodestadas y es acá de Argentina una reina que dice tal cual. Respecto a la teoría de las burbujas de gas metano que se tragan a los barcos, hay algo importante para destacar. No existen reservas de metano debajo del triángulo de las Bermudas.","But this was denied by María Cristina Pacino, who is the former president of the Association of Geophysicists and Geodestadas and is a queen here in Argentina who says as is. Regarding the theory of methane gas bubbles swallowing ships, there is something important to highlight. There are no methane reserves beneath the Bermuda Triangle."
"Bueno, clarísimo y bueno, y acaba la posta. Lo que yo leí y dije, Claro, todo pasó por este libro de mierda que publicó este flaco y le generó una fama terrible al triángulo de las Bermudas. Pero acá se desmiente. El triángulo de las Bermudas, como ya habíamos dicho antes, por las Corrientes del Golfo, hace que las embarcaciones vayan bastante más rápido de lo normal por esa zona, que es una ventaja para transportar cosas y es una zona de comercio muy utilizada por esa razón porque se dice que es un atajo o ruta rápida para viajar y como ya se sabe, mientras más embarcaciones y mientras más cosas.","Well, very clear and good, and the post ends. What I read and said, Of course, everything happened because of this shitty book that this skinny guy published and brought terrible fame to the Bermuda Triangle. But here it is denied. The Bermuda Triangle, as we had already said before, due to the Gulf Streams, makes ships go much faster than normal through that area, which is an advantage for transporting things and is a trade area widely used by that area. reason because it is said that it is a shortcut or quick route to travel and as you already know, the more boats and the more things."
"Pasan por una zona. Más posibilidades hay de que suceda algo fuera de lo corriente o accidentes. Por ejemplo, en una calle que pasa un auto cada 10 minutos que ocurra un accidente es mucho menos probable a que ocurra un accidente en la general paz o en una autopista en donde pasan muchísimos autos que ves accidentes todos los días.","They pass through an area. The more likely it is that something out of the ordinary or accidents will happen. For example, on a street where a car passes every 10 minutes that an accident occurs, an accident is much less likely to occur in general peace or on a highway where many cars pass by where you see accidents every day."
"Bueno, en esta zona pasa lo mismo y se dice estadísticamente que supuestamente en los últimos 100 años por esa zona pasaron alrededor de 10000000 de naves, que es algo así como 100000 naves por año. Naves son barcos y según los registros oficiales, desde mediados del siglo 19. Desaparecieron un total de 100 naves y 50 aviones, que es prácticamente insignificante en comparación a la cantidad de naves y aviones que pasan por esa zona diario y la NOAA.","Well, the same thing happens in this area and it is statistically said that supposedly in the last 100 years around 10000000 ships passed through that area, which is something like 100000 ships per year. Ships are ships and according to official records, since the mid-19th century. A total of 100 ships and 50 planes have disappeared, which is practically insignificant compared to the number of ships and planes that pass through that area daily and the NOAA."
"La noa, que es la organización nacional Ocean Service, dice, No hay evidencia que las desapariciones misteriosas ocurran con mayor frecuencia en el triángulo de las Bermudas que en cualquier otro área grande y bien transitada del océano, y según un estudio realizado en 2013 por el WWF, el Fondo Mundial de la Naturaleza.","NOA, which is the national Ocean Service organization, says, There is no evidence that mysterious disappearances occur more frequently in the Bermuda Triangle than in any other large, well-traveled area of ​​the ocean, and according to a 2013 study by the WWF, the World Wildlife Fund."
"Hizo una lista de las zonas marítimas más peligrosa del planeta. Y el triángulo de las Bermudas no se encontraba ni siquiera entre las primeras y se confirmó revisando en los registros, sino un montón de cosas que casi todos los casos que decía el flaco este en su libro eran mentira, eran inventados o cambiaba detalles importantes. Cómo decir, el barco salió y el cielo estaba completamente despejado y sol.","He made a list of the most dangerous maritime areas on the planet. And the Bermuda triangle was not even among the first and was confirmed by reviewing the records, but a lot of things that almost all the cases that the skinny guy said in his book were lies, were invented or he changed important details. How to say, the ship left and the sky was completely clear and sunny."
"Y en realidad el barco había salido con una tormenta y era obvio que se iba a hundir o daba por desaparecidas naves que no habían desaparecido o que habían desaparecido después se habían encontrado más bien, o naves que habían sido encontradas justamente un Díaz. Así que bueno. Ese fue mi humilde opinión, investigación sobre el triángulo de las Bermudas yo no sé, o sea, para mí yo me quedo con esta última parte, me parece lo más lógico y me parece como que también digo Claro, lo raro sería que no haya accidentes por esa zona, así que bueno, gracias por escuchar denle 5 estrellas al podcast y activen la campanita, así les avisa cuando subo un episodio, gracias por escucharme.","And in reality the ship had gone out in a storm and it was obvious that it was going to sink or ships that had not disappeared or that had disappeared after they had been found were considered missing, or ships that had been found precisely in Díaz. So good. That was my humble opinion, research on the Bermuda triangle I don't know, that is, for me I'll stick with this last part, it seems the most logical to me and it seems to me that I'm also saying Sure, the strange thing would be if there wasn't accidents in that area, so well, thanks for listening, give the podcast 5 stars and activate the bell, so it notifies you when I upload an episode, thanks for listening to me."
"Ah, no dije mi nombre almendra veiga en Instagram, gracias por escucharme, gracias por seguirme, nos vemos en el próximo episodio, dejen en la cajita de respuestas que hay abajo, ideas para nuevos episodios de podcast. Y bueno, los quiero chao.","Oh, I didn't say my name Almendra Veiga on Instagram, thanks for listening to me, thanks for following me, see you in the next episode, leave ideas for new podcast episodes in the response box below. And well, I love you bye."
