Original,gpt4
"Hay un montón de personas que bueno, lo ocultan durante mucho tiempo hasta que un día vienen y buscan también, Claro, pero por lo general vienen a los 30 años el promedio, Claro, y uno piensa todo lo que perdieron. ¿Porque la fobia te hace perra de calidad de vida, situaciones, no?","There are a lot of people who, well, they hide it for a long time until one day they come and also seek help. Of course, but generally they come around 30 years old on average, and you think about all that they've lost. Because does a phobia not ruin your quality of life, situations, right?"
"Así que sí. Sí, bueno, terminamos esto y me sumo a follar. Bien. Al club sí, escúchame y se sabe. Como cuándo se origina, o sea, cuál es, cómo nace una fobia o de dónde viene una fobia o por qué una persona sí, o sea, desarrolla una fobia.","So yes. Yes, well, we finish this and I join to fuck. Alright. To the club yes, listen and it's known. Like when it originates, or what it is, how a phobia is born or where a phobia comes from or why a person, yes, develops a phobia."
"Cada caso es muy particular y hay algunos que lo vienen desarrollando muy prematuramente. En la primera infancia aparecen reacciones. Son chicos por ahí, hipersensibles, temerosos. Que perciben su ansiedad en forma desmedida.","Each case is very particular and there are some who start developing it very prematurely. In early childhood, reactions appear. They are kids who are hypersensitive, fearful, who perceive their anxiety disproportionately."
"Entonces aparece un estímulo y empiezan a tener la descarga. Por ejemplo, aparece un sapito en el medio del campo y ya les genera mucha angustia, mucha preocupación y a partir de ahí empieza la fobia. Otros tienen un origen traumático.","Then a stimulus appears and they begin to have the response. For example, a little frog appears in the middle of the field and it already causes them great distress, a lot of worry and from there the phobia begins. Others have a traumatic origin."
"Es decir, viene alguien y lo asusta con algo o tuvieron una situación traumático. ¿Esto que decimos el que se quemó con leche de una vaca y llora, no, entonces alguien vivió un ataque de un perro o escuchó otro, se identifica por qué?","That is, someone comes and scares them with something or they had a traumatic situation. This thing we say about the one who got burned with cow's milk and cries, right, then someone experienced a dog attack or heard another, is identified why?"
"Porque se llama aprendizaje vicario, un familiar tiene esa fobia y todo el tiempo se la pasa hablando de eso. Ay, no, qué asco las palomas, ay, me da un asco el pico, mira si te toca, nunca toques un ala, una paloma, nunca una pluma. En novas es una plaza y el chico aprende de ese familiar esa fobia.","Because it's called vicarious learning, a relative has that phobia and constantly talks about it. Oh, no, how disgusting pigeons are, the beak grosses me out, imagine if it touches you, never touch a wing, a pigeon, never a feather. In novas is a square and the child learns that phobia from that family member."
"Y hay algunos otros que tienen una fobia que digo deductiva, empiezan a pensar, sí, mira, se puede caer el avión. No me gustaría que se caiga mi avión. ¿O cómo será una turbulencia en el medio del aire? No, yo no me subo nunca al avión, es decir, nunca pasaron por la experiencia.","And there are some others who have what I call a deductive phobia, they start to think, yes, look, the plane could fall. I wouldn't like my plane to fall. Or what would turbulence be like in mid-air? No, I will never get on a plane, that is, they have never been through the experience."
"A veces no tienen ningún familiar que haya pasado por una turbulencia, pero tienen una fobia a subirse al avión. Entonces lo que sí sabemos hoy es que hay una predisposición genética. Las personas que tienen fobias tienen una capacidad más alta para sentir la ansiedad y tienen un sistema que está más acelerado, es decir, tienen reacciones mucho más prematuras y siempre el ser humano básicamente quiere 2 cosas.","Sometimes they have no family member who has experienced turbulence, but they have a phobia of getting on a plane. So what we do know today is that there is a genetic predisposition. People who have phobias have a higher capacity to feel anxiety and have a system that is more accelerated, that is, they have much more premature reactions and fundamentally, humans basically want two things."
Sobrevivir y procrearse son las,Surviving and reproducing are the
grandes intereses biológicos que tiene y entonces la fobia se basa en eso. ¿En qué se diferencia una fobia a un miedo normal? ¿Es que el miedo tiende a ser racional? ¿Es adaptativo?,"major biological interests that humans have, and so the phobia is based on that. How is a phobia different from a normal fear? Is it that fear tends to be rational? Is it adaptive?"
"Está bien tener miedo porque si no, la verdad, no, no existiríamos. Y durante mucho tiempo, quizás las fobias que tenemos ahora fueron miedos adaptativos, por ejemplo, a la altura. Bueno, si la gente se subió a un árbol muy alto, cómo bajaba, cómo si estaba en una montaña, tenía riesgos, si tenía miedo a las tormentas, eran todas miedos naturales, ilógicos, inclusive a las cucarachas OA los insectos.","It's okay to be afraid because if not, truthfully, we wouldn't exist. And for a long time, perhaps the phobias we now have were once adaptive fears, like fear of heights. Well, if people climbed a very high tree, how would they get down, or if they were on a mountain, there were risks, if they were afraid of storms, these were all natural, logical fears, even towards cockroaches or insects."
"De alguna manera tenía un miedo racional, sabía que lo podían contagiar, que lo podían picar. El miedo siempre está basado en algo real inmediato. En cambio, la fobia se va construyendo primero empieza a ser irracional.","In some way, it was a rational fear, knowing they could get infected, that they could be bitten. Fear is always based on something real and immediate. In contrast, a phobia starts to build and becomes irrational first."
"La gente a veces me relata y dice, yo tengo fobia a las arañas. ¿Y qué parte de la araña los dientes? ¿Entonces dice, cómo llegaste a ver los dientes totalmente irracional? La creencia no, porque si me toca el sapo me va a generar una enfermedad muy cargados de mitos.","People sometimes tell me and say, I have a phobia of spiders. And which part of the spider, the fangs? So they say, how did you come to see the fangs? It's totally irrational. The belief isn't because if the frog touches me, it will give me a disease – it's loaded with myths."
"Muchas veces la fobia es desproporcionada, es un miedo, pero es desproporcionado. Está bien que si vemos un caballo tomemos distancia porque es alto, fuerte, grande. Nos puede, sí, ahora que no lo pueda ver ni siquiera en un documental que no lo pueda, que no pueda escuchar la palabra caballo.","Often a phobia is disproportionate, it's a fear, but it's disproportionate. It's okay if we see a horse to take distance because it is tall, strong, big. It might, yes, now that I can't even see it in a documentary, that I can't, that I can't even hear the word horse."
"Ahí estoy realmente teniendo una fobia por por la magnitud, lo desproporcionado y además el miedo en general, nosotros tenemos miedo por algo inmediato. Escuchamos una explosión, reaccionamos, tenemos miedo, pero no vamos haciendo todo un libro de los miedos, porque muchos de los miedos que tuvimos nos olvidamos.","There I'm really having a phobia because of the magnitude, the disproportion, and moreover, in general, we fear something immediate. We hear an explosion, we react, we are afraid, but we don't go making a whole book of fears because many of the fears we had we forget."
"¿En cambio, el fóbico hace anotación de un registro permanente, de donde ocurre, de cuando le pasó, por qué? ¿Por qué quiere controlarlo? Quiere en otro momento tener la capacidad como para o evitarlo o afrontarlo con cierto reaseguro, no.","On the other hand, a phobic person keeps a permanent record of where it happens, when it happened, and why. Why do they want to control it? They want to have the ability at another time either to avoid it or to face it with some reassurance, right?"
"¿Marisa Contanos cuándo empezó tu agorafobia, Cómo empezó? El. Empezó en el año 1097. Me hablo con un ataque de pánico durmiendo, o sea, estaba dormida y me desperté con un ataque de pánico horrible que.","Marisa, tell us when your agoraphobia started, how did it start? It began in the year 1097. I was speaking with a panic attack while sleeping, that is, I was asleep and I woke up with a terrible panic attack."
"Nunca había tenido antes. Nada, tengo un síntoma, ningún aviso, ningún click, nada, nada se ven que había venido al Caribe estaba. Feliz y bueno, me desperté, se me venían las paredes encima tati.","I had never experienced anything like it before. Nothing, no symptom, no warning, no click, nothing, it seemed that I had come from the Caribbean. I was happy and well, I woke up, feeling like the walls were closing in on me."
"Tati Cardia Transpiraba me quería bajar de la cama. No podía. Lo único que logré fue sentarme, pero me. ¿La Universidad, me muero, me muero y fueron 1520 minutos, qué te parecen 20 horas?","Tachycardia, sweating, I wanted to get out of bed. I couldn't. All I managed was to sit up, but I felt like I was dying, I was dying, and it lasted 1520 minutes, what do you think, 20 hours?"
"Estaba con mi marido, estaba con mi marido y bueno, no sabía tampoco lo que lo que me pasaba. Y bueno, después, cuando se me fue calmando, fue bajando, pues. Te cuesta un poco recuperarte, pero me acuerdo que lo primero que hice fue bajarme de la calma e irme a bañar todavía.","I was with my husband, and he didn’t know what was happening to me either. And then, after it started to calm down, it took a while to recover, but I remember the first thing I did was get out of bed and still went to take a shower."
"Cuando me baché me lavé la cabeza y ahí tenía vértigo. Todavía mucho vértigo. Ahí comenzó y ahí. ¿Mi vida dio un giro total, vos? Antes no tenías problemas en salir en la nada. Nada.","When I bathed, I washed my head and then I had vertigo. Still a lot of vertigo. That's when it started and there... my life took a complete turn, you know? Before, I had no problems going out at all. Nothing."
"Yo salía, entraba aparte, era chispa de no quedarme quieta, de ir, volver ir, o sea. No era de quedar en menos, de estar quieta para nada, ni salía a todos lados. Iba viajaba a sola sin problemas a donde me mandaran.","I used to go out, come in, plus I was always on the move, going back and forth. I wasn't one to stay still, to be quiet at all, I went out everywhere. I traveled alone without problems wherever they sent me."
"No tenía problema y en ese momento cambió. Cambió de bueno el otro ataque de pánico siguiente me agarró en el supermercado. Y la verdad que cuando estaba con mi marido me llevó a la camioneta y cuando yo me miré en el espejo de la camioneta, mi cara se había transformado, era otra persona.","I had no problem and then at that moment it changed. The next panic attack caught me in the supermarket. And really, when I was with my husband, he took me to the truck and when I looked at myself in the truck mirror, my face had transformed, I was another person."
"Y bueno, ahí empezaron los síntomas de dejar el transporte público primero. Porque me da temor después dejar de cruzar las avenidas, después dejar de cruzar las calles.","And well, that's when the symptoms started of first avoiding public transport. Because it scared me then to stop crossing avenues, then to stop crossing streets."
"Después dejé de trabajar, yo trabajaba con él, abandoné el trabajo bueno con mis amigas, les mentía porque yo mentí, porque tenía vergüenza. Hasta mi marido le mentí porque marido se pensó que tenía depresión.","Then I stopped working, I worked with him, I left the job with my friends, I lied to them because I was ashamed. Even to my husband I lied because he thought I was depressed."
"Yo le mentí a mis amigas, decía no, hoy no puedo. De mi chaval no, no voy. Bueno, hasta que 10 veces ya no me llamaron más. O sea, tu vida pierde perdés una calidad de vida total, pero en mi cabeza era siempre tú, tú, tú, tú que tengo, que tengo, que tengo, que tengo.","I lied to my friends, I said no, today I can't. From my lad no, I won't go. Well, until 10 times they no longer called me. In other words, you lose a total quality of life, but in my head, it was always you, you, you, what do I have, what do I have, what do I have."
"¿Qué es lo que me pasa? Yo tocaba el picaporte de la puerta y la mano. Me transpiraba porque sabía que tenía que salir a la calle. Y enfrentar todo ese miedo. Terrible, terrible miedo, paraliza y es verdad. ¿Es verdad?","What's happening to me? I touched the doorknob and my hand would sweat because I knew I had to go out into the street. And face all that fear. Terrible, terrible fear, it paralyzes and it's true. Is it true?"
"¿Es verdad? Y vale. ¿Y qué es lo que te da vergüenza? ¿Y me da vergüenza contarlo, que tenía miedo a algo cotidiano, que todos hacemos porque caminar, cruzar la calle, tomar un colectivo, tomar un suelte, lo hacemos todo, ir a comprar enfrente, ir a salir a la puerta, lo hacemos, si son, no lo podía hacer, si me van, qué me van a decir, me van a empezar a decir no, no es mentira, no, qué qué te pasa?","Is it true? And okay. What are you ashamed of? And I'm ashamed to tell it, that I was afraid of something everyday, that we all do because walking, crossing the street, taking a bus, taking a cab, we do it all, go shopping across the street, go out to the door, we do it, if they are, I couldn't do it, what are they going to say, they are going to start saying no, it's not true, what's wrong with you?"
"¿Poné voluntad, ponés el alma, no ponés voluntad, ponés todo lo que tenés adentro? ¿Y no, no? ¿Te paraliza? No, ese es el el. La incomprensión de la gente siempre es enorme.","Put will, put your soul into it, you don't put will, you put everything you've got inside? And no, no? Does it paralyze you? No, that is the misunderstanding of people is always huge."
"Es el famoso bueno, si estás mal, bueno, dale. Estate bien. O sea como. ¿Que pone voluntad? Se lo pone fuerza, pero no, no. Yo lo que más quería era eso y bueno, después. Seguí mintiendo, no pude.","It's the famous well, if you're feeling bad, well, come on. Be well. Like, how. Put will? It puts strength, but no, no. What I wanted most was that and well, after that. I kept lying, I couldn't."
"Después me agarró que no podía tragar durante 5 años comida sólida entonces. Así que comía puré y lo sólido como que lo dejaba. Ahí lo tapaba con el tenedor y el cuchillo para que no lo vea. Estuve 5 años, que no voy a comerte carne, pollo, nada que fuera sólido, no me no lo pasaba, se iban agregando síntomas, después irme, meterme en la ducha era un infierno, tenía que duchar sentada porque no podía.","Then I developed a condition where I couldn't swallow solid food for five years. So I ate mashed food and left the solids aside. I would cover them with the fork and knife so I wouldn't see them. I spent five years not eating meat, chicken, anything solid, I just couldn't swallow it, more symptoms kept adding up, then getting into the shower was hell, I had to shower sitting down because I couldn't stand."
"Yo salía así al parier yo tengo parier chico no, que tengo un parier larguísimo, un parier chico. Miraba así el parierse me movía. Entraba y caminaba a la cerámica a ver si las caminaba derecho y las caminaba derecha. ¿Qué es lo que te va a escribir a nombre?","I would go out to the hallway, I have a small hallway, not a long one. I would look at the hallway and move. I would enter and walk on the tiles to see if I could walk straight and I walked straight. What is it going to write down for you?"
"Escribir a los nombres, los los números de teléfono, todo a ver si me si estaba bien de de la memoria, si me acordaba todo. ¿Si si era algo más? Si era otra cosa y si me acordaba de todo lo que no me concentraba porque si quería leer, leía 2 páginas y volvía a la primera.","Writing down names, phone numbers, everything to see if my memory was okay, if I remembered everything. Was it something else? Was it another thing and if I remembered everything I couldn't concentrate because if I wanted to read, I'd read 2 pages and go back to the first."
"Porque estaba en eso. Miraba la televisión y era una película y yo miraba. Miraba los dibujos porque lo lo que decían no, no lo estaba. Qué es lo que me pasa, que es lo que me. Pasa, no estabas presente, nunca te ocupaba. Como tu 100 por. Ciento te lo ocupaba, no párala.","Because that was what I was doing. I watched TV and it was a movie and I watched. I watched the cartoons because what they said, no, I wasn't getting it. What's happening to me, what is happening to me. You weren't present, it never occupied you. Like your 100 percent, it didn't consume you, stop it."
"Y mi marido estaba ahí. Bueno, vamos a comer afuera, no, porque me siento mal porque no quiero. Él se pensaba que estaba depresiva y yo negada a ir a otro lado. Lo que sí era algo sabes que yo miraba por la ventana.","And my husband was there. Well, let's go out to eat, no, because I feel bad because I don't want to. He thought I was depressed and I refused to go elsewhere. But something was, you know, I looked out the window."
"Tengo ventana, va todo a mi departamento de la calle, pero miraba el ventanal del comedor y decía, qué suerte que tiene la gente que puede caminar y que puede tocar un colectivo y no se da cuenta y yo no lo puedo hacer y tengo todos los sentidos. Ciego y digo, mira, nos ve y puede hacer esto, y yo tengo todo y no puedo hacer nada, no puedo hacer nada.","I have a window, everything in my apartment faces the street, but I would look at the dining room window and say, how lucky are people who can walk and can touch a bus and they don't realize it and I can't do it and I have all the senses. Blind and I say, look, they see and can do this, and I have everything and I can't do anything, I can't do anything."
"Diego, vos tenés colombofobia, que no es una fobia a las palomas, sino a todas las aves o no. A todas las aves sí se dicen más colombofobia por las por porque se identifica con las palomas, pero en realidad yo con todas las aves a full mal.","Diego, you have columbophobia, which isn't a fear of pigeons, but of all birds, right? Of all birds, yes, it's called columbophobia because it's associated with pigeons, but actually, I am severely afraid of all birds."
"Yo desde chiquito no le tenía fobia, eso es lo loco, porque a mí me encantaba. Yo iba a la granja una granja y me me gustaba jugar con los pollitos, que sé. Yo no tenía nada de miedo y no puedo recordar cuándo empezó todo. Sé que me empezó a suceder, pero no recuerdo el día de la primera vez que me pasó.","I didn't have this phobia since I was little, that's the crazy thing, because I used to love it. I went to a farm and I liked playing with the chicks, you know. I had no fear and I can't remember when it all started. I know it began happening, but I don't remember the day of the first time it happened."
"Fue como que se instaló de golpe YY algo que que que realmente me modifica completamente. Pero empezó a ser gradual. O sea, sentís que fue como que de un día para el otro empezaste como. A tener como. ¿Ese miedo? Empezó con unos recuerdos, te digo la verdad, con las palomas.","It was like it suddenly set in and it really changed me completely. But it began gradually. That is, do you feel it was like from one day to the next you started to have that fear? It started with some memories, to tell you the truth, with the pigeons."
"Al principio yo no le tenía miedo, cuando era chico es de, fue más de grande. Yo empecé AA investigar desde dónde me había empezado a pasar eso y yo tengo el recuerdo que iba a un zoológico que se llamaba el zoológico de Putin y que yo no sé si todavía sigue estando.","At first, I wasn't afraid of them, when I was a kid, it was more when I was older. I started to investigate where it had started happening to me and I have the memory of going to a zoo called Putin Zoo and I don't know if it's still there."
"YY ahí había muchas, muchos animales sueltos. Y tengo el recuerdo de un avestruz que es un ave muy grande. Que me había me persiguió, yo tenía una una. Tenía una bolsita con galletitas para darle de comer a las aves y a los animales y me atacó.","And there were many, many animals loose. And I remember an ostrich, which is a very large bird. It chased me, I had a little bag with cookies to feed the birds and animals, and it attacked me."
"Desde ahí vino y me atacó y no sé si desde ahí me agarró el miedo que tengo. Atacó. Te atacó, te atacó, sí. Sí, no, no, es que me atacó, me agarró. La. Bolsa con todas las galletitas YY pero cuando desplegó las salas y todo eso, o sea, es enorme y me acuerdo.","Since then it came and attacked me and I don't know if that's when my fear started. It attacked. It attacked you, yes. Yes, no, it's not that it attacked, it got me. The bag with all the cookies and but when it spread its wings and everything, I mean, it's huge and I remember."
"Que me asusté un montón, pero no recuerdo si fue ahí que tenía miedo antes o después. No sé, porque es como que. Pero me cambió el órgano. Y eso, o sea, vos ya le tenía, no, no, es que le tenía miedo. Las. Aves todavía. No tengo, no me puedo acordar. Claro, eso es lo loco porque cuando lo lo he hablado en terapia no tengo un orden cronológico.","I got really scared, but I don't remember if it was there that I was already afraid before or after. I don't know, because it's like. But it changed the organ. And that, I mean, you already had it, no, no, it's that I was afraid. The birds still. I don't have, I can't remember. Sure, that's the crazy part because when I've talked about it in therapy I don't have a chronological order."
"No, no, no, no lo recuerdo. ¿Qué tan grave, o sea, cuánto te afecta a vos en en tu vida cotidiana, como la la fobia esta en? Realidad, me fui acostumbrando, o sea. ¿Me afecta de si voy caminando por la calle y hay una paloma, no, no respondo de mí si la tengo cerca o pasa volando o la tengo al lado, no?","No, no, no, no I don't remember. How serious is it, I mean, how much does it affect you in your everyday life, like this phobia in? In reality, I got used to it, I mean. Does it affect me if I'm walking down the street and there's a pigeon, no, I don't respond if it's close or flies by or if it's next to me, right?"
"¿No, pero cuáles son los síntomas? ¿A veces un ave y que que no sé qué te genera, que cómo? ¿Reacciona, si las veo de lejos no me pasa nada, OK? El tema es cuando siento que que las tengo cerco que me pueden como atacar. Claro. Y me pasan cerca o el sonido o me me me empieza a pasar algo en el cuerpo.","No, but what are the symptoms? Sometimes a bird and what I don't know what it causes, how? Do you react, if I see them from afar nothing happens, OK? The issue is when I feel that I have them close that they can attack me. Sure. And they pass near me or the sound or something starts happening in my body."
"Claro. Empiezo a Transpirar, me me pongo nervioso si tengo que estar, si estoy en la calle y pasa una paloma. Y estoy con alguien. OO lo o me aferro, lo empujo, lo porque no, no puedo, no, no controlo mi cuerpo, no controlo lo que me pasa, no sé. Tuve que apenas entré a Disney, tenía que grabar una apertura de un programa de televisión y yo no sabía la apertura del zapping de ese del programa.","Sure. I start to sweat, I get nervous if I have to be, if I'm on the street and a pigeon passes. And I'm with someone. Or I grab onto them, I push them, because I can't, no, I don't control my body, I don't control what happens to me, I don't know. I had to just entered Disney, had to record an opening for a TV show and I didn't know the opening of the zapping of that show."
"Llegué al momento de grabación y tenía que y no me habían dicho. Hacía de un mago y tenía que sacar una paloma de adentro de la galera. Y yo dije, no lo puedo hacer, no, pero tenéis que hacer porque no lo puedo hacer. Y me empezó a agarrar una angustia y digo, pero no lo estoy haciendo a propósito, de verdad no lo puedo hacer.","I arrived at the moment of recording and I had to play a magician and I had to pull a pigeon out of a top hat. And I said, I can't do it, no, but you have to do it because I can't do it. And I started to get anxious and say, but I'm not doing it on purpose, I really can't do it."
"¿Este YY fue todo como una situación de de tal, no? O sea, pero déjate es 1 segundo, pero no tienen. O sea, es muy difícil a veces explicar lo que te pasa. Sí, sí, la gente no, no. ¿Entiende? No, no, no lo entiende. Lo terminaron cambiando, obviamente, porque me generó mucha angustia de verdad y pedí por favor, digo, no es de verdad.","This and it was all like a situation of such, no? But give it 1 second, but they don't have. I mean, it's very difficult sometimes to explain what's happening to you. Yes, yes, people don't, no. Understand? No, no, they don't understand. They ended up changing it, obviously, because it caused me a lot of true anguish and I begged, I say, it's not really."
"O sea, no, no lo puedo hacer, no joda, no lo puedo hacer, no, y lo cambiaron, creo. Qué colores, no sé qué que salgan de ahí, pero no, pero paloma no. No, no, chao, pero te pasa esto de del yo siempre cuando dices, yo tengo fobia al vómito de mediofobia.","I mean, no, I can't do it, don't joke, I can't do it, no, and they changed it, I think. What colors, I don't know what to come out of there, but no, but not a pigeon. No, no, bye, but this happens to you all the time when you say, I have a phobia of vomiting, emetophobia."
"Y Claro, la gente, como como lo toman como algo normal que te debe pasar también con el tema de ver un ave, una paloma o lo que fuese, lo minimizan muchísimo y lo lo terminan tomando como algo. Sí, boludo, o sea, es vomitar. O sea, no puede ser que que vos le tengas fobia al vómito, o sea, te pasa que sentís la la incomprensión de no entender como el nivel de la fobia.","And of course, people, as they take it as something normal that must also happen to you with the issue of seeing a bird, a pigeon or whatever, they minimize it a lot and end up taking it as something. Yes, foolish, I mean, it's vomiting. I mean, it can't be that you have a phobia of vomiting, I mean, do you feel the incomprehension of not understanding the level of the phobia?"
"¿Sí te pasa y de verdad no se entiende, EH? Y mi y te pone en un lugar a voz de de de vulnerabilidad muy grande porque es es a veces muy difícil de explicarlo. Que parece algo simple, pero no, no sé.","Does it happen to you and truly it's not understood, huh? And it puts you in a position of great vulnerability because sometimes it's very hard to explain. It seems simple, but no, I don't know."
"Yo hay lugares donde no puedo ir cruzar congreso, para mí es como no puedo, no puedo ir. Me encantaría poder cruzar, pero no puedo. Voy a lugares donde hay palomas. ¿He ido a veranear? No sé a Río de Janeiro YY la playa está llena de palomas. ¿No podés estar, no?","There are places where I can't go, like crossing the Congress area, for me, it's like I can't, I can't go. I'd love to be able to cross, but I can't. I go to places where there are pigeons. Have I gone on vacation? I don't know, to Rio de Janeiro and the beach is full of pigeons. You can't be there, can you?"
"YY he estado ahí un ratito y estás que te tapás y estoy a lo grito. Digo, no puedo estar. Acá. Claro, no, no sáquense loco de ahí. Pero ponele, o sea, ahora que dijiste la playa ponele las gaviotas, ah, también. Las gaviotas, o sea, no. Ya sabes, quizás tenías más puntos.","And I've been there for a little while, and you're covering yourself and I'm screaming. I say, I can't be here. Of course, no, get that crazy thing out of there. But put it this way, now that you mentioned the beach, think about the seagulls, oh, them too. The seagulls, I mean, no. You know, maybe you had more issues."
"Bien, las patas de la gallina no las puedo ver. Me dan, no, no, no, no puedo. ¿Escúchame, o sea, y cómo o sea, has tratado de de de analizarlo, de tratarlo, o sea, cómo es que lo tratás? He intentado hacerlo en terapia, lo he llevado a terapia, pero no.","Well, I can't stand to see chicken feet. They freak me out, no, no, no, I can't. Listen, I mean, have you tried to analyze it, to treat it, I mean, how do you deal with it? I've tried doing it in therapy, I've brought it to therapy, but no."
"¿Es como que no sé, tengo otro problema, no? Sí, sí, pero es como que puedo convivir, aprendía como a convivir con eso y alejarme de de de situaciones. En mi casa, por ejemplo, en el fondo de Casa tengo paloma, pero no las tengo ahí, pero no están, no están cerca, no tengo lejos este, he comprado el espantador de palomas de un cosito negro que me asusto.","It's like I don't know, I have another problem, right? Yes, yes, but it's like I can live with it, I learned how to live with it and stay away from situations. At my house, for example, in the backyard, I have pigeons, but I don't have them there, they aren't close, I keep them far away, I've bought a pigeon deterrent, a little black thing that scares me."
"Yo a veces cuando lo veo, me rico, te lo juro. No, no, no, no. Hay veces que te van sorprendiendo cosas con las gallinas, por ejemplo, yo le tengo, le tengo también le tengo terror de verdad. ¿Yo vivo en Mawich YYA veces hay gallinas caminando o por por por no por la calle, pero sí por la vereda YY voy caminando y aparece una gallina y me vuelvo loco, no, y si estoy cerquita de la calle te me puede atropellar un auto porque cruzo, o sea lo miro, no?","Sometimes when I see it, I laugh, I swear. No, no, no, no. There are times when things surprise you with chickens, for example, I have, I also have a real terror of them. I live in Mawich and sometimes there are chickens walking not on the street, but on the sidewalk and I'm walking and a chicken appears and I freak out, no, and if I'm close to the street a car might hit me because I cross, you know?"
