Text_Chunks,Translation_to_SPA
"Well, I am you know, it’s was shocking to get the text that you had COVID on know what to do. It was just like interesting […]. I it’s so weird, like I have actually been processing a lot of delayed COVID grief. And this podcast is a COVID response podcast. It’s endemic response. We’re on the frontline, you know, it is a pandemic, it’s like it is an absolute response backlash on what you want to call it to the pandemic.","Bueno, ya sabes, fue impactante recibir el mensaje de texto que decía que tenías COVID sabiendo qué hacer. Fue simplemente interesante […]. Es muy extraño, como si en realidad hubiera estado procesando mucho dolor retrasado por COVID. Y este podcast es un podcast de respuesta al COVID. Es una respuesta endémica. Estamos en primera línea, ya sabes, es una pandemia, es como si fuera una respuesta absoluta a lo que quieras llamar a la pandemia."
"It’s true actually, so much of our podcast is motivated by member, the first couple episodes, you talked about wanting to go to a fuck cut.","En realidad, es cierto, gran parte de nuestro podcast está motivado por el miembro, en los primeros dos episodios, hablaste de querer ir a un corte de mierda."
I know and I never got to.,Lo sé y nunca llegué a hacerlo.
"I think that’s out of the cards for us, unfortunately. Even though so many people we know are doing Strato work.","Desafortunadamente, creo que eso está fuera de nuestras posibilidades. A pesar de que tanta gente que conocemos está trabajando con Strato."
"I know, and I you know, the fuck hut of my dreams for all of those new listeners was like, I was feeling so crazy and so isolated, like so isolated, that I did want us to all do a bunch of drugs. And when I say us, I do mean, everyone.","Lo sé, y lo sabes, la puta choza de mis sueños para todos esos nuevos oyentes era como, me sentía tan loco y tan aislado, tan aislado, que quería que todos consumiéramos un montón de drogas. Y cuando digo nosotros, me refiero a todos."
"Yeah, as a collective as an idea. And I think that would have been a right response.","Sí, como colectivo como idea. Y creo que esa habría sido una respuesta correcta."
And I wanted I wanted it.,"Y quería, lo quería."
For adults.,Para adultos.
"Obviously, a hot where we could all do but like a beautifully designed hut, where we would all do mushrooms and the like nothing that’s like potentially going to be laced with fentanyl, like no.","Obviamente, un calor donde todos podríamos hacerlo, pero como una cabaña bellamente diseñada, donde todos consumiríamos hongos y cosas así, nada que pueda estar mezclado con fentanilo, como que no."
Nothing that’s going to make us render us insane for.,Nada que nos vuelva locos.
"No, just like a real you know, mushrooms. Stuff that grows in the ground. And then we would walk in and.","No, como los hongos reales, ya sabes. Cosas que crecen en la tierra. Y luego entrábamos y."
"Covered in sheepskin, it would be covered in like animal I know that you’re vegan, of course, but different animal skins. You know, it should feel like Game of Thrones in a way in a way.","Cubierto de piel de oveja, estaría cubierto como de animal. Sé que eres vegano, por supuesto, pero pieles de animales diferentes. Ya sabes, debería sentirse como Juego de Tronos en cierto modo."
"So then we would all and we, is.","Entonces lo haríamos todos y nosotros, es."
Like I don’t know is in we.,"Como no sé, está en nosotros."
"But you’d you’d have sex with whoever was there. Okay, a man woman doesn’t matter.","Pero tendrías sexo con quienquiera que estuviera allí. Vale, un hombre mujer no importa."
"Okay, you’re saying hi.","Está bien, estás diciendo hola."
"This out and you get out putting away. And then this is what’s so important is that you walk out. And whatever has happened inside there. Maybe you find a new partner who knows but what happens in the fuck 1,000%, and then you walk out and you’re just a little bit more resolved your little bit. You’ve healed a little bit. And yeah, that’s my you know, that’s my big. Oh my god, I have to tell you this is so so upsetting, but I.","Saca esto y podrás guardarlo. Y luego lo que es tan importante es que te vayas. Y lo que haya pasado allí dentro. Tal vez encuentres un nuevo compañero que sepa lo que pasa al 1000%, y luego te vas y estás un poco más resuelto. Te has curado un poco. Y sí, ese es mi ya sabes, ese es mi grande. Dios mío, tengo que decirte que esto es tan perturbador, pero yo."
"So I do feel like I’m having some delayed because we have no rituals because we we barely have any healing around this. It’s just like, you know, million we have I don’t know what the fuck is going on? And we haven’t been out on the pickleball court and so long and that was a real touchstone for me. And I think that children have ruined that obviously for us, you know, their their activities have taken away more joy from us than from the little that was left. And so that’s a bummer. You know that either bummer.","Entonces siento que estoy teniendo un retraso porque no tenemos rituales porque apenas tenemos curación en torno a esto. Es como, ya sabes, millones que tenemos. No sé qué carajo está pasando. Y no hemos estado en la cancha de pickleball durante mucho tiempo y eso fue una verdadera piedra de toque para mí. Y creo que los niños han arruinado eso obviamente para nosotros, ya sabes, sus actividades nos han quitado más alegría que la poca que quedaba. Y eso es un fastidio. Ya lo sabes, es un fastidio."
That was another healing space.,Ese fue otro espacio de sanación.
"It was, no for real.","Lo fue, no, de verdad."
"So my so so yeah, so there’s been like some delayed grief for me but also like thinking about that time you know, like Gus said something in their day where he’s like, he said something about certain homework and he was like, yeah, it was during COVID when we were in Canada, and I was like, that was like Tony, that literally like don’t even mention that the fact that you have a memory of that is so disturbing to me.","Así que sí, ha habido un dolor retrasado para mí, pero también pensar en ese momento, ya sabes, como cuando Gus dijo algo en su época en el que dijo algo sobre cierta tarea y dijo, sí, Fue durante COVID cuando estábamos en Canadá, y pensé, eso fue como Tony, que literalmente ni siquiera mencionas que el hecho de que tengas un recuerdo de eso es muy perturbador para mí."
They do.,Ellas hacen.
"Or dark days. I also wanted to share with you that something major has happened deep divers and I’m excited to announce it to Jessica, my family doesn’t know the children don’t know this yet boy decided yesterday that we are officially adopting Bingo.",O días oscuros. También quería compartir con ustedes que algo importante ha sucedido en Deep Divers y estoy emocionado de anunciárselo a Jessica. Mi familia no sabe que los niños aún no lo saben. El niño decidió ayer que adoptaremos oficialmente Bingo.
"Oh, I’ve been waiting for this news. You keep saying Foster and every time it’s like you don’t wait for the Academy. We need to have a ceremony of some sort to welcome him to the academy, sash around.","Oh, he estado esperando esta noticia. Sigues diciendo Foster y cada vez es como si no esperaras a la Academia. Necesitamos tener algún tipo de ceremonia para darle la bienvenida a la academia, alrededor."
"Listen, I’m all about creating ritual create making meaning making meaning and so yes, I think I think something needs to be done thank you, Jessica. I’m so excited to tell the kids Paul’s been away when it comes back or until the kids oh, here’s what’s interesting now. For those of you new listeners who don’t remember my other dog Meatball, please know that Meatball told us in no uncertain terms. When it was time for him to go, right, okay.","Escucha, me refiero a crear rituales, crear significado, crear significado y sí, creo que es necesario hacer algo, gracias, Jessica. Estoy muy emocionado de decirles a los niños que Paul ha estado ausente cuando regrese o hasta que los niños oh, esto es lo que es interesante ahora. Para aquellos de ustedes nuevos oyentes que no recuerdan a mi otro perro Meatball, sepan que Meatball nos lo dijo en términos muy claros. Cuando llegó el momento de irse, claro, está bien."
He was ready to stand down. Sergeant meatball was his full name.,Estaba listo para retirarse. Sargento Albóndiga era su nombre completo.
"That’s right. A member of the armed forces, yeah. And the way he did it, so I’ve been working on our backyard, which had like, finally took on as a concept as a place like, yeah, I needed to deal with.","Así es. Un miembro de las fuerzas armadas, sí. Y la forma en que lo hizo, así que estuve trabajando en nuestro patio trasero, que finalmente se convirtió en un concepto como un lugar con el que, sí, necesitaba lidiar."
Dirt pit for a while,Pozo de tierra por un tiempo
"it was a pit that was yet so. So once it was done, actually, we put a pool in once everything was done. And it’s a tiered backyard. So like you had to go down and Meatball was already struggling with stairs. And once we were as a family in that pool, and he saw us down there in the pool together, that was the day that he walked away.","era un pozo que todavía lo era. Entonces, una vez que estuvo hecho, en realidad, pusimos una piscina una vez que todo estuvo hecho. Y es un patio trasero escalonado. Así que tenías que bajar y Meatball ya estaba luchando con las escaleras. Y una vez que estábamos como familia en esa piscina, y él nos vio juntos allí en la piscina, ese fue el día en que se fue."
The first time he’s ever walked away from his post.,La primera vez que se aleja de su puesto.
"Oh, he’s never left this house. I mean, I told the story before but I, you know, the one time that like the gate was open, we would leave the backyard gate open. He’d never ever leave. But one time, the gate was open. He couldn’t find us. And he I panicked because I couldn’t find him. And I started run out the front door. The motherfucker was sitting at the door. Yeah, that’s right and lying down in front of him. And he walked away. So he wasn’t going anywhere. Except for that day. He saw us there, and all the gates, I didn’t. I thought all the gates were open but again, this dog never left. And all of a sudden, you know, half an hour later a woman comes running into the backyard saying like, do you have a dog and english bulldog? He’s like two blocks away. Okay, so that was my sign that he was trying to find like a Viking. It was like a Viking General. Okay, they just walk. They just sail away when it’s their time.","Oh, él nunca ha salido de esta casa. Quiero decir, conté la historia antes, pero, ya sabes, la única vez que la puerta estaba abierta, dejábamos abierta la puerta del patio trasero. Él nunca jamás se iría. Pero una vez la puerta estaba abierta. No pudo encontrarnos. Y a él me entró el pánico porque no lo encontraba. Y comencé a correr hacia la puerta principal. El hijo de puta estaba sentado en la puerta. Sí, así es y acostada frente a él. Y se alejó. Entonces él no iba a ninguna parte. Excepto ese día. Él nos vio allí y todas las puertas, yo no. Pensé que todas las puertas estaban abiertas pero, nuevamente, este perro nunca se fue. Y de repente, ya sabes, media hora después, una mujer llega corriendo al patio trasero y dice: ¿tienes un perro y un bulldog inglés? Está como a dos cuadras de distancia. Bien, esa era mi señal de que estaba tratando de encontrarme como un vikingo. Era como un general vikingo. Está bien, simplemente caminan. Simplemente se alejan cuando llega su momento."
"Yeah, that’s right.",Sí es cierto.
They don’t want to be a burden to the community. A lot of Native American tribes do this as well. They just sort of the elders walk out.,No quieren ser una carga para la comunidad. Muchas tribus nativas americanas también hacen esto. Simplemente se marchan los mayores.
Yeah.,Sí.
"And Meatball left, and so yesterday, it’s like Bingos been such a Bingos been in that backyard so much, he’s such as he’s it’s his space, you know, we’re down there we’re playing is playing another dogs he’s, it’s his domain. And I started to think back on that moment of Meatball looking at us and I think he saw those steps you know, down because of course, we have stepped down to the first level of backyard we have steps in our house we have steps in and then we were craving stuff second level. And I think he saw them and said, no.","Y Meatball se fue, y ayer, es como si Bingos hubiera sido un Bingos, hubiera estado tanto en ese patio trasero, él es como él, es su espacio, ya sabes, estamos ahí abajo, estamos jugando, está jugando con otros perros, él es, es suyo. dominio. Y comencé a recordar ese momento en que Meatball nos miraba y creo que vio esos escalones, ya sabes, hacia abajo porque, por supuesto, hemos bajado al primer nivel del patio trasero, tenemos escalones en nuestra casa, tenemos escalones y Luego nos apetecían cosas de segundo nivel. Y creo que los vio y dijo que no."
That’s a […] dogs game.,Ese es un […] juego de perros.
"It’s yeah, and I’ve just felt so I’ve been thinking about him so much, just this is the thing about grief right? It’s like, you think you’re done or you think you’re like oh, I’m resolved and then to be taken all I have been thinking every time I’m down there with Bingo I pictures face through the slats of the fence looking down at us. And I’m just like, and then I felt so badly oh my god, I’m sorry. We didn’t have a way for you to get down here like I just.","Es sí, y sentí que había estado pensando mucho en él, pero esto es lo que pasa con el dolor, ¿verdad? Es como, crees que ya terminaste o piensas que estás como, oh, estoy resuelto y luego me quitarán todo lo que he estado pensando cada vez que estoy allí con Bingo, las imágenes se ven a través de las tablillas de la cerca. mirándonos. Y yo pensé, y luego me sentí tan mal, oh Dios mío, lo siento. No teníamos una manera de que llegaras aquí como yo."
"Know you’re really it’s so interesting how the brain like tries to find like some reason why you’re sad. It’s like no, I’m just I yeah, I miss it. You know, you miss him. Think about when you cross over how all the all the psychics and mediums say the same thing that is who greets you. All not just psychics and mediums my friend but hospice nurses who have witnessed 1000s of death.","Sepa que realmente lo está, es muy interesante cómo el cerebro intenta encontrar alguna razón por la que está triste. Es como si no, solo que sí, lo extraño. Sabes, lo extrañas. Piensa cuando cruzas cómo todos los psíquicos y médiums dicen lo mismo, es decir, quienes te saludan. No solo psíquicos y médiums, amigo mío, sino también enfermeras de cuidados paliativos que han sido testigos de miles de muertes."
What?,¿Qué?
You didn’t know that?,¿No lo sabías?
No.,No.
Hospice nurses hospital.,Hospital de enfermería de cuidados paliativos.
What did they say?,¿Que dijeron?
"They say that there’s I felt, you know, I follow mainly.","Dicen que sentí, ya sabes, que sigo principalmente."
"Yeah, of course.","Sí, por supuesto."
"Like, that’s why that’s where my algorithms that and there’s just I mean, hospice care. I mean, they’re just such wonderful people. And, but this one woman hospice nurse, Penny, talks about how there will the process of dying in general and she tries to destigmatize it and like things that are very natural that happen and, you know, the family is sometimes like, you shouldn’t you know, they’re diabetic, should they should they have ice cream? And she’s like, yeah, they should have fucking whatever they want, you know, and how actually, like, the body’s primed to become dehydrated, you know, and it’s, it’s very, very fascinating and, you know, and, but one of the things and how, like, there’s often this final rally that happens where read before the body really does let go. But she talks about how many people are greeted by their pets. And so they will be looking up and see they’ll have visions of their pets coming for them before they die, this is documented this, like me, I swear that their pets their comfort items, I can’t first matters to show up to walk them through.","Es por eso que ahí es donde mis algoritmos y, quiero decir, cuidados paliativos. Quiero decir, son personas maravillosas. Y, pero esta enfermera de cuidados paliativos, Penny, habla sobre cómo será el proceso de morir en general y trata de desestigmatizarlo y le gustan las cosas que suceden de forma muy natural y, ya sabes, la familia a veces dice, no deberías. ¿No sabes que son diabéticos? ¿Deberían tomar helado? Y ella dice, sí, deberían follar lo que quieran, ya sabes, y cómo en realidad, el cuerpo está preparado para deshidratarse, ya sabes, y es muy, muy fascinante y, ya sabes, y, pero uno. de las cosas y cómo, a menudo, hay este rally final que ocurre cuando se lee antes de que el cuerpo realmente se suelte. Pero ella habla de cuántas personas son recibidas por sus mascotas. Y entonces mirarán hacia arriba y verán que tendrán visiones de sus mascotas viniendo por ellos antes de morir, esto está documentado, como yo, juro que sus mascotas son artículos de consuelo, no puedo aparecer primero. para guiarlos."
Like I can’t imagine anything better.,Como si no pudiera imaginar nada mejor.
"Truly, truly.","De verdad, de verdad."
And then you think about them being angels on this earth. And that’s what they are. They’re pure love bombs. That’s all they are. I know they’re they all they do is make us happy.,Y luego piensas en ellos como ángeles en esta tierra. Y eso es lo que son. Son puras bombas de amor. Eso es todo lo que son. Sé que lo único que hacen es hacernos felices.
"They know dopamine. I mean, I can’t. Well, I’m coming over Bebe and I are coming over with Cookie now that it’s official. And Bingo can meet you know, her. Her niece, her cousin, second cousin from the west side.","Conocen la dopamina. Quiero decir, no puedo. Bueno, iré con Bebe y con Cookie ahora que es oficial. Y Bingo puede conocerla, ya sabes. Su sobrina, su prima, prima segunda del lado oeste."
"So funny, Bingo has been misgendered left and right. It’s so unknown to me.","Qué curioso, el bingo ha sido malinterpretado a diestra y siniestra. Es tan desconocido para mí."
I know.,Lo sé.
Nobody ever Mr. Know or a lady.,Nadie jamás es un señor conocido o una dama.
"But bingo has a feminine and masculine energy and it is. It’s a masculine battle, like the masculine. Yeah, he’s really, he’s really bored, the Gen Z. He’s like, whatever is below that.","Pero el bingo tiene una energía femenina y masculina y lo es. Es una batalla masculina, como la masculina. Sí, está realmente aburrido, la Generación Z. Es como, lo que sea que esté debajo de eso."
"That’s him saying he’s a new manifestation of gender that we have yet to understand. We’re going to know where to fucking god just because this dog has, you know, he has one pale blue eye and one brown eye. There’s something about he’s, he’s holding both. He’s both sides now.","Es él quien dice que es una nueva manifestación de género que aún tenemos que entender. Vamos a saber dónde diablos solo porque este perro tiene, ya sabes, un ojo azul pálido y un ojo marrón. Hay algo en él, sostiene ambos. Él está en ambos lados ahora."
"Like seal, you know, he’s like, the artists seal. And he’s always wearing a jaunty scarf. You know, I just like, I don’t know, who’s putting those scarfs on him. But you know, it’s really something and he’s so cute. And I’m just so happy for your family. And you know, the other thing that is just so wild about pets is they all have such different personalities. So to go from an old dog to a young energy is a wild thing and it’s but it’s also renewal in spring and.","Como el sello, ya sabes, es como el sello del artista. Y siempre lleva una alegre bufanda. Ya sabes, simplemente me gusta, no sé, quién le pone esas bufandas. Pero ya sabes, es realmente extraordinario y él es tan lindo. Y estoy muy feliz por tu familia. Y ya sabes, la otra cosa que es tan loca acerca de las mascotas es que todas tienen personalidades muy diferentes. Entonces, pasar de un perro viejo a una energía joven es algo salvaje y también es renovación en primavera y."
"Can I tell you something, Jess, and I’m sorry, I’m sorry our deep divers it Bingo is now in the background wanting to play so badly. So please excuse the noise but what’s so interesting. Oh, did you see that? I tried to throw something in it hit the wall. So what’s so interesting is that my sister’s jog Otto who was about four but he was a puppy puppy like pup, puppy, and he you know, Meatball was always an elder statesman with him. And meatball, really, you know, taught him how to behave a few times. And that tablished his boundaries. And so like when Otto is in the house, I don’t want to play so badly with me bone was so interested. And Meatball would just be like, you know, that’s not for me. I just like your children. You didn’t like playing?","¿Puedo decirte algo, Jess? Lo siento, lo siento, nuestros buceadores profundos, Bingo, ahora están en segundo plano con tantas ganas de jugar. Así que disculpen el ruido, pero ¿qué es tan interesante? Ah, ¿viste eso? Intenté tirarle algo y golpeó la pared. Entonces, lo que es tan interesante es que el jogging de mi hermana, Otto, que tenía unos cuatro años, pero era un cachorro como cachorro, cachorro, y él, ya sabes, Meatball siempre fue un estadista mayor con él. Y Meatball, realmente, ya sabes, le enseñó a comportarse un par de veces. Y eso estableció sus límites. Y así, como cuando Otto está en la casa, no tengo tantas ganas de jugar conmigo, ya que estaba tan interesado. Y Meatball diría, ya sabes, eso no es para mí. Simplemente me gustan tus hijos. ¿No te gustó jugar?"
I don’t play.,Yo no juego.
I don’t and I stand fucking behind that.,No lo hago y estoy detrás de eso.
"For our new listeners, Jude doesn’t play.","Para nuestros nuevos oyentes, Jude no toca."
I don’t play with children. I’m an adult […].,No juego con niños. Soy mayor de edad […].
But that maybe […] you so much as she always says June speaks to me like I am an adult and I appreciate that because she feels that she is one already just know she said I really appreciate it June speaks to me as an adult. When you weigh on in her in on her outfits is as if you you know you’re at the Vanity Fair party saying love what is this designer?,Pero eso tal vez […] tú tanto como ella siempre dice June me habla como si fuera un adulto y se lo agradezco porque ella siente que lo es ya solo sé que dijo lo aprecio mucho June me habla como un adulto. Cuando la miras en sus outfits es como si supieras que estás en la fiesta de Vanity Fair diciendo amor ¿qué es esta diseñadora?
"Well, I also do think Jess, I mean I think that I’m really there’s certain things I play I play a card game I’ll actually do Legos and I will play sports. But I don’t you’re not going to find me like, let’s sit here and draw together or lead leave me.  I get paid to do that okay, that should doesn’t come for free. Hold on one second, let me occupy him with something I’ll be right back, okay.","Bueno, también creo, Jess, quiero decir, creo que realmente hay ciertas cosas que juego. Juego un juego de cartas. De hecho, haré Legos y haré deportes. Pero no, no me vas a encontrar, sentémonos aquí y juntemos o déjame. Me pagan por hacer eso, está bien, eso no debería ser gratis. Espera un segundo, déjame ocuparlo con algo. Ya vuelvo, está bien."
Jess?,¿Cadena?
Yes?,¿Sí?
"I’m so sorry for like I’ve been talking just nonstop and I’m going to be done with this but I just want to tell you one other thing exciting but it’s also yes you’re right it is the circle of life because because now so my dog nephew Otto he’s always sort of Meatball was always was always letting him know what time it was, and then yesterday because I knew it adopted him I said let’s bring it over let’s have a playdate and bingo I wanted to play with so badly with Otto.","Lo siento mucho, he estado hablando sin parar y voy a terminar con esto, pero solo quiero decirte otra cosa emocionante, pero también es que sí, tienes razón, es el círculo de la vida porque porque ahora mi sobrino perro Otto, él siempre es una especie de Albóndiga, siempre le hacía saber qué hora era, y luego ayer, porque sabía que lo adoptó, dije, trajémoslo, tengamos una cita para jugar y bingo con el que quería jugar. muy mal con Otto."
Otto had to tell him what time it was.,Otto tuvo que decirle qué hora era.
"When he did and I was like holy shit it and I know the divers I’m sorry if this is all so insanely, but it really blew my mind, I was like, if that’s not the circle of life, my life’s a circle.","Cuando lo hizo y yo estaba como, mierda, y conozco a los buzos, lo siento si todo esto es tan loco, pero realmente me dejó alucinado, pensé, si ese no es el círculo de la vida, mi vida es un círculo."
Joni says Deborah Terry […],Joni dice Deborah Terry […]
"Days keep going round […] Okay, I don’t want to, but it really, really, like really affected me really impacted me. I was like, what am I witnessing? Because Otto was always the puppy energy in the playful. And then honestly, what what I have really had to confront was how sad I was for Bingo that he would play with him pathetic.","Los días siguen pasando […] Está bien, no quiero, pero realmente, realmente, realmente me afectó, realmente me impactó. Pensé, ¿qué estoy presenciando? Porque Otto siempre fue la energía del cachorro en lo lúdico. Y luego, sinceramente, lo que realmente tuve que afrontar fue lo triste que estaba por Bingo porque jugaba con él de forma patética."
"Well, it’s just like when I brought cookie down to you know, there’s a cocktail hour that happens for the small dogs in Santa Monica and they all go down and run free, even though it’s illegal. And you know, Cookie has a hard time because she’s preyed upon by most of the male dogs and so she was trying to keep her butthole firmly on the ground. And then they were getting into her ear select they’ll try to get any you know, anything they can from her. Yeah, and I don’t know why she’s such catnip,","Bueno, es como cuando traje Cookie, ya sabes, hay una hora de cóctel para los perros pequeños en Santa Mónica y todos bajan y corren libres, aunque es ilegal. Y ya sabes, Cookie tiene dificultades porque la mayoría de los perros machos se aprovechan de ella y por eso estaba tratando de mantener su trasero firmemente en el suelo. Y luego se metieron en su oído y trataron de sacarle todo lo que saben, todo lo que puedan de ella. Sí, y no sé por qué es tan idiota."
"But you know, just it’s just I don’t know that I’ve ever felt to see Bingo. got rejected and what I will give him and as interesting to watch as my brother in law said he’s like, this is just like they’re talking to each other they are this is my language. And I was like, absolutely. I can’t I’m not a dog, I’m not I loved animals. I am not I didn’t grow up with this.","Pero ya sabes, es que no sé si alguna vez sentí ver Bingo. Fue rechazado y lo que le daré y tan interesante de ver como dijo mi cuñado, es como si estuvieran hablando entre ellos, este es mi idioma. Y yo estaba como, absolutamente. No puedo, no soy un perro, no lo soy, amaba a los animales. No lo soy, no crecí con esto."
Shouldn’t be anything in your life. This shouldn’t be a part of your personality and yet it is now.,"No debería haber nada en tu vida. Esto no debería ser parte de tu personalidad y, sin embargo, lo es ahora."
"It is, Jess, I don’t know, did you? Did you grow up with animals?","Lo es, Jess, no lo sé, ¿y tú? ¿Creciste con animales?"
"No, it was a cat family.","No, era una familia de gatos."
"Oh, I didn’t know that.","Oh, no lo sabía."
Two cats always. And now they’re named after my. They’re always named weirdly after my my grandfather had a cat named after himself. And now we have a cat. They have a cat named after him as well.,Siempre dos gatos. Y ahora llevan mi nombre. Siempre llevan nombres extraños porque mi abuelo tenía un gato que llevaba su nombre. Y ahora tenemos un gato. También tienen un gato que lleva su nombre.
"It was so weird, are you a cat person?","Fue tan extraño, ¿eres amante de los gatos?"
"Yes, I do love cats and I did spend I’ve spent many weekends at the cat cafe Yes, I was originally a cat person. It was this it was the only animal I could get my hands on and I and yes and I love them and and we have one of our deep divers has a beautiful rescue called sorry, the Caddyshack and she says she sends BB lots of merch and but yes, but does it isn’t that strange that my grandfather named a cat after himself at Thomas our kitty cat. […]","Sí, amo a los gatos y pasé muchos fines de semana en el café para gatos. Sí, originalmente era una persona que le gustaban los gatos. Fue este, fue el único animal que pude tener en mis manos y yo, sí, los amo y tenemos uno de nuestros buzos profundos que tiene un hermoso rescate llamado lo siento, Caddyshack y ella dice que le envía a BB mucha mercancía y pero sí, pero no es tan extraño que mi abuelo le pusiera su nombre a un gato en Thomas, nuestro gatito. […]"
About us just like passing on his legacy.,Acerca de nosotros es como transmitir su legado.
That’s strange. It’s strange as hell in our herd. Then we named it after that. Uh huh.,Eso es extraño. Es muy extraño en nuestra manada. Luego le pusimos ese nombre. UH Huh.
Can I tell you I had an experience with a cat this weekend that left me rattled.,¿Puedo decirles que tuve una experiencia con un gato este fin de semana que me dejó desconcertado?
What?,¿Qué?
"So I this is so complicated, and again for our new deep divers. I really apologize today’s an animal podcast. It is an animal episode. So I had fostered a different Pitbull, you know who I’m talking about?","Entonces esto es muy complicado, y nuevamente para nuestros nuevos buceadores profundos. Realmente me disculpo porque hoy es un podcast sobre animales. Es un episodio animal. Así que había criado a un Pitbull diferente, ¿sabes de quién estoy hablando?"
Hipple?,¿Hiple?
"Who won that got away in the witness protection program? Yeah, and I was fostering the softball for one of my best friends. We had her for a month and a half. We all were really in love with her.","¿Quién ganó eso en el programa de protección de testigos? Sí, y estaba fomentando el softbol para uno de mis mejores amigos. La tuvimos durante un mes y medio. Todos estábamos realmente enamorados de ella."
The good old days,Los buenos viejos tiempos
"As my son would say those were the good old days. So it was very hard to let her go. But it was beautiful, too. So we went this weekend. Me and the boys we drove to San Diego on Saturday morning to go visit both my best friend her wife and their dog, that we had we had spend time with now. I forgot I was almost halfway there. And I thought they have two cats. And I didn’t have any clarity, I’m really allergic to cats. Okay, so it’s not like I don’t like cats, I can’t like cat. It’s available to me, they hurt me cat’s great.","Como diría mi hijo, aquellos eran los buenos viejos tiempos. Entonces fue muy difícil dejarla ir. Pero también era hermoso. Así que fuimos este fin de semana. Los niños y yo condujimos a San Diego el sábado por la mañana para visitar a mi mejor amiga, su esposa y su perro, con quien habíamos pasado tiempo ahora. Olvidé que estaba casi a la mitad del camino. Y pensé que tenían dos gatos. Y no tenía ninguna claridad, realmente soy alérgico a los gatos. Bien, entonces no es que no me gusten los gatos, no me pueden gustar los gatos. Está a mi disposición, me lastimaron gato está genial."
Yes.,Sí.
