Text_Chunks,Translation_to_SPA
"Yeah. Because all these murders and everything that happened, like many times they start dating and they hate the fact that they love or attracted to a trans person. I mean, like, I believe that being trans on these days is like people at least people know what’s going on. Like before you had to make this whole explanation about it. Now, I think people like are more aware. I think there’s more options out there.","Sí. Porque con todos estos asesinatos y todo lo que pasó, muchas veces empiezan a salir y odian el hecho de amar o sentirse atraídos por una persona trans. Quiero decir, creo que ser trans en estos días es como si la gente al menos supiera lo que está pasando. Como antes, tuviste que dar toda esta explicación al respecto. Ahora creo que la gente así es más consciente. Creo que hay más opciones por ahí."
"Dating as a trans person is hard. And another thing that’s layered on top of that, is that I’m still trying to figure out my sexuality, which I guess is kind of open ended, even though I never would have admitted that before transitioning. All of this is pretty intimidating. And I’m hoping that a city as progressive as Los Angeles is the right place to figure this out.","Tener citas como persona trans es difícil. Y otra cosa que se suma a eso es que todavía estoy tratando de descubrir mi sexualidad, lo cual supongo que tiene un final abierto, aunque nunca lo habría admitido antes de la transición. Todo esto es bastante intimidante. Y espero que una ciudad tan progresista como Los Ángeles sea el lugar adecuado para resolver esto."
"I mean, I always think like, nobody’s gonna knock at your door and say, like, hey, can I take you out?","Quiero decir, siempre pienso que nadie tocará a tu puerta y dirá, oye, ¿puedo invitarte a salir?"
That is yet to happen to me. That has yet to happen anyone I know.,Eso todavía está por sucederme. Eso aún no le ha sucedido a nadie que yo conozca.
Yeah. You need to be out there. In that energy. Keep it open. That was me last night. I was pretty open.,Sí. Necesitas estar ahí afuera. En esa energía. Déjala abierta. Ese era yo anoche. Fui bastante abierto.
"Hi, everyone. I’m Jeffrey. Thanks for coming out tonight. I’m transgender. That’s what I am. It means I was a girl and now I’m, I took some testosterone. And now I’m a child. This is Jeffrey. I’m on the road doing a string of shows on the college circuit. I’ve got four shows in 48 hours. And I’ve gotten what, two done now. And I have two more left. I’m gonna do like a little Q&A thing. If you can ask me a question that I’ve never heard yelled at me before. I’ll give you 100 bucks. Let’s start with you.","Hola a todos. Soy Jeffrey. Gracias por venir esta noche. Soy transgénero. Esto es lo que soy. Significa que era una niña y ahora lo soy, tomé un poco de testosterona. Y ahora soy un niño. Este es Jeffrey. Estoy de gira haciendo una serie de espectáculos en el circuito universitario. Tengo cuatro shows en 48 horas. Y ya he conseguido qué, dos. Y me quedan dos más. Voy a hacer una pequeña sesión de preguntas y respuestas. Si puedes, hazme una pregunta que nunca antes me hayan gritado. Te daré 100 dólares. Empecemos contigo."
Have you had any surgery?,¿Has tenido alguna cirugía?
"That’s an awesome question. I haven’t had top surgery. So I still have the boys. I call them the boys. Don’t gender my tits. What makes me different is that I have kind of a comedy Q&A where I challenged them to ask me questions about being trans. The students like it because they get to make the show whatever they want it to be. This week is definitely one of the busiest ones I’ve had in a while but at least college kids keep it interesting. What I’m gonna go to Mardi Gras. And I’m gonna flash dudes all fucking night. Because in my mind, a bunch of frat dudes waking up in the morning and being like, dude, were we that drunk? Or did that small boy child have really nice tips?","Esa es una pregunta asombrosa. No me he sometido a una cirugía superior. Así que todavía tengo a los chicos. Yo los llamo los chicos. No pongas género a mis tetas. Lo que me hace diferente es que tengo una especie de sesión de preguntas y respuestas de comedia en la que los desafié a hacerme preguntas sobre ser trans. A los estudiantes les gusta porque pueden hacer el programa como quieran. Esta semana es definitivamente una de las más ocupadas que he tenido en mucho tiempo, pero al menos los universitarios la mantienen interesante. Qué voy a ir al Mardi Gras. Y voy a mostrarles a los tipos toda la maldita noche. Porque en mi opinión, un grupo de chicos de fraternidad se despertaban por la mañana y decían, amigo, ¿estábamos tan borrachos? ¿O ese niño pequeño tenía muy buenos consejos?"
"I can hear you. Can you hear me? Me and my girlfriend Emma are navigating a long-distance relationship right now because she is currently studying to be a helicopter pilot. So living long distance is hard enough as it is. But then with touring and being on the road all the time. It’s hard to kind of match up schedules and just make time for each other. But I try to always catch her between gigs. Well, the show went really well tonight. Yeah, it was good. It was like actually a totally decent turnout for what it was. It was like 45 people. I went awesome. The people who booked me were like, super nice. I warned them that like hey, it might get awkward. And they were like we love awkward. So it was really fun. And now I’m navigating through the college town and all of its little roundabouts because it’s hip, and it’s a college town and they got roundabouts and trying to get back to the highway so that I can fly out in I don’t know what five hours maybe a two-hour drive back to the airport. I’ve got to drop the rental car off. And it’s not enough time even though they gave me a hotel room for tonight. I don’t have enough time to stay there. So instead I’m gonna go to the airport and I was going to try and like sleep there but this airport closes from like the life of a comic is, it’s insane. And while I know it, and I’ve done it a lot, it never really gets easier. Yeah, I do have to go find a place and fill up so they don’t charge me out the wazoo for gas at the rental car place. Alright, right. All right. well, I love you so much Baby Cakes.","Puedo oírte. ¿Puedes oírme? Mi novia Emma y yo estamos teniendo una relación a larga distancia en este momento porque ella actualmente está estudiando para ser piloto de helicóptero. Así que vivir a larga distancia ya es bastante difícil. Pero luego con las giras y estar de gira todo el tiempo. Es difícil hacer coincidir horarios y simplemente hacer tiempo el uno para el otro. Pero siempre trato de atraparla entre conciertos. Bueno, el espectáculo estuvo muy bien esta noche. Sí, estuvo bien. En realidad, fue una participación totalmente decente para lo que fue. Eran como 45 personas. Me fue genial. Las personas que me reservaron fueron súper amables. Les advertí que, oye, podría resultar incómodo. Y eran como si nos encantara la torpeza. Fue muy divertido. Y ahora estoy navegando por la ciudad universitaria y todas sus pequeñas rotondas porque está de moda, y es una ciudad universitaria y tienen rotondas y están tratando de regresar a la autopista para poder volar en no sé qué. cinco horas, tal vez dos horas de viaje de regreso al aeropuerto. Tengo que dejar el coche de alquiler. Y no es tiempo suficiente aunque me dieron una habitación de hotel para esta noche. No tengo suficiente tiempo para quedarme allí. Entonces, en lugar de eso, iré al aeropuerto e intentaré dormir allí, pero este aeropuerto cierra como si fuera la vida de un cómic, es una locura. Y aunque lo sé y lo he hecho muchas veces, nunca es más fácil. Sí, tengo que ir a buscar un lugar y llenar el tanque para que no me cobren la gasolina en el lugar de alquiler de autos. Muy bien, claro. Está bien. Bueno, os quiero mucho Baby Cakes."
"Okay, so this is recording. That’s good. This is Chloe. And I’m going to set my phone down here. I am putting on makeup. The makeup that Mariana gave me because I have a blind date tonight. One of my work colleagues set me up with someone she knows another trans woman named Eve. And that is literally all I know about her. So we’re going to head to a restaurant up the street. Of course, I want to smell good. A blind date. Honestly, it’s a bit intimidating. But I liked that we’re meeting in a more organic fashion, as opposed to being swiped right or left in most cases on an app. But I think it’s going to be good. I you know, I’m planning for the best. I’m hoping for the best. So wish me luck y’all. How are you today? I’m all set with water and just waiting for my date. Okay, thank you. How are you? I’m Chloe. Eve walks up. And sure enough, she’s gorgeous. Which makes me more nervous.","Bien, entonces esto es una grabación. Eso es bueno. Esta es Cloe. Y voy a dejar mi teléfono aquí. Me estoy maquillando. El maquillaje que me regaló Mariana porque esta noche tengo una cita a ciegas. Uno de mis compañeros de trabajo me puso en contacto con alguien que conoce, otra mujer trans llamada Eve. Y eso es literalmente todo lo que sé sobre ella. Así que nos dirigiremos a un restaurante calle arriba. Por supuesto que quiero oler bien. Una cita a ciegas. Honestamente, es un poco intimidante. Pero me gustó que nos reuniéramos de una manera más orgánica, en lugar de deslizarnos hacia la derecha o hacia la izquierda en la mayoría de los casos en una aplicación. Pero creo que va a estar bien. Ya sabes, estoy planeando lo mejor. Espero lo mejor. Así que deséenme suerte a todos. ¿Cómo estás hoy? Ya tengo todo listo con agua y esperando mi cita. OK gracias. ¿Cómo estás? Soy Cloe. Eve se acerca. Y efectivamente, ella es hermosa. Lo que me pone más nervioso."
"Yeah, just with a pumpkin harvest they call it.","Sí, solo que con cosecha de calabaza lo llaman."
And I will do the Florida […]. How are you today?,Y haré el Florida […]. ¿Cómo estás hoy?
"Well, how you doing?","Bueno, ¿cómo estás?"
Good. Did you find it okay?,Bien. ¿Te pareció bien?
"Now I got here, right? I’m in South tel so not that far away.","Ahora llegué aquí, ¿verdad? Estoy en South Tel, así que no tan lejos."
"Oh, good. Good. Good. I’m just a few miles that way.",Oh Dios. Bien. Bien. Estoy a sólo unos kilómetros de allí.
I still I don’t know the highways that well here yet.,Todavía no conozco muy bien las carreteras aquí.
I know that 405 and 5 are big highways. But I don’t know where they go.,Sé que la 405 y la 5 son autopistas grandes. Pero no sé adónde van.
"Yeah, I know where they go. I just don’t bother me. Yeah.","Sí, sé adónde van. Simplemente no me molesto. Sí."
"Suppose we’d be a good pair, then. I know the names. You know where they go. Yeah, we’ll make it work. I’ll drive and you navigate. Thank you. How was your day?","Entonces supongamos que seríamos una buena pareja. Sé los nombres. Ya sabes adónde van. Sí, lo haremos funcionar. Yo conduzco y tú navegas. Gracias. ¿Cómo estuvo su día?"
Working. I work in entertainment. I have a really nice boss. She’s great.,Laboral. Trabajo en entretenimiento. Tengo un jefe realmente agradable. Ella es genial.
"So I work for Emory University, which is in Atlanta. And I do their West Coast alumni relations. And I go to school.","Entonces trabajo para la Universidad Emory, que está en Atlanta. Y me ocupo de las relaciones con los ex alumnos de la costa oeste. Y voy a la escuela."
What are you studying?,¿Qué estás estudiando?
"I’m studying higher education leadership. Mainly, I just wanted to make my brother call me Doctor. And he says that he won’t, but if I get the degree kind of has to.","Estoy estudiando liderazgo en educación superior. Principalmente sólo quería que mi hermano me llamara Doctor. Y él dice que no lo hará, pero que si obtengo el título tengo que hacerlo."
I guess I technically have a doctorate but not a doctor a doctorate. Say a law degree.,"Supongo que técnicamente tengo un doctorado, pero no un doctorado. Digamos un título en derecho."
What made you decide to go to law school?,¿Qué te hizo decidir ir a la facultad de derecho?
"Well, I originally wanted to do LGBTQ rights law. And so yeah, I went to law school at that mine. It was like, right after I came out. So I was just like, oh, I want to like help the community.","Bueno, originalmente quería dedicarme a la legislación sobre derechos LGBTQ. Y sí, fui a la facultad de derecho en esa mina. Fue como justo después de que salí. Entonces pensé, oh, quiero ayudar a la comunidad."
"I think a lot about whether it’d be ideal to end up with another trans woman, just because there’s so many shared experiences in an understanding of the things that we go through. That can be hard to explain to a sis person sometimes. Are you from LA?","Pienso mucho sobre si sería ideal terminar con otra mujer trans, simplemente porque hay tantas experiencias compartidas en la comprensión de las cosas por las que pasamos. A veces puede ser difícil explicarle eso a una hermana. ¿Eres de Los Ángeles?"
"No, I moved here from DC. Back in July, I grew up in Virginia. I don’t have any family there.","No, me mudé aquí desde DC. En julio, crecí en Virginia. No tengo familia allí."
"My family’s all back in my hometown, like everyone which is Rochester, New York. I don’t know that any of my family has ever left, actually, I think I’m the first one. I’m really I think I’m the first queer one. And then I’m the first one to leave. I wonder if they’re related.","Toda mi familia está de regreso en mi ciudad natal, como todos los demás en Rochester, Nueva York. No sé si alguno de mi familia se ha ido alguna vez, de hecho, creo que soy el primero. Realmente creo que soy el primero queer. Y luego soy el primero en salir. Me pregunto si están relacionados."
"I am. I’m the first in a lot of ways for my family. I. Yeah. Well, I’m definitely the first one to come out here to the West Coast. And, like the first yeah, like the person in my family and first person going to college. My family. I don’t know what your family is like, but some of my family is like very Trump town. I don’t see much of my family. Yeah, I see my dad a little bit. And then my sister. I guess I’ll see her a little bit.","Soy. Soy el primero en muchos sentidos para mi familia. Yo. Sí. Bueno, definitivamente soy el primero en venir a la costa oeste. Y, como el primer sí, como la persona de mi familia y la primera persona que va a la universidad. Mi familia. No sé cómo es tu familia, pero algunos miembros de mi familia son como la ciudad de Trump. No veo mucho a mi familia. Sí, veo a mi papá un poco. Y luego mi hermana. Supongo que la veré un poco."
My brother and I’ve come a long way. My dad is quite conservative and very Catholic.,Mi hermano y yo hemos recorrido un largo camino. Mi papá es bastante conservador y muy católico.
"My dad, I think had the hardest time. Although my dad’s come around, you know, it took him like a year or so. I generally don’t talk a lot about trans stuff.","Creo que mi papá tuvo el momento más difícil. Aunque mi papá se recuperó, ya sabes, le tomó aproximadamente un año. Generalmente no hablo mucho sobre cosas trans."
"I don’t either a ton. You’re easy to talk to. Going into this, I was really nervous about how I’d even react. Would I be awkward? Because sometimes I default to that. So far, I think the dates going well, we again, have some shared experiences and some things to talk about and seems to be relatively easy. This was really fun.","Yo tampoco lo hago mucho. Es fácil hablar contigo. Al entrar en esto, estaba realmente nervioso por cómo reaccionaría. ¿Me sentiría incómodo? Porque a veces lo hago por defecto. Hasta ahora, creo que las fechas van bien, nuevamente tenemos algunas experiencias compartidas y algunas cosas de qué hablar y parece ser relativamente fácil. Esto fue realmente divertido."
"Let’s exchange information. Well, here, I’ll get your phone number. I’ll text you and you’ll have my stuff. Okay, it was so nice to meet you.","Intercambiemos información. Bueno, toma, conseguiré tu número de teléfono. Te enviaré un mensaje de texto y tendrás mis cosas. Vale, fue un placer conocerte."
"Thank you so much. Well, I’m looking forward to hanging out again.","Muchas gracias. Bueno, tengo muchas ganas de volver a salir."
"Anyway, have a good night.","De todos modos, que tengas una buena noche."
"So I think the day went, well, she’s a great person. I’m excited to see where this goes. And yeah, I was nervous. But now I’m really happy.","Entonces creo que el día fue, bueno, ella es una gran persona. Estoy emocionado de ver adónde va esto. Y sí, estaba nervioso. Pero ahora estoy realmente feliz."
"I’m late. I was like, I’ve never driven in Los Angeles rain before. And apparently no one else.",Voy tarde. Pensé que nunca antes había conducido bajo la lluvia de Los Ángeles. Y aparentemente nadie más.
I’m back in LA. And my good friend Theresa’s coming over tonight. And I’m honestly exhausted from the last round of shows. But like really looking forward to seeing a familiar face.,"Estoy de vuelta en Los Ángeles. Y mi buena amiga Theresa vendrá esta noche. Y, sinceramente, estoy agotado por la última ronda de espectáculos. Pero tengo muchas ganas de ver una cara familiar."
"Although this is a random thing. But at some point tonight, if you want to go grab dessert, I’d be down and go grab like a slice of pie or something.","Aunque esto es algo aleatorio. Pero en algún momento de esta noche, si quieres ir a comer postre, bajaré y tomaré un trozo de pastel o algo así."
"Oh my god, that would be amazing. Theresa is the best. Because when I feel like I’m super overworked or busy, like I just remember she’s a doctor and like 18 other things. So she’s the person I can pitch to about how busy we both are. I got in at like 2AM last night from all those shows.","Dios mío, eso sería increíble. Teresa es la mejor. Porque cuando siento que estoy muy sobrecargada de trabajo o ocupada, recuerdo que ella es doctora y me gustan otras 18 cosas. Así que ella es la persona a la que puedo contarle lo ocupados que estamos ambos. Anoche llegué como a las 2 a.m. de todos esos shows."
"Oh, well, what was it like on tour?","Oh, bueno, ¿cómo fue la gira?"
"I don’t know. It’s really rough. You go by yourself. You fly by yourself. You get a rental car by yourself, you know, the hotel by yourself. I think, I don’t know. Standup is great. I don’t feel like it’s a forever thing.","No sé. Es realmente duro. Vas solo. Vuelas solo. Consigues un coche de alquiler tú mismo, ya sabes, el hotel tú solo. Creo que no lo sé. El stand up es genial. No siento que sea algo para siempre."
"Oh, wow. And how like, when do you think that switched you where you’re like, I don’t want to do this anymore.","Oh, vaya. Y cómo, ¿cuándo crees que eso te cambió donde estás? Ya no quiero hacer esto."
I think about six or seven years in is when I started to feel so lonely on the road. So my alcoholism got the worst of the worst.,Creo que después de seis o siete años comencé a sentirme tan solo en la carretera. Entonces mi alcoholismo se llevó lo peor de lo peor.
"Well, you’re doing like I remember you told me you’re doing. You were traveling for weeks at a time, right?","Bueno, estás haciendo lo que recuerdo que me dijiste que estabas haciendo. Viajabas durante semanas seguidas, ¿verdad?"
"Oh my gosh, that’s the worst part of it. Being on the road is already crappy enough. You’re the only one to keep yourself accountable and sober when you’re traveling and on the road. But then add on that you’re trans and you’re traveling to small cities. Some of them aren’t as progressive as Los Angeles. And I’m being super honest, on stage about being trans. Just wears on you a lot. I just am not as happy on the road doing comedy anymore. I mean, honestly, I don’t know. It’s really hard. Because every time I try to leave stand up, it feels like an opportunity comes that kind of pulls me back in. You’re doing what you love. And people are loving what you’re doing. And you see the reactions. And secondly, it really was like being able to give back and do comedy at the same time. I get that like so I would do typically an hour show then I would do the 30 Minute Q&A, okay. And then I also said on stage, if you are too shy also to come up to me after the show I completely understand. And those are the times where like, people after meeting me sometimes cried and dealt with their problems or learned stuff about being trans. I had this show that I’ll never ever forget. I did a regular show on a college campus. And I got a message after I was done. That said, hey, Jeffrey. I am the 45-year-old man who is at your show yesterday. And I want to let you know, I have always truly felt like a woman. And for an hour and a half yesterday, for the first time in 45 years, I felt normal. So it was important to me that I go to any town, if something were to happen and didn’t matter, being willing to be that person is really important to me. This person reached out to me, they’ve just looking for an outlet and someone to talk to. And so you can be there for them for a second. But like, you know, they’re still dealing with it when you leave. They’re still dealing with their own lives and a small town. So","Dios mío, esa es la peor parte. Estar de viaje ya es bastante desagradable. Usted es el único que se mantiene responsable y sobrio cuando viaja y está de viaje. Pero luego agrega que eres trans y viajas a ciudades pequeñas. Algunos de ellos no son tan progresistas como Los Ángeles. Y estoy siendo súper honesto en el escenario sobre ser trans. Simplemente te desgasta mucho. Simplemente ya no soy tan feliz viajando haciendo comedia. Quiero decir, honestamente, no lo sé. Es muy difícil. Porque cada vez que intento salir de pie, siento que llega una oportunidad que me atrae de nuevo. Estás haciendo lo que amas. Y a la gente le encanta lo que estás haciendo. Y ves las reacciones. Y en segundo lugar, realmente fue como poder retribuir y hacer comedia al mismo tiempo. Entiendo que normalmente haría un programa de una hora y luego haría las preguntas y respuestas de 30 minutos, está bien. Y luego también dije en el escenario, si eres demasiado tímido para acercarte a mí después del espectáculo, lo entiendo completamente. Y esos son los momentos en los que la gente, después de conocerme, a veces lloraba y lidiaba con sus problemas o aprendía cosas sobre ser trans. Tuve este espectáculo que nunca olvidaré. Hice un show regular en un campus universitario. Y recibí un mensaje cuando terminé. Dicho esto, hola, Jeffrey. Soy el hombre de 45 años que estuvo ayer en su show. Y quiero que sepas que siempre me he sentido realmente una mujer. Y ayer, durante hora y media, por primera vez en 45 años, me sentí normal. Entonces para mí era importante ir a cualquier pueblo, si algo sucediera y no importara, estar dispuesto a ser esa persona es muy importante para mí. Esta persona se acercó a mí, solo buscaba una salida y alguien con quien hablar. Y así podrás estar ahí para ellos por un segundo. Pero, ya sabes, todavía están lidiando con eso cuando te vas. Todavía están lidiando con sus propias vidas y con un pequeño pueblo. Entonces"
That sounds really hard. It’s a lot to put on you.,Eso suena muy difícil. Es mucho para ti.
How are you? Emily is one of my friends from home who I really trust. She gives great advice and has a lot of insight that not many people have.,¿Cómo estás? Emily es una de mis amigas de casa en quien realmente confío. Da excelentes consejos y tiene una visión que no mucha gente tiene.
"The last time we talked, I knew you had gone on a date. Right? And then what happened since then?","La última vez que hablamos, supe que habías tenido una cita. ¿Bien? ¿Y entonces qué pasó desde entonces?"
"So I mean, she decided that we wouldn’t see each other again. But it’s actually fine, because she gave me the best reason for it. And she said that she’s only into masculine women. And I don’t fit that. And I was like, oh, I’m actually okay with that. I was kind of surprised to hear back from Eve that she just wanted to be friends. And I totally get where she’s coming from and why. But if I’m being honest with myself, it still feels kind of like rejection. So I’ve been talking this guy from a dating app. And we’ve just been chatting and kind of joking around a little bit, and he seems pretty interesting.","Quiero decir, ella decidió que no nos volveríamos a ver. Pero en realidad está bien, porque ella me dio la mejor razón para ello. Y ella dijo que solo le gustan las mujeres masculinas. Y no encajo en eso. Y yo pensé, oh, en realidad estoy de acuerdo con eso. Me sorprendió un poco escuchar de Eve que solo quería que seamos amigas. Y entiendo totalmente de dónde viene y por qué. Pero si soy honesto conmigo mismo, todavía siento una especie de rechazo. Así que he estado hablando con este chico de una aplicación de citas. Y hemos estado charlando y bromeando un poco, y parece bastante interesante."
Are you gonna meet him?,¿Vas a conocerlo?
"So, he asked me to go get a drink. And this is like, the first time that somebody was like, hey, want to do something? And that doesn’t happen a lot. So I’m excitedly nervous.","Entonces me pidió que fuera a tomar una copa. Y esta es la primera vez que alguien dice, oye, ¿quieres hacer algo? Y eso no sucede mucho. Así que estoy muy nervioso."
Wait. So his idea was to meet you in public?,Esperar. ¿Entonces su idea era conocerte en público?
"Yes, he was. He was like, yeah, we can grab a drink. And I was like, awesome. I’m always a little nervous.","Sí, el era. Él dijo, sí, podemos tomar una copa. Y yo estaba como, increíble. Siempre estoy un poco nervioso."
"Well, of course, but it’s in public. And you have your phone on you.","Bueno, por supuesto, pero es en público. Y tienes tu teléfono contigo."
"One silver lining of being on all these apps is that I’m still talking to some interested and interesting people. The one where I’ve gotten the most interest is actually from a cisgender guy, which I don’t know, like, I want to be incredibly careful, because there’s always some kind of violence being done towards trans women. And a lot of it is from Cis men. But it was his idea to meet up. And it was his idea to meet up in public, which makes me feel a little bit safer. You know, also, this would be my first time going out with a guy, and that’s a whole thing.","Un lado positivo de estar en todas estas aplicaciones es que todavía estoy hablando con algunas personas interesadas e interesantes. En el que he recibido más interés es en realidad de un chico cisgénero, lo cual no sé, quiero tener mucho cuidado, porque siempre se comete algún tipo de violencia contra las mujeres trans. Y muchos de ellos provienen de hombres cis. Pero fue idea suya encontrarse. Y fue idea suya encontrarnos en público, lo que me hace sentir un poco más seguro. Sabes, además, esta sería la primera vez que saldría con un chico, y eso es todo."
"To be fair, my experience is only going out with guys. I mean, what makes you most nervous?","Para ser justos, mi experiencia es sólo salir con chicos. Quiero decir, ¿qué te pone más nervioso?"
"It’s so new? Like, I have no experience? I don’t know what I’m doing.",¿Es tan nuevo? ¿No tengo experiencia? No sé lo que estoy haciendo.
"I mean, are you? Are you considering it, though? Because you think you should you know, like you’re a woman? And that’s the expectation from our society? Or are you actually like pursuing this person? Because he is interesting to you, and you are attracted to him.","Quiero decir, ¿lo eres? ¿Pero lo estás considerando? ¿Porque crees que deberías saberlo, como si fueras una mujer? ¿Y esa es la expectativa de nuestra sociedad? ¿O realmente te gusta perseguir a esta persona? Porque él es interesante para ti y te atrae."
While you kind of ask the hard questions.,Mientras haces las preguntas difíciles.
"I’m sorry, I know I do that to you all the time.","Lo siento, sé que te hago eso todo el tiempo."
