Text_Chunks,Translation_to_SPA
"Oh, thank you so much. Let’s, I’m thrilled to meet you.","Oh muchas gracias. Vamos, estoy encantado de conocerte."
"So I want to start with the before times, actually, so it’s so funny you say before times you capitalize it like we do. And you right? I missed the simple determinations I used to make in the before times. And I’d love to get a sense of what your life was like in the before times.","Así que quiero comenzar con los tiempos anteriores, en realidad, por eso es tan gracioso que digas que los tiempos anteriores lo capitalizas como lo hacemos nosotros. ¿Y tienes razón? Extrañé las simples determinaciones que solía tomar en los tiempos anteriores. Y me encantaría tener una idea de cómo era tu vida antes."
"Sure, so I’m a university professor, and I teach statistics, which is this class that people don’t necessarily want to take but often have to take. So I try to make it as fun as possible and as educational as possible. It’s pretty challenging class. So I do that from September until May and in between I surf as much as I can. And then in the summer. I have the summer off to be with my kids.","Claro, soy profesor universitario y enseño estadística, que es esta clase que la gente no necesariamente quiere tomar pero que a menudo tiene que tomar. Así que trato de hacerlo lo más divertido y educativo posible. Es una clase bastante desafiante. Así que hago eso desde septiembre hasta mayo y entre tanto surfeo todo lo que puedo. Y luego en verano. Tengo el verano libre para estar con mis hijos."
"I feel like surfing is such a symbol in the book, right you in the water and what it means to you. And as someone who doesn’t surf but it’s surf curious. Could you kind of break down like surfing for dummies Crash Course why you love it and why you love the water and why you love surfing,","Siento que el surf es un símbolo en el libro, justo en el agua y lo que significa para ti. Y como alguien que no surfea pero tiene curiosidad por surfear. ¿Podrías desmoronarte como el curso intensivo de surf para tontos por qué te encanta y por qué amas el agua y por qué te encanta surfear?"
"Sure, well, I love being in the water, especially the ocean and, and especially the Pacific Ocean with all of the biodiversity and the varying types of waves around every corner. It’s just something that I when I’m in the ocean, I feel really connected to other people who are in the ocean, even people who might be in the ocean far, far away, all at the same time so.","Claro, bueno, me encanta estar en el agua, especialmente en el océano y, especialmente, en el Océano Pacífico con toda la biodiversidad y los diferentes tipos de olas en cada esquina. Es algo que cuando estoy en el océano, me siento realmente conectado con otras personas que están en el océano, incluso personas que podrían estar en el océano muy, muy lejos, todos al mismo tiempo."
"Yeah, I love that. That’s yeah, that connectivity and like the bigness of it, you know, a lot of people are afraid of that bigness. But you seem to find a home in it.","Sí, me encanta eso. Eso es, sí, esa conectividad y, como su grandeza, ya sabes, mucha gente tiene miedo de esa grandeza. Pero parece que encuentras un hogar en ello."
"Yeah, I think I feel safer in the ocean than anywhere, but it’s it is a place to be mindful it is it can be dangerous. So you have to have some skills and some knowledge and make some decisions when you’re out there. So it’s both beautiful and a little bit scary.","Sí, creo que me siento más seguro en el océano que en cualquier otro lugar, pero es un lugar para tener en cuenta que puede ser peligroso. Por lo tanto, debes tener algunas habilidades y conocimientos y tomar algunas decisiones cuando estés ahí fuera. Entonces es hermoso y un poco aterrador."
Beautiful and a little bit scary. Is that a place you kind of like to live?,Precioso y un poco aterrador. ¿Es ese un lugar en el que te gusta vivir?
"It’s like, it’s scary part doesn’t get too out of control. And yes, it’s okay, that when you’re in the ocean, and it’s scary. What’s interesting is that you don’t really have the opportunity to panic or doubt yourself, you really have to make quick decisions and stay calm, like that’s one of the things that you’re taught for ocean safety is to stay calm so you don’t really have the same opportunity to get stressed out and panic and overthink everything. And that’s kind of nice to be a little bit contained in that way just because you’re managing oncoming waves, and there’s another one behind that. There’s other surfers and rocks, there’s all kinds of things that you need to be mindful of.","Es como si la parte aterradora no se fuera de control. Y sí, está bien cuando estás en el océano y da miedo. Lo interesante es que realmente no tienes la oportunidad de entrar en pánico o dudar de ti mismo, realmente tienes que tomar decisiones rápidas y mantener la calma, como si esa fuera una de las cosas que te enseñan sobre la seguridad en el océano es mantener la calma para no Realmente no tengo la misma oportunidad de estresarme, entrar en pánico y pensar demasiado en todo. Y es agradable estar un poco contenido de esa manera solo porque estás manejando olas que se aproximan, y hay otra detrás de eso. Hay otros surfistas y rocas, hay todo tipo de cosas de las que debes tener en cuenta."
"Wow. So surfing was your hobby, obviously, your passion your pastime still is it sounds like but like you said, the thing you did for work was super smart academic work up in Palo Alto. And your teaching and research, I think is such an interesting backdrop for the events that have unfolded over the last five years, you speculate that you were able to keep the trauma of your assault under the surface for so long because of the objective statistics focused way that you’d been trained to kind of look at data and and there seems to be a real turning point in the story where you feel like you can’t hold this at bay anymore where this traumatic event can’t be kept at this distance any longer. And I’m wondering if you could talk about how that felt to sort of have those two different things colliding?","Guau. Entonces, el surf era tu pasatiempo, obviamente, tu pasión, tu pasatiempo sigue siendo, parece, pero como dijiste, lo que hacías para trabajar era un trabajo académico súper inteligente en Palo Alto. Y creo que su enseñanza e investigación son un telón de fondo tan interesante para los acontecimientos que se han desarrollado en los últimos cinco años, que usted especula que pudo mantener el trauma de su agresión bajo la superficie durante tanto tiempo gracias a las estadísticas objetivas enfocadas. de la manera en que te habían entrenado para mirar los datos y parece haber un verdadero punto de inflexión en la historia en el que sientes que ya no puedes mantener esto a raya, donde este evento traumático no se puede mantener así. distancia más larga. Y me pregunto si podrías hablar sobre cómo se sintió tener esas dos cosas diferentes chocando."
"Yeah, so it was not as hard at the beginning as it became later on. And I think one thing that people don’t realize is that the process for me started three months before everyone saw me on TV so when Justice Kennedy retired, you know, I started having some thoughts about who might be the replacement and saw that news articles that mentioned Brett’s name, and was concerned and was operating on a pretty short timeline, because I think it had been announced that the nomination from this shortlist would be selected within a week or something, it was very short time period. So I felt really clear. And I was not anxious or stressed. But I was clear that I needed to say something, not necessarily to the whole world or on television, but that I needed to just say something to someone that was kind of the easier part is making that initial contact the first week of July.","Sí, entonces no fue tan difícil al principio como lo fue más adelante. Y creo que algo de lo que la gente no se da cuenta es que el proceso para mí comenzó tres meses antes de que todos me vieran en la televisión, así que cuando el juez Kennedy se retiró, comencé a pensar en quién podría ser el reemplazo y vi esa noticia. artículos que mencionaban el nombre de Brett, y estaba preocupado y estaba operando en un cronograma bastante corto, porque creo que se había anunciado que la nominación de esta lista corta sería seleccionada dentro de una semana o algo así, era un período de tiempo muy corto. Entonces me sentí muy claro. Y no estaba ansioso ni estresado. Pero tenía claro que necesitaba decir algo, no necesariamente al mundo entero o en la televisión, sino que simplemente necesitaba decirle algo a alguien que era la parte más fácil de hacer ese contacto inicial la primera semana de julio."
"And listeners, I gotta tell you, things spiraled out of her control very quickly after that, you really do need to read her book to fully comprehend how nutty it was. But just to give you an idea, Christine says she initially talked with a few close friends about how to report this information, where to even begin, she contacted her state representative who put her in touch with Senator Dianne Feinstein, there was lots of back and forth with their respective staff. At some point, a few people encouraged her to get legal representation. When she got lawyers, those lawyers encouraged her to testify in front of Congress, that by the time she got comfortable enough with that terrifying prospect, her lawyers suddenly advised her against it. Politicians that Christine had been put in touch with kept changing their tune about how involved they want it to be, and by the time the summer came to a close, she had no idea if anything was actually going to be done. Then various details about her and her allegation leaked, articles were published and all of a sudden, a congressional testimony was back on the table and would need to happen stat.","Y oyentes, debo decirles que las cosas se salieron de su control muy rápidamente después de eso, realmente necesitan leer su libro para comprender completamente lo loco que era. Pero solo para darle una idea, Christine dice que inicialmente habló con algunos amigos cercanos sobre cómo reportar esta información, por dónde empezar, se comunicó con su representante estatal, quien la puso en contacto con la senadora Dianne Feinstein, hubo muchos comentarios y adelante con su respectivo personal. En algún momento, algunas personas la animaron a conseguir representación legal. Cuando consiguió abogados, esos abogados la animaron a testificar ante el Congreso, y cuando se sintió lo suficientemente cómoda con esa aterradora perspectiva, sus abogados de repente le desaconsejaron. Los políticos con los que Christine había estado en contacto cambiaban constantemente de opinión sobre cuán involucrados querían que estuviera, y cuando el verano llegó a su fin, ella no tenía idea de si realmente se iba a hacer algo. Luego se filtraron varios detalles sobre ella y su acusación, se publicaron artículos y, de repente, un testimonio ante el Congreso volvió a estar sobre la mesa y tendría que suceder inmediatamente."
"I really do appreciate how you, you drew this boundary in the book and you said if you want to read about what happened to me or the testimony, it’s all on public record. So I don’t even want to talk about that. What I would like to ask though is I think it’s really fascinating, like, the morning of a life changing moment. You don’t necessarily know what’s coming. I mean, you kind of did you, you were about to be put in front of a metaphorical moving train, in the Senate chamber, but you woke up that morning, and what was going through your head and what was what was going on in your body and anything like that, that kind of comes to mind about the before you went in and leading up to it?","Realmente aprecio cómo usted trazó este límite en el libro y dijo que si quería leer sobre lo que me pasó o el testimonio, todo está en el registro público. Así que ni siquiera quiero hablar de eso. Sin embargo, lo que me gustaría preguntar es que creo que es realmente fascinante, como la mañana de un momento que cambia la vida. No necesariamente sabes lo que viene. Quiero decir, más o menos lo hiciste, estabas a punto de ser puesto frente a un tren en movimiento metafórico, en la cámara del Senado, pero te despertaste esa mañana, y lo que estaba pasando por tu cabeza y lo que estaba pasando en tu cuerpo y algo así, ¿eso te viene a la mente antes de entrar y antes de eso?"
"Yeah, for sure, the day before is worse than the day of I think with any stressful thing in life, it’s kind of like that with a doctor’s appointment or anything, or the day before is the worst. So the day of I woke up incredibly early, I got almost no sleep. And I just felt really ready, ready to get this done and be over, it had been three months of all kinds of wrangling and stress and meetings about going forward and meetings about not going forward. And that that morning, I woke up ready for this to come to an end. So I remember really clearly walking down the hallway, from the holding room to the committee room. So I remember that hallway forever. It was like it was in slow motion. The people standing in their doorways and waving at me and looking at me, and then coming into the committee room with my bodyguard, and getting to that table and chair, and then all the photographers kind of jumping up and snapping photos.","Sí, seguro, el día anterior es peor que el día de creo que con cualquier cosa estresante en la vida, es algo así con una cita con el médico o algo así, o el día anterior es el peor. Así que el día en que me desperté increíblemente temprano, casi no dormí. Y me sentí realmente listo, listo para terminar esto y terminar, habían sido tres meses de todo tipo de disputas y estrés y reuniones sobre cómo seguir adelante y reuniones sobre no seguir adelante. Y que esa mañana me levanté preparada para que esto llegara a su fin. Recuerdo muy claramente haber caminado por el pasillo, desde la sala de espera hasta la sala del comité. Entonces recuerdo ese pasillo para siempre. Era como si estuviera en cámara lenta. La gente parada en sus puertas y saludándome y mirándome, y luego entrando a la sala del comité con mi guardaespaldas, y llegando a esa mesa y silla, y luego todos los fotógrafos saltando y tomando fotos."
"Do you swear that the testimony you’re about to give before this committee will be the truth, the whole truth and nothing but the truth? So help you God, thank you very much.","¿Juras que el testimonio que estás a punto de dar ante este comité será la verdad, toda la verdad y nada más que la verdad? Así que Dios te ayude, muchas gracias."
"I mean, the cameras clicking is such a visceral image. And I’m wondering, like, as you emerge out of that, what do you remember feeling and thinking sort of immediately after, right? You’ve there snapping and you’ve been grilled? And there’s all this talk between the senators and you walk out, and what is your thought?","Quiero decir, el clic de las cámaras es una imagen muy visceral. Y me pregunto, cuando sales de eso, ¿qué recuerdas haber sentido y pensado inmediatamente después, verdad? ¿Estás ahí mordiendo y te han asado? Y hay toda esta conversación entre los senadores y tú te vas, ¿y qué piensas?"
"My thought was, that went okay, I’m okay. I’m going to be okay. And I’m going to go home and go back to California and hopefully soon be able to move out of the hotel we were living in and go back to our house and go back to work when I could. So I came out of the hearing, you know, intact, I survived it pretty well, it didn’t seem that terrible. It wasn’t my preference to have all those cameras or to have it be so public. But I didn’t know that it was going to be that public and that everyone was going to be watching it. And in a way that served me.","Mi pensamiento fue: todo salió bien, estoy bien. Voy a estar bien. Y voy a ir a casa y regresar a California y, con suerte, pronto podré mudarme del hotel en el que vivíamos y volver a nuestra casa y volver a trabajar cuando pueda. Así que salí intacto de la audiencia, sobreviví bastante bien, no parecía tan terrible. No era mi preferencia tener todas esas cámaras o que fuera tan público. Pero no sabía que iba a ser tan público y que todos lo estarían viendo. Y de una manera que me sirvió."
"I think it’s so interesting to think about that identity shift, right of like, you know, Christine, private Christine, and then push like household name, Christine.","Creo que es muy interesante pensar en ese cambio de identidad, como, ya sabes, Christine, la privada Christine, y luego presionar como un nombre familiar, Christine."
Yes.,Sí.
That is a major shift that I don’t think a lot of people can speak to. What do you remember about that time?,Se trata de un cambio importante del que no creo que mucha gente pueda hablar. ¿Qué recuerdas de esa época?
"I remember a lot of people contacting me and wanting to speak with me media, citizens, famous people. And I felt like I just needed a lot of time to come to terms with what was happening, the level of media and the level of coverage. And finding out how many people had watched it and hearing my very painful story about high school I. Yeah, it was very sudden, and people, even in my most inner circle, were sort of responding to me differently, so.","Recuerdo que mucha gente contactó conmigo y quiso hablar conmigo medios, ciudadanos, personajes famosos. Y sentí que necesitaba mucho tiempo para aceptar lo que estaba sucediendo, el nivel de los medios y el nivel de cobertura. Y descubrir cuántas personas lo habían visto y escuchado mi dolorosa historia sobre la escuela secundaria I. Sí, fue muy repentino, y la gente, incluso en mi círculo más íntimo, me respondía de manera diferente, así que."
How so?,¿Cómo es eso?
"Just like some people seem to be a little bit in awe of me. And I think that’s one of the reasons I wrote the book is, you know, I heard from a lot of people I got correspondence from people all over the world. All 50 states 42 countries, and I think some people you know, obviously some people kind of demonized me but a lot of people idolized me and part of wanting to write the book was just to share that I’m just a person and a lot of people saying they could never do what I did and I wanted to let them know that I could never do what I did either so.","Al igual que algunas personas parecen estar un poco asombradas por mí. Y creo que esa es una de las razones por las que escribí el libro, ya sabes, escuché de mucha gente y recibí correspondencia de personas de todo el mundo. Los 50 estados, 42 países, y creo que algunas personas que conoces, obviamente, algunas personas me demonizaron, pero mucha gente me idolatraba y parte de querer escribir el libro era simplemente compartir que soy solo una persona y mucho. de personas que decían que nunca podrían hacer lo que yo hice y yo quería hacerles saber que yo tampoco podría hacer lo que hice."
"Right, and you know when you’re this is a quick personal tangent but when you’re when you’re nursing I don’t know if you nurse your your kids, but like yes, you’re you’re in that just hole where you’re just like a cow. You’re just like, just like, cut off from the world in a different kind of a way.","Bien, y sabes, cuando estás, esto es una tangente personal rápida, pero cuando estás amamantando, no sé si amamantas a tus hijos, pero sí, estás en eso. agujero donde eres como una vaca. Estás aislado del mundo de una manera diferente."
Yeah.,Sí.
"I was nursing my son, when you were going through this, and I remember viscerally and vividly sitting in the chair, watching you and like, it makes me overwhelmed like being so in awe of what you were able to do.","Estaba amamantando a mi hijo cuando tú estabas pasando por esto, y recuerdo visceral y vívidamente estar sentado en la silla, mirándote y me siento abrumada, como si estuviera tan asombrada por lo que pudiste hacer."
My motivation and coming forward was to be helpful. And to provide facts about how Mr. Cabinets actions have damaged my life. So that you could take into a serious consideration as you make your decision about how to proceed. It is not my responsibility to determine whether Mr. Kavanaugh deserves to sit on the Supreme Court. My responsibility is to tell you the truth.,Mi motivación y mi presentación fue ayudar. Y para proporcionar datos sobre cómo las acciones del Sr. Gabinetes han dañado mi vida. Para que pueda considerarlo seriamente al tomar una decisión sobre cómo proceder. No es mi responsabilidad determinar si el señor Kavanaugh merece formar parte de la Corte Suprema. Mi responsabilidad es decirte la verdad.
"I think it was true for so many people who watched you that you, you suddenly like became the symbol which you talked about in the book, would you have gone through this like had you known like I was going to, you know, become this thing that people were going to do to attach meaning to and symbol to? That seems like a lot of pressure for someone who was just trying to do the right thing?",Creo que fue cierto para tanta gente que te observó que de repente te convertiste en el símbolo del que hablabas en el libro. ¿Habrías pasado por esto si hubieras sabido que yo iba a convertirme en esto? ¿Qué iba a hacer la gente para darle significado y símbolo? ¿Parece mucha presión para alguien que simplemente intentaba hacer lo correcto?
"Right, yeah, I think beforehand, when you’re wrangling with something like this, and people tell you there’s going to be backlash. And it’s not a concrete thing backlash. So you’re just imagining in your head, like, what is backlash? Does that mean, people I don’t know are gonna say bad things about me. Okay, that’s okay. That’s just a tree falling in a forest somewhere. I don’t need to worry about that. But I didn’t really know in a concrete way what the backlash was going to look like. And it probably that’s good that I didn’t know. But even now that I do know, know what people are capable of and what their intent is. I still don’t regret it and still would, would do it again. It’s survivable, and I want people to take that away from my account that yes, it was extremely difficult, very painful, went through a really long grief cycle. But it’s still important that we speak up.","Claro, sí, creo que de antemano, cuando estás discutiendo con algo como esto y la gente te dice que habrá una reacción violenta. Y no es una reacción concreta. Así que simplemente estás imaginando en tu cabeza, ¿qué es una reacción violenta? ¿Eso significa que personas que no conozco van a decir cosas malas sobre mí? Está bien, está bien. Eso es sólo un árbol cayendo en algún lugar del bosque. No necesito preocuparme por eso. Pero realmente no sabía de manera concreta cómo sería la reacción. Y probablemente sea bueno que no lo supiera. Pero incluso ahora que sí lo sé, sé de qué son capaces las personas y cuál es su intención. Todavía no me arrepiento y lo haría de nuevo. Se puede sobrevivir y quiero que la gente elimine de mi relato que sí, fue extremadamente difícil, muy doloroso, pasó por un ciclo de duelo realmente largo. Pero sigue siendo importante que hablemos."
Yeah.,Sí.
"If we want things to be different and better. Not everyone can speak up. There’s a lot of reasons why people can’t speak up. And I’ve heard from so many survivors, so I totally understand, but for those who want to hope this gives them some more concrete examples of what that aftermath might be like.","Si queremos que las cosas sean diferentes y mejores. No todo el mundo puede hablar. Hay muchas razones por las que la gente no puede hablar. Y he escuchado de muchos sobrevivientes, así que lo entiendo totalmente, pero para aquellos que quieran tener esperanza, esto les dará algunos ejemplos más concretos de cómo podrían ser las consecuencias."
"One part of that aftermath is that Brett Kavanaugh did indeed get confirmed to the Supreme Court. Christine’s testimony was ignored, downplayed and doubted. After the confirmation people in her life tried to reassure her that she’d done the best she could and at least it was over now. She writes that she felt quote, misunderstood by everyone on the planet. She also writes poignantly about what this outcome meant for her understanding of the political system in general, a system she had been trying to help. I think what was so heartbreaking in the book, you, I’d like to quote you to you, if you if you’ll allow me.","Una parte de esas consecuencias es que Brett Kavanaugh efectivamente fue confirmado ante la Corte Suprema. El testimonio de Christine fue ignorado, minimizado y puesto en duda. Después de la confirmación, las personas en su vida intentaron asegurarle que había hecho lo mejor que pudo y que al menos ya había terminado. Ella escribe que se sintió citada, incomprendida por todos en el planeta. También escribe de manera conmovedora sobre lo que este resultado significó para su comprensión del sistema político en general, un sistema al que había estado tratando de ayudar. Creo que lo que fue tan desgarrador en el libro, me gustaría citarte, si me lo permites."
Sure.,Seguro.
"You say I was told that even if I had medical records describing the assault and identifying Brett as the attacker, as well as 20 people saying they’d been told about it years earlier. And actual videotape of him doing it would not have made a difference. Even with that video, they could have denied it was Brett on the footage. So since it takes your breath away, and then you write, every time more information came to light about Kavanaugh or the way that confirmation was handled various contacts in DC would tell me the harsh truth, there is zero chance that anything will be done.","Usted dice que me dijeron eso incluso si tenía registros médicos que describieran la agresión e identificaran a Brett como el atacante, así como 20 personas que dijeron que les habían informado sobre esto años antes. Y una cinta de vídeo real de él haciéndolo no habría hecho ninguna diferencia. Incluso con ese video, podrían haber negado que fuera Brett el que aparecía en el metraje. Entonces, dado que te deja sin aliento, y luego escribes, cada vez que sale a la luz más información sobre Kavanaugh o la forma en que se manejó la confirmación, varios contactos en DC me dicen la dura verdad, no hay ninguna posibilidad de que se haga algo."
"And that’s after, you know, months and months and months of grieving and that natural grief part of well, someone’s going to fix this and someone, some lawyer or politician or journalist is going to get all this information together about and expose, actually what happened or maybe there will be an investigation or you know, there’s these things that you go through with grief where you’re hoping for things to happen, hoping somebody’s going to fix it. And then when people start to say to you things like what you just said nothing is going to be done. You really do have to start moving into more of an acceptance phase, and it just took me a really long time to get there. I’m a long term griever takes me a long time to get over things. So I was slow griever I guess I take it slow.","Y eso es después de, ya sabes, meses y meses y meses de duelo y esa parte del duelo natural, bueno, alguien va a arreglar esto y alguien, algún abogado, político o periodista, va a reunir toda esta información y exponer, en realidad, lo que sucedió o tal vez habrá una investigación o, ya sabes, hay cosas que atraviesas con dolor y esperas que sucedan cosas, esperando que alguien las arregle. Y luego, cuando la gente empiece a decirte cosas como las que acabas de decir, no se hará nada. Realmente tienes que empezar a pasar a una fase más de aceptación, y me tomó mucho tiempo llegar allí. Soy un doliente a largo plazo y me lleva mucho tiempo superar las cosas. Así que me afligí lentamente. Supongo que me lo tomo con calma."
"It was slow griever, yes, yeah but I think the thing that’s so interesting about that is that you expect you the sort of human, you expect that the right thing will happen, right? Like, I’m, I had good intentions. I’m a good person, I did the right thing for the right reasons.","Fue un duelo lento, sí, sí, pero creo que lo interesante de esto es que esperas ser el tipo de ser humano, esperas que suceda lo correcto, ¿verdad? Como si tuviera buenas intenciones. Soy una buena persona, hice lo correcto por las razones correctas."
"Surely yes, I mean, I was trying to be helpful. And I thought, this is helpful information. And all I’m saying is, maybe you should take another look at the people, the other people on the list who were possible candidates and maybe take a deeper look into, into Brett, I was called by a higher duty and civic duty and patriotism. And I assumed that that’s how people would treat me. And instead, it felt like the people I was trying to help actually hurt me, and did not help me so that was really difficult to come to terms with.","Seguramente sí, quiero decir, estaba tratando de ser útil. Y pensé, esta es información útil. Y todo lo que digo es que tal vez deberías echar otro vistazo a las personas, las otras personas en la lista que eran posibles candidatos y tal vez echar un vistazo más profundo a Brett, fui llamado por un deber superior y un deber cívico y patriotismo. Y supuse que así me trataría la gente. Y en cambio, sentí como si las personas a las que estaba tratando de ayudar en realidad me lastimaran y no me ayudaran, por lo que fue realmente difícil aceptar eso."
"Yeah, I think you write really eloquently about growing up in DC, and this being such a fundamental part of your understanding about how the world works, you grew up in the hub of American democracy. The machine was all around you. And you learned to respect government, and the system and the process and how it works for the people.","Sí, creo que escribes de manera muy elocuente sobre crecer en DC, y como esto es una parte tan fundamental de tu comprensión sobre cómo funciona el mundo, creciste en el centro de la democracia estadounidense. La máquina estaba a tu alrededor. Y aprendiste a respetar el gobierno, el sistema, el proceso y cómo funciona para la gente."
Yes.,Sí.
"Of which you are one. And I’d love to know, like, what would you say you did learn about this process of the reality of how the system actually works? And how much has that sort of shifted your belief and in the system injustice and all the things that that we sort of hold as our core tenets?","De los cuales eres uno. Y me encantaría saber, ¿qué dirías que aprendiste sobre este proceso de la realidad de cómo funciona realmente el sistema? ¿Y en qué medida eso ha cambiado su creencia en la injusticia del sistema y todas las cosas que consideramos nuestros principios fundamentales?"
"Yes. Well, I learned a lot about being an individual and trying to speak to the system and how complex that can be. I think George Washington said it in his farewell address something about like, something about how patriotism can’t override partisanships so once we have partisanship there, it’s really difficult to have patriotism. I hope I’m not butchering that farewell address, but I think it sounds great. But it’s he said something like that. So I think that I learned that that might be the state that we were in at the time. And maybe we’re still in that were a part, partisanship is sort of overriding any sense of civic duty patriotism. But nonetheless, we still need to keep trying. That’s important to keep trying.","Sí. Bueno, aprendí mucho sobre ser un individuo y tratar de hablar con el sistema y lo complejo que puede ser. Creo que George Washington dijo en su discurso de despedida algo sobre cómo el patriotismo no puede anular los partidismos, por lo que una vez que tenemos partidismo allí, es realmente difícil tener patriotismo. Espero no estar arruinando ese discurso de despedida, pero creo que suena genial. Pero es que dijo algo así. Entonces creo que aprendí que ese podría ser el estado en el que nos encontrábamos en ese momento. Y tal vez todavía estemos en esa parte, el partidismo está anulando cualquier sentido de patriotismo de deber cívico. Pero, aun así, todavía tenemos que seguir intentándolo. Es importante seguir intentándolo."
Perhaps even harder.,Quizás incluso más difícil.
Yes.,Sí.
"We’re back. The weeks following Brett’s confirmation were devastating. After he was confirmed, Christine was still incredibly anxious and fatigued. Yet people were starting to move on. She was told there wasn’t much of a need anymore for the security guards she come to rely on, her calendar was suddenly totally empty, which for someone who loves their work, and learning and being around students felt like a void of purpose of social interaction. Everything that she knew and held dear was ripped out from underneath her.","Estamos de vuelta. Las semanas posteriores a la confirmación de Brett fueron devastadoras. Después de su confirmación, Christine todavía estaba increíblemente ansiosa y fatigada. Sin embargo, la gente estaba empezando a seguir adelante. Le dijeron que ya no había mucha necesidad de los guardias de seguridad en los que dependía, su calendario de repente quedó totalmente vacío, lo que para alguien que ama su trabajo, aprender y estar rodeado de estudiantes se sentía como un vacío de propósito. interacción social. Todo lo que conocía y apreciaba fue arrancado de debajo de ella."
