Text_Chunks,Translation_to_SPA
"Has always been like a part of this, like creative practice for you?","¿Siempre ha sido parte de esto, como una práctica creativa para ti?"
"No, I actually never wrote until I was in juvenile hall. And InsideOUT writers came. And my teacher, his name was Robert Fox, and he would come like faithfully every single weekend to teach us how to like, how to write and I never wanted to participate. I was so hard headed and like, especially if it had to like be anything that had to do with my emotions or whatever. Like I never want like I cannot put pen to paper and write anything down. So I remember like I didn’t want to participate. And he told me well write that down, write down that you don’t want to participate. And I was like, okay, and then he’s like, what else is on your mind? And I’m like, I don’t know, he’s like, write that down, write down, you don’t know what’s on your mind. And I’m like, so I was he pushed me to just throw my thoughts out there on paper. And once I did, I discovered that there was so much that I was holding in. And I was kind of I was scared to share, like, he was asking people to share, and he kept on pushing me because he knew I didn’t want to, I don’t know. But the more he pushed me like, I was just like, fine, I’ll just do it just to so that he won’t keep on asking me.","No, en realidad nunca escribí hasta que estuve en el centro de menores. Y vinieron los escritores de InsideOUT. Y mi maestro, su nombre era Robert Fox, y venía fielmente todos los fines de semana para enseñarnos cómo gustar, cómo escribir y yo nunca quise participar. Era muy testarudo y me gustaba, especialmente si tenía que ser algo que tuviera que ver con mis emociones o lo que fuera. Como si nunca quisiera no poder poner el lápiz sobre el papel y escribir nada. Entonces recuerdo que no quería participar. Y me dijo pues anota eso, anota que no quieres participar. Y yo dije, está bien, y luego él dijo, ¿qué más tienes en mente? Y yo dije, no sé, él me dijo, escribe eso, escribe, no sabes lo que tienes en mente. Y yo dije, entonces él me empujó a simplemente plasmar mis pensamientos en un papel. Y una vez que lo hice, descubrí que había muchas cosas que estaba reprimiendo. Y tenía un poco de miedo de compartir, como si él le estuviera pidiendo a la gente que compartiera, y él siguió presionándome porque sabía que yo no lo hacía. No quiero, no lo sé. Pero cuanto más me presionaba, yo pensaba, está bien, lo haré para que no siga preguntándome."
"And then once I did it, I remember it was a really emotional day because I put my emotions down on paper. And one thing about being incarcerated is like sometimes that could be seen as like a form of weakness, or people will judge you. And I actually, when I read my piece, everybody in the room could relate, regardless of everybody’s differences, and neighborhoods or whatever, everybody was able to relate to the piece of writing and the emotions that we go through. Being in the situation that we were in. We were all considered unfit, which is the title of the piece. Because we weren’t not fit to be charged as juveniles, we were being charged as adults. So as minors going through that situation. I think that writing class brought a lot of healing to all of us, because we were able to connect on that level. And kind of it was a sense of like, we’re not alone in this. So kind of felt like family after a while. Because we would get to know each other on it on a different level. So then, that’s when writing became like an outlet for me. Whenever I would go through something, writing always helped. And I never forgot, like, what I was taught when I was there.","Y luego, una vez que lo hice, recuerdo que fue un día muy emotivo porque puse mis emociones en un papel. Y una cosa acerca de estar encarcelado es que a veces eso puede verse como una forma de debilidad, o la gente te juzgará. Y de hecho, cuando leí mi artículo, todos en la sala pudieron identificarse, independientemente de las diferencias de todos, los vecindarios o lo que sea, todos pudieron identificarse con el escrito y las emociones por las que atravesamos. Estar en la situación en la que estábamos. Todos éramos considerados no aptos, que es el título de la pieza. Como no éramos aptos para ser acusados ​​como menores, nos acusaban como adultos. Entonces como menores de edad pasando por esa situación. Creo que esa clase de escritura nos sanó mucho a todos, porque pudimos conectarnos a ese nivel. Y fue una especie de sensación de que no estamos solos en esto. Después de un tiempo me sentí como en familia. Porque nos conoceríamos a un nivel diferente. Entonces fue cuando escribir se convirtió en una salida para mí. Siempre que pasaba por algo, escribir siempre me ayudaba. Y nunca olvidé lo que me enseñaron cuando estuve allí."
"There’s a part like towards the end of your piece where you talk about putting on a game face. Like, I love to learn more about what that means.",Hay una parte hacia el final de tu artículo donde hablas de poner una cara de juego. Me encanta aprender más sobre lo que eso significa.
"Your game faces kind of like, projecting the idea that nothing’s facing you or that you’re okay. When you’re really not, I guess. It’s like a mask. It’s just liked a cover up, I guess. And it’s something that I was used to doing all the time. Whenever the doors open, it was like your mask goes on. And I don’t know if it’s like a form of protection, I guess, while you’re incarcerated, but like, that’s what I meant by that.","Tu juego se enfrenta a una especie de proyección de la idea de que no hay nada frente a ti o que estás bien. Cuando realmente no lo eres, supongo. Es como una máscara. Supongo que es simplemente como un encubrimiento. Y es algo a lo que estaba acostumbrado a hacer todo el tiempo. Cada vez que se abrían las puertas, era como si te pusieran la máscara. Y no sé si es como una forma de protección, supongo, mientras estás encarcelado, pero eso es lo que quise decir con eso."
"Was it also a moment when you realize that, that writing and sharing in that way, like wasn’t actually a form of weakness, where it was kind of the opposite? Where it was really empowering, and, you know, really a way to connect with others?","¿Fue también un momento en el que te diste cuenta de que escribir y compartir de esa manera no era en realidad una forma de debilidad, sino todo lo contrario? ¿Fue realmente empoderador y, ya sabes, realmente una forma de conectarse con los demás?"
"Yeah, first for myself, like, I think that kind of like helped me break that wall down of like pride, I guess. Kind of going back to like that game face everything just being real and honest with myself. writing about my true emotions and how I viewed things, was empowering to myself. So once it was empowering to myself, and I was able to share it, other people were empowered too and they also would do the same and it would inspire me to continue to write. So I think it was after that, like, stubbornness that I had, that I discovered that it was it was empowering and not weak to talk about real things.","Sí, primero para mí, creo que eso me ayudó a derribar ese muro de orgullo, supongo. Es como volver a disfrutar de ese juego, afrontar todo siendo real y honesto conmigo mismo. Escribir sobre mis verdaderas emociones y cómo veía las cosas me fortaleció. Entonces, una vez que me fortaleció y pude compartirlo, otras personas también se empoderaron y ellos también harían lo mismo y eso me inspiraría a continuar escribiendo. Así que creo que fue después de esa terquedad que tuve, que descubrí que era empoderador y no débil hablar de cosas reales."
I’m also curious if you consider yourself a spiritual person?,También tengo curiosidad por saber si te consideras una persona espiritual.
"I definitely believe like, in good and evil. I would consider myself as spiritual person but not to like I’m not going to say like that I’m a good person or anything like that, because Like, I know, I have a bad side, I have a good side, I have bad side. But, um, as far as like, my spiritual beliefs go, I know it exists. I know it’s real. And I mean, there’s been a lot of moments like, like the one that I wrote about in the piece that have happened to me throughout my lifetime and throughout my time incarcerated where nobody knew what I was going through, and something like that would come in, come my way. And it’s like, how did that happen? And it was, a lot of times, it was like, maybe exactly what I needed to hear in order to move on or to keep on going. So I definitely believe that it’s there.","Definitivamente creo en el bien y en el mal. Me consideraría una persona espiritual pero no me gusta, no voy a decir así que soy una buena persona ni nada por el estilo, porque, ya sé, tengo un lado malo, tengo un lado bueno, tiene el lado malo. Pero, en lo que respecta a mis creencias espirituales, sé que existen. Sé que es real. Y quiero decir, ha habido muchos momentos como el que escribí en el artículo que me han sucedido a lo largo de mi vida y durante mi tiempo encarcelado donde nadie sabía por lo que estaba pasando, y algo así vendría. Entra, ven hacia mí. Y es como, ¿cómo pasó eso? Y muchas veces era como tal vez exactamente lo que necesitaba escuchar para seguir adelante o seguir adelante. Así que definitivamente creo que está ahí."
"Is there like a version of your life today? Like, imagine your life without writing? What does that look like?",¿Existe alguna versión de tu vida hoy? ¿Imagina tu vida sin escribir? ¿Cómo se ve eso?
"Like a trap. Like, I would feel trapped. Like your voice is gone. It’d be like lonely. I think. Whether you’re hurt or not. Writing is getting out. Like, your thoughts. It’s getting out. What you believe. And without judgment. So I find like freedom in that.",Como una trampa. Me sentiría atrapado. Como si tu voz se hubiera ido. Sería como estar solo. Creo. Ya sea que estés herido o no. La escritura está saliendo a la luz. Como tus pensamientos. Está saliendo. Lo que crees. Y sin juicio. Entonces encuentro libertad en eso.
Are you still writing today?,¿Sigues escribiendo hoy?
"Yeah. So, every week, I still meet up with InsideOUT writers every Thursday for the writing circles, like virtually. And every time a teacher gives us a prompt, and we all right, it’s the same thing. It’s like, I feel like I’m back in juvenile hall when we were all writing together and sharing together. It’s that same sense of family, that same sense of, like togetherness, I guess. So. Yeah. And these, like, Jimmy was like one of the first people that I contacted when I got out because I knew how important this was to me. And it impacted my life and in a way that it probably saved me out of a lot of situations.","Sí. Entonces, todas las semanas, todavía me reúno con escritores de InsideOUT todos los jueves para los círculos de escritura, de manera virtual. Y cada vez que un maestro nos da una indicación y estamos bien, es lo mismo. Es como si estuviera de vuelta en un centro de menores cuando todos escribíamos y compartíamos juntos. Es ese mismo sentido de familia, ese mismo sentido de unión, supongo. Entonces. Sí. Y estos, Jimmy fue como una de las primeras personas con las que contacté cuando salí porque sabía lo importante que era esto para mí. E impactó mi vida y de una manera que probablemente me salvó de muchas situaciones."
"When you were a kid, like 10 years old, what did you think a writer was? It’s been a minute. It’s been a minute for sure. 10-year-old Olivia. How is she? What does she like? And what does she think a writer is?","Cuando eras niño, como cuando tenías 10 años, ¿qué pensabas que era un escritor? Ha pasado un minuto. Seguro que ha pasado un minuto. Olivia, de 10 años. ¿Como es ella? ¿Qué le gusta? ¿Y qué cree ella que es un escritor?"
"angry, I know I was definitely angry at that age. I’m rebellious. I’m really close minded about people and things and situations. easily influenced by my surroundings. And by 10 years old, I was already getting high and drinking so and you know, actually, there’s one person that I kind of grew up with, that was really well known in my neighborhood that had gone to juvenile hall before. really young, and he would write I remember, and I thought it was so weird. I’m like, what, like, you write like, I don’t know. And then he’s like, yeah, is that so shocking? And I’m like, well, yeah, kind of like, what do you I never knew exactly what he would write about, but I know that there would be times where he would like when he’s by himself, he would write and I thought that was interesting. And I guess, coming from someone like that, I was kind of open to it. But never did it myself. Just because at that age, I was just running around going crazy. But, I think, him being incarcerated. He kind of experienced that, like, isolation and, like, found like, it’s kind of like writing was therapeutic. So me not having experienced that yet. I hadn’t actually done it yet. But, I always remembered that so I wasn’t completely closed off to it. I just thought, like, for the most part, writers were people who wrote books authors. I don’t know it wasn’t of much like I didn’t think much about it. Until I actually started writing myself.","enojado, sé que definitivamente estaba enojado a esa edad. Soy rebelde. Tengo una mentalidad muy cercana a las personas, las cosas y las situaciones. fácilmente influenciado por mi entorno. Y a los 10 años, ya me estaba drogando y bebiendo, así que, de hecho, hay una persona con la que crecí, que era muy conocida en mi vecindario y que había ido antes a un centro de menores. Era muy joven y él escribía, lo recuerdo, y pensé que era muy extraño. Me pregunto cómo escribes, no lo sé. Y luego dice, sí, ¿es eso tan impactante? Y yo digo, bueno, sí, algo así como, ¿qué dices? Nunca supe exactamente sobre qué escribiría, pero sé que habría momentos en los que le gustaría que, cuando estuviera solo, escribiera y pensé. eso fue interesante. Y supongo que, viniendo de alguien así, estaba abierto a ello. Pero nunca lo hice yo mismo. Simplemente porque a esa edad yo andaba por ahí volviéndose loco. Pero creo que está encarcelado. En cierto modo experimentó ese aislamiento y descubrió que escribir era terapéutico. Entonces yo no he experimentado eso todavía. En realidad, todavía no lo había hecho. Pero siempre lo recordé, así que no estaba completamente cerrado a eso. Simplemente pensé que, en su mayor parte, los escritores eran personas que escribían libros. No sé, no fue mucho, no pensé mucho en ello. Hasta que comencé a escribir yo mismo."
"So at 10, you stood in a you wouldn’t know that you would one day also become a writer?","Entonces, a los 10 años, ¿te encontrabas en una situación en la que no sabías que algún día también te convertirías en escritora?"
"No. My dad has been incarcerated since I was three years old. He’s been on death row now for about 25 years. And he has always written me like letters, even when I was a kid. And when I was able to write even as a kid, I would write him back. And I remember hearing my mom say, like, they I was a good writer, like, the way I was able to, to word things. I remember hearing that, like, from her and like, my attitude, because they would read my letter sometimes before they would send them out. And I remember hearing that, but it just never occurred to me like that I would ever be a writer or anything. I just remember them saying like that, the way I write the way I word things, like you have a gift for writing.","No. Mi papá ha estado encarcelado desde que yo tenía tres años. Ha estado en el corredor de la muerte durante unos 25 años. Y siempre me ha escrito como cartas, incluso cuando era niño. Y cuando pude escribir, incluso cuando era niño, le respondía. Y recuerdo haber escuchado a mi mamá decir que yo era un buen escritor, por la forma en que podía escribir las cosas. Recuerdo haber escuchado eso de ella y mi actitud, porque a veces leían mis cartas antes de enviarlas. Y recuerdo haber escuchado eso, pero nunca se me ocurrió que alguna vez sería escritor ni nada por el estilo. Solo recuerdo que decían eso, la forma en que escribo, la forma en que escribo las cosas, como si tuvieras un don para escribir."
Are you still writing into your dad?,¿Sigues escribiéndole a tu papá?
"Yeah, right now. He’s actually he’s getting older, and he’s kind of sick. So I don’t talk to him as much. So he developed Parkinson’s disease. So it’s hard for him to write because his hands shake a lot. So I don’t get nearly as many letters as I used to because of that. Since I’ve been out, I guess the Parkinson’s he’s had it for a few years now. And it just keeps getting worse and worse. So the more aggressive it gets, the less I hear from him. Because it’s harder for him to function. But I’m still definitely in contact with him. He’s been one of the very few people who have been like a major support to me throughout my time. And I’m really close with my dad. So yeah.","Sí, ahora mismo. En realidad, está envejeciendo y está un poco enfermo. Entonces no hablo tanto con él. Entonces desarrolló la enfermedad de Parkinson. Entonces le resulta difícil escribir porque le tiemblan mucho las manos. Así que ya no recibo tantas cartas como antes por eso. Desde que salí, supongo que el Parkinson lo tiene desde hace algunos años. Y sigue empeorando cada vez más. Entonces, cuanto más agresivo se vuelve, menos sé de él. Porque le resulta más difícil funcionar. Pero definitivamente sigo en contacto con él. Ha sido una de las pocas personas que ha sido un gran apoyo para mí durante todo mi tiempo. Y soy muy cercano a mi papá. Así que sí."
"And when you were incarcerated, did you write to him?","Y cuando estuvo encarcelado, ¿le escribió?"
"He would write to me like faithfully every single week. So he wrote a lot more than I did. I appreciated all his letters, because whatever I was going through in there many times, like I would get a letter. And it was like, always what I needed to hear, like, right on time, he was able to, like, reach me in that way. And when I would write back, it was like the same thing. So through writing, we were actually able to, like connect on probably more intimate level than like people who actually have their dads right there. I’m so thankful for that.","Me escribía fielmente todas las semanas. Entonces él escribió mucho más que yo. Aprecié todas sus cartas, porque por lo que estaba pasando allí muchas veces, era como si recibiera una carta. Y fue como si siempre lo que necesitaba escuchar, justo a tiempo, él pudiera comunicarse conmigo de esa manera. Y cuando le respondía, era lo mismo. Entonces, a través de la escritura, pudimos conectarnos en un nivel probablemente más íntimo que las personas que realmente tienen a sus padres allí. Estoy muy agradecido por eso."
What your dad write about in his letters?,¿Sobre qué escribe tu papá en sus cartas?
"My dad has always been kind of like a guide to me. He never judged like what I did, so I was able to freely tell him anything that I was doing, or what was going on without feeling like I was gonna be punished or anything, all for one. Like he was incarcerated. So that wasn’t really that but what I mean is like, I felt like I had a friend in him, as well as like a father figure. But, most of his letters were just guidance like he would share with me his experiences at my age, and what he went through at my age, that kind of like, made me more open to what he was saying, I guess he wasn’t like ever telling me No, don’t do this or don’t do that. Like he just shared with me what happened when he did it. Left the decision up to me whether I wanted to do that or not. And I was stupid and made dumb decisions anyways, but throughout my whole incarceration, he always like encouraged me to never give up. And to always like, stay positive. He was always his letters were always positive. And just, they were always really short. Like just one page. But his words were always enough to get me, to get me through.","Mi papá siempre ha sido como una guía para mí. Él nunca juzgó lo que yo hice, así que pude contarle libremente cualquier cosa que estaba haciendo o lo que estaba pasando sin sentir que me iban a castigar ni nada, todo por uno. Como si estuviera encarcelado. Así que eso no fue realmente eso, pero lo que quiero decir es que sentí que tenía un amigo en él, además de una figura paterna. Pero, la mayoría de sus cartas eran solo una guía, como si compartiera conmigo sus experiencias a mi edad, y lo que pasó a mi edad, ese tipo de cosas, me hizo más abierto a lo que estaba diciendo, supongo que no. Nunca me ha gustado decirme No, no hagas esto o no hagas aquello. Como si acabara de compartir conmigo lo que pasó cuando lo hizo. Dejé a mí la decisión de si quería hacer eso o no. Y de todos modos fui estúpido y tomé decisiones tontas, pero durante todo mi encarcelamiento, él siempre me animó a no rendirme nunca. Y para que siempre te guste, mantente positivo. Él siempre fue que sus cartas siempre fueron positivas. Y siempre fueron muy cortos. Como solo una página. Pero sus palabras siempre fueron suficientes para ayudarme, para ayudarme a salir adelante."
"If you can tell me like who you are today, what you’re interested in, what you read, what you write.","Si puedes decirme quién eres hoy, qué te interesa, qué lees, qué escribes."
"My values have changed over time. Now I value like family. My real Like my true friends, I value a different kind of respect. And my freedom. I am trying, I’m also transitioning into like adulthood out here. So I’m learning like, how, how to handle, um, just like adult things, and also aligning them with my values. So I just spend my free time like in a positive way, a productive way. I try to put like effort into seeing my family more, everything was so broken when I got out. And I feel like everything that I lost, now I just I want to gain back. So I think today, I care a lot more. I never had these values before. So I would say that today. My eyes are open, and I’m a lot more grateful to what’s around me and what I have every day. Even if it’s not a lot, it’s a whole lot more than what I had. So I like spending time with friends. I like spending time with family, I like going out I like going to the beach. I like going, I like driving my car, sometimes I like getting away sometimes. And just being in my thoughts and thinking about my life. My goals, what I want to do. I look forward to the writing circles, I look forward to my job, even the job that I have. So I’m just getting the hang of things like that. And daily, I think I just see myself changing more and more because I’m not even trying to it’s just the more I realize, like how much I have, the more I don’t want to lose it. And so that I think affects like all the decisions that I make. So I don’t know, I think today I’m just a lot more caring.","Mis valores han cambiado con el tiempo. Ahora lo valoro como familia. Mi verdadero Al igual que mis verdaderos amigos, valoro un tipo diferente de respeto. Y mi libertad. Lo estoy intentando, también estoy haciendo la transición a la edad adulta aquí. Así que estoy aprendiendo cómo, cómo manejar, um, como las cosas de los adultos, y también alineándolas con mis valores. Así que paso mi tiempo libre de una manera positiva y productiva. Intento esforzarme más en ver más a mi familia, todo estaba tan roto cuando salí. Y siento que todo lo que perdí, ahora sólo quiero recuperarlo. Así que creo que hoy me preocupo mucho más. Nunca antes tuve estos valores. Entonces yo diría eso hoy. Mis ojos están abiertos y estoy mucho más agradecido con lo que me rodea y con lo que tengo todos los días. Aunque no sea mucho, es mucho más de lo que tenía. Por eso me gusta pasar tiempo con amigos. Me gusta pasar tiempo en familia, me gusta salir me gusta ir a la playa. Me gusta ir, me gusta conducir mi auto, a veces me gusta escaparme. Y simplemente estar en mis pensamientos y pensar en mi vida. Mis objetivos, lo que quiero hacer. Espero con ansias los círculos de escritura, espero con ansias mi trabajo, incluso el trabajo que tengo. Así que me estoy acostumbrando a este tipo de cosas. Y a diario, creo que me veo cambiando más y más porque ni siquiera lo intento; simplemente, cuanto más me doy cuenta de cuánto tengo, más no quiero perderlo. Y eso que pienso afecta como todas las decisiones que tomo. Entonces no lo sé, creo que hoy soy mucho más cariñoso."
"Is there anything that like, you’d like to share that I haven’t asked you so far?",¿Hay algo que te gustaría compartir y que no te haya preguntado hasta ahora?
