Text_Chunks,Translation_to_SPA
"Yeah, and it became like such a thing that it took her name, Marico Aoki. Even though there has been people have turned up mentions of this kind of thing as far back as the fifties, I could not find any original source material of that, but I think I'm willing to take IFL Science on their word if they were the one where I got it from. But in Japan it kicked off like a trend, right, So there were kind of like game show informal studies of what exactly was going on, and they did turn up some data, not exactly like you know, peer review shorthy data, but they found that about ten percent of the respondence in Japan feel the urge to poop when they go into the bookstore. So the Marryoki Aoki phenomenon is it covers about ten percent of the population. I'm squarely in the ninety percent. You're apparently in the ten percent.","Sí, y llegó a ser tal cosa que tomó su nombre, Marico Aoki. Aunque ha habido personas que han mencionado este tipo de cosas ya en los años cincuenta, no pude encontrar ningún material fuente original al respecto, pero creo que estoy dispuesto a confiar en la palabra de IFL Science si así fuera. aquel de donde lo saqué. Pero en Japón comenzó como una tendencia, cierto, así que hubo una especie de programas de juegos, estudios informales sobre qué estaba pasando exactamente, y arrojaron algunos datos, no exactamente como, ya sabes, datos breves de revisión por pares, pero descubrió que alrededor del diez por ciento de los encuestados en Japón sienten la necesidad de hacer caca cuando van a la librería. Entonces, el fenómeno Marryoki Aoki cubre alrededor del diez por ciento de la población. Estoy de lleno en el noventa por ciento. Aparentemente estás en el diez por ciento."
"Well, I mean, I haven't tested it with a bookstore, but there are similarities between. For us, it always felt like like Jim's theory was that it was a big being alone in a very big, large, empty quiet.","Bueno, quiero decir, no lo he probado en una librería, pero hay similitudes entre ambos. Para nosotros, siempre sentimos que la teoría de Jim era que era un gran ser solo en un silencio muy grande, grande y vacío."
Space like a colon.,Espacio como dos puntos.
"I guess so, but you know, a bookstore isn't empty, but it's not like going to a concert. It is generally pretty quiet, so and there's like some there's a privacy aspect I think to a bookstore. I mean I'm thinking larger bookstores, not like you know, the tiny mom and pops, which I love. So I don't know that was his theory. Lease, so I guess I'm in that ten percent. I'll go to a bookstore and I'll let you know.","Supongo que sí, pero ya sabes, una librería no está vacía, pero tampoco es como ir a un concierto. En general, es bastante silencioso, por lo que creo que hay un aspecto de privacidad en una librería. Quiero decir, estoy pensando en librerías más grandes, no como ya sabes, las pequeñas mamás y papás, que me encantan. Así que no sé cuál era su teoría. Arrendamiento, así que supongo que estoy en ese diez por ciento. Voy a una librería y te lo cuento."
"We'll report back for sure. As a matter of fact, we should live stream on stuff. You should know, like one of our social it's true.","Informaremos con seguridad. De hecho, deberíamos transmitir en vivo esas cosas. Debes saber, como uno de nuestros sociales, que es verdad."
"Oh my god, you might He'll be right back. Should we take a break, Yeah, all right, we'll come back and talk about some of the theories right after this. If you want to know, then you're in luck. Just listen to Chuck selfus.","Dios mío, es posible que vuelva enseguida. Si nos tomamos un descanso, sí, está bien, volveremos y hablaremos sobre algunas de las teorías justo después de esto. Si quieres saberlo, estás de suerte. Solo escucha a Chuck Selfus."
"Chuck, I think I speak on behalf of at least half of the people listening. Would you and Jim go poop at the same time, or would you like take turns?","Chuck, creo que hablo en nombre de al menos la mitad de las personas que escuchan. ¿Jim y tú harían caca al mismo tiempo o les gustaría turnarse?"
"I don't remember that part. I don't even know if we went and pooped or if it was just like, oh I got a poop, I see, I see.","No recuerdo esa parte. Ni siquiera sé si fuimos y hicimos caca o si fue simplemente como, oh, tengo caca, ya veo, ya veo."
"Okay, Yeah, so yeah, anyway, we're back.","Vale, sí, así que sí, de todos modos, estamos de vuelta."
"Yeah, we're back. There is no like serious science probably about this, but there are a lot of pretty interesting theories, and one of them is something that we've talked about. In fact, we did a whole show sort of, didn't we about the gut brain axis we did.","Sí, estamos de vuelta. Probablemente no exista ciencia seria sobre esto, pero hay muchas teorías bastante interesantes, y una de ellas es algo de lo que hemos hablado. De hecho, hicimos una especie de espectáculo completo, ¿no es así sobre el eje intestino-cerebro?"
I don't.,No.
It's something about like when you approach the front door of your.,Es algo así como cuando te acercas a la puerta principal de tu.
"House, that's the brain bladder connection.","House, esa es la conexión cerebro-vejiga."
"Oh okay, I think this is kind of similar though, right, No, totally.","Oh, está bien, creo que esto es algo similar, cierto, no, totalmente."
"I think the second theory, the smell of books, which we'll get to, is more brain bladder connection. But the gut brain axis would have come up in I guess, like I can't remember what it was, but we talked about like a whole episode about how there's neurons in your gut and like your brain and your gut, your central nervous system and your enteric nervous system communicate to one another. And so that's probably the likeliest explanation for why somebody would feel the urge to poop in a bookstore.","Creo que la segunda teoría, el olor de los libros, a la que llegaremos, es más una conexión cerebro-vejiga. Pero el eje intestino-cerebro habría aparecido, supongo, como si no pudiera recordar qué era, pero hablamos de un episodio completo sobre cómo hay neuronas en tu intestino y, como tu cerebro y tu intestino, tu sistema nervioso central. y su sistema nervioso entérico se comunican entre sí. Y esa es probablemente la explicación más probable de por qué alguien sentiría la necesidad de hacer caca en una librería."
"Yeah, there are some other you know. To me, I think it's all of these things added together. There is that there is also this sort of connection of like people like reading on the toilet has long been something that people do, right. People are on their phones now, but in the old days, you had that magazine. Rack still got a magazine right next to my toilet, and we'll read a good magazine. So that connection. Maybe that subconscious thing of when you're among those books, your sphincter just a moocks, just a little bit, maybe.","Sí, hay algunos otros que conoces. Para mí, creo que son todas estas cosas sumadas. También existe este tipo de conexión de que a la gente le gusta leer en el baño; ha sido durante mucho tiempo algo que la gente hace, ¿verdad? La gente ahora usa sus teléfonos, pero en los viejos tiempos había esa revista. Rack todavía tiene una revista justo al lado de mi baño y leeremos una buena revista. Entonces esa conexión. Tal vez esa cosa subconsciente de cuando estás entre esos libros, tu esfínter solo se mofa, solo un poquito, tal vez."
"Yeah, for sure. So whatever it was, whatever, if it's like the smell of books, that's kind of usually put forth. Whatever it is that you associate with a bookstore, and then you poop in the bookstore. That's where your gut brain access would take over and you develop this association. So when you walk into the bookstore, your brain goes, hey, gut, we're in a bookstore. You better get busy pooping.","Si, seguro. Entonces, sea lo que sea, lo que sea, si es como el olor de los libros, eso generalmente se expresa. Lo que sea que asocies con una librería y luego hagas caca en la librería. Ahí es donde su acceso cerebral intestinal tomaría el control y desarrollaría esta asociación. Entonces, cuando entras a la librería, tu cerebro dice, oye, tripa, estamos en una librería. Será mejor que te ocupes de hacer caca."
"Yeah, makes sense. Another one, of course, is a bookstore oftentimes there's a lot of squatting. Yeah, if you want to book down on that bottom shelf, or you want to peruse for a little while on the bottom, you're going to be squatting down. And humankind didn't evolve to poop like we poop. Now you're supposed to squat. And if you've ever in in that dead squat position with your butt just barely above the ground and all your weight, like everything lines up in such a way to where your body goes, oh, it's go.","Sí, tiene sentido. Otro, por supuesto, es una librería donde muchas veces hay mucha okupación. Sí, si quieres reservar en ese estante inferior, o si quieres examinar detenidamente un momento en la parte inferior, estarás en cuclillas. Y la humanidad no evolucionó para hacer caca como nosotros. Ahora se supone que debes agacharte. Y si alguna vez has estado en esa posición en cuclillas con el trasero apenas por encima del suelo y todo tu peso, como si todo se alineara de tal manera hacia donde va tu cuerpo, oh, listo."
"Time, it's time, yeah, and he goes.","Hora, es hora, sí, y se va."
"So you're in there already, it's quiet. You got the smell of the books you're squatting.","Así que ya estás ahí, está en silencio. Tienes el olor de los libros que estás en cuclillas."
"Yeah, how could anybody not poop?","Sí, ¿cómo podría alguien no hacer caca?"
"You may have a coffee, that's a big one.","Puedes tomar un café, eso es grande."
"A lot of people say, yeah, people drink coffee and bookstores and coffee makes you poop.","Mucha gente dice, sí, la gente bebe café y en las librerías y el café te hace defecar."
"Yeah. So I think it's like all this stuff sort of adds up to, oh my god, I'm in a bookstore. I've got to go.","Sí. Así que creo que todo esto se suma a, oh Dios mío, estoy en una librería. Tengo que ir."
"There's another theory that isn't specifically identified as from Japan. But if it's not from Japan, I will eat my hat and I don't even have a hat. I'll go buy a hat to eat it. If this isn't a Japanese theory, that because life is stressful, when you walk into a bookstore, a bookstore is very calm, and so you feel relieved and so you want to leave yourself.","Hay otra teoría que no se identifica específicamente como procedente de Japón. Pero si no es de Japón, me comeré el sombrero y ni siquiera tengo sombrero. Iré a comprarme un sombrero para comérmelo. Si esta no es una teoría japonesa, que debido a que la vida es estresante, cuando entras a una librería, la librería está muy tranquila, entonces te sientes aliviado y quieres salir de ti mismo."
I don't think I've ever seen you wear a hat.,Creo que nunca te he visto usar sombrero.
"I've got a like a mud hens hat that man, my hair has to be pretty messed up for me to wear it, but that's my hat.","Ese hombre, tengo un sombrero como de gallina de barro, mi cabello tiene que estar bastante desordenado para usarlo, pero ese es mi sombrero."
I don't think i've ever seen you in a hat in sixteen years.,No creo haberte visto nunca con un sombrero en dieciséis años.
"Well, that's by design.","Bueno, eso es por diseño."
I've seen you in shorts maybe twice.,Te he visto en pantalones cortos tal vez dos veces.
That was by design as well. What do you think.,Eso también fue intencionado. Qué opinas.
"You get some nice legs thanks, And then of course you have to think about or at least consider the frequency illusion aspect of this. It's a type of confirmation bias, whereas once you know this is a thing, you start to just it's in your head all of a sudden, and you're making that connection where it previously didn't exist, So you know, you have to kind of consider that for sure.","Obtendrás unas bonitas piernas, gracias. Y luego, por supuesto, tienes que pensar o al menos considerar el aspecto de ilusión de frecuencia de esto. Es un tipo de sesgo de confirmación, mientras que una vez que sabes que esto existe, de repente empiezas a pensar que está en tu cabeza y estás haciendo esa conexión donde antes no existía. considerar eso con seguridad."
"Yeah, that's what skeptics say. They say there's no such thing as the Mark Aoki phenomenon, that actually it's it's people just have heard of it, and maybe she had some sort of Pavlovian training where like the smell of the books made her want to poop, but just talk about it. It getting published and becoming a thing in Japan, then traveling around the world, people started saying like, oh, yeah, I've pooped in bookstores too, So then anytime they poop in a bookstore from that point on they notice it. It confirms their theory that they're susceptible to the Ma Aoki phenomenon, and it just becomes like a self fulfilling prophecy. But at the same time they're also ignoring all the times they go to the bookstore and don't poop, or they go to pet Co and have to poop. You don't want to do although you could just poop in the aisle and blame it on the dog. But still that's part of the frequency illusion.","Sí, eso es lo que dicen los escépticos. Dicen que no existe el fenómeno Mark Aoki, que en realidad es que la gente simplemente ha oído hablar de él, y tal vez ella tuvo algún tipo de entrenamiento pavloviano en el que el olor de los libros le daba ganas de hacer caca, pero solo habla de ello. . Se publicó y se convirtió en una cosa en Japón, luego viajó por todo el mundo, la gente empezó a decir, oh, sí, yo también hice caca en las librerías, así que cada vez que hacen caca en una librería a partir de ese momento lo notan. Confirma su teoría de que son susceptibles al fenómeno Ma Aoki, y se convierte en una profecía autocumplida. Pero al mismo tiempo también ignoran todas las veces que van a la librería y no hacen caca, o van a la tienda de mascotas y tienen que hacer caca. No querrás hacerlo, aunque podrías simplemente hacer caca en el pasillo y echarle la culpa al perro. Pero aun así eso es parte de la ilusión de la frecuencia."
"Yeah, for sure. So I'm curious to hear from people two types of people, people that have experienced this, whether in a bookstore or like my situation, like a large empty room, or bookstore employees who are like, dude, you don't know that the nightmare that we live.","Si, seguro. Así que tengo curiosidad por escuchar a dos tipos de personas, personas que han experimentado esto, ya sea en una librería o en mi situación, como una gran sala vacía, o empleados de una librería que dicen, amigo, no lo sabes. la pesadilla que vivimos."
"Yeah, I can imagine, you know, Yeah, I hadn't thought about that. Man's better thought for the bookstore employees.","Sí, me lo puedo imaginar, ya sabes. Sí, no había pensado en eso. El mejor pensamiento del hombre para los empleados de la librería."
"Huh, wasn't there Seinfeld where George had to go to the bathroom in a bookstore?","Eh, ¿no estaba Seinfeld donde George tenía que ir al baño en una librería?"
"Yeah, he found the pastoral scenes very conducive to and then Elaine cuts him off. He had to buy a book because he took it in the bathroom.","Sí, encontró las escenas pastorales muy propicias y luego Elaine lo interrumpe. Tuvo que comprar un libro porque se lo llevó al baño."
That's funny.,Es gracioso.
"There you have it, a book of Impressionist paintings. If you well, no, this is not a regular stuff you should know episode. Even though in this episode we found out the origin of stuff you should know, even I didn't know the origin story. And since I'm so hyped, I think that can only mean that short stuff is out.","Ahí lo tienes, un libro de pinturas impresionistas. Bueno, no, este no es un episodio normal que debas saber. Aunque en este episodio descubrimos el origen de cosas que deberías saber, ni siquiera yo conocía la historia del origen. Y como estoy tan entusiasmado, creo que eso sólo puede significar que ya no hay material corto."
"Stuff you Should Know is a production of iHeartRadio. For more podcasts my heart Radio, visit the iHeartRadio app, Apple Podcasts, or wherever you listen to your favorite shows.","Cosas que debes saber es una producción de iHeartRadio. Para obtener más podcasts de my heart Radio, visita la aplicación iHeartRadio, Apple Podcasts o dondequiera que escuches tus programas favoritos."
