Text_Chunks,Translation_to_SPA
"She did tell me just like I’m working, I’m trying to figure out I want to write a book but I don’t want to write about yeah. Oh, no, right pretty eyes is obviously not on that list so being short was on that list. I never felt like a short guy. I don’t seem short. Well, I guess I’m on that on a zooms, I don’t know, anyway, it was was talking about shopping. So I told you, I’d talk to you today so I’m just gonna start blabbing around likes to start talking because I’m like, oh, this human beings but yeah, so we’re gonna go through each one, that’s a good idea. I’m not going to talk about it no more. That’s my book. That’s what I’m gonna do. Because they only you only feel, I mean, some of them you feel them a lot but like when you get rejected, they take over and become powerful. So we got to figure out how to how to like break them down each one and where they come from to like, okay, maybe height comes from playing sports in school, high school, and being the smallest kid on the team. And that’s a source of insecurity for me, because I never was never successful in that, or something. Oh, yeah, I’m writing a book, right so let’s go.","Ella me dijo que estoy trabajando, que estoy tratando de descubrir que quiero escribir un libro pero no quiero escribir sobre sí. Oh, no, claro, ojos bonitos obviamente no están en esa lista, así que ser bajo sí estaba en esa lista. Nunca me sentí como un tipo bajo. No parezco bajo. Bueno, supongo que estoy en eso con zoom, no lo sé, de todos modos, se trataba de ir de compras. Así que te dije que hablaría contigo hoy, así que voy a empezar a parlotear. Le gusta empezar a hablar porque pienso, oh, estos seres humanos, pero sí, así que vamos a repasar cada uno, eso es. una buena idea. No voy a hablar más de eso. Ese es mi libro. Eso es lo que voy a hacer. Porque solo tú sientes, quiero decir, a algunos de ellos los sientes mucho, pero cuando te rechazan, toman el control y se vuelven poderosos. Así que tenemos que descubrir cómo desglosarlos cada uno y de dónde vienen para, bueno, tal vez la altura proviene de practicar deportes en la escuela, la escuela secundaria y ser el niño más pequeño del equipo. Y eso es una fuente de inseguridad para mí, porque nunca tuve éxito en eso o algo así. Oh, sí, estoy escribiendo un libro, así que vámonos."
Look at this.,Mira este.
"Okay, well, this feels like the perfect transition to talk about your album, Highly Sensitive Person. But wait, let’s we should pause real quick, like why am I even talking right now? I mean, this is our first Add To Cart music cue interview. We’re gonna listen to some of your songs. We’re going to ask you questions. But again, why am I talking when we have a veteran MTV News person in our midst?","Vale, bueno, esta parece la transición perfecta para hablar de tu álbum, Highly Sensitive Person. Pero espera, deberíamos hacer una pausa muy rápida, como ¿por qué estoy hablando ahora mismo? Quiero decir, esta es nuestra primera entrevista sobre pistas musicales para Agregar al carrito. Escucharemos algunas de tus canciones. Te vamos a hacer preguntas. Pero, de nuevo, ¿por qué estoy hablando cuando tenemos a un veterano de MTV News entre nosotros?"
You just shoved me under the bus anytime. She just a little tap in the back and I go falling in a puddle careening under a bus.,Me empujaste debajo del autobús en cualquier momento. Ella solo me da un pequeño golpe en la espalda y yo caigo en un charco y me derrumbo debajo de un autobús.
"Lamar she’s interviewed, Usher in the studio.","Lamar es entrevistada, Usher en el estudio."
I was so nervous to meet you today.,Estaba tan nerviosa por conocerte hoy.
Britney Spears.,Britney Spears.
I’m a big fan. I’m a big fan.,Soy un gran fan. Soy un gran fan.
"Probably Three Doors Down, Lamar, and now Lamar Woods, and now Lamar woods.","Probablemente Three Doors Down, Lamar, y ahora Lamar Woods, y ahora Lamar Woods."
"Now I want to kind of give you a different song oh, I got some other songs. I didn’t know you’re gonna play it real time I got to talk about it.","Ahora quiero darles una canción diferente. Oh, tengo otras canciones. No sabía que lo jugarías en tiempo real. Tengo que hablar de ello."
"That’s how interviews work. You’re supposed to play a song, I bought my head okay. Like, I know, I have any rhythm. We’re kind of quiet, we’re vibing we’re feeling it.","Así funcionan las entrevistas. Se supone que debes tocar una canción, compré mi cabeza bien. Lo sé, tengo algún ritmo. Estamos un poco tranquilos, vibramos, lo sentimos."
"The truck cuts. And then it goes to the first question. And my first question could be something, you know, just like an icebreaker. You know, right. I was thinking your album is titled Highly Sensitive Person, now, sometimes, a title says it all. So is it true? Are you an HSP? We sort of discussed this up at the top. So now I kind of have more of an answer before I met you but let’s talk about that.","El camión corta. Y luego pasa a la primera pregunta. Y mi primera pregunta podría ser algo así como para romper el hielo. Ya sabes, cierto. Estaba pensando que tu álbum se titula Highly Sensitive Person, ahora, a veces, un título lo dice todo. Entonces ¿es verdad? ¿Es usted una PAS? En cierto modo discutimos esto en la cima. Así que ahora tengo más respuestas antes de conocerte, pero hablemos de eso."
"I mean, you could probably tell immediately, but yeah, I at first, I really did just think it was a cool album title, because I liked I liked the word highly. And I like when people put highly in front of things, like highly favored or like, highly empowered. So I was like, oh, just gonna be dumb, highly sensitive, and I figured out what sensitive. But then I was like doing the album. And I was like, it’d be something I have to talk about on podcasts, like Add To Cart. And I was like, maybe I should actually take the test and see if this is a real thing for me. And this is this is last year, and I took the test and the test was like, if you answered more than 14 of these questions yes, then you’re highly sensitive. And I answered 24 yes.","Quiero decir, probablemente podrías notarlo de inmediato, pero sí, al principio realmente pensé que era un título de álbum genial, porque me gustaba mucho la palabra. Y me gusta cuando las personas dan mucha importancia a las cosas, como muy favorecidas o muy empoderadas. Entonces pensé, oh, voy a ser tonto, muy sensible, y descubrí qué sensible. Pero luego me apetecía hacer el álbum. Y pensé que sería algo de lo que tendría que hablar en podcasts, como Agregar al carrito. Y pensé, tal vez debería hacer la prueba y ver si esto es algo real para mí. Y esto fue el año pasado, hice la prueba y la prueba fue como, si respondiste sí a más de 14 de estas preguntas, entonces eres muy sensible. Y respondí 24 que sí."
24 to 24.,24 al 24.
"Yeah, I was like I like aced it. And then okay, I just real quick, I just said I know this song I want to replace one of the songs is we’re talking about how.","Sí, pensé que me gustaba. Y luego está bien, muy rápido, solo dije que conozco esta canción y quiero reemplazar una de las canciones, estamos hablando de cómo."
"No, you’re not allowed. You’re not allowed to what […] you think about? Well, I don’t know, you think you think about the that you’re thinking? And we’ll end the episode with that song.","No, no estás permitido. ¿No tienes permitido lo que […] piensas? Bueno, no lo sé, ¿crees que piensas en lo que estás pensando? Y terminaremos el episodio con esa canción."
"Okay, okay. I just gave you like, the songs I gave you were more like, what I would call the singles, you know, but I was like, if we’re getting deep, I was like, oh, let’s get into these album cuts, okay, anyway.","Bien bien. Simplemente te di, las canciones que te di eran más bien lo que yo llamaría sencillos, ya sabes, pero pensé, si nos estamos volviendo profundos, pensé, oh, entremos en estos cortes de álbumes, Está bien, de todos modos."
"You let the aunties tell you what you should you’re okay […] With your pretty eyes, tell me where to let me tell you where to sit.","Dejas que las tías te digan lo que debes, estás bien […] Con tus lindos ojos, dime dónde dejar que te diga dónde sentarte."
"But I took that test and I started crying because some of the questions were so specific, like, like stuff that I was never, you know, obviously, I always thought it was a sensitive person. But like, there’s things that I’m like, oh, yeah, I don’t like watching violence on movies and movies that I was like, yeah, I thought that was just me, but it’s like a part of it, and I was like, crying because I was like, oh, this is me. And it made me it made me rethink everything. Like I had to read this. And then and then I really once I did that, I went back and did recorded another 10 songs. And just like, really, really explored the highly sensitive aspect in the album too. So except for the songs that you guys get.","Pero hice esa prueba y comencé a llorar porque algunas de las preguntas eran muy específicas, como cosas que yo nunca fui, ya sabes, obviamente, siempre pensé que era una persona sensible. Pero hay cosas que pienso, oh, sí, no me gusta ver violencia en películas y películas que pensé, sí, pensé que era solo yo, pero es como una parte de ello, y Fue como llorar porque pensé, oh, este soy yo. Y me hizo repensar todo. Como si tuviera que leer esto. Y luego, una vez que hice eso, volví y grabé otras 10 canciones. Y realmente, realmente exploré el aspecto altamente sensible del álbum también. Excepto por las canciones que ustedes escuchan."
"I love it, the title chose you. You know, it’s like the sword. You know what I mean?","Me encanta, el título te eligió. Ya sabes, es como la espada. ¿Usted sabe lo que quiero decir?"
"Yeah, it changed my life, yeah.","Sí, cambió mi vida, sí."
"You’re known as a comedian. But this album, this isn’t a comedic album. This is an earnest hip hop record.",Eres conocido como comediante. Pero este álbum no es un álbum de comedia. Este es un disco serio de hip hop.
"Oh, yeah, this is this is real rap right here. This is hip hop for sure. Like I was a rapper for a long time in my 20s and then I just got into comedy and never got back to it and then we went on strike and I was like, I was like, I really want to have a rap album before I die you know just to exist you know? And so it’s very sincere but there is some funny like elements to it is some skits on it and there’s like, got like Mike Mitchell from the Doughboys is in one of his kids. So it’s and Tony Baker a stand up comedian. So there’s an element of my comedy world in the album which I don’t want to hide from but it’s that that was not fun, it’s not like we’re now yanking pitches.","Oh, sí, esto es rap real aquí mismo. Seguro que esto es hip hop. Fui rapero durante mucho tiempo cuando tenía 20 años y luego me metí en la comedia y nunca volví a ello y luego hicimos una huelga y pensé, realmente quiero tener un álbum de rap antes de morir, sabes, simplemente existir, ¿sabes? Y es muy sincero, pero hay algunos elementos divertidos, son algunas parodias y hay como si Mike Mitchell de los Doughboys estuviera en uno de sus hijos. Así es y Tony Baker es un comediante. Así que hay un elemento de mi mundo de comedia en el álbum del que no quiero esconderme, pero es que no fue divertido, no es como si ahora estuviéramos tirando lanzamientos."
"Well, let’s listen to some songs. Are you both ready?","Bueno, escuchemos algunas canciones. ¿Están ambos listos?"
"Alright, do it like MTV? Like like got it you do the MTV thing like they like hey, what’s up and we we got this spring is spring break.","Muy bien, ¿te gusta MTV? Como si lo entendieras, haces lo de MTV como a ellos les gusta. Oye, ¿qué pasa? Esta primavera son las vacaciones de primavera."
"New mix. I’m […] leave the girl alone. Yeah, my […] pistol in the drawers and the Buddha on the shelf. A little Prozac just for my mental health. Marty McFly Nagel back from the future, hands holding hands girl don’t let me lose you. This is my life and I ain’t looking back. Batty on the best, but yet as looking fat. I’m on my second wind yet is zero cooking crack. Music is my best friend, I make a lot of rap, let’s go. Therapy, smoke […] we went up Phil panic, and I gotta breathe. Trying to satisfy nigga needs. Yeah, gotta satisfy nigga needs.","Nueva mezcla. Yo […] dejo a la chica en paz. Sí, mi […] pistola en los cajones y el Buda en el estante. Un poco de Prozac sólo para mi salud mental. Marty McFly Nagel regresa del futuro, tomados de la mano, niña, no dejes que te pierda. Esta es mi vida y no miraré atrás. Lo mejor de todo, pero igual de gordo. Estoy en mi segundo aliento pero no tengo crack para cocinar. La música es mi mejor amiga, hago mucho rap, vamos. Terapia, humo […] entramos en pánico, Phil, y tengo que respirar. Tratando de satisfacer las necesidades de los negros. Sí, tengo que satisfacer las necesidades de los negros."
"Wan’t sensitive. You talked about therapy, okay literally in.","No quiero sensible. Hablaste de terapia, está bien, literalmente."
"this, But I also talked about stealing someone’s girl.","esto, pero también hablé de robarle la chica a alguien."
We contain multitude.,Contenemos multitud.
"Sensitive people can do that, in fact I would argue that’s a secret superpower.","Las personas sensibles pueden hacer eso; de hecho, yo diría que es una superpotencia secreta."
To a lot of sensitive guys.,Para muchos chicos sensibles.
"That’s very true. That’s all works. Okay yeah, I’ve done a front porch and those songs are great actually, it sounded really good in my headphones, so I’m glad that was one of the songs. I was like this should tell you.","Eso es muy cierto. Todo eso funciona. Vale, sí, hice un porche delantero y esas canciones son geniales, de hecho, sonaron muy bien en mis auriculares, así que me alegro de que fuera una de las canciones. Pensé que esto debería decirte."
"Okay, let’s listen next to one that got away.","Bien, escuchemos junto a uno que se escapó."
"If I was in Atlanta, I’ll probably be married by now. If I was in Atlanta, then I’ll probably be married by now. She the one that got away. I don’t know what else to say, say, she the one that got away. I don’t know what else to say mama saw them women on my shed baby fine baby fit and Yukon and you reg tight like Lilo and some Stitch. This house is big. I can fuck you in a […] I’m from LA. but um, but that took the train to Georgia. I met this girl named.","Si estuviera en Atlanta, probablemente ya estaría casado. Si estuviera en Atlanta, probablemente ya estaría casado. Ella la que se escapó. No sé qué más decir, digamos, ella es la que se escapó. No sé qué más decir, mamá vio a esas mujeres en mi cobertizo, bebé, bien en forma, y ​​Yukon y tú están apretados como Lilo y Stitch. Esta casa es grande. Puedo follarte en un […] Soy de Los Ángeles. pero um, pero eso tomó el tren a Georgia. Conocí a esta chica llamada."
"Oh my god, if reading your auntie.","Dios mío, si lees a tu tía."
"I was like, I don’t want to play this way, that’s what I didn’t want to play. Like, it’s hot there’s a family moment. And that’s like literally the one song that’s like that vulgar. Like, pretty much most of the songs are very sensitive. But hey, look, I’m from Atlanta, I had to do it, yeah. There’s a running theme in the album about an inability to commit, you know, so I think even though that song is like, was kind of like, oh, I think this would be fun to have like an, like a club banger, or whatever. The song is kind of about me like being single for a very long time. And like, I’d really feel like I blame la for that, and I think I think if I’d never left LA, I think I’d be married and by now, literally, was Atlanta, I’ll be married but if you know.","Pensé, no quiero jugar de esta manera, eso es lo que no quería jugar. Hace calor, hay un momento familiar. Y esa es literalmente la única canción que es así de vulgar. Casi la mayoría de las canciones son muy sensibles. Pero bueno, mira, soy de Atlanta, tenía que hacerlo, sí. Hay un tema recurrente en el álbum sobre la incapacidad de comprometerse, ya sabes, así que creo que aunque esa canción es como, oh, creo que sería divertido tener esto como un, como un éxito de club, o lo que sea. La canción trata sobre mí como si estuviera soltero durante mucho tiempo. Y realmente sentiría que culpo a Los Ángeles por eso, y creo que si nunca hubiera dejado Los Ángeles, creo que estaría casado y ahora, literalmente, en Atlanta, estaré casado, pero Si usted sabe."
"If you never left Atlanta, you would be married by now.","Si nunca hubieras salido de Atlanta, ya estarías casado."
"That’s what I’d say yeah. I feel like I’m having a hard time dating in the city but I think Atlanta is like, not that there’s something special about Atlanta. I think it’s more than LA is hard to date here. So that’s that so even in that song, there’s still an element of like an emotional thing I’m struggling with.","Eso es lo que yo diría que sí. Siento que estoy teniendo dificultades para tener citas en la ciudad, pero creo que Atlanta es así, no es que haya algo especial en Atlanta. Creo que es más difícil tener citas en Los Ángeles aquí. Así que eso es todo, incluso en esa canción, todavía hay un elemento emocional con el que estoy luchando."
"I think LA is the hardest city in the world to date. I like can’t think of another city that I’ve either been to or theoretically know about. That has the confluence of how sprawling it is to you know that we’re all in our cars all the time to that it’s a one in town. It’s lonely, I mean, there’s so many aspects to LA that I just don’t understand how people date in LA.","Creo que Los Ángeles es la ciudad más difícil del mundo hasta la fecha. No puedo pensar en otra ciudad en la que haya estado o que teóricamente conozca. Eso tiene la confluencia de lo extenso que es, ya sabes, que todos estamos en nuestros autos todo el tiempo y que es uno en la ciudad. Es solitario, quiero decir, hay tantos aspectos en Los Ángeles que simplemente no entiendo cómo la gente tiene citas en Los Ángeles."
"Yeah, I really feel like the times when I had the most success in LA it was usually somebody who was from here who like grew up here. I think there’s something about people being not having roots in a city where I’m like, oh, you were dating each other you have your family’s not here, not here. My family’s not here. I think it’s hard to like build a relationship sometimes where you’re like we are each other’s only really foundation and it’s sometimes it feels like it feels like people just kind of bail on it and also just too many people I think a lot of it is just like a numbers thing where like I think everyone knows that if they it doesn’t work out there’s there’s enough people here today someone else and and then it ends up people end up like just moving on quicker. But so that’s what that song is about. If I was in Atlanta be married by now.","Sí, realmente siento que en los momentos en que tuve más éxito en Los Ángeles, generalmente era alguien de aquí que crecía aquí. Creo que hay algo en el hecho de que la gente no tiene raíces en una ciudad donde pienso, oh, estaban saliendo, su familia no está aquí, no está aquí. Mi familia no está aquí. Creo que es difícil construir una relación a veces en la que piensas que somos el único fundamento real del otro y a veces se siente como si la gente simplemente lo abandonara y también demasiadas personas, pienso mucho en eso. Es como una cuestión de números en la que creo que todos saben que si no funciona, hay suficientes personas aquí hoy, alguien más y luego termina la gente simplemente avanzando más rápido. Pero de eso se trata esa canción. Si estuviera en Atlanta ya estaría casado."
"Lamar, let’s transition into your cart. But first we want to know what type of shopper are you? What’s your style?","Lamar, pasemos a tu carrito. Pero primero queremos saber ¿qué tipo de comprador eres? ¿Cual es tu estilo?"
"I shop online a lot and I usually do the best sight ASOS and I’m like buying clothes on there but recently I was working on a pilot like as my luxury fashion I realized I didn’t know what I was talking about. I had to get into it and I started going to the mall like old school like the Beverly Center. I want to go in those stores where it’s like security like you have to like go wait in line and go in and I got addicted to it so that’s like to your auntie so now I, that’s how I shop now like only in luxury stuff.","Compro mucho en línea y generalmente hago la mejor vista en ASOS y me gusta comprar ropa allí, pero recientemente estaba trabajando en un piloto como mi moda de lujo y me di cuenta de que no sabía de lo que estaba hablando. Tuve que involucrarme y comencé a ir al centro comercial como en la vieja escuela, como el Beverly Center. Quiero ir a esas tiendas donde es como seguridad, como si tuvieras que esperar en la fila y entrar, y me volví adicto, así que eso es como para tu tía, así que ahora así es como compro solo cosas de lujo."
I did not that left turn. I’m sorry. You went from shopping online at ASOS to security guards?,No giré a la izquierda. Lo lamento. ¿Pasaste de comprar online en ASOS a ser guardias de seguridad?
"Well because now I like it. […] yeah, I when I shop now I don’t go shopping a lot like and I I guess I’m really talking about clothing right now. But if we’re talking about other stuff, if it’s like outside of clothing, it’s just usually like in my neighborhood like local shopping or whatever. But as far as like clothing, which is my favorite thing to shop for or I am like fully going back to like old school Rick and Morty like in the store trying shit on because I usually don’t buy a lot of things at once I like like when I had I had a show last week. I bought the outfit like the day of and I went so I went to like I think it was Prada, when they’re saying I’m over here flex shouldn’t be flexing.","Bueno porque ahora me gusta. […] Sí, ahora cuando compro no lo hago mucho y creo que en este momento estoy hablando de ropa. Pero si hablamos de otras cosas, si es fuera de la ropa, generalmente es como en mi vecindario, como compras locales o lo que sea. Pero en cuanto a la ropa, que es mi cosa favorita para comprar o estoy volviendo por completo a Rick y Morty de la vieja escuela, como en la tienda probándome cosas porque normalmente no compro muchas cosas a la vez. como cuando tuve un show la semana pasada. Compré el conjunto como el día de y fui, así que pensé que era Prada, cuando dicen que estoy aquí, la flexión no debería ser la flexión."
Shows about baby.,Espectáculos sobre el bebé.
"You’re not going to be single at the end of this episode, let me tell you.","No estarás soltero al final de este episodio, déjame decirte."
"I’m not gonna buy prada, like I can’t do I so.","No voy a comprar Prada, como si no pudiera hacerlo."
"That’s good that you say that, Su, it’s good that he makes that disclaimer.","Es bueno que digas eso, Su, es bueno que haga ese descargo de responsabilidad."
It’s only for me.,Es sólo para mí.
"No, there’s a lot of wonderful ladies who who really appreciate a man who knows what’s going on, know it’s about qualities.","No, hay muchas mujeres maravillosas que realmente aprecian a un hombre que sabe lo que está pasando y saben que se trata de cualidades."
And appreciation for the finest thing.,Y aprecio por lo mejor.
"Yeah, that can bleed into other areas of that relationship. All I’m saying.","Sí, eso puede extenderse a otras áreas de esa relación. Todo lo que digo."
TThat’s very true. What I like about it is like I’m just really big on cuz I used to be a manager at a wax museum isn’t that related at all but customer service is like use to me. So I like to experience. Timeout.,"Eso es muy cierto. Lo que me gusta de esto es que soy muy bueno porque solía ser gerente en un museo de cera, no tiene nada que ver, pero el servicio al cliente es útil para mí. Por eso me gusta experimentar. Se acabó el tiempo."
Wax museum or customer service? I’m curious because I’m sitting straight up for both.,¿Museo de cera o atención al cliente? Tengo curiosidad porque estoy sentado erguido para ambos.
You mean Madame Tussauds Wax Museum?,¿Te refieres al Museo de Cera Madame Tussauds?
"The one and only, to South Hollywood I was running that place I was the man out there you know saying they call me Mr. Wax. I used to walk in with a briefcase in his suit. It can be big wax out there. I was wax, I was wax tested. I was I was waxing on not all babies.","El único, en South Hollywood, yo dirigía ese lugar. Yo era el hombre que decía que me llamaban Sr. Wax. Solía ​​​​entrar con un maletín en su traje. Puede haber mucha cera por ahí. Me hicieron pruebas de cera. Yo estaba depilando no a todos los bebés."
That’s right and you watch it on about customers service.,"Así es, y lo miras sobre el servicio al cliente."
The lines are going dead. We got to drop in the lines.,Las líneas se están cortando. Tenemos que hacer cola.
We’re dropping the lines and we’re trying to drop the panties alright let’s move away from customers service.,"Estamos dejando las líneas y estamos tratando de dejar las bragas. Bien, alejémonos del servicio al cliente."
Let’s move away from from Mr. Wax customer service.,Alejémonos del servicio al cliente de Mr. Wax.
"Let’s get away, let’s get into your cart. I think this is going to bring us back because Lamar is adding to cart any kind of spa treatments.","Vámonos, entremos en tu carrito. Creo que esto nos hará regresar porque Lamar está agregando al carrito cualquier tipo de tratamiento de spa."
"Yes, yeah.","Sí, sí."
Let’s dive. What do you mean by that?,Buceemos. ¿Qué quieres decir con eso?
"Yeah, I’m new to this so this so you guys can help me if you enter spas and stuff. So I got into this over the pandemic because I was like I just had a lot of background and so I was I went to the spa I went to get a massage and at Four Seasons in Beverly Hills it was just blew me away. I’ll tell you that.","Sí, soy nuevo en esto, así que ustedes pueden ayudarme si ingresan a spas y esas cosas. Entonces me metí en esto por la pandemia porque pensaba que tenía muchos antecedentes, así que fui al spa, fui a recibir un masaje y en Four Seasons en Beverly Hills simplemente me dejó boquiabierto. Te lo diré."
That lives are lighting up live callers are all gonna.,"Esas vidas se están iluminando, todas las personas que llaman en vivo lo harán."
"Wax man is who I have though, you know saying if you if you can’t if you can’t love me as a wax on the first day.","Sin embargo, el hombre de cera es lo que tengo, ya sabes, decir si no puedes, si no puedes, ámame como cera el primer día."
"That layer must be revealed to only the sacred ones. You know what I mean? Like we, that’s worse people are going to love you for the wax man. But that’s live here in a little bit of Prada and four seasons massages go on.","Esa capa debe ser revelada sólo a los sagrados. ¿Usted sabe lo que quiero decir? Al igual que nosotros, eso es peor: la gente te amará por ser el hombre de cera. Pero eso se vive aquí en un poquito de Prada y los masajes de las cuatro estaciones continúan."
"So yeah, four seasons, I will go there in the afternoon, it was a beautiful thing so I’ll go get the massage and I it was my first I mean my first time I just was blown away and the girl who did she’s like she’s the one who teaches everyone else I just got lucky that I got like the main person. And I was it was just like amazing. So then I go into the the sauna and steam room all that for me, you know, black dude from Atlanta like this just wasn’t a thing I was exposed to so yeah, I feel it feels like obvious in some on some level but also it’s like no, I just never done this before. So that was like you know 2020, and then now I’m like now I’m just I’m hitting up different spots I’m up at Raven spa, Raven spa got oh, they got you know they got you feel like you outside but you inside as well. And in terms of like products I haven’t that’s where I’m moved, that’s why I was asking you on another podcast collab about face, like face moisturizer, skincare and stuff but I think anything in that world I’m fascinated by and I’m trying to get better at it, as I started doing. I want to start to get more into pedicures manicures anything like self care related. I’m into that stuff, yeah, that’s why.","Así que sí, cuatro temporadas, iré allí por la tarde, fue algo hermoso, así que iré a recibir el masaje y fue mi primera vez, quiero decir, mi primera vez, quedé impresionada y la chica que lo hizo dijo ella es la que enseña a todos los demás. Tuve suerte de ser la persona principal. Y fue simplemente increíble. Entonces entré a la sauna y al baño de vapor, todo eso para mí, ya sabes, un tipo negro de Atlanta así no fue algo a lo que estuve expuesto, así que sí, siento que se siente obvio en algunos en algún nivel, pero También es como si no, simplemente nunca había hecho esto antes. Así que eso fue como si conocieras 2020, y luego ahora soy como ahora, solo estoy visitando diferentes lugares. Estoy en Raven spa, Raven spa tiene oh, te hicieron saber, te hicieron sentir como tú. afuera pero tú también adentro. Y en términos de productos similares que no tengo, ahí es donde me conmueven, por eso te estaba preguntando en otra colaboración de podcast sobre el rostro, como humectantes faciales, cuidado de la piel y esas cosas, pero creo que cualquier cosa en ese mundo me fascina y Estoy tratando de mejorar en eso, como comencé a hacerlo. Quiero empezar a dedicarme más a la pedicura, la manicura y todo lo relacionado con el cuidado personal. Me gustan esas cosas, sí, por eso."
"I ap[plaud you. I mean to kind of tag on that. You’re also adding to cart quality tequila. With that, well tequila at the bar.","Te aplaudo. Me refiero a etiquetar eso. También estás agregando al carrito tequila de calidad. Con eso, bueno tequila en el bar."
"Yeah, take us on this journey. Where did you start and where are we today on this tequila?","Sí, llévanos en este viaje. ¿Por dónde empezaste y dónde estamos hoy con este tequila?"
