Original,gpt4,eng_sadness,eng_joy,eng_love,eng_anger,eng_fear,eng_surprise,spa_sadness,spa_joy,spa_love,spa_anger,spa_fear,spa_surprise
"11. And I go, ""no, just relax, trust me, there's an opening"". And I have to relax and coax my urine out.","11. Y digo, ""no, solo relájate, confía en mí, hay una apertura"". Y tengo que relajarme y convencer a mi orina de que salga.",0.0011165387695655227,0.9955949187278748,0.0007013325812295079,0.0015447326004505157,0.0008474293863400817,0.00019513053121045232,0.014720479026436806,0.8783681988716125,0.009483875706791878,0.08152281492948532,0.013743375428020954,0.0021611666306853294
12. That's a lot going on. I have a question to ask you about that.,12. Es mucho lo que está pasando. Tengo una pregunta para hacerte sobre eso.,0.013449196703732014,0.16860805451869965,0.003633967600762844,0.7761560082435608,0.036505166441202164,0.0016475736629217863,0.04113325476646423,0.6705539226531982,0.013265560381114483,0.23776592314243317,0.03391723707318306,0.003364062635228038
"13. Okay, go on.","13. Vale, continúa.",0.0033043210860341787,0.9892914891242981,0.0008105766028165817,0.0037293315399438143,0.002395463641732931,0.00046872792881913483,0.02103186957538128,0.7966887950897217,0.003083937568590045,0.12673963606357574,0.04977411776781082,0.0026815328747034073
"14. When you because I've never been able to do that. Like, I feel like it still gets everywhere. Did you manage a clean pee?","14. Cuando tú porque nunca he podido hacer eso. Como, siento que aún así se va por todas partes. ¿Conseguiste orinar limpiamente?",0.000581846572458744,0.9984138011932373,0.00042078725527971983,0.0002671373949851841,0.00015911877562757581,0.00015736505156382918,0.02849000319838524,0.22273483872413635,0.011527246795594692,0.6371945738792419,0.0951816663146019,0.004871672950685024
"15. Shockingly, I did because usually, my pee doesn't come from one specific place, but I know it comes out from at least three to four different places.","15. Sorprendentemente, sí porque generalmente, mi orina no viene de un lugar específico, pero sé que sale de al menos tres o cuatro lugares diferentes.",0.021696653217077255,0.4286077618598938,0.002720700344070792,0.3823978900909424,0.15865515172481537,0.005921818781644106,0.024281011894345284,0.6456534266471863,0.009793048724532127,0.28913792967796326,0.02734530158340931,0.0037892458494752645
16. Because my fear with that is like it goes up and then you're just sitting with a wet crotch for the rest of the night.,16. Porque mi miedo con eso es que sube y luego estás sentada con la entrepierna mojada el resto de la noche.,0.9283279180526733,0.0015318499645218253,0.01609223149716854,0.021484389901161194,0.029720187187194824,0.0028434081468731165,0.04607292264699936,0.4571648836135864,0.01712966151535511,0.41683995723724365,0.05998179689049721,0.002810829086229205
"17. Yeah, like sometimes I pee in one solid stream. And sometimes it's like a sprinkler.","17. Sí, como a veces orino en un chorro sólido. Y a veces es como un aspersor.",0.0083090178668499,0.924980640411377,0.0018712126184254885,0.04861801862716675,0.014622317627072334,0.001598702627234161,0.010959501378238201,0.9046235084533691,0.003840200835838914,0.06361924856901169,0.014748059213161469,0.0022094740997999907
"18. It's literally like, am I watering grass in a nearby area? Totally. Like, yeah.","18. Es literalmente como, ¿estoy regando el césped de una zona cercana? Totalmente. Como, sí.",0.0038324249908328056,0.9622884392738342,0.0034027069341391325,0.02602457068860531,0.0033894749358296394,0.0010623505804687738,0.018052851781249046,0.7575517296791077,0.003863538848236203,0.18041856586933136,0.03612591326236725,0.0039873975329101086
"19. I mean, does that mean there's a blockage somewhere, like if your faucet goes in different directions?","19. Quiero decir, ¿eso significa que hay un bloqueo en algún lugar, como si tu grifo va en diferentes direcciones?",0.0271303653717041,0.09081578999757767,0.002080946695059538,0.6813600063323975,0.19513705372810364,0.0034758634865283966,0.02543731778860092,0.24718551337718964,0.007813326083123684,0.653798520565033,0.06205487623810768,0.0037104093935340643
"20. Well, I'm sure there's a clinical reason, but it's probably because your labia are stuck together, and it's just deflecting the stream.","20. Bueno, estoy segura de que hay una razón clínica, pero probablemente es porque tus labios están pegados y simplemente desvía el chorro.",0.03949949890375137,0.09304073452949524,0.0018831513589248061,0.4450213611125946,0.4172109365463257,0.003344339784234762,0.006160621996968985,0.9391427636146545,0.0015816250815987587,0.026537083089351654,0.024579061195254326,0.0019989304710179567
"21. Oh my god, wait. So if I pull apart my vulva, my labia majora, that's the sound it makes. It should be a single stream.","21. Dios mío, espera. Entonces, si separo mi vulva, mis labios mayores, ese es el sonido que hace. Debería ser un chorro único.",0.02490377426147461,0.7658637762069702,0.005286218598484993,0.1476617455482483,0.05342963710427284,0.002854757010936737,0.0276841688901186,0.5992834568023682,0.010398507118225098,0.32862135767936707,0.03078620322048664,0.0032262124586850405
"22. But you know, if your lips are kind of sealed, I can picture the pee going straight to the back before spreading out.","22. Pero ya sabes, si tus labios están un poco sellados, puedo imaginar que la orina va directamente hacia atrás antes de expandirse.",0.0053064702078700066,0.9688629508018494,0.002570925746113062,0.016347987577319145,0.006338182836771011,0.000573531782720238,0.0213385708630085,0.6051091551780701,0.008855159394443035,0.32817044854164124,0.0330313965678215,0.0034952759742736816
23. She's dying. We have fun here at the Sarah Silverman podcast.,23. Se muere de risa. Nos divertimos aquí en el podcast de Sarah Silverman.,0.9767951965332031,0.013301718048751354,0.0010550563456490636,0.006825645454227924,0.0015365906292572618,0.0004857280873693526,0.024983646348118782,0.7398914694786072,0.005158594343811274,0.1739482432603836,0.05074972286820412,0.005268426146358252
"24. The moral is, it's so much easier to pee when you're a man. Period.",24. La moraleja es que es mucho más fácil orinar cuando eres hombre. Punto.,0.02801682986319065,0.6223618984222412,0.003784740809351206,0.3316737711429596,0.013162042014300823,0.001000697840936482,0.02277095429599285,0.7826162576675415,0.0064107202924788,0.15292124450206757,0.03269927203655243,0.0025815253611654043
"1. And you know, I remember years ago, I bought something online that allowed women to stand up and pee. It was like a cup that you put over your vulva, and then it comes out like a makeshift penis. You can stand and pee, and I used it. I remember I was at Jessica's friend's house, watching the season premiere of ""The Man Show"" or whatever. I don't know why I remember that. And I thought, oh, I'm going to use my standing pee device. And I did, and it worked. But it made me feel so weird. Like I was just by myself, you know, maybe I just looked a little.","1. Y sabes, recuerdo que hace años, compré algo en línea que permitía a las mujeres orinar de pie. Era como una copa que colocas sobre tu vulva, y entonces sale como un pene improvisado. Puedes ponerte de pie y orinar, y lo utilicé. Recuerdo que estaba en casa de un amigo de Jessica, viendo el estreno de temporada de ""The Man Show"" o algo así. No sé por qué lo recuerdo. Y pensé, voy a usar mi dispositivo para orinar de pie. Y lo hice, y funcionó. Pero me hizo sentir muy rara. Como que estaba sola, sabes, quizás sólo parecía un poco.",0.002711148699745536,0.0014537581009790301,0.001205913256853819,0.0010146796703338623,0.6575140357017517,0.3361004590988159,0.021421166136860847,0.6407150030136108,0.01197892427444458,0.287918359041214,0.03465588763356209,0.003310687141492963
2. Is it like a funnel?,2. ¿Es como un embudo?,0.01862587407231331,0.04287981241941452,0.0029837072361260653,0.680402398109436,0.2508039176464081,0.004304240923374891,0.01840408518910408,0.14401312172412872,0.005779529921710491,0.7301385402679443,0.09767738729715347,0.0039872839115560055
"3. It's basically like a funnel, it's a funnel. And you'd think, oh great. I'm going to have it in cars, going to have it for, you know, whatever, it's like if you go to a concert or something because guys don't realize that when you have to sit, and you're like, it's fun to go to a dingy dive bar until you're a woman and you have to pee. It's like a whole process.","3. Es básicamente como un embudo, es un embudo. Y pensarías, oh genial. Lo voy a tener en los coches, voy a tenerlo para, sabes, lo que sea, es como si fueras a un concierto o algo porque los chicos no se dan cuenta de que cuando tienes que sentarte, y estás como, es divertido ir a un bar de mala muerte hasta que eres mujer y tienes que orinar. Es todo un proceso.",0.002594470279291272,0.9877700805664062,0.0005141227156855166,0.006174872629344463,0.001915021101012826,0.0010315538384020329,0.023162344470620155,0.5771664977073669,0.01403899397701025,0.353436142206192,0.02943999506533146,0.0027561380993574858
4. I'm a two-seat cover kind of girl over here.,4. Soy una chica que usa doble cobertura para asientos por aquí.,0.012044388800859451,0.062450751662254333,0.003278168849647045,0.8774513006210327,0.04356110095977783,0.0012143152998760343,0.013972221873700619,0.8808167576789856,0.007669508457183838,0.07749023288488388,0.01749594882130623,0.00255531701259315
"5. Needless to say, I think even the audience knows this.","5. No hace falta decir, creo que incluso el público lo sabe.",0.007161020301282406,0.8554279804229736,0.002745687263086438,0.10700298845767975,0.024053238332271576,0.003609182545915246,0.016599539667367935,0.42836418747901917,0.006456073373556137,0.5203059911727905,0.025433611124753952,0.0028406574856489897
"6. Which is why, Chicago O'Hare Airport is the best place, so good to be.","6. Por lo cual, el aeropuerto O'Hare de Chicago es el mejor lugar, tan bueno para estar.",0.0006434245151467621,0.9977737069129944,0.0006315072532743216,0.0005447599687613547,0.0002014193742070347,0.0002052721829386428,0.014547268860042095,0.8206918239593506,0.007462990004569292,0.12129142880439758,0.03369273245334625,0.0023137396201491356
"7. That's the one where you press the button, and its a brand new, like, covered in a bag.","7. Ese es donde presionas el botón y es nuevo, como, cubierto en una bolsa.",0.001657425775192678,0.9950256943702698,0.0004562426474876702,0.001555257011204958,0.000791803642641753,0.0005135682295076549,0.024700665846467018,0.7786325812339783,0.004834708757698536,0.12356097251176834,0.06349571794271469,0.004775284789502621
8. Yes.,8. Sí.,0.017411760985851288,0.8504526615142822,0.009743761271238327,0.08825349807739258,0.0315866619348526,0.0025516762398183346,0.03805956989526749,0.20498012006282806,0.003747217357158661,0.4619016945362091,0.2820122539997101,0.00929917860776186
9. Why don't they do that everywhere? Why is it every airport this way?,9. ¿Por qué no hacen eso en todas partes? ¿Por qué es cada aeropuerto de esta manera?,0.027966072782874107,0.03888697922229767,0.0019289941992610693,0.8515391945838928,0.0775027871131897,0.002175921807065606,0.014019373804330826,0.15279521048069,0.00788899790495634,0.7372524738311768,0.08429531008005142,0.0037486909423023462
10. But then I also know they say like seat seats are like the cleanest?,10. Pero entonces también sé que dicen que los asientos de los asientos son como los más limpios?,0.0009954094421118498,0.9965797066688538,0.0010955806355923414,0.000855325604788959,0.00022788230853620917,0.0002460719260852784,0.02420126274228096,0.21459197998046875,0.004482336807996035,0.6675106883049011,0.08499247580766678,0.004221308045089245
"1. Yes, the seats I sit down on are immaculate, just like the one here.","1. Sí, los asientos en los que me siento están inmaculados, justo como este aquí.",0.0002954385126940906,0.9966283440589905,0.0023481519892811775,0.0002698976604733616,0.00013121262600179762,0.0003269632288720459,0.01038950402289629,0.8737824559211731,0.007889491505920887,0.09263201802968979,0.013039100915193558,0.0022673518396914005
"2. Yeah, that's never going to be me.","2. Sí, eso nunca va a ser para mí.",0.15397793054580688,0.783937931060791,0.007676827721297741,0.049508944153785706,0.004011695273220539,0.000886458670720458,0.05242942273616791,0.6951189637184143,0.01280262228101492,0.18748623132705688,0.04849516600370407,0.0036676262971013784
"3. Yeah, I know. But buttocks aren't dirty.","3. Sí, lo sé. Pero las nalgas no están sucias.",0.9960162043571472,0.0005568555206991732,0.0002905733708757907,0.002355510601773858,0.0005553716327995062,0.00022563610400538892,0.04033007100224495,0.7253127098083496,0.014371354132890701,0.17884564399719238,0.03764855116605759,0.0034916370641440153
"4. I know, but that's personal hygiene. I mean, we could probably argue that buttocks can be incredibly dirty, depending on someone's wiping technique.","4. Lo sé, pero eso es higiene personal. Quiero decir, probablemente podríamos argumentar que las nalgas pueden estar increíblemente sucias, dependiendo de la técnica de limpieza de alguien.",0.9979047775268555,0.00033824192360043526,0.00019866343063768,0.0007884805672802031,0.0005669193342328072,0.00020292338740546256,0.009395883418619633,0.8743072152137756,0.002260629553347826,0.04776451736688614,0.06383153796195984,0.002440081909298897
"5. Oh, God, yeah, if you soil your ass cheeks, you've got bigger problems. I'm guessing there's no way that smearing feces on your ass cheeks when you wipe is your only problem in life. Anyway, lets take some calls.","5. Oh, Dios, sí, si ensucias tus mejillas traseras, tienes problemas más grandes. Supongo que no hay manera de que el único problema en la vida sea mancharse con heces en las mejillas traseras al limpiarse. De todos modos, vamos a tomar algunas llamadas.",0.0373518280684948,0.5357663035392761,0.0035670537035912275,0.39545518159866333,0.026070494204759598,0.0017891359748318791,0.06531427800655365,0.5029263496398926,0.015405007638037205,0.30041542649269104,0.11159501224756241,0.004343946930021048
"6. Hi, Sarah, this is Kelly, and I wanted to ask you about long-term goals. I am a 44-year-old small business owner, and I want to know how you handle long-term goals. Because for me, they feel kind of moot since we're not in control of everything, so I look to the future. Like, by 64, I want to sell my business or retirethat's 20 years away. But then I think about all the things that can happen in 20 years, especially with how unstable everything is right now. So I struggle with setting these long-term goals. And I even struggle with the short-term goals to reach that long-term goal, if that makes any sense. I just wanted to get your opinion on that. And to see how you, as a business owner and media personality, handle this because you always have great advice. Thank you for your entertaining comedy and advice. It's something I look forward to every Thursday morning when I walk my dog, Biscuit. So, thank you, and I hope to hear from you soon.","6. Hola, Sarah, soy Kelly y quería preguntarte sobre metas a largo plazo. Soy propietaria de una pequeña empresa, tengo 44 años y quiero saber cómo manejas las metas a largo plazo. Porque para mí, parecen un poco inútiles ya que no controlamos todo, así que miro hacia el futuro. Como que a los 64, quiero vender mi negocio o jubilarme, eso es en 20 años. Pero luego pienso en todas las cosas que pueden suceder en 20 años, especialmente con lo inestable que está todo ahora. Así que lucho con establecer estas metas a largo plazo. E incluso me esfuerzo con las metas a corto plazo para alcanzar esa meta a largo plazo, si eso tiene sentido. Solo quería obtener tu opinión al respecto. Y ver cómo tú, como propietaria de un negocio y personalidad de los medios, manejas esto porque siempre tienes buenos consejos. Gracias por tu comedia entretenida y tus consejos. Es algo que espero con ansias cada jueves por la mañana cuando paseo a mi perro, Biscuit. Así que, gracias y espero oír de ti pronto.",0.18045298755168915,0.6616922616958618,0.0025372186210006475,0.10859465599060059,0.045159291476011276,0.0015635198215022683,0.028443343937397003,0.6623661518096924,0.01703975722193718,0.26282820105552673,0.02592054195702076,0.0034019455779343843
"7. Hi Biscuit, are you going to walk? Hey, Biscuit. I just wanted to play that for Biscuit. I wouldn't say I'm without goals. But I always struggle with this because they never really think about what I want to do in the next five years or so. I've come to fully understand and accept that I've never been able to predict the future, and I never will be able to. So that helps me with my anxietyjust not trying to predict the future or worry too much about how it will unfold since we never know. We've never been able to know; you've never been able to predict anything in your life, and neither have I. But in terms of long-term goals, things that I've advised friends who have asked, I would say, make a plan like you have 20 more years in your business and then retire; you're making a long-term goal. Then you follow that plan until it no longer serves you. Its either going to see you through to fruition, and everything will go as planned, or more likely, other things will happenlife will happenthat will take you in a different direction, and you'll make a new plan. Goals are great, but of course, its the journey to those goalsthat's the substance of life, and you have to hopefully enjoy that. Because whether the goal is achieved or not, the journey should be your joy. Obviously, your joy isn't just about working or not; it's about being responsible for your own happiness, which includes taking care of yourself financially. So, it's a mix of all those things. You have a long-term goal and a plan to get there, and you follow that plan until it doesn't serve you anymore, and then you make a new one. I don't know what else to say. What other advice I can give, but it sounds like youre doing great. Not fulfilling a goal isnt necessarily a failure, and failure isnt necessarily bad. So, control what you can and be on the edge of your seat for the rest. Good luck, what else?","7. Hola Biscuit, ¿vas a pasear? Hola, Biscuit. Solo quería poner eso para Biscuit. No diría que no tengo metas. Pero siempre lucho con esto porque nunca realmente pienso en lo que quiero hacer en los próximos cinco años o así. He llegado a entender y aceptar completamente que nunca he podido predecir el futuro, y nunca podré hacerlo. Eso me ayuda con mi ansiedad, simplemente no intentando predecir el futuro o preocuparme demasiado por cómo se desarrollará ya que nunca sabemos. Nunca hemos podido saberlo; nunca has podido predecir nada en tu vida, y yo tampoco. Pero en términos de metas a largo plazo, cosas que he aconsejado a amigos que han preguntado, diría, haz un plan como que tienes 20 años más en tu negocio y luego te jubilas; estás estableciendo una meta a largo plazo. Luego sigues ese plan hasta que ya no te sirva. O bien te llevará a la realización y todo saldrá como planeaste, o más probablemente, sucederán otras cosas, la vida sucederá, que te llevarán en una dirección diferente y harás un nuevo plan. Las metas son geniales, pero por supuesto, es el viaje hacia esas metas, eso es la sustancia de la vida, y esperas poder disfrutar de eso. Porque si se logra la meta o no, el viaje debe ser tu alegría. Obviamente, tu alegría no se trata solo de trabajar o no; se trata de ser responsable de tu propia felicidad, lo que incluye cuidarte financieramente. Así que es una mezcla de todas esas cosas. Tienes una meta a largo plazo y un plan para llegar allí, y sigues ese plan hasta que ya no te sirva más, y luego haces uno nuevo. No sé qué más decir. Qué otro consejo puedo dar, pero parece que lo estás haciendo genial. No cumplir una meta no es necesariamente un fracaso, y fracasar no es necesariamente malo. Entonces, controla lo que puedas y mantente al borde de tu asiento para el resto. Buena suerte, ¿qué más?",0.001220415229909122,0.9964854717254639,0.0004552275058813393,0.0010741560254245996,0.0004935903707519174,0.000271184544544667,0.042796384543180466,0.6107299327850342,0.01601903699338436,0.2751789689064026,0.05009616166353226,0.005179393105208874
"8. Sarah, what would be your favorite deep cut of yours? Like when a fan recognizes you on the street and they say, oh my God, I loved you in what's the thing someone could say they saw and loved you in, or heard you in, or knew that you were involved with that would make you most excited about that interaction?","8. Sarah, ¿cuál sería tu trabajo menos conocido favorito? Como cuando un fan te reconoce en la calle y dice, ""Dios mío, me encantaste en cuál es esa cosa que alguien podría decir que vio y le encantó de ti, o te oyó en, o supo que estabas involucrada y que te emocionaría más de esa interacción?""",0.0017479974776506424,0.07639602571725845,0.9200027585029602,0.0006088027148507535,0.00044379662722349167,0.0008006545249372721,0.02564075030386448,0.5250295996665955,0.019909117370843887,0.374664843082428,0.051598913967609406,0.0031566775869578123
"9. Well, it's, you know, funny, I like that I've done various jobs. The way people recognize me varies; some know me from Star Trek Voyager, others from Howard Stern, and some from Monk. Then there's the time I was at Canter's, and a waitress, well into her seventies, asked me if I was who she thought I was. She wondered if I was the one from the movie 'Marry Me.' I've also been recognized just for my stand-up comedy, where people think I'm really dirty or edgy. And then there's 'The Way of the Gun,' a movie where I appeared just in the first scene before the credits. My character was described as a raving bitch, but it was directed by Christopher McQuarrie. It was his first movie, and during the shooting, I was actually punched in the face three times; once by accident by Ryan Phillippe, even though we practiced the scene. It was an accident, and he felt awful, but it was cool. They may have used the take with the actual hit because you can hear the impact. But that's definitely a deep cut for sure.","9. Bueno, es, sabes, gracioso, me gusta haber hecho trabajos diversos. La manera en que la gente me reconoce varía; algunos me conocen de Star Trek Voyager, otros de Howard Stern, y algunos de Monk. Luego está esa vez que estuve en Canter's, y una mesera, ya mayor, me preguntó si yo era quien ella creía que era. Se preguntaba si yo era la del filme 'Marry Me.' También me han reconocido solo por mi comedia en vivo, donde la gente piensa que soy realmente osada o atrevida. Y luego está 'The Way of the Gun,' una película donde aparecí solo en la primera escena antes de los créditos. Mi personaje fue descrito como una loca furiosa, pero fue dirigida por Christopher McQuarrie. Fue su primera película, y durante el rodaje, Ryan Phillippe me golpeó accidentalmente en la cara tres veces; una vez por accidente aunque practicamos la escena. Fue un accidente y él se sintió fatal, pero estuvo bien. Puede que hayan usado la toma con el golpe real porque se puede oír el impacto. Pero eso es definitivamente un trabajo profundo por seguro.",0.04068136587738991,0.39254969358444214,0.003860082244500518,0.5021718144416809,0.03884492069482803,0.021892165765166283,0.07107958942651749,0.5186955332756042,0.011344926431775093,0.2526005208492279,0.13978610932826996,0.0064933812245726585
"10. Hi, Sarah, my name is Emily. I am nine years old, and I really want to be an actor. My mom is unsure about it because she thinks child actors are spoiled brats. My question is, do you ever work with kids? And it's my mom, right?","10. Hola, Sarah, mi nombre es Emily. Tengo nueve años y realmente quiero ser actriz. Mi mamá no está segura de ello porque piensa que los niños actores son niños mimados. Mi pregunta es, ¿alguna vez trabajas con niños? Y tiene razón mi mamá, ¿verdad?",0.9247812032699585,0.0010322903981432319,0.0007436783635057509,0.0524786040186882,0.02036993019282818,0.0005941690178588033,0.045302655547857285,0.3682399094104767,0.011202327907085419,0.4726513624191284,0.09870290756225586,0.0039008876774460077
"11. Oh, this is difficult. I don't know how to answer this, Emily, because I was like you at your age. I just wanted to be an actor, I wanted to do musicals, I wanted to do it all. And I was so mad at my mom. She only let me be in school plays, but you know what? I was in school plays, and it worked out great. I kept a meticulous diary. But like when I was 12 or 13, its not like it was the deepest stuff, but it was important to me. And there was a time, my mom wouldn't let me sign up for this child modeling or whatever agencyyou just pay a fee, and they're supposed to get your kids into modeling or whatever. And my mom thought it was nonsense and said no. I wrote in my diary because I knew someone would read it someday, and I wanted them to know how I felt. But I did school plays, and they were amazing. And there are so many things you can do at 9 or 10 or 11. You can do local plays, community theater, school plays. And I think your mom is probably right because childhood takes forever, it feels like. But there's a lot you can do nowread monologues in your room, make up stuff with your friends. And remember, you don't have to be earning a living at nine. And my opinion on child actors is not that they're spoiled brats. Theyre working long hours, it's not all fun and games, and not all kids are cut out for that. Some thrive and then hit a hard wall. As for your question, I do work with kids. I've worked with kids on a musical based on a 10-year-old version of me. The rejection these kids face can be tough, it affects them in different ways. Some kids thrive, like Jodie Foster or Ron Howard or Selena Gomez. But not all make it through well. To have a real childhood to base your acting career on is important, to have lived experiences that aren't just on a film set. It will be worth it, I promise. But I couldn't wait to be an adult and be an actor. Even then, you don't necessarily get to be an actor. I was lucky, I was a stand-up, and that worked for me. But there are New York kids, Broadway veterans, like Zoe Glick, who played me Off-Broadway. She was brilliant, like a tiny Meryl Streep. She wasn't naturally like a little me; she built the character from the inside out. She carried the show, and then she aged out. Now she'll get new roles, but that's the industry. You've already started, your mom is doing the right thing, and you'll understand it one day.","11. Oh, esto es difícil. No sé cómo responder a esto, Emily, porque yo era como tú a tu edad. Solo quería ser actriz, quería hacer musicales, quería hacerlo todo. Y estaba tan enfadada con mi madre. Solo me dejaba participar en obras escolares, pero ¿sabes qué? Participé en obras escolares, y resultó genial. Mantenía un diario meticuloso. Pero como a los 12 o 13 años, no es que fuera lo más profundo, pero era importante para mí. Hubo un tiempo, mi madre no me dejaba inscribirme en esa agencia de modelaje infantil o lo que fuera: pagabas una tarifa y se suponía que ayudarían a tus hijos a entrar en el modelaje o lo que sea. Y mi madre pensaba que era una tontería y dijo que no. Escribí en mi diario porque sabía que alguien lo leería algún día, y quería que supieran cómo me sentía. Pero hice obras escolares, y fueron increíbles. Y hay tantas cosas que puedes hacer a los 9 o 10 u 11 años. Puedes hacer obras locales, teatro comunitario, obras escolares. Y creo que tu madre probablemente tiene razón porque la infancia se siente eterna. Pero hay mucho que puedes hacer ahora: leer monólogos en tu habitación, inventar cosas con tus amigos. Y recuerda, no tienes que ganarte la vida a los nueve. Y mi opinión sobre los niños actores no es que sean niños mimados. Trabajan largas horas, no todo es diversión y juegos, y no todos los niños están hechos para eso. Algunos prosperan y luego se topan con un muro. En cuanto a tu pregunta, sí trabajo con niños. He trabajado con niños en un musical basado en una versión de mí a los 10 años. El rechazo al que se enfrentan estos niños puede ser duro, los afecta de diferentes maneras. Algunos niños prosperan, como Jodie Foster o Ron Howard o Selena Gomez. Pero no todos lo llevan bien. Tener una infancia real en la que basar tu carrera actoral es importante, tener experiencias de vida que no sean solo en un set de filmación. Valdrá la pena, lo prometo. Pero yo no podía esperar a ser adulta y ser actriz. Incluso entonces, no necesariamente llegas a ser actriz. Tuve suerte, era comediante y eso funcionó para mí. Pero hay niños de Nueva York, veteranos de Broadway, como Zoe Glick, que me interpretó en Off-Broadway. Fue brillante, como una pequeña Meryl Streep. No era naturalmente como una pequeña yo; construyó el personaje desde dentro hacia afuera. Llevó el espectáculo y luego creció demasiado para el papel. Ahora conseguirá nuevos roles, pero así es la industria. Ya has comenzado, tu madre está haciendo lo correcto, y lo entenderás algún día.",0.026573749259114265,0.0874120444059372,0.003939730580896139,0.8368303179740906,0.009178344160318375,0.03606583923101425,0.0312817208468914,0.7332452535629272,0.01107086893171072,0.1729089617729187,0.04723196104168892,0.004261191003024578
