Idiom,Meaning,eng_sadness,eng_joy,eng_love,eng_anger,eng_fear,eng_surprise,spa_sadness,spa_joy,spa_love,spa_anger,spa_fear,spa_surprise
dar gato por liebre,to take for a ride,0.02774667926132679,0.6743931770324707,0.011613444425165653,0.23098666965961456,0.04961254820227623,0.005647491663694382,0.03649424389004707,0.5717906355857849,0.014849752187728882,0.3155146539211273,0.05593885853886604,0.0054118698462843895
estar en la edad del pavo,to be at that difficult/awkward age,0.9460784792900085,0.004628533031791449,0.0007218907703645527,0.019821763038635254,0.02811642922461033,0.00063297402812168,0.02676674909889698,0.6241191029548645,0.0096816997975111,0.27061280608177185,0.06396890431642532,0.004850688390433788
La curiosidad mató al gato.,Don’t try to find out about something that doesn’t concern you.,0.02876426838338375,0.3867746889591217,0.005194868892431259,0.5002157092094421,0.07778391242027283,0.001266563544049859,0.027507081627845764,0.6561713218688965,0.006390560418367386,0.2515977621078491,0.05353470519185066,0.004798592068254948
¿Se te ha comido la lengua elgato?,Cat got your tongue?,0.002051696414127946,0.008086396381258965,0.0007814907003194094,0.9741432070732117,0.013838434591889381,0.0010989503934979439,0.026301465928554535,0.1728321611881256,0.007750883232802153,0.7220705151557922,0.06543518602848053,0.005609734915196896
costar un ojo de la cara,to cost an arm and a leg,0.016113409772515297,0.007107865065336227,0.0012909678043797612,0.9719706177711487,0.0026811985298991203,0.0008359774365089834,0.008622345514595509,0.7578430771827698,0.04431549087166786,0.1543693095445633,0.03085957281291485,0.0039902133867144585
estar hasta las narices,to be fed up,0.04995794966816902,0.05242558568716049,0.0022325494792312384,0.8896732330322266,0.004376801196485758,0.0013338588178157806,0.026526378467679024,0.6226832866668701,0.02297012135386467,0.278182715177536,0.04352288320660591,0.006114523857831955
hablar hasta por los codos,to talk up a storm,0.0032639799173921347,0.0028582694940268993,0.0005730551201850176,0.9765372276306152,0.016273483633995056,0.0004939369391649961,0.026923231780529022,0.5629815459251404,0.011626212857663631,0.36515384912490845,0.028579970821738243,0.004735210444778204
no pegar ojo,to not sleep a wink,0.009583971463143826,0.46953123807907104,0.028343206271529198,0.4773031771183014,0.009698668494820595,0.0055397870019078255,0.029726311564445496,0.08743476867675781,0.005397472530603409,0.8478094339370728,0.026971828192472458,0.0026602100115269423
no tener ni pies ni cabeza,to make no sense,0.09815073758363724,0.21662306785583496,0.0029528227169066668,0.6337461471557617,0.044256485998630524,0.004270762670785189,0.02367103472352028,0.10090471804141998,0.00678058248013258,0.8544690608978271,0.011902540922164917,0.0022720859851688147
no tener pelos en la lengua,to be outspoken,0.0007356434944085777,0.0007005638908594847,0.00030968879582360387,0.9966944456100464,0.001309977495111525,0.000249692500801757,0.04130914807319641,0.21566827595233917,0.009784918278455734,0.6967291235923767,0.032067958265542984,0.004440634977072477
quemarse las pestañas,to burn the midnight oil,0.008608970791101456,0.023411525413393974,0.003086874494329095,0.8165270090103149,0.14627985656261444,0.0020858412608504295,0.02454375848174095,0.13629674911499023,0.011696632951498032,0.6853139996528625,0.13590778410434723,0.00624106265604496
ser uña y carne,to be joined at the hip,0.004705493804067373,0.04816557839512825,0.004927892703562975,0.9251266121864319,0.014657605439424515,0.002416768576949835,0.03153715655207634,0.16481849551200867,0.008520686998963356,0.7303577065467834,0.06001447141170502,0.004751512315124273
tomar el pelo,to pull someone’s leg,0.018557211384177208,0.01459440030157566,0.004166643600910902,0.6031946539878845,0.3553187847137451,0.00416832510381937,0.036945145577192307,0.289920836687088,0.008511856198310852,0.5100554823875427,0.14480645954608917,0.00976018700748682
no ahogarse en un vaso de agua,to not sweat the small stuff,0.02371831238269806,0.04044218733906746,0.0038283830508589745,0.9222704768180847,0.008716896176338196,0.001023742719553411,0.037582267075777054,0.3854820728302002,0.01519042532891035,0.5136460661888123,0.04363971948623657,0.0044594500213861465
"Al mal tiempo, buena cara.","When life gives you lemons, make lemonade.",0.0032430817373096943,0.9632133841514587,0.014102676883339882,0.017259296029806137,0.0015303974505513906,0.0006512000109069049,0.015242771245539188,0.8716443181037903,0.010074875317513943,0.08207111060619354,0.018190937116742134,0.0027759596705436707
buscarle tres pies al gato,to make something more complicated than necessary,0.022722279652953148,0.08768502622842789,0.001963835908100009,0.7866626381874084,0.09603831171989441,0.004927909467369318,0.024126674979925156,0.4905896484851837,0.007968931458890438,0.3789382576942444,0.09057607501745224,0.007800342980772257
Camarón que se duerme se lo lleva la corriente.,Pay attention or the opportunities will pass you by.,0.022920792922377586,0.5834221243858337,0.00257290480658412,0.3735620677471161,0.014971566386520863,0.002550572855398059,0.018994251266121864,0.46492472290992737,0.012133099138736725,0.43979331851005554,0.06016834080219269,0.003986302763223648
consultar con la almohada,to sleep on it,0.0706290751695633,0.2941945791244507,0.02912372350692749,0.5534157156944275,0.04904572293162346,0.0035912124440073967,0.03513403609395027,0.4465624690055847,0.009874765761196613,0.44555699825286865,0.056318674236536026,0.006553078070282936
"En casa del herrero, cuchillo de palo.","When you’re an expert in something, you don’t apply it to your own life.",0.0029627096373587847,0.9821698069572449,0.0008265198557637632,0.009303683415055275,0.003656101878732443,0.0010813019471243024,0.0309922955930233,0.582269012928009,0.012465432286262512,0.2565159797668457,0.11041026562452316,0.00734705850481987
"Cuando se cierra una puerta, se abre una ventana.","Where one door closes, another one opens.",0.027410773560404778,0.030252080410718918,0.002203428652137518,0.7486112117767334,0.18864813446998596,0.0028743608854711056,0.03715749457478523,0.5402535796165466,0.017240719869732857,0.32121166586875916,0.07917340844869614,0.0049630217254161835
Las palabras se las lleva el viento.,Actions speak louder than words.,0.012713956646621227,0.04314058646559715,0.0011587258195504546,0.9256709814071655,0.016443734988570213,0.0008721291087567806,0.027855128049850464,0.6655272841453552,0.01081081759184599,0.230955109000206,0.05905929580330849,0.005792419891804457
Más vale pájaro en mano que ciento volando.,Focus on what you have instead of what you don’t have.,0.09772919118404388,0.7500377297401428,0.0037144115194678307,0.13226893544197083,0.014361080713570118,0.0018885304452851415,0.03705732151865959,0.5255097150802612,0.019433684647083282,0.36381083726882935,0.04965340346097946,0.004534953273832798
meterse en camisa de once varas,to be out of your depth,0.029979117214679718,0.6145570874214172,0.006853457540273666,0.3093562722206116,0.03588521480560303,0.0033687411341816187,0.042929757386446,0.4470575153827667,0.010837511159479618,0.31074753403663635,0.17888693511486053,0.009540722705423832
Un clavo saca a otro clavo.,A new person will make you forget the old one.,0.9940024018287659,0.00264492304995656,0.0004056850157212466,0.0022841470781713724,0.0003547526430338621,0.0003080698661506176,0.019346879795193672,0.5926464796066284,0.012184533290565014,0.3440304100513458,0.027672065421938896,0.0041196332313120365
"Zapatero, a tus zapatos.",Focus on doing what you’re good at.,0.0016359399305656552,0.9954143762588501,0.00061504275072366,0.0016055813757702708,0.00044388679089024663,0.00028509783442132175,0.02272600121796131,0.4038817286491394,0.005840047262609005,0.49289101362228394,0.06956630945205688,0.005094962660223246
despedirse a la francesa,to leave without saying goodbye,0.3517732322216034,0.020031729713082314,0.002953242976218462,0.6129786372184753,0.011469167657196522,0.0007939945789985359,0.011375808157026768,0.031538452953100204,0.0033760189544409513,0.9272448420524597,0.025290241464972496,0.0011746353702619672
"De tal palo, tal astilla.",The apple doesn’t fall far from the tree.,0.015098735690116882,0.01865982636809349,0.0015952244866639376,0.4448252320289612,0.5170125365257263,0.002808491000905633,0.018462441861629486,0.6571387648582458,0.010064659640192986,0.21479839086532593,0.09563151746988297,0.0039042679127305746
Dios los cría y ellos se juntan.,Birds of a feather flock together.,0.02102566324174404,0.5063875913619995,0.02249857969582081,0.2707669734954834,0.17265814542770386,0.006663045380264521,0.04173023998737335,0.615068793296814,0.008982419967651367,0.29097867012023926,0.03889967501163483,0.00434011360630393
dormirse en los laureles,to rest on your laurels,0.0018228506669402122,0.9731258153915405,0.022669004276394844,0.0014297269517555833,0.0004469440027605742,0.0005056828958913684,0.01539479661732912,0.874178946018219,0.01157272420823574,0.07414165884256363,0.022003812715411186,0.0027080862782895565
echar agua al mar,to do something pointless,0.9233957529067993,0.004223555326461792,0.00044683701707981527,0.06806137412786484,0.003360857255756855,0.0005116034299135208,0.01785673201084137,0.8162087798118591,0.006212637759745121,0.13735167682170868,0.019693171605467796,0.002676920499652624
echarle leña al fuego,to make matters worse,0.24400493502616882,0.008793740533292294,0.0014514343347400427,0.7384635210037231,0.006275140214711428,0.0010112246964126825,0.03690728545188904,0.6976950168609619,0.010724715888500214,0.14018553495407104,0.10876861214637756,0.005718830972909927
faltarle un tornillo,to have a screw loose,0.007175440900027752,0.002971133915707469,0.0009197861072607338,0.9368683695793152,0.051061294972896576,0.0010038923937827349,0.05048302188515663,0.30077794194221497,0.012992646545171738,0.556997537612915,0.07028492540121078,0.008464011363685131
irse por las ramas,to beat around the bush,0.0019288904732093215,0.003508970607072115,0.0009451252990402281,0.9832381010055542,0.009672938846051693,0.0007059908821247518,0.02579476684331894,0.5559262037277222,0.011744087561964989,0.35853731632232666,0.042412541806697845,0.005585112143307924
subirse al carro,to jump on the bandwagon,0.006593307014554739,0.022166265174746513,0.0015261725056916475,0.6138263940811157,0.3508472740650177,0.005040605086833239,0.0232164915651083,0.16992518305778503,0.006655948236584663,0.6786823868751526,0.11611208319664001,0.005407966207712889
ver todo color de rosa,to see through rose-colored glasses,0.03555123507976532,0.2804899215698242,0.04627488553524017,0.37541908025741577,0.2471734583377838,0.015091425739228725,0.022403687238693237,0.7291117906570435,0.014775309711694717,0.17736683785915375,0.05277545377612114,0.0035669030621647835
estar como unas castañuelas,to be happy as a clam,0.0008618755964562297,0.9975904226303101,0.0005685749347321689,0.0005798437632620335,0.00019919969781767577,0.0002001523826038465,0.041216444224119186,0.6738446354866028,0.020762067288160324,0.1737990826368332,0.08261170238256454,0.007766069378703833
estar de mala leche,to be in a bad mood,0.7811086773872375,0.0037827352061867714,0.0009837269317358732,0.20466896891593933,0.008979828096926212,0.00047599925892427564,0.04831436276435852,0.29504483938217163,0.011018889024853706,0.5473917722702026,0.09098543971776962,0.007244663313031197
estar frito,to be done for,0.031770311295986176,0.7873414158821106,0.005287351086735725,0.1603921353816986,0.01135991420596838,0.0038489915896207094,0.03969332575798035,0.5043235421180725,0.014369971118867397,0.2737557590007782,0.15903086960315704,0.008826568722724915
estar hecho polvo,to be exhausted,0.9966650605201721,0.0010838424786925316,0.00021938332065474242,0.00103762315120548,0.0007744141621515155,0.00021979167649988085,0.033064376562833786,0.39544522762298584,0.013380125164985657,0.49022141098976135,0.06281603872776031,0.005072864703834057
estar hecho un ají,to be very angry,0.0005122727015987039,0.0003371712227817625,0.00023841830261517316,0.9979575872421265,0.0007757586427032948,0.0001787963992683217,0.04000838100910187,0.5900931358337402,0.020124388858675957,0.2830525040626526,0.057193171232938766,0.009528406895697117
estar loco de contento,to be over the moon,0.04252349212765694,0.4046216607093811,0.010103953070938587,0.47311460971832275,0.06504283845424652,0.004593484569340944,0.012695258483290672,0.8897004127502441,0.0038598165847361088,0.06483165174722672,0.025729265064001083,0.0031836426351219416
estar de mala uva,to be in a bad mood,0.7811086773872375,0.0037827352061867714,0.0009837269317358732,0.20466896891593933,0.008979828096926212,0.00047599925892427564,0.026904171332716942,0.2001878321170807,0.010257551446557045,0.5397484302520752,0.2180672138929367,0.004834809340536594
quedarse de piedra,to be shocked,0.0014535135123878717,0.001691183540970087,0.0016969189746305346,0.0022218693047761917,0.005761100910604,0.9871754050254822,0.03806089609861374,0.4654463827610016,0.010935903526842594,0.27019810676574707,0.2002633810043335,0.015095267444849014
Cada loco con su tema.,To each their own.,0.021614355966448784,0.05230002477765083,0.008530521765351295,0.8876923322677612,0.027289804071187973,0.0025730812922120094,0.027908746153116226,0.4261167645454407,0.006980720907449722,0.41314199566841125,0.12075406312942505,0.005097666289657354
dar en el clavo,to hit the nail on the head,0.0017018665093928576,0.0017389352433383465,0.0008412454044446349,0.9769023656845093,0.017924223095178604,0.0008913277997635305,0.022428911179304123,0.7014763355255127,0.01086392067372799,0.20760120451450348,0.053830549120903015,0.0037991399876773357
llover a cántaros,to rain cats and dogs,0.006955653894692659,0.0031649372540414333,0.0039060350973159075,0.9739757776260376,0.011221285909414291,0.0007762493914924562,0.03935439884662628,0.645412266254425,0.008803930133581161,0.23950257897377014,0.06041634827852249,0.006510487291961908
meter la pata,to mess up,0.04799950495362282,0.003114669118076563,0.0005719827022403479,0.9433010220527649,0.0043859765864908695,0.0006268293946050107,0.027336884289979935,0.4116591215133667,0.00945278536528349,0.501157283782959,0.04494987428188324,0.005444100126624107
matar dos pájaros de un tiro,to kill two birds with one stone,0.0014443120453506708,0.0011240713065490127,0.0005094119696877897,0.9883439540863037,0.008108328096568584,0.0004698122211266309,0.04000868275761604,0.5070980787277222,0.012224902398884296,0.34182441234588623,0.09205223619937897,0.006791652645915747
perder los estribos,to fly off the handle,0.005713357124477625,0.006781671661883593,0.0014819682110100985,0.8768672943115234,0.10742183029651642,0.0017338410252705216,0.029936041682958603,0.32831090688705444,0.010117182508111,0.5851312875747681,0.040415216237306595,0.006089388858526945
tirar la casa por la ventana,to spare no expense,0.02457348443567753,0.17524772882461548,0.00552015844732523,0.7860867977142334,0.006384510546922684,0.0021873184014111757,0.040604978799819946,0.3394301235675812,0.01439155638217926,0.5105348229408264,0.0908704623579979,0.004168051760643721
Take his word for it,Hay que darle el beneficio de la duda,0.03621412068605423,0.4537755846977234,0.01130478736013174,0.4689265191555023,0.026232633739709854,0.0035463969688862562,0.027268733829259872,0.29493650794029236,0.01089131273329258,0.6559351682662964,0.00849755946546793,0.002470790408551693
Take the good with the bad,El que se come la carne que se coma también el hueso,0.023922927677631378,0.21832478046417236,0.008885323069989681,0.6921959519386292,0.05170297995209694,0.004967947024852037,0.06992576271295547,0.2739262282848358,0.008052429184317589,0.623450517654419,0.020839564502239227,0.0038055304903537035
Take the good with the bad,Vayan las verdes por las maduras,0.030958551913499832,0.6761766672134399,0.029986469075083733,0.204716756939888,0.050780631601810455,0.00738091254606843,0.06992576271295547,0.2739262282848358,0.008052429184317589,0.623450517654419,0.020839564502239227,0.0038055304903537035
Take the horse by the reigns,Coger el sartén por el mango,0.012280811555683613,0.839098334312439,0.016321802511811256,0.116582490503788,0.011960901319980621,0.0037556691095232964,0.007441452704370022,0.026438193395733833,0.0023598039988428354,0.9516561031341553,0.011154474690556526,0.0009498507715761662
Take with a grain of salt,Las cosas se toman según de quien vengan,0.02850501611828804,0.4403558373451233,0.012970158830285072,0.44721007347106934,0.06355448812246323,0.007404406554996967,0.027180135250091553,0.06627441197633743,0.0076927440240979195,0.8690468668937683,0.026631725952029228,0.0031739987898617983
Test the waters,Hay que estirar los pies hasta donde llegue la sábana,0.02484612911939621,0.6594046950340271,0.020428942516446114,0.2569190561771393,0.03439372405409813,0.00400750944390893,0.023739948868751526,0.300095796585083,0.004686082247644663,0.1333000808954239,0.5062062740325928,0.03197186067700386
That’s a whole different story,Eso es harina de otro costal,0.02137177437543869,0.5590378046035767,0.03109956718981266,0.22872747480869293,0.15418760478496552,0.00557571230456233,0.10718130320310593,0.49880504608154297,0.010717317461967468,0.33471575379371643,0.0386456623673439,0.009934774599969387
That’s a whole different story,Eso son otros veinte pesos,0.02285362407565117,0.6625816822052002,0.019968844950199127,0.25250890851020813,0.03556268662214279,0.00652434304356575,0.10718130320310593,0.49880504608154297,0.010717317461967468,0.33471575379371643,0.0386456623673439,0.009934774599969387
That’s all she wrote,"Para al carajo albañil, que se acabó la mezcla",0.03106868825852871,0.5129135251045227,0.03280654549598694,0.36142081022262573,0.05704338848590851,0.00474708154797554,0.2017180174589157,0.18031851947307587,0.011401102878153324,0.5739489197731018,0.026360902935266495,0.006252548657357693
The apple doesn’t fall far from the tree,"De tal padre, tal hijo",0.015170026570558548,0.6947340369224548,0.014987258240580559,0.21314498782157898,0.057906266301870346,0.004057413432747126,0.02337932214140892,0.0284824687987566,0.0026984659489244223,0.5413956642150879,0.4002614915370941,0.00378260831348598
The bee’s knees,Creerse la última Coca Cola del desierto,0.020257309079170227,0.7544081211090088,0.004969460889697075,0.19632934033870697,0.021805889904499054,0.002229784382507205,0.01347289327532053,0.015048141591250896,0.004328752867877483,0.8703276515007019,0.09255272150039673,0.004269808065146208
The best of both worlds,"Es como el perro del hortelano, que ni come ni deja comer",0.01493365690112114,0.825908899307251,0.0147375063970685,0.12988871335983276,0.012033841572701931,0.0024974464904516935,0.0029763723723590374,0.9858953356742859,0.005519272293895483,0.003850834211334586,0.0005970580386929214,0.0011611938243731856
The best thing since sliced bread,Creerse la última Coca cola del desierto,0.020257309079170227,0.7544081211090088,0.004969460889697075,0.19632934033870697,0.021805889904499054,0.002229784382507205,0.033428456634283066,0.7070304751396179,0.01902886852622032,0.23113305866718292,0.005821160972118378,0.0035580007825046778
The blind leading the blind,Es como un ciego guiando a otro ciego,0.02353404089808464,0.7286891341209412,0.012940024957060814,0.19183652102947235,0.037804145365953445,0.0051962039433419704,0.032647158950567245,0.05039192736148834,0.004428050015121698,0.7372626662254333,0.1722278892993927,0.003042252967134118
The early bird catches the worm,"Al que madruga, Dios lo ayuda",0.02342922054231167,0.5008332133293152,0.01823391579091549,0.4189015030860901,0.033932875841856,0.004669331479817629,0.007436868268996477,0.01738772541284561,0.0014736048178747296,0.09190653264522552,0.8767884969711304,0.00500678364187479
The fox guarding the chicken coop,Poner el cabro a velar las lechugas,0.04406392574310303,0.3417864143848419,0.010876361280679703,0.46478885412216187,0.12774237990379333,0.010741987265646458,0.0030410666950047016,0.009489994496107101,0.0020179750863462687,0.5262499451637268,0.4575411081314087,0.0016599298687651753
The grass is greener on the other side,La luz de adelante es la que alumbra,0.020030174404382706,0.3441309332847595,0.010020184330642223,0.5576967000961304,0.06374522298574448,0.004376817960292101,0.0022747383918613195,0.9877919554710388,0.003637047251686454,0.0049506500363349915,0.0009191037970595062,0.00042644678615033627
The Lord works in mysterious ways,Dios aprieta pero no ahoga,0.03722987696528435,0.6465287208557129,0.016095755621790886,0.267944872379303,0.028618812561035156,0.0035819162148982286,0.0006765545695088804,0.001349103171378374,0.0004731937369797379,0.0065317302942276,0.9831183552742004,0.007850992493331432
The more the merrier,"Donde comen dos, comen tres",0.026133127510547638,0.48962751030921936,0.009643079712986946,0.42476174235343933,0.04435628280043602,0.005478267557919025,0.0010360173182561994,0.002778131514787674,0.0006072389078326523,0.9916421175003052,0.0033306744880974293,0.0006058511789888144
The person is a bad apple,Cuando no está preso lo andan buscando,0.033282242715358734,0.5563430786132812,0.01641109399497509,0.32229286432266235,0.06634176522493362,0.00532899983227253,0.2528585195541382,0.0024381859693676233,0.0010489012347534299,0.7416083812713623,0.0014521315461024642,0.0005938988761045039
The pot calling the kettle black,Un conejo [burro] hablando del tamaño de las orejas,0.024666961282491684,0.3998352587223053,0.013290650211274624,0.4460424482822418,0.10909692943096161,0.007067835424095392,0.000995067530311644,0.0009190315031446517,0.00043408412602730095,0.9935740828514099,0.0037623357493430376,0.00031539841438643634
The pot calling the kettle black,Un muerto hablando de un ahorcado,0.020490357652306557,0.6672423481941223,0.00832403264939785,0.2549261450767517,0.044162601232528687,0.004854508675634861,0.000995067530311644,0.0009190315031446517,0.00043408412602730095,0.9935740828514099,0.0037623357493430376,0.00031539841438643634
The quickest way to a man’s heart is through his stomach,El amor entra por la cocina,0.02451859787106514,0.7174436450004578,0.028186500072479248,0.1891033798456192,0.036002710461616516,0.004745066165924072,0.017730552703142166,0.7383977174758911,0.004639019258320332,0.19470980763435364,0.03911970928311348,0.0054031964391469955
The road to hell is paved with good intentions,El infierno está lleno de buenas intenciones,0.008962638676166534,0.9319021701812744,0.004210036713629961,0.033633071929216385,0.018191814422607422,0.0031003502663224936,0.004459194373339415,0.9717074036598206,0.002930020447820425,0.019368665292859077,0.0010839129099622369,0.00045084458542987704
The rotten apple spoils the barrel,Una manzana podrida daña el barril,0.02043703757226467,0.14102481305599213,0.007825669832527637,0.6973288059234619,0.13009028136730194,0.0032934423070400953,0.053710825741291046,0.002320986008271575,0.0009703672840259969,0.9397730827331543,0.002369458554312587,0.0008553883526474237
The straw that broke the camel’s back,La gota que colmó la copa,0.012375717982649803,0.7882331609725952,0.009054661728441715,0.1773604452610016,0.010004634037613869,0.0029714445117861032,0.9610338807106018,0.0016473744763061404,0.000654670933727175,0.021202076226472855,0.014553593471646309,0.0009085686760954559
The war’s not over yet,Una batalla no gana una guerra,0.03517506644129753,0.1300792098045349,0.010125265456736088,0.7477492690086365,0.07280521094799042,0.004065936431288719,0.09549066424369812,0.07070725411176682,0.0028564981184899807,0.7987415194511414,0.03038155473768711,0.0018225029343739152
There is a remedy for everything except death,"En la vida todo tiene remedio, menos la muerte",0.02806307002902031,0.8029864430427551,0.015306088142096996,0.1311398148536682,0.020077282562851906,0.0024272946175187826,0.27900755405426025,0.2493026852607727,0.0060242642648518085,0.452208012342453,0.010894092731177807,0.0025633585173636675
There is an exception to every rule,No hay regla sin excepción,0.03459550067782402,0.19844403862953186,0.007968035526573658,0.7351252436637878,0.02083156444132328,0.0030356538482010365,0.027012545615434647,0.08158731460571289,0.0028230210300534964,0.8695766925811768,0.016346443444490433,0.002654067939147353
There’s a sucker born every minute,Todo los días se tira un bobo a la calle,0.023182127624750137,0.7255749106407166,0.016231846064329147,0.19194388389587402,0.03837957978248596,0.004687568638473749,0.02319115214049816,0.04631413146853447,0.002847514348104596,0.9186877012252808,0.007516620680689812,0.001442865002900362
There’s no accounting for tastes,Hay gustos que merecen palos,0.020913690328598022,0.8060682415962219,0.016713455319404602,0.12995469570159912,0.022049816325306892,0.004300153814256191,0.03759460151195526,0.02298632822930813,0.0019681223202496767,0.9321970343589783,0.004002818837761879,0.001251207897439599
There’s no accounting for tastes,Sobre los gustos no hay nada escrito,0.032532207667827606,0.5829867720603943,0.017239434644579887,0.3382019102573395,0.025170980021357536,0.0038685989566147327,0.03759460151195526,0.02298632822930813,0.0019681223202496767,0.9321970343589783,0.004002818837761879,0.001251207897439599
There’s no place like home,Seguro es el pájaro en el nido,0.018673282116651535,0.7897603511810303,0.008831619285047054,0.14854958653450012,0.030699193477630615,0.0034859434235841036,0.15799148380756378,0.04762961342930794,0.003491096431389451,0.7764854431152344,0.012832608073949814,0.001569756306707859
There’s none so deaf as those who will not hear,No hay peor ciego que el que no quiere ver,0.030191898345947266,0.36059218645095825,0.02114603854715824,0.557857096195221,0.025530114769935608,0.004682732280343771,0.4269038736820221,0.013281524181365967,0.0013618827797472477,0.040956903249025345,0.5113784670829773,0.006117358338087797
Thin as a rail,Lo que te queda es el solar y no es tuyo,0.022268278524279594,0.6132115721702576,0.018741847947239876,0.3140217363834381,0.027849800884723663,0.0039067803882062435,0.02854830212891102,0.008414339274168015,0.0027362399268895388,0.9200940728187561,0.03851356357336044,0.0016934999730437994
Things are getting ugly,Esto ya pasa de castaño oscuro,0.024558136239647865,0.667221188545227,0.012842823751270771,0.25390222668647766,0.03669226914644241,0.004783299285918474,0.9966461062431335,0.0005638519651256502,0.00019473709107842296,0.0019557862542569637,0.0004374831332825124,0.0002019601088250056
Things are taking a turn for the worse,Esto ya pasa de castaño oscuro,0.024558136239647865,0.667221188545227,0.012842823751270771,0.25390222668647766,0.03669226914644241,0.004783299285918474,0.13966621458530426,0.022221900522708893,0.0015558236045762897,0.7993966937065125,0.03562239184975624,0.0015370422042906284
Three’s a charm,La tercera es la vencida,0.038770560175180435,0.3284551501274109,0.008217697963118553,0.49504244327545166,0.12039291113615036,0.009121282026171684,0.015409894287586212,0.8696275949478149,0.010328629054129124,0.08920895308256149,0.010145672596991062,0.005279280245304108
Timbuktu,Anduvo la Ceca y la Meca,0.01806834526360035,0.37849804759025574,0.012506886385381222,0.5567935705184937,0.02999867871403694,0.004134438931941986,0.02461179904639721,0.1415863335132599,0.0050683519802987576,0.43283358216285706,0.3884892463684082,0.007410818710923195
Time heals all wounds,El tiempo lo cura todo,0.03142988309264183,0.47740161418914795,0.01681128703057766,0.40821173787117004,0.05899892747402191,0.007146486081182957,0.5170144438743591,0.2824993133544922,0.00691689969971776,0.16613024473190308,0.02403278835117817,0.0034063791390508413
Time is money,El tiempo es oro,0.030670886859297752,0.7248238921165466,0.00859503261744976,0.1845954805612564,0.04322665557265282,0.008088049478828907,0.0302062276750803,0.11272237449884415,0.005117784719914198,0.8308173418045044,0.017092250287532806,0.004044064786285162
To all be in the same boat,Somos muchos los hijos del muerto,0.028615381568670273,0.7651132941246033,0.01211141049861908,0.15021850168704987,0.03802282735705376,0.005918559618294239,0.01632392406463623,0.7652839422225952,0.011225651949644089,0.18461516499519348,0.02007671818137169,0.002474517561495304
To be in a jam,Estar con la soga al cuello,0.027618862688541412,0.6566611528396606,0.01680900901556015,0.25193527340888977,0.0408899150788784,0.006085720844566822,0.01073711458593607,0.017727060243487358,0.001005015685223043,0.8966876268386841,0.07269252091646194,0.0011507471790537238
To be in the same boat,Mal de muchos consuelo de tontos,0.039608363062143326,0.5600847005844116,0.01481180265545845,0.283700168132782,0.09326377511024475,0.008531162515282631,0.023566599935293198,0.5508719086647034,0.030252018943428993,0.3059738576412201,0.08418335020542145,0.005152267869561911
