Spanish,English,eng_sadness,eng_joy,eng_love,eng_anger,eng_fear,eng_surprise,spa_sadness,spa_joy,spa_love,spa_anger,spa_fear,spa_surprise
"Aquí ahorita voy a conseguir el video donde están un show en vivo y le saca la muela a un güey. ¿Ah, pero lleva un dentista para hacerlo, no? Él, o sea él, la más así y le sacan el diente. Yo dije, ojalá no vayas a Quererme. Hubiéramos sacado el problemita, no 2.","Here right now I'm going to get the video where they are doing a live show and they pull out a guy's tooth. Oh, but you need a dentist to do it, right? He, that is, he, the most like that and they pull out his tooth. I said, I hope you don't go to Love me. We would have solved the little problem, no 2.",0.016573594883084297,0.9457627534866333,0.01265961304306984,0.023127960041165352,0.001424906775355339,0.0004512738378252834,0.040739789605140686,0.5348778367042542,0.015173932537436485,0.360361248254776,0.04435048997402191,0.0044966936111450195
"Años y ahí se va a quedar. Si el. ¿Problemita? No, o sea, está en proceso. Ah, OK, pero yo por eso decidí seguirle. O sea, yo dije en algún momento me va a despertar. No pensé que me fuera a estar. Durmiendo a cada rato, porque si les voy a confesar que traía unos putazos en la espalda porque ese vídeo sí lo vi donde al último creo que o.","Years and it will stay there. If he. Little problem? No, I mean, he is in process. Ah, OK, but that's why I decided to follow him. I mean, I said at some point he's going to wake me up. I didn't think I was going to be there. Sleeping all the time, because I'm going to confess that he had some whores on his back because I did see that video where I think it was the last one.",0.017122264951467514,0.009994330815970898,0.001142775290645659,0.9291367530822754,0.0421123243868351,0.0004915521130897105,0.036690931767225266,0.5355073809623718,0.014361032284796238,0.35116827487945557,0.057586561888456345,0.00468578701838851
"Te cae donde. No sé qué decimos y luego trae y que todos riéndose en vez de que me levantara eso también fue una observación que yo le hice. Producción. Más de 10 personas perdieron el empleo. Porque esa situación, porque yo me golpeé, de hecho yo traía putas aquí donde yo creo que me pegué o con la silla.","It falls on you where. I don't know what we say and then he brings it and everyone laughs instead of me getting up. That was also an observation I made to him. Production. More than 10 people lost their jobs. Because that situation, because I hit myself, in fact I brought whores here where I think I hit myself or with the chair.",0.9980422258377075,0.0005546621978282928,0.00018598305177874863,0.0007993864710442722,0.0002443274424877018,0.0001733666576910764,0.02399287559092045,0.6773107647895813,0.00968946237117052,0.2641201317310333,0.021774519234895706,0.0031122658401727676
"O con esa luz no te no, no te pegaste, te resbalaste en la silla. ¿Bueno traía, pero fue un momento icónico porque dónde tú le dices, oye, vamos a ver ese momento, no? Me vaya a hacer bromas y luego voy a verme. Que estoy duérmase profundo despiértese.","Or with that light, no, no, you didn't hit yourself, you slipped on the chair. Well, it was, but it was an iconic moment because where do you say, hey, let's see that moment, right? I'm going to make jokes and then I'm going to see myself. I'm going to sleep deeply, wake up.",0.0015716549241915345,0.9933356046676636,0.0008266841759905219,0.002112789312377572,0.0008774050511419773,0.0012759102974087,0.005166361108422279,0.9635281562805176,0.0036401315592229366,0.02129601687192917,0.004607653245329857,0.001761742401868105
"¿Qué pedo? Mira, es que tú les insiste, ya no me duerme. Entonces dijo, ya no quieres que te duerma, duermas centro. A mí, la verdad, no quise ver el video completo porque yo en mi ignorancia, creía que me podía volver a dormir. ¿Es que no dice si sea real, no sé si dicen que es cuando lo vuelves a enfrentar en persona o si es con el video y pues fui a su casa qué?","What up? Look, you insist, it doesn't put me to sleep anymore. Then she said, you don't want me to put you to sleep anymore, sleep center. To be honest, I didn't want to watch the entire video because, in my ignorance, I thought I could go back to sleep. It doesn't say if it's real, I don't know if they say it's when you confront him again in person or if it's with the video and then I went to his house what?",0.005341481417417526,0.022596418857574463,0.0009307207074016333,0.7938613295555115,0.17599910497665405,0.0012709521688520908,0.03860294073820114,0.3555527627468109,0.015820367261767387,0.5340041518211365,0.05126819759607315,0.0047514974139630795
"2 días después sí. Fui a su casa con el señor, pero no tocamos el tema. Toca que fuiste otros. Business, porque quiero hacer la nueva gomita de. Al parecer, tacha la mapacha se quiere subir arriba de mí, me quiere pisar, pero yo.","2 days later yes. I went to his house with the man, but we didn't talk about it. It turns out that you were others. Business, because I want to make the new jelly bean. Apparently, Tacha the raccoon wants to climb on top of me, she wants to step on me, but me.",0.008718407712876797,0.12421087920665741,0.001769658294506371,0.8163415789604187,0.04678737372159958,0.002172075677663088,0.019102852791547775,0.792966365814209,0.008427271619439125,0.16417722404003143,0.012957707047462463,0.00236851186491549
"¿Hablando de tacha la mapacha usted ya sabe en estos momentos porque estamos buscando mascoti drak a la a la nueva mascoti drak del momento telonera que vamos a lanzar, ya le cambiamos el nombre en el Palenque del momento, denuncie, pero esa niña cómo arrasó?","Speaking of Tacha the Raccoon, do you already know right now why we are looking for mascoti drak for the new mascoti drak of the moment that we are going to launch, we already changed the name in the Palenque of the moment, report it, but how did that girl sweep ?",0.020468397065997124,0.12271089106798172,0.001740413485094905,0.7781462669372559,0.07479600608348846,0.0021380377002060413,0.017852887511253357,0.3448953628540039,0.007050968240946531,0.5943198800086975,0.03261781483888626,0.003263054881244898
"La gente está toda. La gente me ponía en la publicación de. La mapacha y perdónenla y que no sé qué miren, yo no tengo nada que perdonarle si la niña es votada y aclamada por el público. ¿Se le va a dar la respetar?","The people are all there. People put me in the publication of. The raccoon and forgive her and I don't know what to look at, I have nothing to forgive her if the girl is voted and acclaimed by the public. Is she going to give him respect?",0.09772756695747375,0.8419497609138489,0.03335784748196602,0.025145752355456352,0.0009992438135668635,0.0008197791175916791,0.023548820987343788,0.5963326096534729,0.011339312419295311,0.3257915675640106,0.03909175843000412,0.0038958501536399126
"OK, porque esto el público lo va a decidir, ajá. Pero también hay que aclarar que hay que presentar un video de 1 minuto mostrando tu talento. Qué talento, unas. Fotos de tus looks si quieres y el público, nosotros decidiremos.","OK, because the public is going to decide this, aha. But it must also be clarified that you must submit a 1-minute video showing your talent. What talent, some. Photos of your looks if you want and the public, we will decide.",0.0014894098276272416,0.9889288544654846,0.0007881526253186166,0.006393956020474434,0.0017978086834773421,0.0006017137784510851,0.0041265119798481464,0.9693490266799927,0.0014345983508974314,0.014473267830908298,0.008586850017309189,0.002029701601713896
"¿Quién va a abrir el Palenque de los ampones, que es el 30 de abril? Y este te quería avisar que yo ya estoy blindada, totalmente blindada, tengo ya seguro de gastos medios mayores.","Who is going to open the Palenque de los ampons, which is on April 30? And I wanted to let you know that I am already protected, totally protected, I already have insurance for higher average expenses.",0.001958433771505952,0.9843820929527283,0.002486862475052476,0.007063147611916065,0.003705513197928667,0.00040403424645774066,0.023802077397704124,0.6048157811164856,0.010708409361541271,0.33320164680480957,0.02386416681110859,0.0036079499404877424
"Tengo también un equipo grande de abogado que es el equipo de abogados que trae Gloria Trevi, que defendió a Johnny Depp. Cuando esta muchacha le cago. Toda la cama, toda la cama, le cago. Este traigo a esos abogados porque si usted no le ha quedado Claro en el Palenque del momento, vamos a vivir lo que la gente le gusta.","I also have a large team of lawyers, which is the team of lawyers brought by Gloria Trevi, who defended Johnny Depp. When this girl shit on him. The whole bed, the whole bed, shit. I bring these lawyers because if you are not clear in the Palenque of the moment, we are going to live what people like.",0.004012550227344036,0.0041480339132249355,0.0005132865044288337,0.9852948188781738,0.005611318163573742,0.00041987490840256214,0.02130133844912052,0.6699020862579346,0.023571955040097237,0.26432761549949646,0.018033849075436592,0.002863213885575533
"¿Es que usted a lo mejor no ha entendido? Pero el Palenque el momento tiene 2. Fragmentos. No y deja todos fragmentos. O sea, es un mensaje subliminal. Sí, estamos hablando del Palenque. Existen los palenques, conciertos, pero que se hacían antes de los palenques.","Maybe you haven't understood? But Palenque at the moment has 2. Fragments. No and it leaves all fragments. In other words, it is a subliminal message. Yes, we are talking about Palenque. There are palenques, concerts, but they were done before palenques.",0.0561739057302475,0.13072659075260162,0.002012750366702676,0.44373050332069397,0.36224687099456787,0.005109371617436409,0.07377095520496368,0.3174508213996887,0.006571120582520962,0.4769071638584137,0.11954168975353241,0.005758177489042282
"Ah investíguenlo analícelo analícelo aparte. Como porque en el Promo nosotros decimos lucharán de dota. ¿Por qué decimos eso? Analícenlo y aparte, porque en un grupo están las técnicas que somos nosotras y en.","Ah, investigate it, analyze it, analyze it separately. Like because in the Promo we say they will fight in dota. Why do we say that? Analyze it and separate it, because in a group there are the techniques that are us and in.",0.002288453048095107,0.006219763774424791,0.000663450569845736,0.9870041012763977,0.00348996976390481,0.00033431893098168075,0.026774398982524872,0.31280025839805603,0.012944130226969719,0.5470300316810608,0.09575669467449188,0.004694498144090176
"Otro, las rudas. Las rudas, que está la que no voy a mencionar su nombre, pues yo yo. Menciono tampoco a la otra. Entonces, si tú lo. ¿Mencionas yo tampoco menciono dónde? ¿Está la pulga Pona, dónde? ¿Está la señora Esa? ¿Mamá melanito que también va a estar con nosotros, entonces usted gira esa cabecita?","Another, the rude ones. The rude ones, which is the one that I'm not going to mention her name, well, I. I don't mention the other one either. So if you do. You mention I don't mention where either? Is the Pona flea where? Is Mrs. Esa there? Mama melanito who is also going to be with us, so do you turn that little head?",0.000719481089618057,0.0005827377899549901,0.00024476824910379946,0.9974609613418579,0.0008204646874219179,0.00017153607041109353,0.023961713537573814,0.24072571098804474,0.01337171345949173,0.6678329706192017,0.04904365912079811,0.005064293276518583
"Gira que gira gira la. ¿Cabecita lo único que le voy a decir es que usted me conoció por este video que vamos a ver ahorita donde yo le tundo a la pulga atraviesa en aquel teatro fallecido de la para recordar, vamos, por favor, qué culera?","Turn that turn turn the. Cabecita, the only thing I'm going to tell you is that you met me through this video that we're going to see right now where I beat the flea in that deceased theater of the to remember, come on, please, what the hell?",0.9382755756378174,0.01699894666671753,0.001230204594321549,0.02767634578049183,0.014055770821869373,0.0017630582442507148,0.021613599732518196,0.6694441437721252,0.015054536052048206,0.2621854841709137,0.027647776529192924,0.004054436460137367
"Ya fui muy clara, Eh fue. ¿Muy clara con lo que dije ya, dámelo, Dámelo yo, no? ¿Pinche pulga vieja, Qué quieres, qué quieres ya? Se fue, ya no quiero trabajar contigo.","I was already very clear, Eh it was. Very clear with what I already said, give it to me, give it to me, right? Fucking old flea, what do you want, what do you want now? He left, I don't want to work with you anymore.",0.0248270183801651,0.0065606157295405865,0.000784674019087106,0.9651918411254883,0.002178922761231661,0.0004568873264361173,0.030575184151530266,0.30819055438041687,0.020489675924181938,0.6051148176193237,0.031160004436969757,0.004469728097319603
"Ah, ya no quiero tranquilízate, vente para acá, quiero trabajar, siéntate, Ay. La gente nos. ¿Conoció por eso? Ahí. Se dio a conocer muy de lo último, muy a nuestro nivel, ajá. Ahí. Conocieron de que yo estaba hecho.","Ah, I don't want to anymore, calm down, come over here, I want to work, sit down, Oh. The people us. Did you know about that? There. It was announced very much at the latest, very at our level, aha. There. They knew what I was made of.",0.010775432921946049,0.7247065305709839,0.003007859457284212,0.2432243824005127,0.015561503358185291,0.002724209101870656,0.02453256957232952,0.5793905258178711,0.015005102381110191,0.31440672278404236,0.061311617493629456,0.005353480577468872
"¿De que hecho? Perdón porque soy mujer. Aparte, es que yo amo el momento en el que le arrancas la. Donde le arrancas, tú te la. Pones de la mano, o sea, para mí eso es el momento iconic y. Aquí han pasado ya casi 2 años después de este video y también quiero aclararles algo.","Of what fact? Sorry because I'm a woman. Besides, I love the moment you rip hers off. Where you tear it off, you take it. You hold hands, I mean, for me that is the iconic moment. It's been almost 2 years since this video and I also want to clarify something for you.",0.0025969333946704865,0.9899306297302246,0.0009595847805030644,0.003734498517587781,0.0009779171086847782,0.0018004041630774736,0.0030647923704236746,0.9834432005882263,0.0016239621909335256,0.008671550080180168,0.002121561672538519,0.0010749654611572623
"Ahí hay otra compinche de la pulga, que es la marrana de la zona. Sí. Es una marrana, es una marrana cara de cochino porque si ustedes venden el. Pero ya recé porque ya es del rancho de aguas, es belicona, está bien. Culona.","There is another crony of the flea, which is the local pig. Yes. She is a pig, she is a pig-faced pig because if you sell him. But I already prayed because she's from the water ranch, she's bellicose, she's fine. Big ass.",0.018672091886401176,0.8676372766494751,0.010847751051187515,0.02587040327489376,0.0755227729678154,0.0014496076619252563,0.02517826110124588,0.7118101716041565,0.014013365842401981,0.21293789148330688,0.033008914440870285,0.0030513806268572807
Está bien carrosona. Desde bien chiquitin ya estuvo colona este. Culona y ella. También se metió pistolona y sabes también quién se metió el pimpón y. El patito. Todos son una bola de que.,It's fine carrosona. From a very young age he was already a colonist. Culona and her. She also took a gun and you also know who took the ping pong and. The little duck. They are all a ball of what.,0.009977634064853191,0.3756464719772339,0.002901223720982671,0.5772541165351868,0.031278688460588455,0.0029418880585581064,0.025077592581510544,0.336168110370636,0.013306563720107079,0.587541937828064,0.034699566662311554,0.00320617388933897
"Dicen que el patito es. ¿Es a switch? Es a switch, pero pero yo siempre tenía esa teoría. O sea, yo siento que el patito se hizo a switch porque desde muy chiquito creo que de que Ay. Está chiflado, yo creo que está chiflado y afeminado. Y luego siempre le ponen como que sus trajecitos, así como muy hacer te.","They say that the duckling is. Is it a switch? It's a switch, but I always had that theory. In other words, I feel that the duckling made a switch because from a very young age I think that Oh. He's crazy, I think he's crazy and effeminate. And then they always put on their little suits, as well as making tea.",0.0012080875458195806,0.9865697026252747,0.000705732440110296,0.004770527593791485,0.0031824845355004072,0.0035633877851068974,0.030643094331026077,0.407662034034729,0.014822432771325111,0.5020161867141724,0.041056305170059204,0.0037999367341399193
"¿Has dado cuenta que el pato patito siempre ha estado bien pierno? Oye. Nunca ha aparecido de sus piernas ella, él siempre tiene como ese, como que su cómo se llama su su. Su su o. ¿Cuando alguien tiene algo y que este es mi first, mi feeling, mi no sé, ay, alguien lo dijo, Ese es mi es tu sexo, feel qué?","Have you noticed that the duckling has always been on his feet? Hey. He has never appeared from her legs, he always has like that, like hers what's the name of his hers. His hers or. When someone has something and this is my first, my feeling, my I don't know, oh, someone said it, That's my is your sex, feel what?",0.022426994517445564,0.1766829788684845,0.004058802500367165,0.5119150280952454,0.2752391993999481,0.009676937945187092,0.009830718860030174,0.9301079511642456,0.007782289292663336,0.036106303334236145,0.014119158498942852,0.002053663367405534
