Original,gpt4,eng_sadness,eng_joy,eng_love,eng_anger,eng_fear,eng_surprise,spa_sadness,spa_joy,spa_love,spa_anger,spa_fear,spa_surprise
"¿Qué pedo? Mira, es que tú les insiste, ya no me duerme. Entonces dijo, ya no quieres que te duerma, duermas centro. A mí, la verdad, no quise ver el video completo porque yo en mi ignorancia, creía que me podía volver a dormir. ¿Es que no dice si sea real, no sé si dicen que es cuando lo vuelves a enfrentar en persona o si es con el video y pues fui a su casa qué?","What the heck? Look, it's that you insist, don't put me to sleep anymore. So he said, you don't want me to sleep you, sleep center. To me, really, I didn't want to see the full video because in my ignorance, I thought I could fall asleep again. Is it real, I don't know if they say it's when you face it in person again or if it's with the video and then I went to his house what?",0.02552313171327114,0.09148512035608292,0.0012002376606687903,0.12545347213745117,0.753388524055481,0.002949447836726904,0.03860295191407204,0.355552613735199,0.01582036353647709,0.5340042114257812,0.05126829817891121,0.004751498345285654
"2 días después sí. Fui a su casa con el señor, pero no tocamos el tema. Toca que fuiste otros. Business, porque quiero hacer la nueva gomita de. Al parecer, tacha la mapacha se quiere subir arriba de mí, me quiere pisar, pero yo.","2 days later yes. I went to his house with the gentleman, but we didn't touch on the subject. Touch that you went to others. Business, because I want to make the new gummy. Apparently, tacha the mapacha wants to get on top of me, wants to step on me, but I.",0.0126277394592762,0.040811676532030106,0.001684259157627821,0.13186179101467133,0.7914214730262756,0.021593112498521805,0.019102826714515686,0.792966365814209,0.008427267894148827,0.1641772985458374,0.012957701459527016,0.0023685102351009846
"¿Hablando de tacha la mapacha usted ya sabe en estos momentos porque estamos buscando mascoti drak a la a la nueva mascoti drak del momento telonera que vamos a lanzar, ya le cambiamos el nombre en el Palenque del momento, denuncie, pero esa niña cómo arrasó?","Speaking of tacha the mapacha you already know at this moment because we are looking for mascoti drak to the to the new mascoti drak of the moment that we are going to launch, we already changed the name in the Palenque of the moment, report it, but that girl how she swept?",0.02422534115612507,0.04707451909780502,0.0025878746528178453,0.7820263504981995,0.14069657027721405,0.003389335237443447,0.017852865159511566,0.34489503502845764,0.0070509640499949455,0.5943201184272766,0.03261790797114372,0.0032630562782287598
"La gente está toda. La gente me ponía en la publicación de. La mapacha y perdónenla y que no sé qué miren, yo no tengo nada que perdonarle si la niña es votada y aclamada por el público. ¿Se le va a dar la respetar?","The people are all. The people put me in the publication of. The mapacha and forgive her and I don't know what look, I have nothing to forgive her if the girl is voted and acclaimed by the public. Are you going to give her respect?",0.08105800300836563,0.8591597080230713,0.038144033402204514,0.019962390884757042,0.0009337324881926179,0.0007421100162900984,0.02354881726205349,0.5963319540023804,0.011339317075908184,0.32579225301742554,0.03909188136458397,0.0038958569057285786
"OK, porque esto el público lo va a decidir, ajá. Pero también hay que aclarar que hay que presentar un video de 1 minuto mostrando tu talento. Qué talento, unas. Fotos de tus looks si quieres y el público, nosotros decidiremos.","OK, because this the public is going to decide, uh-huh. But it's also necessary to clarify that you have to present a 1 minute video showing your talent. What talent, some. Photos of your looks if you want and the public, we will decide.",0.002257304498925805,0.9794881939888,0.0009363572462461889,0.013477182015776634,0.0030808942392468452,0.000760129711125046,0.004126517567783594,0.9693489074707031,0.0014345993986353278,0.014473321847617626,0.008586877956986427,0.002029706258326769
"¿Quién va a abrir el Palenque de los ampones, que es el 30 de abril? Y este te quería avisar que yo ya estoy blindada, totalmente blindada, tengo ya seguro de gastos medios mayores.","Who is going to open the Palenque of the ampones, which is April 30? And this I wanted to let you know that I am already armored, totally armored, I already have major medical expenses insurance.",0.008914826437830925,0.20980983972549438,0.0034940168261528015,0.6261235475540161,0.1482514888048172,0.003406369825825095,0.023802045732736588,0.6048160791397095,0.010708394460380077,0.3332012891769409,0.02386418543756008,0.0036079518031328917
"Tengo también un equipo grande de abogado que es el equipo de abogados que trae Gloria Trevi, que defendió a Johnny Depp. Cuando esta muchacha le cago. Toda la cama, toda la cama, le cago. Este traigo a esos abogados porque si usted no le ha quedado Claro en el Palenque del momento, vamos a vivir lo que la gente le gusta.","I also have a large team of lawyers that is the team of lawyers that Gloria Trevi brought, that defended Johnny Depp. When this girl shit. The whole bed, the whole bed, she shit. This I bring those lawyers because if you have not been clear at the Palenque of the moment, we are going to experience what people like.",0.00414836872369051,0.004092757124453783,0.0004788567603100091,0.9855867624282837,0.005282408092170954,0.0004109012661501765,0.02130126766860485,0.6699023842811584,0.023571936413645744,0.2643274664878845,0.01803380623459816,0.0028632082976400852
"¿Es que usted a lo mejor no ha entendido? Pero el Palenque el momento tiene 2. Fragmentos. No y deja todos fragmentos. O sea, es un mensaje subliminal. Sí, estamos hablando del Palenque. Existen los palenques, conciertos, pero que se hacían antes de los palenques.","Is it that you may not have understood? But the Palenque the moment has 2. Fragments. No and leave all fragments. I mean, it's a subliminal message. Yes, we are talking about the Palenque. There are the palenques, concerts, but that were done before the palenques.",0.06560227274894714,0.0922820046544075,0.0018262420780956745,0.683941125869751,0.15332914888858795,0.003019199473783374,0.07377077639102936,0.31745004653930664,0.006571104750037193,0.4769075810909271,0.11954230815172195,0.005758184939622879
"Ah investíguenlo analícelo analícelo aparte. Como porque en el Promo nosotros decimos lucharán de dota. ¿Por qué decimos eso? Analícenlo y aparte, porque en un grupo están las técnicas que somos nosotras y en.","Ah research it analyze it analyze it apart. Like because in the Promo we say they will fight from dota. Why do we say that? Analyze it and besides, because in a group are the technical ones that are us and in.",0.004190038423985243,0.06622213125228882,0.0014179185964167118,0.920859158039093,0.006180333439260721,0.001130429795011878,0.02677433006465435,0.3128001391887665,0.01294410228729248,0.5470300912857056,0.09575683623552322,0.004694492556154728
"Otro, las rudas. Las rudas, que está la que no voy a mencionar su nombre, pues yo yo. Menciono tampoco a la otra. Entonces, si tú lo. ¿Mencionas yo tampoco menciono dónde? ¿Está la pulga Pona, dónde? ¿Está la señora Esa? ¿Mamá melanito que también va a estar con nosotros, entonces usted gira esa cabecita?","Another, the rude ones. The rude ones, which is the one I'm not going to mention her name, well I I. Mention neither to the other. Then, if you. Do you mention I also do not mention where? Is the flea Pona, where? Is that lady? Mom melanito who is also going to be with us, then you turn that little head?",0.000584828550927341,0.00043342093704268336,0.00022962507500778884,0.9975615739822388,0.001035989378578961,0.00015446188626810908,0.023961685597896576,0.24072569608688354,0.013371703214943409,0.6678329110145569,0.04904372990131378,0.005064297467470169
"Gira que gira gira la. ¿Cabecita lo único que le voy a decir es que usted me conoció por este video que vamos a ver ahorita donde yo le tundo a la pulga atraviesa en aquel teatro fallecido de la para recordar, vamos, por favor, qué culera?","Turn that turn turn the. Little head the only thing I'm going to tell you is that you met me through this video that we are going to see right now where I hit the flea across in that deceased theater of the to remember, come on, please, how mean?",0.9889898300170898,0.003462070832028985,0.000614349206443876,0.001090316683985293,0.0047543840482831,0.0010890103876590729,0.021613584831357002,0.6694440841674805,0.015054512768983841,0.2621854543685913,0.0276478361338377,0.004054440185427666
"Ya fui muy clara, Eh fue. ¿Muy clara con lo que dije ya, dámelo, Dámelo yo, no? ¿Pinche pulga vieja, Qué quieres, qué quieres ya? Se fue, ya no quiero trabajar contigo.","I was very clear, Eh was. Very clear with what I said already, give it to me, Give it to me I, no? Damn old flea, What do you want, what do you want already? It's gone, I don't want to work with you anymore.",0.1381669044494629,0.07880005240440369,0.0028513146098703146,0.7740830779075623,0.004876091610640287,0.0012225935934111476,0.030575143173336983,0.3081896901130676,0.02048964984714985,0.6051157712936401,0.031160030514001846,0.004469726700335741
"Ah, ya no quiero tranquilízate, vente para acá, quiero trabajar, siéntate, Ay. La gente nos. ¿Conoció por eso? Ahí. Se dio a conocer muy de lo último, muy a nuestro nivel, ajá. Ahí. Conocieron de que yo estaba hecho.","Ah, I don't want to calm down, come over here, I want to work, sit down, Ay. The people us. Did you meet because of that? There. It became known very much at our level, uh-huh. There. They learned that I was made.",0.008063027635216713,0.9048965573310852,0.0016218777745962143,0.07445145398378372,0.008204230107367039,0.0027629148680716753,0.024532519280910492,0.5793905854225159,0.015005053952336311,0.31440669298171997,0.06131168082356453,0.005353475920855999
"¿De que hecho? Perdón porque soy mujer. Aparte, es que yo amo el momento en el que le arrancas la. Donde le arrancas, tú te la. Pones de la mano, o sea, para mí eso es el momento iconic y. Aquí han pasado ya casi 2 años después de este video y también quiero aclararles algo.","Of what made? Sorry because I am a woman. Besides, it's that I love the moment when you tear off the. Where you tear it off, you put it on your hand, I mean, for me that's the iconic moment and. Here it's been almost 2 years after this video and I also want to clarify something.",0.0030694406013935804,0.9890598058700562,0.0010072460863739252,0.004408268257975578,0.0009481721790507436,0.001507005887106061,0.0030647937674075365,0.9834432005882263,0.001623961259610951,0.008671591058373451,0.002121567726135254,0.001074966392479837
"Ahí hay otra compinche de la pulga, que es la marrana de la zona. Sí. Es una marrana, es una marrana cara de cochino porque si ustedes venden el. Pero ya recé porque ya es del rancho de aguas, es belicona, está bien. Culona.","There is another accomplice of the flea, which is the pig of the zone. Yes. It's a pig, it's a pig face of a pig because if you guys sell the. But I already prayed because it is already from the ranch of waters, it is belligerent, it is well. Big-assed.",0.016821298748254776,0.7432190179824829,0.015884285792708397,0.13240055739879608,0.08990943431854248,0.0017654041294008493,0.025178231298923492,0.7118105888366699,0.01401333324611187,0.21293757855892181,0.0330088771879673,0.003051373641937971
Está bien carrosona. Desde bien chiquitin ya estuvo colona este. Culona y ella. También se metió pistolona y sabes también quién se metió el pimpón y. El patito. Todos son una bola de que.,It's fine big-assed. From very little she was already big-assed this. Big-assed and she. Also got gun-toting and you know also who got involved the ping-pong and. The duck. They are all a bunch of that.,0.006166637875139713,0.1448531597852707,0.0019038222962990403,0.8257194757461548,0.019378138706088066,0.001978825079277158,0.025077540427446365,0.3361666798591614,0.013306541368365288,0.5875434279441833,0.03469964489340782,0.0032061729580163956
"Dicen que el patito es. ¿Es a switch? Es a switch, pero pero yo siempre tenía esa teoría. O sea, yo siento que el patito se hizo a switch porque desde muy chiquito creo que de que Ay. Está chiflado, yo creo que está chiflado y afeminado. Y luego siempre le ponen como que sus trajecitos, así como muy hacer te.","They say that the duck is. Is a switch? Is a switch, but but I always had that theory. I mean, I feel that the duck became a switch because from very little I think that of that Ay. It's crazy, I think it's crazy and effeminate. And then they always put on like his little suits, like very do you.",0.0010318466229364276,0.9918277263641357,0.0004938506754115224,0.0027095915284007788,0.0016017853049561381,0.002335284138098359,0.03064306080341339,0.40766119956970215,0.014822409488260746,0.502017080783844,0.04105638340115547,0.003799932776018977
