Original,gpt4
"I mean, you could probably tell immediately, but yeah, I at first, I really did just think it was a cool album title, because I liked I liked the word highly. And I like when people put highly in front of things, like highly favored or like, highly empowered. So I was like, oh, just gonna be dumb, highly sensitive, and I figured out what sensitive. But then I was like doing the album. And I was like, it'd be something I have to talk about on podcasts, like Add To Cart. And I was like, maybe I should actually take the test and see if this is a real thing for me. And this is this is last year, and I took the test and the test was like, if you answered more than 14 of these questions yes, then you're highly sensitive. And I answered 24 yes.","Quiero decir, podrías haberlo notado inmediatamente, pero sí, al principio, realmente solo pensé que era un título de álbum genial, porque me gustaba me gustaba la palabra highly. Y me gusta cuando la gente pone highly delante de las cosas, como highly favored o highly empowered. Así que estaba como, oh, solo va a ser tonto, highly sensitive, y descubrí lo que es sensitive. Pero luego estaba haciendo el álbum. Y estaba como, sería algo de lo que tengo que hablar en podcasts, como Add To Cart. Y estaba como, tal vez debería tomar la prueba y ver si esto es una cosa real para mí. Y esto es el año pasado, y tomé la prueba y la prueba era como, si respondías más de 14 de estas preguntas con un sí, entonces eres altamente sensible. Y yo respondí 24 sí."
24 to 24.,24 de 24.
"Yeah, I was like I like aced it. And then okay, I just real quick, I just said I know this song I want to replace one of the songs is we're talking about how.","Sí, fue como si lo hubiera clavado. Y luego bueno, solo rápido, solo dije sé que esta canción quiero reemplazar una de las canciones estamos hablando de cómo."
"No, you're not allowed. You're not allowed to what  you think about? Well, I don't know, you think you think about the that you're thinking? And we'll end the episode with that song.","No, no tienes permitido. No tienes permitido qué [â€¦] ¿qué piensas? Bueno, no sé, tú piensas piensas acerca de lo que estás pensando? Y terminaremos el episodio con esa canción."
"Okay, okay. I just gave you like, the songs I gave you were more like, what I would call the singles, you know, but I was like, if we're getting deep, I was like, oh, let's get into these album cuts, okay, anyway.","Ok, ok. Solo te di como, las canciones que te di fueron más como, lo que yo llamaría los sencillos, sabes, pero yo estaba como, si vamos a profundizar, estaba como, oh, vamos a meternos en esos cortes del álbum, ok, de todos modos."
"You let the aunties tell you what you should you're okay  With your pretty eyes, tell me where to let me tell you where to sit.","Dejas que las tías te digan lo que deberías está bien [â€¦] Con tus bonitos ojos, dime dónde déjame decirte dónde sentarte."
"But I took that test and I started crying because some of the questions were so specific, like, like stuff that I was never, you know, obviously, I always thought it was a sensitive person. But like, there's things that I'm like, oh, yeah, I don't like watching violence on movies and movies that I was like, yeah, I thought that was just me, but it's like a part of it, and I was like, crying because I was like, oh, this is me. And it made me it made me rethink everything. Like I had to read this. And then and then I really once I did that, I went back and did recorded another 10 songs. And just like, really, really explored the highly sensitive aspect in the album too. So except for the songs that you guys get.","Pero tomé esa prueba y comencé a llorar porque algunas de las preguntas eran tan específicas, como, cosas que nunca, ya sabes, obviamente, siempre pensé que era una persona sensible. Pero como, hay cosas que yo estaba como, oh, sí, no me gusta ver violencia en películas y películas en las que estaba como, sí, pensé que eso era solo yo, pero es como una parte de ello, y estaba llorando porque estaba como, oh, esto soy yo. Y eso me hizo replantearme todo. Como que tuve que leer esto. Y luego una vez que hice eso, volví y grabé otras 10 canciones. Y como que, realmente, realmente exploré el aspecto altamente sensible en el álbum también. Así que excepto por las canciones que ustedes consiguen."
"I love it, the title chose you. You know, it's like the sword. You know what I mean?","Me encanta, el título te eligió. Ya sabes, es como la espada. ¿Sabes a qué me refiero?"
"Yeah, it changed my life, yeah.","Sí, cambió mi vida, sí."
"You're known as a comedian. But this album, this isn't a comedic album. This is an earnest hip hop record.","Se te conoce como comediante. Pero este álbum, este no es un álbum cómico. Es un sincero disco de hip hop."
"Oh, yeah, this is this is real rap right here. This is hip hop for sure. Like I was a rapper for a long time in my 20s and then I just got into comedy and never got back to it and then we went on strike and I was like, I was like, I really want to have a rap album before I die you know just to exist you know? And so it's very sincere but there is some funny like elements to it is some skits on it and there's like, got like Mike Mitchell from the Doughboys is in one of his kids. So it's and Tony Baker a stand up comedian. So there's an element of my comedy world in the album which I don't want to hide from but it's that that was not fun, it's not like we're now yanking pitches.","Oh, sí, esto es rap de verdad aquí. Esto es hip hop seguro. Como que fui rapero durante mucho tiempo en mis 20 y luego simplemente me metí en la comedia y nunca volví a eso y luego fuimos a huelga y yo estaba como, estaba como, realmente quiero tener un álbum de rap antes de morir sabes solo para existir sabes? Y es muy sincero pero hay algunos elementos graciosos en él hay algunos skits y está como, got like Mike Mitchell de los Doughboys está en uno de sus hijos. Así que es y Tony Baker un comediante de stand up está ahí. Así que hay un elemento de mi mundo de la comedia en el álbum del que no quiero esconderme pero eso no fue divertido, no es como que ahora estamos tirando picheos."
"Well, let's listen to some songs. Are you both ready?","Bueno, vamos a escuchar algunas canciones. ¿Están ambos listos?"
"Alright, do it like MTV? Like like got it you do the MTV thing like they like hey, what's up and we we got this spring is spring break.","Vale, ¿hacerlo como MTV? Como que haces la cosa de MTV como que dicen hey, qué tal y tenemos esta primavera es primavera."
"New mix. I'm  leave the girl alone. Yeah, my  pistol in the drawers and the Buddha on the shelf. A little Prozac just for my mental health. Marty McFly Nagel back from the future, hands holding hands girl don't let me lose you. This is my life and I ain't looking back. Batty on the best, but yet as looking fat. I'm on my second wind yet is zero cooking crack. Music is my best friend, I make a lot of rap, let's go. Therapy, smoke  we went up Phil panic, and I gotta breathe. Trying to satisfy nigga needs. Yeah, gotta satisfy nigga needs.","Nueva mezcla. Estoy [â€¦] deja a la chica sola. Sí, mi [â€¦] pistola en los cajones y el Buddha en el estante. Un poco de Prozac solo para mi salud mental. Marty McFly Nagel de vuelta del futuro, manos sosteniendo manos chica no me dejes perder. Esta es mi vida y no miro hacia atrás. Batty en lo mejor, pero aún así parece gorda. Estoy en mi segundo viento y es cero cocinar crack. La música es mi mejor amiga, hago mucho rap, vamos. Terapia, humo [â€¦] subimos hasta Phil panic, y tengo que respirar. Tratando de satisfacer necesidades de negro. Sí, tengo que satisfacer necesidades de negro."
"Wan't sensitive. You talked about therapy, okay literally in.","No era sensible. Hablaste de terapia, literalmente en esto. Pero también hablé de robarle la chica a alguien."
"this, But I also talked about stealing someone's girl.",Pero también hablé de robarle la chica a alguien.
We contain multitude.,Contenemos multitudes.
"Sensitive people can do that, in fact I would argue that's a secret superpower.","La gente sensible puede hacer eso, de hecho, yo diría que es un superpoder secreto."
To a lot of sensitive guys.,Para muchos chicos sensibles.
"That's very true. That's all works. Okay yeah, I've done a front porch and those songs are great actually, it sounded really good in my headphones, so I'm glad that was one of the songs. I was like this should tell you.","Eso es muy cierto. Eso es lo que funciona. Vale, sí, he estado en el porche delantero y esas canciones son geniales, en realidad, sonaron realmente bien en mis audífonos, así que me alegro de que fuera una de las canciones. Pensé que esto debería decirte algo."
"Okay, let's listen next to one that got away.","Vale, escuchemos la siguiente sobre la que se escapó."
"If I was in Atlanta, I'll probably be married by now. If I was in Atlanta, then I'll probably be married by now. She the one that got away. I don't know what else to say, say, she the one that got away. I don't know what else to say mama saw them women on my shed baby fine baby fit and Yukon and you reg tight like Lilo and some Stitch. This house is big. I can fuck you in a  I'm from LA. but um, but that took the train to Georgia. I met this girl named.","Si estuviera en Atlanta, probablemente estaría casado ahora. Si estuviera en Atlanta, entonces probablemente estaría casado ahora. Ella es la que se escapó. No sé qué más decir, decir, ella es la que se escapó. No sé qué más decir mamá vio a esas mujeres en mi cobertizo bebé bien bebé en forma y Yukon y tú apretados como Lilo y Stitch. Esta casa es grande. Puedo follarte en un estoy de Los Ángeles. pero um, pero eso tomó el tren a Georgia. Conocí a esta chica llamada."
"Oh my god, if reading your auntie.","Oh Dios mío, si tu tía lee esto."
"I was like, I don't want to play this way, that's what I didn't want to play. Like, it's hot there's a family moment. And that's like literally the one song that's like that vulgar. Like, pretty much most of the songs are very sensitive. But hey, look, I'm from Atlanta, I had to do it, yeah. There's a running theme in the album about an inability to commit, you know, so I think even though that song is like, was kind of like, oh, I think this would be fun to have like an, like a club banger, or whatever. The song is kind of about me like being single for a very long time. And like, I'd really feel like I blame la for that, and I think I think if I'd never left LA, I think I'd be married and by now, literally, was Atlanta, I'll be married but if you know.","Yo estaba como, no quiero jugar de esta manera, eso es lo que no quería jugar. Como, hace calor, hay un momento familiar. Y esa es literalmente la única canción que es tan vulgar. Como, casi todas las canciones son muy sensibles. Pero hey, mira, soy de Atlanta, tenía que hacerlo, sí. Hay un tema recurrente en el álbum sobre la incapacidad de comprometerse, sabes, así que creo que aunque esa canción es como, era como, oh, creo que sería divertido tener como, una canción de club banger, o lo que sea. La canción es como sobre mí siendo soltero durante mucho tiempo. Y como, realmente siento que culpo a la por eso, y creo que si nunca hubiera dejado Los Ángeles, creo que estaría casado y ahora, literalmente, estaba Atlanta, estaría casado pero si sabes."
"If you never left Atlanta, you would be married by now.","Si nunca hubieras dejado Atlanta, estarías casado ahora."
"That's what I'd say yeah. I feel like I'm having a hard time dating in the city but I think Atlanta is like, not that there's something special about Atlanta. I think it's more than LA is hard to date here. So that's that so even in that song, there's still an element of like an emotional thing I'm struggling with.","Eso es lo que diría sí. Siento que tengo dificultades para tener citas en la ciudad pero creo que Atlanta es como, no es que haya algo especial en Atlanta. Creo que es más difícil tener citas aquí que en LA. Así que eso es lo que incluso en esa canción, todavía hay un elemento de como una cosa emocional con la que estoy luchando."
"I think LA is the hardest city in the world to date. I like can't think of another city that I've either been to or theoretically know about. That has the confluence of how sprawling it is to you know that we're all in our cars all the time to that it's a one in town. It's lonely, I mean, there's so many aspects to LA that I just don't understand how people date in LA.","Creo que LA es la ciudad más difícil del mundo para tener citas. No puedo pensar en otra ciudad en la que haya estado o teóricamente sepa. Que tiene la confluencia de lo expansiva que es para que sepas que todos estamos en nuestros coches todo el tiempo hasta que es una ciudad de uno. Es solitario, quiero decir, hay tantos aspectos en LA que simplemente no entiendo cómo la gente tiene citas en LA."
"Yeah, I really feel like the times when I had the most success in LA it was usually somebody who was from here who like grew up here. I think there's something about people being not having roots in a city where I'm like, oh, you were dating each other you have your family's not here, not here. My family's not here. I think it's hard to like build a relationship sometimes where you're like we are each other's only really foundation and it's sometimes it feels like it feels like people just kind of bail on it and also just too many people I think a lot of it is just like a numbers thing where like I think everyone knows that if they it doesn't work out there's there's enough people here today someone else and and then it ends up people end up like just moving on quicker. But so that's what that song is about. If I was in Atlanta be married by now.","Sí, realmente siento que las veces que tuve más éxito en LA fue generalmente con alguien que era de aquí que creció aquí. Creo que hay algo acerca de que la gente no tenga raíces en una ciudad donde yo estoy como, oh, estás saliendo el uno con el otro, tu familia no está aquí, no está aquí. Mi familia no está aquí. Creo que es difícil construir una relación a veces donde eres como nosotros somos la única fundación real el uno del otro y a veces se siente como se siente como la gente simplemente abandona y también hay demasiada gente creo que mucho de eso es solo como un tema de números donde creo que todos saben que si no funciona hay suficiente gente aquí hoy alguien más y luego la gente termina moviéndose más rápido. Pero eso es de lo que trata esa canción. Si estuviera en Atlanta estaría casado ahora."
"Lamar, let's transition into your cart. But first we want to know what type of shopper are you? What's your style?","Lamar, hagamos la transición a tu carrito. Pero primero queremos saber qué tipo de comprador eres. ¿Cuál es tu estilo?"
"I shop online a lot and I usually do the best sight ASOS and I'm like buying clothes on there but recently I was working on a pilot like as my luxury fashion I realized I didn't know what I was talking about. I had to get into it and I started going to the mall like old school like the Beverly Center. I want to go in those stores where it's like security like you have to like go wait in line and go in and I got addicted to it so that's like to your auntie so now I, that's how I shop now like only in luxury stuff.","Compro mucho en línea y generalmente hago la mejor vista ASOS y me gusta comprar ropa allí pero recientemente estaba trabajando en un piloto como mi moda de lujo me di cuenta de que no sabía de lo que estaba hablando. Tuve que meterme y empecé a ir al centro comercial como en los viejos tiempos como el Beverly Center. Quiero entrar en esas tiendas donde es como seguridad como que tienes que esperar en línea y entrar y me enganché así que eso es como para tu tía así que ahora, así es como compro ahora solo en cosas de lujo."
I did not that left turn. I'm sorry. You went from shopping online at ASOS to security guards?,No hice ese giro a la izquierda. Lo siento. ¿Pasaste de comprar en línea en ASOS a guardias de seguridad?
"Well because now I like it.  yeah, I when I shop now I don't go shopping a lot like and I I guess I'm really talking about clothing right now. But if we're talking about other stuff, if it's like outside of clothing, it's just usually like in my neighborhood like local shopping or whatever. But as far as like clothing, which is my favorite thing to shop for or I am like fully going back to like old school Rick and Morty like in the store trying shit on because I usually don't buy a lot of things at once I like like when I had I had a show last week. I bought the outfit like the day of and I went so I went to like I think it was Prada, when they're saying I'm over here flex shouldn't be flexing.","Bueno, porque ahora me gusta. sí, cuando compro ahora no voy de compras mucho y supongo que realmente estoy hablando de ropa ahora mismo. Pero si estamos hablando de otras cosas, si está fuera de la ropa, generalmente es como en mi vecindario como compras locales o lo que sea. Pero en cuanto a ropa, que es lo que más me gusta comprar o estoy volviendo completamente a lo viejo como Rick y Morty como en la tienda probando cosas porque generalmente no compro muchas cosas a la vez me gusta cuando tenía Tenía un espectáculo la semana pasada. Compré el atuendo el día de y fui así que fui a como creo que era Prada, cuando dicen que estoy aquí no debería estar presumiendo."
Shows about baby.,Espectáculos sobre bebés.
"You're not going to be single at the end of this episode, let me tell you.","No vas a estar soltero al final de este episodio, déjame decirte."
"I'm not gonna buy prada, like I can't do I so.","No voy a comprar Prada, como no puedo hacerlo."
"That's good that you say that, Su, it's good that he makes that disclaimer.","Es bueno que digas eso, Su, es bueno que él haga esa aclaración."
It's only for me.,Es solo para mí.
"No, there's a lot of wonderful ladies who who really appreciate a man who knows what's going on, know it's about qualities.","No, hay muchas mujeres maravillosas que realmente aprecian a un hombre que sabe lo que está pasando, saben que se trata de cualidades."
And appreciation for the finest thing.,Y la apreciación por lo más fino.
"Yeah, that can bleed into other areas of that relationship. All I'm saying.","Sí, eso puede sangrar en otras áreas de esa relación. Eso es todo lo que digo."
TThat's very true. What I like about it is like I'm just really big on cuz I used to be a manager at a wax museum isn't that related at all but customer service is like use to me. So I like to experience. Timeout.,"Es muy cierto. Lo que me gusta es que soy muy grande porque solía ser gerente de un museo de cera, no es que esté relacionado en absoluto, pero el servicio al cliente es como de uso para mí. Así que me gusta la experiencia. Tiempo fuera."
Wax museum or customer service? I'm curious because I'm sitting straight up for both.,¿Museo de cera o servicio al cliente? Tengo curiosidad porque estoy muy atento a ambos.
You mean Madame Tussauds Wax Museum?,¿Quieres decir el Museo de Cera Madame Tussauds?
"The one and only, to South Hollywood I was running that place I was the man out there you know saying they call me Mr. Wax. I used to walk in with a briefcase in his suit. It can be big wax out there. I was wax, I was wax tested. I was I was waxing on not all babies.","El único y solo, en South Hollywood estaba dirigiendo ese lugar, yo era el hombre allí, sabes diciendo que me llaman Sr. Cera. Solía caminar con un maletín en su traje. Puede haber mucha cera por allí. Estaba con cera, estaba probado con cera. Estaba encerando no solo a bebés."
That's right and you watch it on about customers service.,Eso es correcto y lo miras en cuanto al servicio al cliente.
The lines are going dead. We got to drop in the lines.,Las líneas se están muriendo. Tenemos que entrar en las líneas.
We're dropping the lines and we're trying to drop the panties alright let's move away from customers service.,"Estamos soltando las líneas y estamos tratando de soltar las bragas, está bien, alejémonos del servicio al cliente."
Let's move away from from Mr. Wax customer service.,Alejémonos del Sr. Cera y su servicio al cliente.
"Let's get away, let's get into your cart. I think this is going to bring us back because Lamar is adding to cart any kind of spa treatments.","Vamos a alejarnos, vamos a entrar en tu carrito. Creo que esto nos va a traer de vuelta porque Lamar está añadiendo al carrito todo tipo de tratamientos de spa."
"Yes, yeah.","Sí, sí."
Let's dive. What do you mean by that?,Vamos a sumergirnos. ¿A qué te refieres con eso?
"Yeah, I'm new to this so this so you guys can help me if you enter spas and stuff. So I got into this over the pandemic because I was like I just had a lot of background and so I was I went to the spa I went to get a massage and at Four Seasons in Beverly Hills it was just blew me away. I'll tell you that.","Sí, soy nuevo en esto, así que ustedes pueden ayudarme si entran en spas y esas cosas. Así que me metí en esto durante la pandemia porque era como que tenía mucho fondo y así fui al spa, fui a hacerme un masaje en Four Seasons en Beverly Hills, simplemente me impresionó. Te lo aseguro."
That lives are lighting up live callers are all gonna.,"Las líneas se están iluminando, los llamadores en vivo van a estar todos."
"Wax man is who I have though, you know saying if you if you can't if you can't love me as a wax on the first day.","El hombre de cera es quien tengo, ya sabes diciendo si no puedes si no puedes amarme como una cera en el primer día."
"That layer must be revealed to only the sacred ones. You know what I mean? Like we, that's worse people are going to love you for the wax man. But that's live here in a little bit of Prada and four seasons massages go on.","Esa capa debe ser revelada solo a los elegidos. ¿Sabes a qué me refiero? Como nosotros, es peor la gente te va a amar por el hombre de cera. Pero eso es en vivo aquí en un poco de Prada y cuatro temporadas de masajes continúan."
"So yeah, four seasons, I will go there in the afternoon, it was a beautiful thing so I'll go get the massage and I it was my first I mean my first time I just was blown away and the girl who did she's like she's the one who teaches everyone else I just got lucky that I got like the main person. And I was it was just like amazing. So then I go into the the sauna and steam room all that for me, you know, black dude from Atlanta like this just wasn't a thing I was exposed to so yeah, I feel it feels like obvious in some on some level but also it's like no, I just never done this before. So that was like you know 2020, and then now I'm like now I'm just I'm hitting up different spots I'm up at Raven spa, Raven spa got oh, they got you know they got you feel like you outside but you inside as well. And in terms of like products I haven't that's where I'm moved, that's why I was asking you on another podcast collab about face, like face moisturizer, skincare and stuff but I think anything in that world I'm fascinated by and I'm trying to get better at it, as I started doing. I want to start to get more into pedicures manicures anything like self care related. I'm into that stuff, yeah, that's why.","Así que sí, cuatro estaciones, iré allí por la tarde, fue algo hermoso así que iré a recibir el masaje y fue mi primera vez quiero decir mi primera vez simplemente me dejó asombrado y la chica que lo hizo es como ella es la que enseña a todos los demás solo tuve suerte de que me tocara la persona principal. Y fue simplemente increíble. Así que luego voy al sauna y a la sala de vapor, todo eso para mí, ya sabes, un tipo negro de Atlanta como que esto no era algo a lo que estaba expuesto así que sí, se siente obvio en algún nivel pero también es como no, nunca había hecho esto antes. Así que era como sabes 2020, y luego ahora estoy como ahora simplemente estoy visitando diferentes lugares estoy en Raven spa, Raven spa oh, ellos tienen ya sabes te hacen sentir como si estuvieras afuera pero estás adentro también. Y en términos de productos no he estado allí donde me he movido, por eso te preguntaba en otra colaboración de podcast sobre cara, como humectantes faciales, cuidado de la piel y cosas así pero creo que cualquier cosa en ese mundo me fascina y estoy tratando de mejorar en ello, como empecé a hacer. Quiero empezar a entrar más en pedicuras manicuras cualquier cosa relacionada con el autocuidado. Estoy en eso, sí, por eso."
"I ap[plaud you. I mean to kind of tag on that. You're also adding to cart quality tequila. With that, well tequila at the bar.","Te aplaudo. Quiero decir, para seguir en esa línea. También estás añadiendo al carrito tequila de calidad. Con eso, bueno, tequila en el bar."
"Yeah, take us on this journey. Where did you start and where are we today on this tequila?","Sí, llévanos en este viaje. ¿Dónde empezaste y dónde estamos hoy en este tequila?"
