Original,gpt4
"1. And you know, I remember years ago, I bought something online that allowed women to stand up and pee. It was like a cup that you put over your vulva, and then it comes out like a makeshift penis. You can stand and pee, and I used it. I remember I was at Jessica's friend's house, watching the season premiere of ""The Man Show"" or whatever. I don't know why I remember that. And I thought, oh, I'm going to use my standing pee device. And I did, and it worked. But it made me feel so weird. Like I was just by myself, you know, maybe I just looked a little.","1. Y sabes, recuerdo que hace años, compré algo en línea que permitía a las mujeres orinar de pie. Era como una copa que colocas sobre tu vulva, y entonces sale como un pene improvisado. Puedes ponerte de pie y orinar, y lo utilicé. Recuerdo que estaba en casa de un amigo de Jessica, viendo el estreno de temporada de ""The Man Show"" o algo así. No sé por qué lo recuerdo. Y pensé, voy a usar mi dispositivo para orinar de pie. Y lo hice, y funcionó. Pero me hizo sentir muy rara. Como que estaba sola, sabes, quizás sólo parecía un poco."
2. Is it like a funnel?,2. ¿Es como un embudo?
"3. It's basically like a funnel, it's a funnel. And you'd think, oh great. I'm going to have it in cars, going to have it for, you know, whatever, it's like if you go to a concert or something because guys don't realize that when you have to sit, and you're like, it's fun to go to a dingy dive bar until you're a woman and you have to pee. It's like a whole process.","3. Es básicamente como un embudo, es un embudo. Y pensarías, oh genial. Lo voy a tener en los coches, voy a tenerlo para, sabes, lo que sea, es como si fueras a un concierto o algo porque los chicos no se dan cuenta de que cuando tienes que sentarte, y estás como, es divertido ir a un bar de mala muerte hasta que eres mujer y tienes que orinar. Es todo un proceso."
4. I'm a two-seat cover kind of girl over here.,4. Soy una chica que usa doble cobertura para asientos por aquí.
"5. Needless to say, I think even the audience knows this.","5. No hace falta decir, creo que incluso el público lo sabe."
"6. Which is why, Chicago O'Hare Airport is the best place, so good to be.","6. Por lo cual, el aeropuerto O'Hare de Chicago es el mejor lugar, tan bueno para estar."
"7. That's the one where you press the button, and it’s a brand new, like, covered in a bag.","7. Ese es donde presionas el botón y es nuevo, como, cubierto en una bolsa."
8. Yes.,8. Sí.
9. Why don't they do that everywhere? Why is it every airport this way?,9. ¿Por qué no hacen eso en todas partes? ¿Por qué es cada aeropuerto de esta manera?
10. But then I also know they say like seat seats are like the cleanest?,10. Pero entonces también sé que dicen que los asientos de los asientos son como los más limpios?
"1. Yes, the seats I sit down on are immaculate, just like the one here.","1. Sí, los asientos en los que me siento están inmaculados, justo como este aquí."
"2. Yeah, that's never going to be me.","2. Sí, eso nunca va a ser para mí."
"3. Yeah, I know. But buttocks aren't dirty.","3. Sí, lo sé. Pero las nalgas no están sucias."
"4. I know, but that's personal hygiene. I mean, we could probably argue that buttocks can be incredibly dirty, depending on someone's wiping technique.","4. Lo sé, pero eso es higiene personal. Quiero decir, probablemente podríamos argumentar que las nalgas pueden estar increíblemente sucias, dependiendo de la técnica de limpieza de alguien."
"5. Oh, God, yeah, if you soil your ass cheeks, you've got bigger problems. I'm guessing there's no way that smearing feces on your ass cheeks when you wipe is your only problem in life. Anyway, let’s take some calls.","5. Oh, Dios, sí, si ensucias tus mejillas traseras, tienes problemas más grandes. Supongo que no hay manera de que el único problema en la vida sea mancharse con heces en las mejillas traseras al limpiarse. De todos modos, vamos a tomar algunas llamadas."
"6. Hi, Sarah, this is Kelly, and I wanted to ask you about long-term goals. I am a 44-year-old small business owner, and I want to know how you handle long-term goals. Because for me, they feel kind of moot since we're not in control of everything, so I look to the future. Like, by 64, I want to sell my business or retire—that's 20 years away. But then I think about all the things that can happen in 20 years, especially with how unstable everything is right now. So I struggle with setting these long-term goals. And I even struggle with the short-term goals to reach that long-term goal, if that makes any sense. I just wanted to get your opinion on that. And to see how you, as a business owner and media personality, handle this because you always have great advice. Thank you for your entertaining comedy and advice. It's something I look forward to every Thursday morning when I walk my dog, Biscuit. So, thank you, and I hope to hear from you soon.","6. Hola, Sarah, soy Kelly y quería preguntarte sobre metas a largo plazo. Soy propietaria de una pequeña empresa, tengo 44 años y quiero saber cómo manejas las metas a largo plazo. Porque para mí, parecen un poco inútiles ya que no controlamos todo, así que miro hacia el futuro. Como que a los 64, quiero vender mi negocio o jubilarme, eso es en 20 años. Pero luego pienso en todas las cosas que pueden suceder en 20 años, especialmente con lo inestable que está todo ahora. Así que lucho con establecer estas metas a largo plazo. E incluso me esfuerzo con las metas a corto plazo para alcanzar esa meta a largo plazo, si eso tiene sentido. Solo quería obtener tu opinión al respecto. Y ver cómo tú, como propietaria de un negocio y personalidad de los medios, manejas esto porque siempre tienes buenos consejos. Gracias por tu comedia entretenida y tus consejos. Es algo que espero con ansias cada jueves por la mañana cuando paseo a mi perro, Biscuit. Así que, gracias y espero oír de ti pronto."
"7. Hi Biscuit, are you going to walk? Hey, Biscuit. I just wanted to play that for Biscuit. I wouldn't say I'm without goals. But I always struggle with this because they never really think about what I want to do in the next five years or so. I've come to fully understand and accept that I've never been able to predict the future, and I never will be able to. So that helps me with my anxiety—just not trying to predict the future or worry too much about how it will unfold since we never know. We've never been able to know; you've never been able to predict anything in your life, and neither have I. But in terms of long-term goals, things that I've advised friends who have asked, I would say, make a plan like you have 20 more years in your business and then retire; you're making a long-term goal. Then you follow that plan until it no longer serves you. It’s either going to see you through to fruition, and everything will go as planned, or more likely, other things will happen—life will happen—that will take you in a different direction, and you'll make a new plan. Goals are great, but of course, it’s the journey to those goals—that's the substance of life, and you have to hopefully enjoy that. Because whether the goal is achieved or not, the journey should be your joy. Obviously, your joy isn't just about working or not; it's about being responsible for your own happiness, which includes taking care of yourself financially. So, it's a mix of all those things. You have a long-term goal and a plan to get there, and you follow that plan until it doesn't serve you anymore, and then you make a new one. I don't know what else to say. What other advice I can give, but it sounds like you’re doing great. Not fulfilling a goal isn’t necessarily a failure, and failure isn’t necessarily bad. So, control what you can and be on the edge of your seat for the rest. Good luck, what else?","7. Hola Biscuit, ¿vas a pasear? Hola, Biscuit. Solo quería poner eso para Biscuit. No diría que no tengo metas. Pero siempre lucho con esto porque nunca realmente pienso en lo que quiero hacer en los próximos cinco años o así. He llegado a entender y aceptar completamente que nunca he podido predecir el futuro, y nunca podré hacerlo. Eso me ayuda con mi ansiedad, simplemente no intentando predecir el futuro o preocuparme demasiado por cómo se desarrollará ya que nunca sabemos. Nunca hemos podido saberlo; nunca has podido predecir nada en tu vida, y yo tampoco. Pero en términos de metas a largo plazo, cosas que he aconsejado a amigos que han preguntado, diría, haz un plan como que tienes 20 años más en tu negocio y luego te jubilas; estás estableciendo una meta a largo plazo. Luego sigues ese plan hasta que ya no te sirva. O bien te llevará a la realización y todo saldrá como planeaste, o más probablemente, sucederán otras cosas, la vida sucederá, que te llevarán en una dirección diferente y harás un nuevo plan. Las metas son geniales, pero por supuesto, es el viaje hacia esas metas, eso es la sustancia de la vida, y esperas poder disfrutar de eso. Porque si se logra la meta o no, el viaje debe ser tu alegría. Obviamente, tu alegría no se trata solo de trabajar o no; se trata de ser responsable de tu propia felicidad, lo que incluye cuidarte financieramente. Así que es una mezcla de todas esas cosas. Tienes una meta a largo plazo y un plan para llegar allí, y sigues ese plan hasta que ya no te sirva más, y luego haces uno nuevo. No sé qué más decir. Qué otro consejo puedo dar, pero parece que lo estás haciendo genial. No cumplir una meta no es necesariamente un fracaso, y fracasar no es necesariamente malo. Entonces, controla lo que puedas y mantente al borde de tu asiento para el resto. Buena suerte, ¿qué más?"
"8. Sarah, what would be your favorite deep cut of yours? Like when a fan recognizes you on the street and they say, oh my God, I loved you in what's the thing someone could say they saw and loved you in, or heard you in, or knew that you were involved with that would make you most excited about that interaction?","8. Sarah, ¿cuál sería tu trabajo menos conocido favorito? Como cuando un fan te reconoce en la calle y dice, ""Dios mío, me encantaste en cuál es esa cosa que alguien podría decir que vio y le encantó de ti, o te oyó en, o supo que estabas involucrada y que te emocionaría más de esa interacción?"""
"9. Well, it's, you know, funny, I like that I've done various jobs. The way people recognize me varies; some know me from Star Trek Voyager, others from Howard Stern, and some from Monk. Then there's the time I was at Canter's, and a waitress, well into her seventies, asked me if I was who she thought I was. She wondered if I was the one from the movie 'Marry Me.' I've also been recognized just for my stand-up comedy, where people think I'm really dirty or edgy. And then there's 'The Way of the Gun,' a movie where I appeared just in the first scene before the credits. My character was described as a raving bitch, but it was directed by Christopher McQuarrie. It was his first movie, and during the shooting, I was actually punched in the face three times; once by accident by Ryan Phillippe, even though we practiced the scene. It was an accident, and he felt awful, but it was cool. They may have used the take with the actual hit because you can hear the impact. But that's definitely a deep cut for sure.","9. Bueno, es, sabes, gracioso, me gusta haber hecho trabajos diversos. La manera en que la gente me reconoce varía; algunos me conocen de Star Trek Voyager, otros de Howard Stern, y algunos de Monk. Luego está esa vez que estuve en Canter's, y una mesera, ya mayor, me preguntó si yo era quien ella creía que era. Se preguntaba si yo era la del filme 'Marry Me.' También me han reconocido solo por mi comedia en vivo, donde la gente piensa que soy realmente osada o atrevida. Y luego está 'The Way of the Gun,' una película donde aparecí solo en la primera escena antes de los créditos. Mi personaje fue descrito como una loca furiosa, pero fue dirigida por Christopher McQuarrie. Fue su primera película, y durante el rodaje, Ryan Phillippe me golpeó accidentalmente en la cara tres veces; una vez por accidente aunque practicamos la escena. Fue un accidente y él se sintió fatal, pero estuvo bien. Puede que hayan usado la toma con el golpe real porque se puede oír el impacto. Pero eso es definitivamente un trabajo profundo por seguro."
"10. Hi, Sarah, my name is Emily. I am nine years old, and I really want to be an actor. My mom is unsure about it because she thinks child actors are spoiled brats. My question is, do you ever work with kids? And it's my mom, right?","10. Hola, Sarah, mi nombre es Emily. Tengo nueve años y realmente quiero ser actriz. Mi mamá no está segura de ello porque piensa que los niños actores son niños mimados. Mi pregunta es, ¿alguna vez trabajas con niños? Y tiene razón mi mamá, ¿verdad?"
"11. Oh, this is difficult. I don't know how to answer this, Emily, because I was like you at your age. I just wanted to be an actor, I wanted to do musicals, I wanted to do it all. And I was so mad at my mom. She only let me be in school plays, but you know what? I was in school plays, and it worked out great. I kept a meticulous diary. But like when I was 12 or 13, it’s not like it was the deepest stuff, but it was important to me. And there was a time, my mom wouldn't let me sign up for this child modeling or whatever agency—you just pay a fee, and they're supposed to get your kids into modeling or whatever. And my mom thought it was nonsense and said no. I wrote in my diary because I knew someone would read it someday, and I wanted them to know how I felt. But I did school plays, and they were amazing. And there are so many things you can do at 9 or 10 or 11. You can do local plays, community theater, school plays. And I think your mom is probably right because childhood takes forever, it feels like. But there's a lot you can do now—read monologues in your room, make up stuff with your friends. And remember, you don't have to be earning a living at nine. And my opinion on child actors is not that they're spoiled brats. They’re working long hours, it's not all fun and games, and not all kids are cut out for that. Some thrive and then hit a hard wall. As for your question, I do work with kids. I've worked with kids on a musical based on a 10-year-old version of me. The rejection these kids face can be tough, it affects them in different ways. Some kids thrive, like Jodie Foster or Ron Howard or Selena Gomez. But not all make it through well. To have a real childhood to base your acting career on is important, to have lived experiences that aren't just on a film set. It will be worth it, I promise. But I couldn't wait to be an adult and be an actor. Even then, you don't necessarily get to be an actor. I was lucky, I was a stand-up, and that worked for me. But there are New York kids, Broadway veterans, like Zoe Glick, who played me Off-Broadway. She was brilliant, like a tiny Meryl Streep. She wasn't naturally like a little me; she built the character from the inside out. She carried the show, and then she aged out. Now she'll get new roles, but that's the industry. You've already started, your mom is doing the right thing, and you'll understand it one day.","11. Oh, esto es difícil. No sé cómo responder a esto, Emily, porque yo era como tú a tu edad. Solo quería ser actriz, quería hacer musicales, quería hacerlo todo. Y estaba tan enfadada con mi madre. Solo me dejaba participar en obras escolares, pero ¿sabes qué? Participé en obras escolares, y resultó genial. Mantenía un diario meticuloso. Pero como a los 12 o 13 años, no es que fuera lo más profundo, pero era importante para mí. Hubo un tiempo, mi madre no me dejaba inscribirme en esa agencia de modelaje infantil o lo que fuera: pagabas una tarifa y se suponía que ayudarían a tus hijos a entrar en el modelaje o lo que sea. Y mi madre pensaba que era una tontería y dijo que no. Escribí en mi diario porque sabía que alguien lo leería algún día, y quería que supieran cómo me sentía. Pero hice obras escolares, y fueron increíbles. Y hay tantas cosas que puedes hacer a los 9 o 10 u 11 años. Puedes hacer obras locales, teatro comunitario, obras escolares. Y creo que tu madre probablemente tiene razón porque la infancia se siente eterna. Pero hay mucho que puedes hacer ahora: leer monólogos en tu habitación, inventar cosas con tus amigos. Y recuerda, no tienes que ganarte la vida a los nueve. Y mi opinión sobre los niños actores no es que sean niños mimados. Trabajan largas horas, no todo es diversión y juegos, y no todos los niños están hechos para eso. Algunos prosperan y luego se topan con un muro. En cuanto a tu pregunta, sí trabajo con niños. He trabajado con niños en un musical basado en una versión de mí a los 10 años. El rechazo al que se enfrentan estos niños puede ser duro, los afecta de diferentes maneras. Algunos niños prosperan, como Jodie Foster o Ron Howard o Selena Gomez. Pero no todos lo llevan bien. Tener una infancia real en la que basar tu carrera actoral es importante, tener experiencias de vida que no sean solo en un set de filmación. Valdrá la pena, lo prometo. Pero yo no podía esperar a ser adulta y ser actriz. Incluso entonces, no necesariamente llegas a ser actriz. Tuve suerte, era comediante y eso funcionó para mí. Pero hay niños de Nueva York, veteranos de Broadway, como Zoe Glick, que me interpretó en Off-Broadway. Fue brillante, como una pequeña Meryl Streep. No era naturalmente como una pequeña yo; construyó el personaje desde dentro hacia afuera. Llevó el espectáculo y luego creció demasiado para el papel. Ahora conseguirá nuevos roles, pero así es la industria. Ya has comenzado, tu madre está haciendo lo correcto, y lo entenderás algún día."
"12. Hey, Sarah, your friend Mark here. Longtime fans love your comedy. We think it's getting better every year. Please don't ever stop.","12. Hola, Sarah, aquí tu amigo Mark. Los fanáticos de siempre aman tu comedia. Creemos que mejora cada año. Por favor, nunca dejes de hacerlo."
"13. Thanks, Mark.","13. Gracias, Mark."
"14. I just listened to your recent podcast where you had a call from a listener struggling with gas due to a surgery gone wrong 47 years ago. And yes, it's a tricky situation. But at the end of your segment on this, you said you're sure your listeners will be calling in and well, I'm one of them.","14. Acabo de escuchar tu reciente podcast donde tuviste una llamada de una oyente que lucha con gases debido a una cirugía que salió mal hace 47 años. Y sí, es una situación complicada. Pero al final de tu segmento sobre esto, dijiste que estás segura de que tus oyentes llamarían, y bueno, yo soy uno de ellos."
"15. Oh, good.","15. Ah, qué bien."
"16. I googled the problem and found a solution, at least a partial one. It's a product called Tootles, which I thought was a funny name and knew it would resonate with you; it's underwear for both men and women that has a charcoal filter built into the back. I don't think it'll handle the noise aspect, but it should certainly address the smell. So if she could manage to adjust her posture to minimize the vibration, Tootles should take care of the rest. I hope this helps. Love you.","16. Busqué el problema en Google y encontré una solución, al menos parcial. Es un producto llamado Tootles, que pensé que era un nombre gracioso y sabía que resonaría contigo; es ropa interior para hombres y mujeres con un filtro de carbón incorporado en la parte trasera. No creo que maneje el aspecto del ruido, pero ciertamente debería abordar el olor. Entonces, si ella pudiera ajustar su postura para minimizar la vibración, Tootles debería encargarse del resto. Espero que esto ayude. Te quiero."
"17. You know, I was sent a link to charcoal underwear by Jimmy Kimmel years ago, and he's like, ""Dude, you should get this."" First of all, I don't pass much gas, and if I do, it never smells. But, not that there's anything wrong with that. That was always a joke between him and me. Anyway, I'm somewhat familiar with charcoal underwear. It doesn't muffle any sound, but the smelly air passes through it and the charcoal supposedly cleans the smell. That's not the technical term, obviously. Thanks, Mark, Tootles underwear. I don't know if it's the smell she's worried about, but that's definitely good to know.","17. Sabes, Jimmy Kimmel me envió un enlace a ropa interior de carbón hace años, y me dijo, ""Hombre, deberías conseguir esto."" Primero que nada, no tengo muchos gases y si los tengo, nunca huelen. Pero, no es que haya algo malo en eso. Eso siempre fue una broma entre él y yo. De todos modos, estoy algo familiarizado con la ropa interior de carbón. No amortigua ningún sonido, pero el aire apestoso pasa a través de ella y el carbón supuestamente limpia el olor. Eso no es el término técnico, obviamente. Gracias, Mark, ropa interior Tootles. No sé si es el olor lo que le preocupa, pero definitivamente es bueno saberlo."
"1. Hi Sarah, my name is John and I'm calling because I just listened to your episode about fecal incontinence due to an accident. It's very common and it's horrible that she has to endure this alone. I had the same problem due to radiation for lymphoma in my lower region. I was referred to a colorectal doctor who implemented a neuromodulation stimulator. It retrained my nerves, specifically the sacral nerve. When the sacral nerve is damaged, it's like a plant that freezes in winter and dies. It stops working and you develop those types of symptoms. But the neuromodulation stimulator is a surgically implanted device, much like a pacemaker for your heart. It’s like a pacemaker for your bowel movements, stimulating the sacral nerves, and I had 100% success with it and now I go about my life without constantly looking for a bathroom.","1. Hola Sarah, mi nombre es John y llamo porque acabo de escuchar tu episodio sobre la incontinencia fecal debido a un accidente. Es muy común y es terrible que tenga que soportarlo sola. Tuve el mismo problema debido a la radiación para el linfoma en mi región inferior. Me derivaron a un médico colorrectal que implementó un estimulador de neuromodulación. Retrenó mis nervios, específicamente el nervio sacro. Cuando el nervio sacro está dañado, es como una planta que se congela en invierno y muere. Deja de funcionar y desarrollas ese tipo de síntomas. Pero el estimulador de neuromodulación es un dispositivo implantado quirúrgicamente, muy parecido a un marcapasos para tu corazón. Es como un marcapasos para tus movimientos intestinales, estimulando los nervios sacros, y tuve un 100% de éxito con él y ahora vivo mi vida sin buscar constantemente un baño."
"2. We should ask if the sacral nerve stimulator is covered by insurance. It certainly should be for her. Sacral nerve stimulation is covered for urinary urge incontinence, urgency, frequency syndrome, and urinary retention. But what about fecal incontinence? Is that covered by insurance? For ongoing therapy, the cost of the sacral nerve stimulation surgical implant was $22,970. Well, we should let her know about it. Maybe her insurance covers it. God, insurance, this whole health care racket. I don’t want to get into it, but anyway, thank you, John, for calling in. Let’s pass that information on. We have another one about passing gas. Let’s see.","1. Deberíamos preguntar si el estimulador del nervio sacro está cubierto por el seguro. Ciertamente debería estarlo para ella. La estimulación del nervio sacro está cubierta para la incontinencia urinaria urgente, el síndrome de urgencia y frecuencia, y la retención urinaria. Pero, ¿qué pasa con la incontinencia fecal? ¿Está eso cubierto por el seguro? Para la terapia continua, el costo del implante quirúrgico de estimulación del nervio sacro fue de $22,970. Bueno, deberíamos informarle sobre eso. Tal vez su seguro lo cubra. Dios, los seguros, todo este embrollo del cuidado de la salud. No quiero entrar en eso, pero de todos modos, gracias John por llamar. Pasemos esa información. Tenemos otra sobre los gases. Veamos."
"3. Hey, Sarah, my name is Zoey. It's my first time calling. I just love and appreciate you so much. I have many things to say. But specifically, I just listened to the episode about the lady who has, you know, unintentional farts, as everyone is describing it.","2. Hola, Sarah, mi nombre es Zoey. Es la primera vez que llamo. Simplemente te amo y te aprecio tanto. Tengo muchas cosas que decir. Pero específicamente, acabo de escuchar el episodio sobre la señora que tiene, ya sabes, gases involuntarios, como todos lo describen."
"4. And I guess what she could say is something like ""I have a medical problem that's likely to happen again."" Because we're human, it's okay to laugh and mention it in a serious manner, so it’s not like we're inviting laughter but just acknowledging it, making it less likely to become a subject of forbidden laughter. And by doing that, we can all move on from that. I'm a nurse, a hospice nurse. I want to thank you so much from the bottom of my heart for sharing your experiences with the death of your dad and your stepmom. There was so much in that episode that I'm thankful for. Last episode, you talked about hearing loss, about poor eyesight. I think you mentioned granny panties and some other very geriatric topic. I'm 47 myself and I’m just so happy to be going through this time of life with you, thanks.","3. Y supongo que lo que ella podría decir es algo como ""Tengo un problema médico que probablemente volverá a ocurrir"". Porque somos humanos, está bien reír y mencionarlo seriamente, así no estamos invitando a la risa sino reconociéndolo, haciendo que sea menos probable que se convierta en un tema de risa prohibida. Y al hacerlo, todos podemos seguir adelante. Soy enfermera, enfermera de hospicio. Quiero agradecerte mucho desde lo más profundo de mi corazón por compartir tus experiencias con la muerte de tu padre y tu madrastra. Había tanto en ese episodio por lo que estoy agradecida. En el último episodio, hablaste sobre la pérdida de audición, sobre la mala vista. Creo que mencionaste bragas de abuela y algún otro tema muy geriátrico. Tengo 47 años y estoy tan feliz de estar pasando por este momento de la vida contigo, gracias."
5. I love that. It's like it's true. It’s like we’re all like everyone in our age group is going through it together. It's like I remember hearing about Steve Martin and Martin Short and a bunch of comedians who all scheduled their colonoscopies on the same day and then did prep together and played poker and just took turns running to the bathroom together. And there’s something very sweet about that.,"5. Me encanta eso. Es verdad. Es como si todos en nuestro grupo de edad estuviéramos pasándolo juntos. Es como cuando escuché que Steve Martin y Martin Short y un grupo de comediantes programaron sus colonoscopias el mismo día, hicieron la preparación juntos, jugaron al póker y se turnaban para ir al baño juntos. Y hay algo muy dulce en eso."
"6. Hi, Sarah. I'm calling again from Barcelona. My name is Presley. I'm an artist, and in my previous question, I asked about your famous dish that might be featured in my cookbook. Now, I'm currently drawing a series based on Legendary establishments around the world. I was in LA over Christmas and I drew a few places, for example, Casa Vega, El Compadre, and Tower Hotel. I just wanted to know, what is a legendary bar or restaurant to you? Where is the most legendary spot that I can draw in LA? Thanks a lot, bye.","6. Hola, Sarah. Llamo nuevamente desde Barcelona. Mi nombre es Presley. Soy artista, y en mi pregunta anterior, pregunté sobre tu famoso plato que podría aparecer en mi libro de cocina. Ahora, estoy dibujando una serie basada en establecimientos legendarios alrededor del mundo. Estuve en Los Ángeles durante Navidad y dibujé algunos lugares, por ejemplo, Casa Vega, El Compadre y Tower Hotel. Quería saber, ¿qué bar o restaurante es legendario para ti? ¿Cuál es el lugar más legendario que puedo dibujar en Los Ángeles? Muchas gracias, adiós."
"7. LA is so many things, but for some reason, I thought of Joan's on Third just because I think its aesthetic is so beautiful, and I could see it drawn. Joan’s on Third is the restaurant on Third Street, and it's just beautiful. It's like there isn't even a lot you can eat there, but it's so good. It’s just beautiful. It looks like it looks like the kitchen in every Nancy Meyers movie. There's something about it, that's like so reminds me of any, any characters like a gorgeous kitchen in a Nancy Meyers movie. Do you know what I mean? Amy?","7. Los Ángeles es tantas cosas, pero por alguna razón, pensé en Joan's on Third solo porque creo que su estética es tan hermosa, y podría verla dibujada. Joan’s on Third es el restaurante en Third Street, y es simplemente hermoso. Es como que no hay mucho que puedas comer allí, pero es tan bueno. Es simplemente hermoso. Parece la cocina de cada película de Nancy Meyers. Hay algo en eso, que me recuerda a cualquier personaje como una cocina hermosa en una película de Nancy Meyers. ¿Sabes a qué me refiero? ¿Amy?"
"8. Yeah, I love that idea. And I could add a few.","8. Sí, me encanta esa idea. Y podría agregar algunos."
"9. Go on, yeah. Amy born and raised in LA. So she would mean.","9. Continúa, sí. Amy nació y se crió en Los Ángeles. Así que sería importante."
"10. You mentioned Cantor's, which is obviously a staple.","10. Mencionaste Cantor's, que obviamente es un básico."
"11. Can’t wait, did I mention Cantor's?","11. No puedo esperar, ¿mencioné Cantor's?"
12. You mentioned in answering another question when you said you were at Cantor.,12. Mencionaste en respuesta a otra pregunta cuando dijiste que estabas en Cantor.
"1. Oh, yes, Canter's. It's divine.","1. Oh, sí, Canter's. Es divino."
"2. I would recommend any of the delis like Nate 'n Al's or Canter's. Los Angeles is known for its Googie architecture, which is like the mid-century style exemplified by places like Norms and those old diners.","2. Recomendaría cualquiera de los delis como Nate 'n Al's o Canter's. Los Ángeles es conocido por su arquitectura Googie, que es como el estilo de mediados de siglo ejemplificado por lugares como Norms y esos viejos restaurantes."
"3. And then there's Johnny's, which is basically a set for movies.","3. Y luego está Johnny's, que básicamente es un set para películas."
"4. But there's the one on the way to the airport, a really cool one. And there are quite a few diners that still exist, like the original Bob’s Big Boy in Burbank.","4. Pero está el que está en camino al aeropuerto, ese es realmente genial. Y hay varios restaurantes clásicos que todavía existen, como el original Bob’s Big Boy en Burbank."
5. You're doing great with this.,5. Lo estás haciendo genial con esto.
