Original,gpt4
"I am. I’m trying to meet people. I’m on a lot of dating apps and stuff like that. But I guess I grew up with like an idealized version of like, what dating would be like, but I didn’t date for so long. While I was not dating, people moved into like a swipe culture or things moving a lot more quickly than maybe I was prepared for or used to, especially, you know, when I was first transitioning, and things like that. So it’s been interesting to think about, but like, that would hit me hard. I was like, oh, the whole dating game has changed. I kind of missed out on it. Before I came out publicly, I didn’t really see a romantic future because I wasn’t being myself. And I wasn’t being true to myself. And I guess one of the reasons I ventured out to Los Angeles, is because I am hoping to date and find a partner. On the flip side, dating as a trans person has been incredibly difficult. I’ll match with people and then they’ll read my profile, and they’ll quickly unmatch. Or, like, I’ll be talking with someone like a guy or girl and I like trying to get together. I was like, hey, let’s meet up for a drink. They’re like, cool your place? And I’m like, no, I would rather like go out for a drink or coffee or something like that. Just to like get to know somebody a little bit.","Sí. Estoy tratando de conocer gente. Estoy en muchas aplicaciones de citas y cosas así. Pero supongo que crecí con una versión idealizada de cómo serían las citas, pero no salí con nadie durante mucho tiempo. Mientras no salía con nadie, la gente se movió hacia una cultura de deslizar o cosas que se mueven mucho más rápido de lo que estaba preparado o acostumbrado, especialmente, ya sabes, cuando estaba comenzando mi transición y cosas así. Ha sido interesante pensar en eso, pero eso me golpeó fuerte. Era como, oh, todo el juego de las citas ha cambiado. Me perdí de eso. Antes de salir públicamente, realmente no veía un futuro romántico porque no estaba siendo yo mismo. Y no estaba siendo fiel a mí mismo. Y supongo que una de las razones por las que me aventuré a Los Ángeles, es porque espero salir en citas y encontrar una pareja. Por otro lado, salir en citas como persona trans ha sido increíblemente difícil. Hago match con personas y luego leen mi perfil, y rápidamente deshacen el match. O, como, estoy hablando con alguien, un chico o una chica, y me gusta tratar de juntarnos. Era como, hey, vamos a tomar algo. Ellos dicen, ¿genial, tu casa? Y yo digo, no, preferiría salir a tomar algo o un café o algo así. Solo para conocer un poco a alguien."
"Yeah, I mean, dating is sometimes they’re very open about like, you know, dating trans people, and sometimes they don’t want other people to know.","Sí, quiero decir, a veces las citas son muy abiertas en cuanto a, ya sabes, salir con personas trans, y a veces no quieren que otras personas lo sepan."
"I struggle with that a lot. I really do. People get it on an intellectual level, like, okay, yes, trans people are real, their experiences are valid. And then it gets down to another level where people aren’t willing or ready to confront their attraction to trans people. And that’s part of what makes dating so hard.","Lidiar con eso es muy difícil para mí. Realmente lo es. La gente lo entiende a nivel intelectual, como, de acuerdo, sí, las personas trans son reales, sus experiencias son válidas. Y luego baja a otro nivel donde la gente no está dispuesta o preparada para enfrentar su atracción hacia las personas trans. Y eso es parte de lo que hace que las citas sean tan difíciles."
"Yeah. Because all these murders and everything that happened, like many times they start dating and they hate the fact that they love or attracted to a trans person. I mean, like, I believe that being trans on these days is like people at least people know what’s going on. Like before you had to make this whole explanation about it. Now, I think people like are more aware. I think there’s more options out there.","Sí. Porque todos estos asesinatos y todo lo que sucedió, como muchas veces comienzan a salir y odian el hecho de que aman o se sienten atraídos por una persona trans. Quiero decir, como, creo que ser trans en estos días es como que al menos la gente sabe qué está pasando. Como antes tenías que hacer toda esta explicación al respecto. Ahora, creo que la gente es más consciente. Creo que hay más opciones allí afuera."
"Dating as a trans person is hard. And another thing that’s layered on top of that, is that I’m still trying to figure out my sexuality, which I guess is kind of open ended, even though I never would have admitted that before transitioning. All of this is pretty intimidating. And I’m hoping that a city as progressive as Los Angeles is the right place to figure this out.","Salir en citas siendo una persona trans es difícil. Y otra cosa que se suma a eso, es que todavía estoy tratando de descubrir mi sexualidad, que supongo que es algo abierto, aunque nunca lo habría admitido antes de la transición. Todo esto es bastante intimidante. Y espero que una ciudad tan progresista como Los Ángeles sea el lugar adecuado para descubrirlo."
"I mean, I always think like, nobody’s gonna knock at your door and say, like, hey, can I take you out?","Quiero decir, siempre pienso que nadie va a llamar a tu puerta y decir, como, oye, ¿puedo invitarte a salir?"
That is yet to happen to me. That has yet to happen anyone I know.,Eso aún no me ha pasado a mí. Eso aún no le ha pasado a nadie que conozco.
Yeah. You need to be out there. In that energy. Keep it open. That was me last night. I was pretty open.,Sí. Necesitas estar allí fuera. En esa energía. Mantenlo abierto. Eso fui yo anoche. Estaba bastante abierto.
"Hi, everyone. I’m Jeffrey. Thanks for coming out tonight. I’m transgender. That’s what I am. It means I was a girl and now I’m, I took some testosterone. And now I’m a child. This is Jeffrey. I’m on the road doing a string of shows on the college circuit. I’ve got four shows in 48 hours. And I’ve gotten what, two done now. And I have two more left. I’m gonna do like a little Q&A thing. If you can ask me a question that I’ve never heard yelled at me before. I’ll give you 100 bucks. Let’s start with you.","Hola, todos. Soy Jeffrey. Gracias por venir esta noche. Soy transgénero. Eso es lo que soy. Significa que era una chica y ahora, tomé algo de testosterona. Y ahora soy un chico. Este es Jeffrey. Estoy en la carretera haciendo una serie de espectáculos en el circuito universitario. Tengo cuatro shows en 48 horas. Y ya he hecho dos. Y me quedan dos más. Voy a hacer como una pequeña sesión de preguntas y respuestas. Si puedes hacerme una pregunta que nunca me hayan gritado antes, te daré 100 dólares. Empecemos contigo."
Have you had any surgery?,¿Te has sometido a alguna cirugía?
"That’s an awesome question. I haven’t had top surgery. So I still have the boys. I call them the boys. Don’t gender my tits. What makes me different is that I have kind of a comedy Q&A where I challenged them to ask me questions about being trans. The students like it because they get to make the show whatever they want it to be. This week is definitely one of the busiest ones I’ve had in a while but at least college kids keep it interesting. What I’m gonna go to Mardi Gras. And I’m gonna flash dudes all fucking night. Because in my mind, a bunch of frat dudes waking up in the morning and being like, dude, were we that drunk? Or did that small boy child have really nice tips?","Esa es una pregunta increíble. No me he hecho la cirugía de pecho. Así que todavía tengo a los chicos. Les llamo los chicos. No le asignes género a mis pechos. Lo que me hace diferente es que tengo una especie de Q&A cómico donde les reto a hacerme preguntas sobre ser trans. A los estudiantes les gusta porque pueden hacer que el espectáculo sea lo que quieran. Esta semana es definitivamente una de las más ocupadas que he tenido en mucho tiempo pero al menos los universitarios lo hacen interesante. Lo que voy a hacer es ir al Mardi Gras. Y voy a mostrarles todo a los chicos toda la jodida noche. Porque en mi mente, un montón de chicos de fraternidad despertándose por la mañana y siendo como, ¿estábamos tan borrachos? ¿O ese pequeño niño realmente tenía buenos consejos?"
"I can hear you. Can you hear me? Me and my girlfriend Emma are navigating a long-distance relationship right now because she is currently studying to be a helicopter pilot. So living long distance is hard enough as it is. But then with touring and being on the road all the time. It’s hard to kind of match up schedules and just make time for each other. But I try to always catch her between gigs. Well, the show went really well tonight. Yeah, it was good. It was like actually a totally decent turnout for what it was. It was like 45 people. I went awesome. The people who booked me were like, super nice. I warned them that like hey, it might get awkward. And they were like we love awkward. So it was really fun. And now I’m navigating through the college town and all of its little roundabouts because it’s hip, and it’s a college town and they got roundabouts and trying to get back to the highway so that I can fly out in I don’t know what five hours maybe a two-hour drive back to the airport. I’ve got to drop the rental car off. And it’s not enough time even though they gave me a hotel room for tonight. I don’t have enough time to stay there. So instead I’m gonna go to the airport and I was going to try and like sleep there but this airport closes from like the life of a comic is, it’s insane. And while I know it, and I’ve done it a lot, it never really gets easier. Yeah, I do have to go find a place and fill up so they don’t charge me out the wazoo for gas at the rental car place. Alright, right. All right. well, I love you so much Baby Cakes.","Te puedo escuchar. ¿Puedes escucharme? Emma y yo estamos llevando una relación a larga distancia en este momento porque ella está estudiando para ser piloto de helicóptero. Así que vivir a larga distancia ya es bastante difícil como es. Pero luego con las giras y estar en la carretera todo el tiempo. Es difícil coincidir horarios y simplemente hacer tiempo el uno para el otro. Pero intento siempre verla entre conciertos. Bueno, el espectáculo fue realmente bien esta noche. Sí, estuvo bien. Fue realmente un buen número de asistentes para lo que era. Eran como 45 personas. Fue increíble. La gente que me contrató era súper agradable. Les advertí que, hey, podría ponerse incómodo. Y ellos dijeron que aman lo incómodo. Así que fue realmente divertido. Y ahora estoy navegando por el pueblo universitario y todos sus pequeños rotondas porque es moderno, y es un pueblo universitario y tienen rotondas y trato de volver a la autopista para que pueda volar en no sé qué, cinco horas tal vez un viaje de dos horas de regreso al aeropuerto. Tengo que dejar el coche de alquiler. Y no es suficiente tiempo aunque me dieron una habitación de hotel para esta noche. No tengo suficiente tiempo para quedarme allí. Así que en cambio voy a ir al aeropuerto y iba a intentar dormir allí pero este aeropuerto cierra como la vida de un cómico es, es una locura. Y aunque lo sé, y lo he hecho mucho, nunca realmente se hace más fácil. Sí, tengo que encontrar un lugar y llenar para que no me cobren un ojo de la cara por la gasolina en el lugar del coche de alquiler. Bien, bien, bien. bueno, te amo mucho pastelito."
"Okay, so this is recording. That’s good. This is Chloe. And I’m going to set my phone down here. I am putting on makeup. The makeup that Mariana gave me because I have a blind date tonight. One of my work colleagues set me up with someone she knows another trans woman named Eve. And that is literally all I know about her. So we’re going to head to a restaurant up the street. Of course, I want to smell good. A blind date. Honestly, it’s a bit intimidating. But I liked that we’re meeting in a more organic fashion, as opposed to being swiped right or left in most cases on an app. But I think it’s going to be good. I you know, I’m planning for the best. I’m hoping for the best. So wish me luck y’all. How are you today? I’m all set with water and just waiting for my date. Okay, thank you. How are you? I’m Chloe. Eve walks up. And sure enough, she’s gorgeous. Which makes me more nervous.","Vale, así que esto está grabando. Eso es bueno. Soy Chloe. Y voy a dejar mi teléfono aquí. Estoy poniéndome maquillaje. El maquillaje que Mariana me dio porque tengo una cita a ciegas esta noche. Una de mis colegas de trabajo me preparó con alguien que conoce, otra mujer trans llamada Eve. Y eso es literalmente todo lo que sé sobre ella. Así que vamos a dirigirnos a un restaurante en la calle. Por supuesto, quiero oler bien. Una cita a ciegas. Honestamente, es un poco intimidante. Pero me gustó que nos estemos conociendo de una manera más orgánica, en lugar de ser deslizados hacia la derecha o izquierda en la mayoría de los casos en una aplicación. Pero creo que va a ser bueno. Sabes, estoy planeando lo mejor. Estoy esperando lo mejor. Así que deséame suerte a todos. ¿Cómo estás hoy? Estoy todo listo con agua y solo esperando a mi cita. Vale, gracias. ¿Cómo estás? Soy Chloe. Eve se acerca. Y efectivamente, es hermosa. Lo que me pone más nervioso."
"Yeah, just with a pumpkin harvest they call it.","Sí, justo con una cosecha de calabazas lo llaman."
And I will do the Florida […]. How are you today?,Y haré el de Florida [...]. ¿Cómo estás hoy?
"Well, how you doing?","Bueno, ¿cómo estás?"
Good. Did you find it okay?,Bien. ¿Lo encontraste bien?
"Now I got here, right? I’m in South tel so not that far away.","Ahora llegué aquí, ¿verdad? Estoy en South tel así que no tan lejos."
"Oh, good. Good. Good. I’m just a few miles that way.","Oh, bien. Bien. Bien. Estoy a solo unas millas de esa manera."
I still I don’t know the highways that well here yet.,Todavía no conozco bien las carreteras aquí.
I know that 405 and 5 are big highways. But I don’t know where they go.,"Sé que la 405 y la 5 son grandes carreteras, pero no sé a dónde van."
"Yeah, I know where they go. I just don’t bother me. Yeah.","Sí, sé a dónde van. Solo que no me importa. Sí."
"Suppose we’d be a good pair, then. I know the names. You know where they go. Yeah, we’ll make it work. I’ll drive and you navigate. Thank you. How was your day?","Supongo que seríamos una buena pareja entonces. Yo conozco los nombres. Tú sabes a dónde van. Sí, lo haremos funcionar. Yo conduzco y tú navegas. Gracias. ¿Cómo estuvo tu día?"
Working. I work in entertainment. I have a really nice boss. She’s great.,Trabajando. Trabajo en entretenimiento. Tengo un jefe muy bueno. Ella es genial.
"So I work for Emory University, which is in Atlanta. And I do their West Coast alumni relations. And I go to school.","Así que trabajo para la Universidad Emory, que está en Atlanta. Y hago relaciones con los exalumnos de la Costa Oeste. Y también estudio."
What are you studying?,¿Qué estás estudiando?
"I’m studying higher education leadership. Mainly, I just wanted to make my brother call me Doctor. And he says that he won’t, but if I get the degree kind of has to.","Estudio liderazgo en educación superior. Principalmente, solo quería que mi hermano me llamara Doctor. Y él dice que no lo hará, pero si consigo el título, en cierto modo tiene que hacerlo."
I guess I technically have a doctorate but not a doctor a doctorate. Say a law degree.,"Supongo que técnicamente tengo un doctorado, pero no soy médico, un doctorado. Digamos, un título en derecho."
What made you decide to go to law school?,¿Qué te hizo decidir estudiar derecho?
"Well, I originally wanted to do LGBTQ rights law. And so yeah, I went to law school at that mine. It was like, right after I came out. So I was just like, oh, I want to like help the community.","Bueno, originalmente quería dedicarme al derecho de los derechos LGBTQ. Y sí, fui a la facultad de derecho por eso. Fue justo después de que salí del armario. Así que estaba como, oh, quiero ayudar a la comunidad."
"I think a lot about whether it’d be ideal to end up with another trans woman, just because there’s so many shared experiences in an understanding of the things that we go through. That can be hard to explain to a sis person sometimes. Are you from LA?","Pienso mucho en si sería ideal acabar con otra mujer trans, simplemente porque hay tantas experiencias compartidas y una comprensión de las cosas por las que pasamos. Eso puede ser difícil de explicar a veces a una persona cis. ¿Eres de LA?"
"No, I moved here from DC. Back in July, I grew up in Virginia. I don’t have any family there.","No, me mudé aquí desde DC. En julio, crecí en Virginia. No tengo familia allí."
"My family’s all back in my hometown, like everyone which is Rochester, New York. I don’t know that any of my family has ever left, actually, I think I’m the first one. I’m really I think I’m the first queer one. And then I’m the first one to leave. I wonder if they’re related.","Mi familia está toda en mi ciudad natal, como todos, que es Rochester, Nueva York. No sé si alguno de mi familia ha salido de allí, de hecho, creo que soy el primero. Realmente creo que soy el primero queer. Y luego soy el primero en irme. Me pregunto si están relacionados."
"I am. I’m the first in a lot of ways for my family. I. Yeah. Well, I’m definitely the first one to come out here to the West Coast. And, like the first yeah, like the person in my family and first person going to college. My family. I don’t know what your family is like, but some of my family is like very Trump town. I don’t see much of my family. Yeah, I see my dad a little bit. And then my sister. I guess I’ll see her a little bit.","Lo soy. Soy el primero en muchos aspectos para mi familia. Sí. Bueno, definitivamente soy el primero en venir aquí a la Costa Oeste. Y, como el primero, sí, como la persona en mi familia y la primera persona en ir a la universidad. Mi familia. No sé cómo es tu familia, pero algunos de mi familia son muy de ciudad Trump. No veo mucho a mi familia. Sí, veo a mi papá un poco. Y luego a mi hermana. Supongo que la veré un poco."
My brother and I’ve come a long way. My dad is quite conservative and very Catholic.,Mi hermano y yo hemos recorrido un largo camino. Mi papá es bastante conservador y muy católico.
"My dad, I think had the hardest time. Although my dad’s come around, you know, it took him like a year or so. I generally don’t talk a lot about trans stuff.","Mi papá, creo que fue el que más le costó. Aunque mi papá ha cambiado, ya sabes, le tomó como un año o algo así. Generalmente no hablo mucho sobre cosas trans."
"I don’t either a ton. You’re easy to talk to. Going into this, I was really nervous about how I’d even react. Would I be awkward? Because sometimes I default to that. So far, I think the dates going well, we again, have some shared experiences and some things to talk about and seems to be relatively easy. This was really fun.","Yo tampoco hablo mucho. Es fácil hablar contigo. Entrando en esto, estaba realmente nervioso sobre cómo reaccionaría. ¿Sería incómodo? Porque a veces eso me pasa. Hasta ahora, creo que la cita va bien, tenemos algunas experiencias compartidas y cosas de qué hablar y parece ser relativamente fácil. Esto fue realmente divertido."
"Let’s exchange information. Well, here, I’ll get your phone number. I’ll text you and you’ll have my stuff. Okay, it was so nice to meet you.","Intercambiemos información. Bueno, aquí, tomaré tu número de teléfono. Te enviaré un mensaje y tendrás mis datos. Vale, fue muy agradable conocerte."
"Thank you so much. Well, I’m looking forward to hanging out again.","Muchas gracias. Bueno, tengo ganas de volver a pasar tiempo juntos."
"Anyway, have a good night.","De todos modos, que tengas una buena noche."
"So I think the day went, well, she’s a great person. I’m excited to see where this goes. And yeah, I was nervous. But now I’m really happy.","Entonces creo que el día fue, bueno, ella es una gran persona. Estoy emocionado de ver a dónde nos lleva esto. Y sí, estaba nervioso. Pero ahora estoy realmente feliz."
"I’m late. I was like, I’ve never driven in Los Angeles rain before. And apparently no one else.","Llego tarde. Nunca había conducido con lluvia en Los Ángeles antes. Y al parecer, nadie más tampoco."
I’m back in LA. And my good friend Theresa’s coming over tonight. And I’m honestly exhausted from the last round of shows. But like really looking forward to seeing a familiar face.,He vuelto a LA. Y mi buena amiga Theresa viene esta noche. Y honestamente estoy agotado después de la última ronda de shows. Pero realmente tengo ganas de ver una cara familiar.
"Although this is a random thing. But at some point tonight, if you want to go grab dessert, I’d be down and go grab like a slice of pie or something.","Aunque esto es algo aleatorio. Pero en algún momento de esta noche, si quieres ir a tomar un postre, estaría dispuesto a ir a buscar como una porción de pastel o algo así."
"Oh my god, that would be amazing. Theresa is the best. Because when I feel like I’m super overworked or busy, like I just remember she’s a doctor and like 18 other things. So she’s the person I can pitch to about how busy we both are. I got in at like 2AM last night from all those shows.","Dios mío, eso sería increíble. Theresa es la mejor. Porque cuando siento que estoy súper sobrecargado de trabajo o ocupado, como que solo recuerdo que ella es doctora y como otras 18 cosas más. Así que ella es la persona a la que puedo quejarme de lo ocupados que estamos ambos. Llegué a casa como a las 2 AM anoche después de todos esos shows."
"Oh, well, what was it like on tour?","Oh, ¿y cómo fue la gira?"
"I don’t know. It’s really rough. You go by yourself. You fly by yourself. You get a rental car by yourself, you know, the hotel by yourself. I think, I don’t know. Standup is great. I don’t feel like it’s a forever thing.","No sé. Es realmente duro. Vas solo. Vuelas solo. Consigues un coche de alquiler solo, sabes, el hotel por ti mismo. Creo, no sé. El stand-up es genial. No creo que sea algo para siempre."
"Oh, wow. And how like, when do you think that switched you where you’re like, I don’t want to do this anymore.","Oh, vaya. ¿Y cómo, cuándo crees que cambió eso en ti donde ya no querías hacerlo más?"
I think about six or seven years in is when I started to feel so lonely on the road. So my alcoholism got the worst of the worst.,Creo que unos seis o siete años después es cuando comencé a sentirme tan solo en la carretera. Así que mi alcoholismo empeoró lo peor.
"Well, you’re doing like I remember you told me you’re doing. You were traveling for weeks at a time, right?","Bueno, estás haciendo como recuerdo que me dijiste que estabas haciendo. Viajabas por semanas a la vez, ¿verdad?"
"Oh my gosh, that’s the worst part of it. Being on the road is already crappy enough. You’re the only one to keep yourself accountable and sober when you’re traveling and on the road. But then add on that you’re trans and you’re traveling to small cities. Some of them aren’t as progressive as Los Angeles. And I’m being super honest, on stage about being trans. Just wears on you a lot. I just am not as happy on the road doing comedy anymore. I mean, honestly, I don’t know. It’s really hard. Because every time I try to leave stand up, it feels like an opportunity comes that kind of pulls me back in. You’re doing what you love. And people are loving what you’re doing. And you see the reactions. And secondly, it really was like being able to give back and do comedy at the same time. I get that like so I would do typically an hour show then I would do the 30 Minute Q&A, okay. And then I also said on stage, if you are too shy also to come up to me after the show I completely understand. And those are the times where like, people after meeting me sometimes cried and dealt with their problems or learned stuff about being trans. I had this show that I’ll never ever forget. I did a regular show on a college campus. And I got a message after I was done. That said, hey, Jeffrey. I am the 45-year-old man who is at your show yesterday. And I want to let you know, I have always truly felt like a woman. And for an hour and a half yesterday, for the first time in 45 years, I felt normal. So it was important to me that I go to any town, if something were to happen and didn’t matter, being willing to be that person is really important to me. This person reached out to me, they’ve just looking for an outlet and someone to talk to. And so you can be there for them for a second. But like, you know, they’re still dealing with it when you leave. They’re still dealing with their own lives and a small town. So","Dios mío, esa es la peor parte. Estar en la carretera ya es bastante malo. Eres el único que se mantiene responsable y sobrio cuando estás viajando y en la carretera. Pero luego añade que eres trans y viajas a ciudades pequeñas. Algunas de ellas no son tan progresistas como Los Ángeles. Y estoy siendo súper honesto, en el escenario sobre ser trans. Eso te desgasta mucho. Simplemente no soy tan feliz en la carretera haciendo comedia como antes. Quiero decir, honestamente, no sé. Es realmente difícil. Porque cada vez que intento dejar el stand-up, parece que surge una oportunidad que de alguna manera me vuelve a atraer. Estás haciendo lo que amas. Y a la gente le encanta lo que haces. Y ves las reacciones. Y en segundo lugar, realmente era como poder devolver algo y hacer comedia al mismo tiempo. Entiendo eso, así que normalmente haría un espectáculo de una hora y luego haría una sesión de preguntas y respuestas de 30 minutos, está bien. Y también dije en el escenario, si eres demasiado tímido también para acercarte a mí después del espectáculo, lo entiendo completamente. Y esos son los momentos en los que, como, después de conocerme, algunas personas a veces lloraron y enfrentaron sus problemas o aprendieron cosas sobre ser trans. Tuve este espectáculo que nunca olvidaré. Hice un espectáculo regular en un campus universitario. Y recibí un mensaje después de que terminé. Que decía, hola, Jeffrey. Soy el hombre de 45 años que estuvo en tu espectáculo ayer. Y quiero que sepas que siempre me he sentido realmente como una mujer. Y durante una hora y media ayer, por primera vez en 45 años, me sentí normal. Así que era importante para mí ir a cualquier ciudad, si algo pasara y no importara, estar dispuesto a ser esa persona es realmente importante para mí. Esta persona se puso en contacto conmigo, solo buscaban una salida y alguien con quien hablar. Y así puedes estar ahí para ellos por un segundo. Pero como, ya sabes, ellos siguen lidiando con eso cuando te vas. Siguen lidiando con sus propias vidas en un pueblo pequeño. Entonces"
That sounds really hard. It’s a lot to put on you.,Eso suena realmente difícil. Es mucho lo que te ponen encima.
How are you? Emily is one of my friends from home who I really trust. She gives great advice and has a lot of insight that not many people have.,¿Cómo estás? Emily es una de mis amigas de casa en quien realmente confío. Ella da muy buenos consejos y tiene mucho conocimiento que no muchas personas tienen.
"The last time we talked, I knew you had gone on a date. Right? And then what happened since then?","La última vez que hablamos, sabía que habías tenido una cita. ¿Verdad? ¿Y qué ha pasado desde entonces?"
"So I mean, she decided that we wouldn’t see each other again. But it’s actually fine, because she gave me the best reason for it. And she said that she’s only into masculine women. And I don’t fit that. And I was like, oh, I’m actually okay with that. I was kind of surprised to hear back from Eve that she just wanted to be friends. And I totally get where she’s coming from and why. But if I’m being honest with myself, it still feels kind of like rejection. So I’ve been talking this guy from a dating app. And we’ve just been chatting and kind of joking around a little bit, and he seems pretty interesting.","Entonces, quiero decir, ella decidió que no nos veríamos más. Pero en realidad está bien, porque me dio la mejor razón para ello. Y dijo que solo le gustan las mujeres masculinas. Y no encajo en eso. Y yo estaba como, oh, en realidad estoy bien con eso. Me sorprendió un poco escuchar de Eve que solo quería ser amiga. Y entiendo completamente de dónde viene y por qué. Pero si soy honesto conmigo mismo, todavía se siente un poco como un rechazo. Así que he estado hablando con este chico de una aplicación de citas. Y hemos estado charlando y bromeando un poco, y él parece bastante interesante."
Are you gonna meet him?,¿Vas a conocerlo?
"So, he asked me to go get a drink. And this is like, the first time that somebody was like, hey, want to do something? And that doesn’t happen a lot. So I’m excitedly nervous.","Entonces, él me pidió que fuéramos a tomar algo. Y esta es como la primera vez que alguien decía, oye, ¿quieres hacer algo? Y eso no pasa mucho. Así que estoy emocionadamente nervioso."
Wait. So his idea was to meet you in public?,"Espera. Entonces, ¿su idea fue conocerte en público?"
"Yes, he was. He was like, yeah, we can grab a drink. And I was like, awesome. I’m always a little nervous.","Sí, lo fue. Él estaba como, sí, podemos tomar algo. Y yo estaba como, genial. Siempre estoy un poco nervioso."
"Well, of course, but it’s in public. And you have your phone on you.","Bueno, por supuesto, pero es en público. Y tienes tu teléfono contigo."
"One silver lining of being on all these apps is that I’m still talking to some interested and interesting people. The one where I’ve gotten the most interest is actually from a cisgender guy, which I don’t know, like, I want to be incredibly careful, because there’s always some kind of violence being done towards trans women. And a lot of it is from Cis men. But it was his idea to meet up. And it was his idea to meet up in public, which makes me feel a little bit safer. You know, also, this would be my first time going out with a guy, and that’s a whole thing.","Una ventaja de estar en todas estas aplicaciones es que todavía estoy hablando con algunas personas interesadas e interesantes. La aplicación donde he recibido más interés es realmente de un chico cisgénero, lo cual no sé, como que quiero ser increíblemente cuidadosa, porque siempre hay algún tipo de violencia hacia las mujeres trans. Y mucho de eso proviene de hombres cis. Pero fue su idea quedar. Y fue su idea encontrarnos en público, lo que me hace sentir un poco más segura. Sabes, además, sería mi primera vez saliendo con un chico, y eso es todo un tema."
"To be fair, my experience is only going out with guys. I mean, what makes you most nervous?","Para ser justa, mi experiencia es solo saliendo con chicos. Quiero decir, ¿qué es lo que más te pone nervioso?"
"It’s so new? Like, I have no experience? I don’t know what I’m doing.","¿Es tan nuevo? Como, no tengo experiencia? No sé lo que estoy haciendo."
"I mean, are you? Are you considering it, though? Because you think you should you know, like you’re a woman? And that’s the expectation from our society? Or are you actually like pursuing this person? Because he is interesting to you, and you are attracted to him.","Quiero decir, ¿lo estás considerando, aunque sea? Porque piensas que deberías, ya sabes, como que eres una mujer? ¿Y esa es la expectativa de nuestra sociedad? ¿O realmente estás persiguiendo a esta persona? Porque él te interesa, y te sientes atraída por él."
While you kind of ask the hard questions.,"Mientras tanto, tú haces las preguntas difíciles."
"I’m sorry, I know I do that to you all the time.","Lo siento, sé que siempre te hago eso."
"I know, but it’s really good for me. Because now I actually have to think about it. I don’t exactly know what I want or like, so I’m not really in a position where I feel like I want to turn anyone down just based on gender.","Lo sé, pero es realmente bueno para mí. Porque ahora realmente tengo que pensar en ello. No sé exactamente lo que quiero o me gusta, así que realmente no estoy en una posición en la que sienta que quiero rechazar a alguien solo por su género."
