Spanish,English,Spanish_NEU,Spanish_NEG,Spanish_POS,English_NEU,English_NEG,English_POS
"Y si califica y si no va Asus redes sociales y la bufa. Farsante me pone. Farsante, pásatela tú misma le dices, oigan, pero no. O sea, hemos visto comentarios de que Ay, es que no saben entrevistar. Ay que no. ¿No creo que canto, oiga, y también cuando ponen de que es que no dejan de hablar, es que a veces pues tenemos que hablar, porque sino cómo le podemos?","And if it qualifies and if it doesn't, Asus goes to social networks and mocks it. It makes me fake. You fake, take it yourself, you tell him, listen, but no. I mean, we have seen comments that Oh, they don't know how to interview. Oh no. I don't think I sing, listen, and also when they talk about what it is that they don't stop talking, it's just that sometimes we have to talk, because otherwise how can we?",0.8968032598495483,0.09881030768156052,0.004386414308100939,0.9375089406967163,0.059625789523124695,0.0028653114568442106
"Ay, aparte no podemos dejar en blanco al artista, tenemos que cuidarlo. Oye, y todos estos episodios que han pasado el el mazonado la gente bueno, muchos a mí me preguntan cuando me los topo, ya sea que si me topo algún ampon en la calle o en algún antro X oye, Sí me pregunta de que oye te iba a preguntar algo y dice, quiero saber si en realidad fue verdad el insomnio de la burrita.","Oh, apart from that we cannot leave the artist blank, we have to take care of him. Hey, and all these episodes that have happened in the mess, good people, many of them ask me when I run into them, whether if I run into some ampon on the street or in some club. I was going to ask you something and he says, I want to know if the donkey's insomnia was really true.",0.5287882089614868,0.45371997356414795,0.017491888254880905,0.008699731901288033,0.9154810905456543,0.075819231569767
"Vamos a ver esta gran escena, vamos a verla la dormida. Los boletos los pueden encontrar enduermase.com pero comas háganlos de también es así duérmase que estaba diciéndole a la Cámara despiértese despiértese burrita que onda con su vida, que onda con su vida, ya se le cayó la cola.","Let's see this great scene, let's see her sleeping. The tickets can be found at duermase.com but whatever, make them like that, it's also like that, sleep that she was telling the Camera, wake up, wake up, donkey, what's up with her life, what's up with her life, her tail has already fallen off.",0.458275705575943,0.46688199043273926,0.07484231889247894,0.007548395544290543,0.2509189546108246,0.7415326833724976
"Deme la cola de Burrita. Se le cayó la. Colita. Me está aquí corrigiendo la. Villa se dice que me durmieron. Sí, pero hipnotizada la gran hipnotizada de la burrita ya la fuimos a ver, mira.","Give me the Burrita tail. She dropped her. Tail. He is here correcting me. Villa is said to have put me to sleep. Yes, but the big hypnotized donkey was already hypnotized and we went to see her, look at her.",0.14846543967723846,0.7918122410774231,0.059722285717725754,0.041198454797267914,0.8915677666664124,0.06723377853631973
Ese fue un momento icónico porque la gente en televisión se vivió y se vió. Yo la verdad lo viví al 100. Yo solamente recuerdo que. No me quería dormir tampoco. Ya empezaba yo a sentir. Ya ves que se empiezan a sentir las manos duras y que.,That was an iconic moment because people on television lived and saw it. The truth is that I lived it to the 100th. I only remember that. I didn't want to sleep either. I was already beginning to feel. You see that your hands are starting to feel hard and that.,0.05379332974553108,0.3833589255809784,0.5628477334976196,0.08125193417072296,0.5069848299026489,0.4117632210254669
"Se y como el cómo le llaman artritis, como el. Como el hormigueo, ajá. Yo ahí ya empecé a creer, o sea, hasta ese hasta ese movimiento empecé a creer. Después logré en lo lejos escuchar que ella decía, yo no, yo no lo voy a hacer. Entonces dije, si no lo hago yo.","I know and like how they call it arthritis, like. Like the tingling, aha. That's when I started to believe, that is, until that movement I started to believe. Later I managed to hear her say in the distance, ""No, I'm not going to do it."" So I said, if I don't do it.",0.10392306745052338,0.8264487981796265,0.06962811946868896,0.03802107274532318,0.858126163482666,0.10385274887084961
"Y no lo haces tú, ajá. ¿Qué contenido vamos a hacer entonces? Por eso dije Chingue su madre, ya estoy aquí y. Trácale, pero no, no sentías un un como nervio. O sea, cuando entraste yo sí quisiera saber. O sea, yo llegué a un punto donde estaba, en un trance, donde empezaba a sentir eso de los de estos y empezaba a sentir como que me desconectaba, pero mi demonio interno del miedo que tengo que ya bueno, o sea, ya verá algunas entrevistas que se vienen al futuro en estos días.","And you don't do it, aha. What content are we going to make then? That's why I said Chingue, his mother, I'm here and. Try it, but no, you didn't feel a nerve. I mean, when you came in I would like to know. I mean, I got to a point where I was, in a trance, where I was starting to feel like these guys and I was starting to feel like I was disconnecting, but my inner demon of fear that I have, well, I mean, you'll see. some interviews coming up these days.",0.7746516466140747,0.21361449360847473,0.011733888648450375,0.5762009024620056,0.41509267687797546,0.008706432767212391
"Donde hablé algo sobre eso, eso era lo que a mí me me que te. Fueras a quedar ahí. Ajá, Fíjate que yo también soy. Miedosa, porque si yo no lo controlo, no lo hago. O sea, ajá, soy muy controladora, pero realmente yo sí estaba pensando mucho en el contenido porque apenas estaba empezando el video.","Where I talked something about that, that was what I thought of you. You were going to stay there. Aha, notice that I am too. Scared, because if I don't control it, I won't do it. I mean, aha, I'm very controlling, but I was really thinking a lot about the content because I was just starting the video.",0.5822024345397949,0.3992481529712677,0.01854938641190529,0.19347360730171204,0.7685067653656006,0.038019634783267975
"Ajá. ¿Y te acuerdas que tu tío estaba medio así? Entonces yo dije, si ella ya dijo que no, porque yo te escuché, que decías no, no. ¿Dije, si yo digo que no, qué? ¿Qué vamos a hablar en el video o qué vamos a dar de contenido? Entonces yo dije, pues me aguanto y me dejó, digo yo no.","AHA. And do you remember that your uncle was kind of like that? So I said, if she already said no, because I heard you saying no, no. I said, if I say no, what? What are we going to talk about in the video or what are we going to provide as content? So I said, well she put up with me and she left me, I said not me.",0.16739818453788757,0.7997698187828064,0.03283198922872543,0.1215595006942749,0.858505368232727,0.019935134798288345
"Nunca estuve nervioso de que me fuera a hacer algo que me fuera a pisar o que me fueran a hacer una pinche. Pero cirugía ahora pues es que yo vi que el John Milton sacaba muela, pero en. La cirugía a poco, te lo juro.","I was never nervous that they were going to do something to me that was going to step on me or that they were going to do something to me. But surgery now because I saw that John Milton pulled a tooth, but in. Surgery soon, I swear.",0.8010781407356262,0.18240925669670105,0.016512639820575714,0.7255889773368835,0.2661088705062866,0.008302147500216961
"Aquí ahorita voy a conseguir el video donde están un show en vivo y le saca la muela a un güey. ¿Ah, pero lleva un dentista para hacerlo, no? Él, o sea él, la más así y le sacan el diente. Yo dije, ojalá no vayas a Quererme. Hubiéramos sacado el problemita, no 2.","Here right now I'm going to get the video where they are doing a live show and they pull out a guy's tooth. Oh, but you need a dentist to do it, right? He, that is, he, the most like that and they pull out his tooth. I said, I hope you don't go to Love me. We would have solved the little problem, no 2.",0.8548075556755066,0.13203898072242737,0.013153529725968838,0.20828035473823547,0.7659242749214172,0.02579542249441147
"Años y ahí se va a quedar. Si el. ¿Problemita? No, o sea, está en proceso. Ah, OK, pero yo por eso decidí seguirle. O sea, yo dije en algún momento me va a despertar. No pensé que me fuera a estar. Durmiendo a cada rato, porque si les voy a confesar que traía unos putazos en la espalda porque ese vídeo sí lo vi donde al último creo que o.","Years and it will stay there. If he. Little problem? No, I mean, he is in process. Ah, OK, but that's why I decided to follow him. I mean, I said at some point he's going to wake me up. I didn't think I was going to be there. Sleeping all the time, because I'm going to confess that he had some whores on his back because I did see that video where I think it was the last one.",0.42434027791023254,0.534437358379364,0.04122230410575867,0.14269834756851196,0.779116153717041,0.07818544656038284
"Te cae donde. No sé qué decimos y luego trae y que todos riéndose en vez de que me levantara eso también fue una observación que yo le hice. Producción. Más de 10 personas perdieron el empleo. Porque esa situación, porque yo me golpeé, de hecho yo traía putas aquí donde yo creo que me pegué o con la silla.","It falls on you where. I don't know what we say and then he brings it and everyone laughs instead of me getting up. That was also an observation I made to him. Production. More than 10 people lost their jobs. Because that situation, because I hit myself, in fact I brought whores here where I think I hit myself or with the chair.",0.8895277976989746,0.10605574399232864,0.004416510462760925,0.9544647932052612,0.04275601729750633,0.0027792220935225487
"O con esa luz no te no, no te pegaste, te resbalaste en la silla. ¿Bueno traía, pero fue un momento icónico porque dónde tú le dices, oye, vamos a ver ese momento, no? Me vaya a hacer bromas y luego voy a verme. Que estoy duérmase profundo despiértese.","Or with that light, no, no, you didn't hit yourself, you slipped on the chair. Well, it was, but it was an iconic moment because where do you say, hey, let's see that moment, right? I'm going to make jokes and then I'm going to see myself. I'm going to sleep deeply, wake up.",0.12209539115428925,0.6593292355537415,0.21857532858848572,0.02855263464152813,0.5294824242591858,0.4419649541378021
"¿Qué pedo? Mira, es que tú les insiste, ya no me duerme. Entonces dijo, ya no quieres que te duerma, duermas centro. A mí, la verdad, no quise ver el video completo porque yo en mi ignorancia, creía que me podía volver a dormir. ¿Es que no dice si sea real, no sé si dicen que es cuando lo vuelves a enfrentar en persona o si es con el video y pues fui a su casa qué?","What up? Look, you insist, it doesn't put me to sleep anymore. Then she said, you don't want me to put you to sleep anymore, sleep center. To be honest, I didn't want to watch the entire video because, in my ignorance, I thought I could go back to sleep. It doesn't say if it's real, I don't know if they say it's when you confront him again in person or if it's with the video and then I went to his house what?",0.9156015515327454,0.08012276142835617,0.004275698214769363,0.8004175424575806,0.19603949785232544,0.0035429284907877445
"2 días después sí. Fui a su casa con el señor, pero no tocamos el tema. Toca que fuiste otros. Business, porque quiero hacer la nueva gomita de. Al parecer, tacha la mapacha se quiere subir arriba de mí, me quiere pisar, pero yo.","2 days later yes. I went to his house with the man, but we didn't talk about it. It turns out that you were others. Business, because I want to make the new jelly bean. Apparently, Tacha the raccoon wants to climb on top of me, she wants to step on me, but me.",0.1661137342453003,0.8050740957260132,0.028812147676944733,0.2295120805501938,0.7481971383094788,0.022290807217359543
"¿Hablando de tacha la mapacha usted ya sabe en estos momentos porque estamos buscando mascoti drak a la a la nueva mascoti drak del momento telonera que vamos a lanzar, ya le cambiamos el nombre en el Palenque del momento, denuncie, pero esa niña cómo arrasó?","Speaking of Tacha the Raccoon, do you already know right now why we are looking for mascoti drak for the new mascoti drak of the moment that we are going to launch, we already changed the name in the Palenque of the moment, report it, but how did that girl sweep ?",0.13708627223968506,0.840401828289032,0.02251185104250908,0.008790372870862484,0.9760214686393738,0.015188134275376797
"La gente está toda. La gente me ponía en la publicación de. La mapacha y perdónenla y que no sé qué miren, yo no tengo nada que perdonarle si la niña es votada y aclamada por el público. ¿Se le va a dar la respetar?","The people are all there. People put me in the publication of. The raccoon and forgive her and I don't know what to look at, I have nothing to forgive her if the girl is voted and acclaimed by the public. Is she going to give him respect?",0.9428708553314209,0.05365687981247902,0.0034721840638667345,0.8393973708152771,0.15649548172950745,0.004107081331312656
"OK, porque esto el público lo va a decidir, ajá. Pero también hay que aclarar que hay que presentar un video de 1 minuto mostrando tu talento. Qué talento, unas. Fotos de tus looks si quieres y el público, nosotros decidiremos.","OK, because the public is going to decide this, aha. But it must also be clarified that you must submit a 1-minute video showing your talent. What talent, some. Photos of your looks if you want and the public, we will decide.",0.03124457783997059,0.8606060147285461,0.10814940929412842,0.008649908006191254,0.9696671366691589,0.021682903170585632
"¿Quién va a abrir el Palenque de los ampones, que es el 30 de abril? Y este te quería avisar que yo ya estoy blindada, totalmente blindada, tengo ya seguro de gastos medios mayores.","Who is going to open the Palenque de los ampons, which is on April 30? And I wanted to let you know that I am already protected, totally protected, I already have insurance for higher average expenses.",0.19216269254684448,0.7676489353179932,0.04018839821219444,0.003682749578729272,0.24553190171718597,0.7507852911949158
"Tengo también un equipo grande de abogado que es el equipo de abogados que trae Gloria Trevi, que defendió a Johnny Depp. Cuando esta muchacha le cago. Toda la cama, toda la cama, le cago. Este traigo a esos abogados porque si usted no le ha quedado Claro en el Palenque del momento, vamos a vivir lo que la gente le gusta.","I also have a large team of lawyers, which is the team of lawyers brought by Gloria Trevi, who defended Johnny Depp. When this girl shit on him. The whole bed, the whole bed, shit. I bring these lawyers because if you are not clear in the Palenque of the moment, we are going to live what people like.",0.16221614181995392,0.7468597888946533,0.09092403203248978,0.45764094591140747,0.5259100198745728,0.016449011862277985
"¿Es que usted a lo mejor no ha entendido? Pero el Palenque el momento tiene 2. Fragmentos. No y deja todos fragmentos. O sea, es un mensaje subliminal. Sí, estamos hablando del Palenque. Existen los palenques, conciertos, pero que se hacían antes de los palenques.","Maybe you haven't understood? But Palenque at the moment has 2. Fragments. No and it leaves all fragments. In other words, it is a subliminal message. Yes, we are talking about Palenque. There are palenques, concerts, but they were done before palenques.",0.3103179335594177,0.6625961065292358,0.027085958048701286,0.04226507246494293,0.9209144711494446,0.036820489913225174
"Ah investíguenlo analícelo analícelo aparte. Como porque en el Promo nosotros decimos lucharán de dota. ¿Por qué decimos eso? Analícenlo y aparte, porque en un grupo están las técnicas que somos nosotras y en.","Ah, investigate it, analyze it, analyze it separately. Like because in the Promo we say they will fight in dota. Why do we say that? Analyze it and separate it, because in a group there are the techniques that are us and in.",0.13994623720645905,0.8076072335243225,0.05244651064276695,0.03826095908880234,0.9436749815940857,0.01806413196027279
"Otro, las rudas. Las rudas, que está la que no voy a mencionar su nombre, pues yo yo. Menciono tampoco a la otra. Entonces, si tú lo. ¿Mencionas yo tampoco menciono dónde? ¿Está la pulga Pona, dónde? ¿Está la señora Esa? ¿Mamá melanito que también va a estar con nosotros, entonces usted gira esa cabecita?","Another, the rude ones. The rude ones, which is the one that I'm not going to mention her name, well, I. I don't mention the other one either. So if you do. You mention I don't mention where either? Is the Pona flea where? Is Mrs. Esa there? Mama melanito who is also going to be with us, so do you turn that little head?",0.4962141215801239,0.487660676240921,0.016125185415148735,0.8940051198005676,0.10291723161935806,0.0030776034109294415
"Gira que gira gira la. ¿Cabecita lo único que le voy a decir es que usted me conoció por este video que vamos a ver ahorita donde yo le tundo a la pulga atraviesa en aquel teatro fallecido de la para recordar, vamos, por favor, qué culera?","Turn that turn turn the. Cabecita, the only thing I'm going to tell you is that you met me through this video that we're going to see right now where I beat the flea in that deceased theater of the to remember, come on, please, what the hell?",0.5172357559204102,0.4610508680343628,0.021713387221097946,0.42662981152534485,0.5560325384140015,0.017337646335363388
"Ya fui muy clara, Eh fue. ¿Muy clara con lo que dije ya, dámelo, Dámelo yo, no? ¿Pinche pulga vieja, Qué quieres, qué quieres ya? Se fue, ya no quiero trabajar contigo.","I was already very clear, Eh it was. Very clear with what I already said, give it to me, give it to me, right? Fucking old flea, what do you want, what do you want now? He left, I don't want to work with you anymore.",0.9448858499526978,0.04975803568959236,0.005356066394597292,0.9685245156288147,0.028482308611273766,0.002993088448420167
"Ah, ya no quiero tranquilízate, vente para acá, quiero trabajar, siéntate, Ay. La gente nos. ¿Conoció por eso? Ahí. Se dio a conocer muy de lo último, muy a nuestro nivel, ajá. Ahí. Conocieron de que yo estaba hecho.","Ah, I don't want to anymore, calm down, come over here, I want to work, sit down, Oh. The people us. Did you know about that? There. It was announced very much at the latest, very at our level, aha. There. They knew what I was made of.",0.07444542646408081,0.7569710612297058,0.16858349740505219,0.4926508963108063,0.48986390233039856,0.01748519204556942
"¿De que hecho? Perdón porque soy mujer. Aparte, es que yo amo el momento en el que le arrancas la. Donde le arrancas, tú te la. Pones de la mano, o sea, para mí eso es el momento iconic y. Aquí han pasado ya casi 2 años después de este video y también quiero aclararles algo.","Of what fact? Sorry because I'm a woman. Besides, I love the moment you rip hers off. Where you tear it off, you take it. You hold hands, I mean, for me that is the iconic moment. It's been almost 2 years since this video and I also want to clarify something for you.",0.02791113592684269,0.5292956233024597,0.4427933096885681,0.01194185484200716,0.2312641590833664,0.7567940354347229
"Ahí hay otra compinche de la pulga, que es la marrana de la zona. Sí. Es una marrana, es una marrana cara de cochino porque si ustedes venden el. Pero ya recé porque ya es del rancho de aguas, es belicona, está bien. Culona.","There is another crony of the flea, which is the local pig. Yes. She is a pig, she is a pig-faced pig because if you sell him. But I already prayed because she's from the water ranch, she's bellicose, she's fine. Big ass.",0.14245650172233582,0.34874439239501953,0.5087990760803223,0.950334906578064,0.04638036713004112,0.0032846734393388033
Está bien carrosona. Desde bien chiquitin ya estuvo colona este. Culona y ella. También se metió pistolona y sabes también quién se metió el pimpón y. El patito. Todos son una bola de que.,It's fine carrosona. From a very young age he was already a colonist. Culona and her. She also took a gun and you also know who took the ping pong and. The little duck. They are all a ball of what.,0.6454200148582458,0.2919083833694458,0.06267158687114716,0.6647210717201233,0.3251010477542877,0.010177858173847198
"Dicen que el patito es. ¿Es a switch? Es a switch, pero pero yo siempre tenía esa teoría. O sea, yo siento que el patito se hizo a switch porque desde muy chiquito creo que de que Ay. Está chiflado, yo creo que está chiflado y afeminado. Y luego siempre le ponen como que sus trajecitos, así como muy hacer te.","They say that the duckling is. Is it a switch? It's a switch, but I always had that theory. In other words, I feel that the duckling made a switch because from a very young age I think that Oh. He's crazy, I think he's crazy and effeminate. And then they always put on their little suits, as well as making tea.",0.05958079546689987,0.43827104568481445,0.5021480917930603,0.01828169636428356,0.877968430519104,0.10374987125396729
"¿Has dado cuenta que el pato patito siempre ha estado bien pierno? Oye. Nunca ha aparecido de sus piernas ella, él siempre tiene como ese, como que su cómo se llama su su. Su su o. ¿Cuando alguien tiene algo y que este es mi first, mi feeling, mi no sé, ay, alguien lo dijo, Ese es mi es tu sexo, feel qué?","Have you noticed that the duckling has always been on his feet? Hey. He has never appeared from her legs, he always has like that, like hers what's the name of his hers. His hers or. When someone has something and this is my first, my feeling, my I don't know, oh, someone said it, That's my is your sex, feel what?",0.15420827269554138,0.7283341288566589,0.11745760589838028,0.020531371235847473,0.9445304274559021,0.03493821248412132
"¿Sexapil, qué significa eso? Sexapil es como él es una música filis del sexo sexapil, pero el. Pato es un personaje para El Niño. Sexapil sexapil, pero el. Pato patito es un personaje para niños. Pollo de niño lo vi, decía y. Patito cuando se quitaban el pato.","Sexapil, what does that mean? Sexapil is like he is a sexapil sex fili music, but he. Pato is a character for El Niño. Sexapil sexapil, but the. Duckling Duck is a character for children. I saw chicken as a child, he said and. Duckling when they took off the duck.",0.10051258653402328,0.8114690184593201,0.08801837265491486,0.010280150920152664,0.9585221409797668,0.031197721138596535
"Ay, sí. O sea, entonces tú veías a quien se ponían fuera. Mayugadas que era. El mascarin vea, no, ay, para que te pones. Anterior a él era otro que se llamaba. El oficial que yo conocí, porque así decía yo soy el pato, me dijo, ganaba 50 pesos, puta era se llamaba Bernardo.","Oh yes. I mean, then you saw who they put out. Mayugadas that was. The mask saw, no, oh, what are you wearing for. Before him was another one called. The officer that I knew, because that's what he said, I'm the duck, he told me, he earned 50 pesos, he was a whore, his name was Bernardo.",0.27358701825141907,0.6816955208778381,0.044717468321323395,0.0880628228187561,0.884819746017456,0.02711740881204605
"Bernardo Reyes y estaba súper Tierno que nuestro, nuestro modista fue el pato. Nuestro diseño a. La Pedro, trabajaban las adictas. Escríbele 2 veces queda mal la tercera. Vas para fuera, Pedro.","Bernardo Reyes and he was super cute that our, our dressmaker was the duck. Our design a. La Pedro, the addicts worked. Write to him twice, the third time is bad. You're going outside, Pedro.",0.7048353552818298,0.2756589949131012,0.019505564123392105,0.018534893169999123,0.23534563183784485,0.746119499206543
"Espero que cuando veas este video no estés fuera de la gira, pero kabuki. No vaya a ser que haya venido YY me llamo y la madre y tengo llamadas perdidas kabuki. Entonces Pedro fue el pato ocupamos. ¿Costureras por qué ya se va para?","I hope that when you see this video you are not off the tour, but kabuki. It's not going to be that YY came and my mother called me and I have missed calls Kabuki. Then Pedro was the duck we dealt with. Seamstresses, why are you leaving?",0.8615049123764038,0.1354057788848877,0.00308925099670887,0.5710445046424866,0.4171803593635559,0.01177522074431181
"Es que ese Pedro, Ay, no, no, no. No, no, oigan, ustedes tienen en su en su grupito un amigo que siempre se le pierde el celular, esa es la Pedro. Oye, sí es cierto que que. ¿Cambian de chip? Yo no sé por qué tengo un alguien de mi familia que no va a decir quien cada semana o cada 15 días cambia de número, pero.","It's just that Pedro, Oh, no, no, no. No, no, listen, you have a friend in your group who always loses his cell phone, that's Pedro. Hey, yes it's true that. Do they change the chip? I don't know why I have someone in my family who is not going to say who changes their number every week or every 15 days, but.",0.7546488046646118,0.23841005563735962,0.006941132713109255,0.9631080031394958,0.034062642604112625,0.002829359145835042
"¿Por qué, o sea? ¿No sé si le deba a alguien o no sé, pero cada rato se me actualiza de que ta ta ta cambio su número es como hasta mi intriga y le quiero decir, te estás escondiendo de alguien, no? ¿Será que le gusta cuando compras el chip y te dan promoción de 20 pesos más de saldo?","Why, that is? I don't know if I owe it to someone or I don't know, but every so often I get updates that his number has changed, it's like even my intrigue and I want to tell him, you're hiding from someone, right? Could it be that he likes it when you buy the chip and they give you a promotion of 20 pesos more balance?",0.3897605240345001,0.5929866433143616,0.01725282147526741,0.14152759313583374,0.8145596981048584,0.04391268640756607
"¿Pero qué gasto? El chip cuesta 30. No cuesta, te te venden el chip, creo que en 100 y te dan de saldo 120, no hay 20 pesos y puedes, pero puedes activar un plan con 30 pesos yo. Creo que ahí es más no querer tener el mismo número. Tú crees, pero de qué sirve eso, guau.","But what expense? The chip costs 30. It doesn't cost, they sell you the chip, I think for 100 and they give you 120 as a balance, there is no 20 pesos and you can, but you can activate a plan with 30 pesos. I think there it's more about not wanting to have the same number. You think, but what's the point of that, wow.",0.8224312663078308,0.16911830008029938,0.008450512774288654,0.36899644136428833,0.6048389673233032,0.026164647191762924
"O existe el típico que pues siempre la mala suerte de que se le perdió el celular no le creo. O que se le queda sin pico o. De seguro sacaste préstamos en las Apps. ¿Existen préstamos en las Apps? ¿Sí, cómo va a existir un préstamo en una APP?","Or there is the typical one who, because it is always bad luck that he lost his cell phone, I don't believe him. Or that he is left without a beak or. Surely you took out loans in the Apps. Are there loans in the Apps? Yes, how is there going to be a loan in a PPP?",0.9370924830436707,0.0605502724647522,0.0023573467042297125,0.9283944964408875,0.06914293020963669,0.0024625426158308983
"Pero no hagan esta a ver. O sea, es cierto, es cierto lo que me llega de la de la Ud, hablo de la Ud, que empieza con la D me llega un mensaje de texto que dice. Del del del me llega el mensaje de. Crédito y préstamo y me llega y es verdad, sí, es verdad, pero los intereses son muy grandes.","But don't do this to see. I mean, it's true, it's true what I get from Ud, I'm talking about Ud, which starts with D, I get a text message that says. From the from the from I get the message from. Credit and loan and it comes to me and it is true, yes, it is true, but the interests are very great.",0.5958309173583984,0.39214256405830383,0.01202659122645855,0.0025603242684155703,0.12229420244693756,0.8751454949378967
