Original,gpt4,Original_NEU,Original_NEG,Original_POS,gpt4_NEU,gpt4_NEG,gpt4_POS
"Sí, me preparé para esa entrevista, sí, me preparé. A poco. Claro, tenía mis notas y todo, ni la. ¿Leíste la mentirosa? ¿Nada más llegaste preguntando en qué capítulo salió? No, no, no, no, no. Yo sí me preparé y la gente lo va a poder ver. Ahí lo veremos, ahí lo veremos.","Yes, I prepared for that interview, yes, I prepared. A little. Of course, I had my notes and everything, neither. Did you read the liar? You just arrived asking what chapter did she appear in? No, no, no, no, no. I did prepare and people are going to be able to see it. We'll see it there, we'll see it there.",0.035757292062044144,0.6201026439666748,0.34414005279541016,0.6663957238197327,0.31400197744369507,0.019602365791797638
"Y si califica y si no va Asus redes sociales y la bufa. Farsante me pone. Farsante, pásatela tú misma le dices, oigan, pero no. O sea, hemos visto comentarios de que Ay, es que no saben entrevistar. Ay que no. ¿No creo que canto, oiga, y también cuando ponen de que es que no dejan de hablar, es que a veces pues tenemos que hablar, porque sino cómo le podemos?","And if it qualifies and if not go to your social networks and the buffoon. Faker you pass it yourself you say, listen, but no. I mean, we've seen comments that Oh, they don't know how to interview. Oh no. I don't think I sing, listen, and also when they say that they just don't stop talking, it's that sometimes we have to talk, because otherwise how can we?",0.8968032598495483,0.09881030768156052,0.004386414308100939,0.904426097869873,0.09188340604305267,0.0036905030719935894
"Ay, aparte no podemos dejar en blanco al artista, tenemos que cuidarlo. Oye, y todos estos episodios que han pasado el el mazonado la gente bueno, muchos a mí me preguntan cuando me los topo, ya sea que si me topo algún ampon en la calle o en algún antro X oye, Sí me pregunta de que oye te iba a preguntar algo y dice, quiero saber si en realidad fue verdad el insomnio de la burrita.","Oh, besides we can't leave the artist blank, we have to take care of him. Hey, and all these episodes that have happened the the veneered people well, many ask me when I bump into them, whether I bump into some ampon on the street or in some X nightclub hey, Yes he asks me that hey I was going to ask you something and he says, I want to know if it was really true the insomnia of the little donkey.",0.5287882089614868,0.45371997356414795,0.017491888254880905,0.012425110675394535,0.9603817462921143,0.0271930955350399
"Vamos a ver esta gran escena, vamos a verla la dormida. Los boletos los pueden encontrar enduermase.com pero comas háganlos de también es así duérmase que estaba diciéndole a la Cámara despiértese despiértese burrita que onda con su vida, que onda con su vida, ya se le cayó la cola.","We are going to see this great scene, we are going to see it the sleepy. Tickets can be found at enduermase.com but commas make them also like this fall asleep I was telling the camera wake up wake up little donkey what's up with your life, what's up with your life, it's tail has fallen off.",0.458275705575943,0.46688199043273926,0.07484231889247894,0.006645866669714451,0.07012379169464111,0.9232304096221924
"Deme la cola de Burrita. Se le cayó la. Colita. Me está aquí corrigiendo la. Villa se dice que me durmieron. Sí, pero hipnotizada la gran hipnotizada de la burrita ya la fuimos a ver, mira.","Give me the tail of Little Donkey. It fell off. The. Little tail. She is here correcting me. Villa says that I slept. Yes, but hypnotized the great hypnotized of the little donkey we went to see her, look.",0.14846543967723846,0.7918122410774231,0.059722285717725754,0.017722653225064278,0.7855868339538574,0.19669054448604584
Ese fue un momento icónico porque la gente en televisión se vivió y se vió. Yo la verdad lo viví al 100. Yo solamente recuerdo que. No me quería dormir tampoco. Ya empezaba yo a sentir. Ya ves que se empiezan a sentir las manos duras y que.,That was an iconic moment because the people on television lived it and saw it. I really lived it 100. I just remember that. I didn't want to sleep either. I was starting to feel. You know how you start to feel your hands hard and that.,0.05379332974553108,0.3833589255809784,0.5628477334976196,0.014466642402112484,0.09401507675647736,0.891518235206604
"Se y como el cómo le llaman artritis, como el. Como el hormigueo, ajá. Yo ahí ya empecé a creer, o sea, hasta ese hasta ese movimiento empecé a creer. Después logré en lo lejos escuchar que ella decía, yo no, yo no lo voy a hacer. Entonces dije, si no lo hago yo.","It and like how they call it arthritis, like the. Like the tingling, uh-huh. I started to believe there, I mean, until that until that movement I started to believe. After that I managed to hear in the distance that she said, I won't, I won't do it. So I said, if I don't do it.",0.10392306745052338,0.8264487981796265,0.06962811946868896,0.02994188852608204,0.9314897060394287,0.038568418473005295
"Y no lo haces tú, ajá. ¿Qué contenido vamos a hacer entonces? Por eso dije Chingue su madre, ya estoy aquí y. Trácale, pero no, no sentías un un como nervio. O sea, cuando entraste yo sí quisiera saber. O sea, yo llegué a un punto donde estaba, en un trance, donde empezaba a sentir eso de los de estos y empezaba a sentir como que me desconectaba, pero mi demonio interno del miedo que tengo que ya bueno, o sea, ya verá algunas entrevistas que se vienen al futuro en estos días.","And you don't do it, uh-huh. What content are we going to make then? That's why I said Damn it, I'm already here and. Snap it, but no, you didn't feel a nerve. I mean, when you came in I really wanted to know. I mean, I got to a point where I was, in a trance, where I began to feel that from these and began to feel like I was disconnecting, but my internal demon of fear that I have to well, you will see some interviews that are coming up in these days.",0.7746516466140747,0.21361449360847473,0.011733888648450375,0.7965847253799438,0.1986350417137146,0.004780330695211887
"Donde hablé algo sobre eso, eso era lo que a mí me me que te. Fueras a quedar ahí. Ajá, Fíjate que yo también soy. Miedosa, porque si yo no lo controlo, no lo hago. O sea, ajá, soy muy controladora, pero realmente yo sí estaba pensando mucho en el contenido porque apenas estaba empezando el video.","Where I talked about that, that was what to me me that you. Were going to stay there. Uh-huh, Notice that I am also. Fearful, because if I don't control it, I don't do it. I mean, uh-huh, I am very controlling, but really I was thinking a lot about the content because it was just starting the video.",0.5822024345397949,0.3992481529712677,0.01854938641190529,0.09462135285139084,0.8756030201911926,0.029775584116578102
"Ajá. ¿Y te acuerdas que tu tío estaba medio así? Entonces yo dije, si ella ya dijo que no, porque yo te escuché, que decías no, no. ¿Dije, si yo digo que no, qué? ¿Qué vamos a hablar en el video o qué vamos a dar de contenido? Entonces yo dije, pues me aguanto y me dejó, digo yo no.","Uh-huh. And do you remember that your uncle was kind of like that? So I said, if she already said no, because I heard you, you said no, no. I said, if I say no, what? What are we going to talk about in the video or what are we going to give as content? So I said, I'll hold on and let myself go, I say I'm not.",0.16739818453788757,0.7997698187828064,0.03283198922872543,0.06476451456546783,0.9214743971824646,0.013761100359261036
"Nunca estuve nervioso de que me fuera a hacer algo que me fuera a pisar o que me fueran a hacer una pinche. Pero cirugía ahora pues es que yo vi que el John Milton sacaba muela, pero en. La cirugía a poco, te lo juro.","I was never nervous that something was going to happen to me that I was going to be stepped on or that they were going to do a damn. But surgery now well I saw that John Milton was taking out a tooth, but in. The surgery really, I swear.",0.8010781407356262,0.18240925669670105,0.016512639820575714,0.32519397139549255,0.6254148483276367,0.04939113184809685
"Aquí ahorita voy a conseguir el video donde están un show en vivo y le saca la muela a un güey. ¿Ah, pero lleva un dentista para hacerlo, no? Él, o sea él, la más así y le sacan el diente. Yo dije, ojalá no vayas a Quererme. Hubiéramos sacado el problemita, no 2.","Here right now I'm going to get the video where they're doing a live show and he pulls a tooth from a guy. Oh, but he brings a dentist to do it, doesn't he? He, I mean he, just like that and they pull out the tooth. I said, I hope you're not going to Want me. We would have taken out the little problem, not 2.",0.8548075556755066,0.13203898072242737,0.013153529725968838,0.2840128540992737,0.6964581608772278,0.019529012963175774
"Años y ahí se va a quedar. Si el. ¿Problemita? No, o sea, está en proceso. Ah, OK, pero yo por eso decidí seguirle. O sea, yo dije en algún momento me va a despertar. No pensé que me fuera a estar. Durmiendo a cada rato, porque si les voy a confesar que traía unos putazos en la espalda porque ese vídeo sí lo vi donde al último creo que o.","Years and there it will stay. If the. Little problem? No, I mean, it's in process. Ah, OK, but that's why I decided to keep going. I mean, I said at some point it's going to wake me up. I didn't think I was going to be. Sleeping all the time, because if I'm going to confess to you that I had some punches in the back because that video I saw it where at the end I think that o.",0.42434027791023254,0.534437358379364,0.04122230410575867,0.08339448273181915,0.7792574167251587,0.13734813034534454
"Te cae donde. No sé qué decimos y luego trae y que todos riéndose en vez de que me levantara eso también fue una observación que yo le hice. Producción. Más de 10 personas perdieron el empleo. Porque esa situación, porque yo me golpeé, de hecho yo traía putas aquí donde yo creo que me pegué o con la silla.","Where you fall where. I don't know what we say and then it brings and everyone laughing instead of me getting up that was also an observation that I made. Production. More than 10 people lost their jobs. Because of that situation, because I hit myself, in fact I had bruises here where I think I hit myself or with the chair.",0.8895277976989746,0.10605574399232864,0.004416510462760925,0.9371784329414368,0.059200841933488846,0.0036207917146384716
"O con esa luz no te no, no te pegaste, te resbalaste en la silla. ¿Bueno traía, pero fue un momento icónico porque dónde tú le dices, oye, vamos a ver ese momento, no? Me vaya a hacer bromas y luego voy a verme. Que estoy duérmase profundo despiértese.","Or with that light you didn't, no, you didn't hit yourself, you slipped on the chair. Well, I had, but it was an iconic moment because where you tell him, hey, let's see that moment, right? Don't go making jokes and then I'm going to see myself. That I'm deep asleep wake up.",0.12209539115428925,0.6593292355537415,0.21857532858848572,0.04359219968318939,0.7142326235771179,0.2421751320362091
"¿Qué pedo? Mira, es que tú les insiste, ya no me duerme. Entonces dijo, ya no quieres que te duerma, duermas centro. A mí, la verdad, no quise ver el video completo porque yo en mi ignorancia, creía que me podía volver a dormir. ¿Es que no dice si sea real, no sé si dicen que es cuando lo vuelves a enfrentar en persona o si es con el video y pues fui a su casa qué?","What the heck? Look, it's that you insist, don't put me to sleep anymore. So he said, you don't want me to sleep you, sleep center. To me, really, I didn't want to see the full video because in my ignorance, I thought I could fall asleep again. Is it real, I don't know if they say it's when you face it in person again or if it's with the video and then I went to his house what?",0.9156015515327454,0.08012276142835617,0.004275698214769363,0.8954321146011353,0.10160761326551437,0.0029602129943668842
"2 días después sí. Fui a su casa con el señor, pero no tocamos el tema. Toca que fuiste otros. Business, porque quiero hacer la nueva gomita de. Al parecer, tacha la mapacha se quiere subir arriba de mí, me quiere pisar, pero yo.","2 days later yes. I went to his house with the gentleman, but we didn't touch on the subject. Touch that you went to others. Business, because I want to make the new gummy. Apparently, tacha the mapacha wants to get on top of me, wants to step on me, but I.",0.1661137342453003,0.8050740957260132,0.028812147676944733,0.0717969611287117,0.8716633915901184,0.05653964728116989
"¿Hablando de tacha la mapacha usted ya sabe en estos momentos porque estamos buscando mascoti drak a la a la nueva mascoti drak del momento telonera que vamos a lanzar, ya le cambiamos el nombre en el Palenque del momento, denuncie, pero esa niña cómo arrasó?","Speaking of tacha the mapacha you already know at this moment because we are looking for mascoti drak to the to the new mascoti drak of the moment that we are going to launch, we already changed the name in the Palenque of the moment, report it, but that girl how she swept?",0.13708627223968506,0.840401828289032,0.02251185104250908,0.007117552682757378,0.973293125629425,0.019589293748140335
"La gente está toda. La gente me ponía en la publicación de. La mapacha y perdónenla y que no sé qué miren, yo no tengo nada que perdonarle si la niña es votada y aclamada por el público. ¿Se le va a dar la respetar?","The people are all. The people put me in the publication of. The mapacha and forgive her and I don't know what look, I have nothing to forgive her if the girl is voted and acclaimed by the public. Are you going to give her respect?",0.9428708553314209,0.05365687981247902,0.0034721840638667345,0.658505916595459,0.3335449695587158,0.007949041202664375
"OK, porque esto el público lo va a decidir, ajá. Pero también hay que aclarar que hay que presentar un video de 1 minuto mostrando tu talento. Qué talento, unas. Fotos de tus looks si quieres y el público, nosotros decidiremos.","OK, because this the public is going to decide, uh-huh. But it's also necessary to clarify that you have to present a 1 minute video showing your talent. What talent, some. Photos of your looks if you want and the public, we will decide.",0.03124457783997059,0.8606060147285461,0.10814940929412842,0.03632788732647896,0.9406001567840576,0.02307199500501156
"¿Quién va a abrir el Palenque de los ampones, que es el 30 de abril? Y este te quería avisar que yo ya estoy blindada, totalmente blindada, tengo ya seguro de gastos medios mayores.","Who is going to open the Palenque of the ampones, which is April 30? And this I wanted to let you know that I am already armored, totally armored, I already have major medical expenses insurance.",0.19216269254684448,0.7676489353179932,0.04018839821219444,0.009617478586733341,0.9667352437973022,0.02364732138812542
"Tengo también un equipo grande de abogado que es el equipo de abogados que trae Gloria Trevi, que defendió a Johnny Depp. Cuando esta muchacha le cago. Toda la cama, toda la cama, le cago. Este traigo a esos abogados porque si usted no le ha quedado Claro en el Palenque del momento, vamos a vivir lo que la gente le gusta.","I also have a large team of lawyers that is the team of lawyers that Gloria Trevi brought, that defended Johnny Depp. When this girl shit. The whole bed, the whole bed, she shit. This I bring those lawyers because if you have not been clear at the Palenque of the moment, we are going to experience what people like.",0.16221614181995392,0.7468597888946533,0.09092403203248978,0.5822868943214417,0.4016173481941223,0.016095688566565514
"¿Es que usted a lo mejor no ha entendido? Pero el Palenque el momento tiene 2. Fragmentos. No y deja todos fragmentos. O sea, es un mensaje subliminal. Sí, estamos hablando del Palenque. Existen los palenques, conciertos, pero que se hacían antes de los palenques.","Is it that you may not have understood? But the Palenque the moment has 2. Fragments. No and leave all fragments. I mean, it's a subliminal message. Yes, we are talking about the Palenque. There are the palenques, concerts, but that were done before the palenques.",0.3103179335594177,0.6625961065292358,0.027085958048701286,0.042111288756132126,0.9075173139572144,0.05037139356136322
"Ah investíguenlo analícelo analícelo aparte. Como porque en el Promo nosotros decimos lucharán de dota. ¿Por qué decimos eso? Analícenlo y aparte, porque en un grupo están las técnicas que somos nosotras y en.","Ah research it analyze it analyze it apart. Like because in the Promo we say they will fight from dota. Why do we say that? Analyze it and besides, because in a group are the technical ones that are us and in.",0.13994623720645905,0.8076072335243225,0.05244651064276695,0.02837393805384636,0.9509074687957764,0.02071862667798996
"Otro, las rudas. Las rudas, que está la que no voy a mencionar su nombre, pues yo yo. Menciono tampoco a la otra. Entonces, si tú lo. ¿Mencionas yo tampoco menciono dónde? ¿Está la pulga Pona, dónde? ¿Está la señora Esa? ¿Mamá melanito que también va a estar con nosotros, entonces usted gira esa cabecita?","Another, the rude ones. The rude ones, which is the one I'm not going to mention her name, well I I. Mention neither to the other. Then, if you. Do you mention I also do not mention where? Is the flea Pona, where? Is that lady? Mom melanito who is also going to be with us, then you turn that little head?",0.4962141215801239,0.487660676240921,0.016125185415148735,0.9329378008842468,0.06435968726873398,0.002702562604099512
"Gira que gira gira la. ¿Cabecita lo único que le voy a decir es que usted me conoció por este video que vamos a ver ahorita donde yo le tundo a la pulga atraviesa en aquel teatro fallecido de la para recordar, vamos, por favor, qué culera?","Turn that turn turn the. Little head the only thing I'm going to tell you is that you met me through this video that we are going to see right now where I hit the flea across in that deceased theater of the to remember, come on, please, how mean?",0.5172357559204102,0.4610508680343628,0.021713387221097946,0.640821635723114,0.34979724884033203,0.009381177835166454
"Ya fui muy clara, Eh fue. ¿Muy clara con lo que dije ya, dámelo, Dámelo yo, no? ¿Pinche pulga vieja, Qué quieres, qué quieres ya? Se fue, ya no quiero trabajar contigo.","I was very clear, Eh was. Very clear with what I said already, give it to me, Give it to me I, no? Damn old flea, What do you want, what do you want already? It's gone, I don't want to work with you anymore.",0.9448858499526978,0.04975803568959236,0.005356066394597292,0.9546446800231934,0.041584670543670654,0.0037706459406763315
"Ah, ya no quiero tranquilízate, vente para acá, quiero trabajar, siéntate, Ay. La gente nos. ¿Conoció por eso? Ahí. Se dio a conocer muy de lo último, muy a nuestro nivel, ajá. Ahí. Conocieron de que yo estaba hecho.","Ah, I don't want to calm down, come over here, I want to work, sit down, Ay. The people us. Did you meet because of that? There. It became known very much at our level, uh-huh. There. They learned that I was made.",0.07444542646408081,0.7569710612297058,0.16858349740505219,0.22855103015899658,0.7380052804946899,0.0334436260163784
"¿De que hecho? Perdón porque soy mujer. Aparte, es que yo amo el momento en el que le arrancas la. Donde le arrancas, tú te la. Pones de la mano, o sea, para mí eso es el momento iconic y. Aquí han pasado ya casi 2 años después de este video y también quiero aclararles algo.","Of what made? Sorry because I am a woman. Besides, it's that I love the moment when you tear off the. Where you tear it off, you put it on your hand, I mean, for me that's the iconic moment and. Here it's been almost 2 years after this video and I also want to clarify something.",0.02791113592684269,0.5292956233024597,0.4427933096885681,0.005321042612195015,0.1595134437084198,0.8351655006408691
"Ahí hay otra compinche de la pulga, que es la marrana de la zona. Sí. Es una marrana, es una marrana cara de cochino porque si ustedes venden el. Pero ya recé porque ya es del rancho de aguas, es belicona, está bien. Culona.","There is another accomplice of the flea, which is the pig of the zone. Yes. It's a pig, it's a pig face of a pig because if you guys sell the. But I already prayed because it is already from the ranch of waters, it is belligerent, it is well. Big-assed.",0.14245650172233582,0.34874439239501953,0.5087990760803223,0.9222249388694763,0.0739472433924675,0.0038278219290077686
Está bien carrosona. Desde bien chiquitin ya estuvo colona este. Culona y ella. También se metió pistolona y sabes también quién se metió el pimpón y. El patito. Todos son una bola de que.,It's fine big-assed. From very little she was already big-assed this. Big-assed and she. Also got gun-toting and you know also who got involved the ping-pong and. The duck. They are all a bunch of that.,0.6454200148582458,0.2919083833694458,0.06267158687114716,0.9366817474365234,0.059570424258708954,0.0037478290032595396
"Dicen que el patito es. ¿Es a switch? Es a switch, pero pero yo siempre tenía esa teoría. O sea, yo siento que el patito se hizo a switch porque desde muy chiquito creo que de que Ay. Está chiflado, yo creo que está chiflado y afeminado. Y luego siempre le ponen como que sus trajecitos, así como muy hacer te.","They say that the duck is. Is a switch? Is a switch, but but I always had that theory. I mean, I feel that the duck became a switch because from very little I think that of that Ay. It's crazy, I think it's crazy and effeminate. And then they always put on like his little suits, like very do you.",0.05958079546689987,0.43827104568481445,0.5021480917930603,0.2604188919067383,0.7027598023414612,0.036821309477090836
"¿Has dado cuenta que el pato patito siempre ha estado bien pierno? Oye. Nunca ha aparecido de sus piernas ella, él siempre tiene como ese, como que su cómo se llama su su. Su su o. ¿Cuando alguien tiene algo y que este es mi first, mi feeling, mi no sé, ay, alguien lo dijo, Ese es mi es tu sexo, feel qué?","Have you noticed that the duck duck has always been well legged? Hey. It never appeared from its legs she, he always has like that, like his how is it called his his. His his o. When someone has something and that this is my first, my feeling, my I don't know, oh, someone said it, That's my is your sex, feel what?",0.15420827269554138,0.7283341288566589,0.11745760589838028,0.013588087633252144,0.9326726794242859,0.05373924598097801
"¿Sexapil, qué significa eso? Sexapil es como él es una música filis del sexo sexapil, pero el. Pato es un personaje para El Niño. Sexapil sexapil, pero el. Pato patito es un personaje para niños. Pollo de niño lo vi, decía y. Patito cuando se quitaban el pato.","Sex appeal, what does that mean? Sex appeal is like he is a music filly from sex sex appeal, but the. Duck is a character for The Child. Sex appeal sex appeal, but the. Duck duck is a character for children. Chicken child I saw it, he said and. Duck when they took off the duck.",0.10051258653402328,0.8114690184593201,0.08801837265491486,0.014881374314427376,0.9395878314971924,0.045530859380960464
"Ay, sí. O sea, entonces tú veías a quien se ponían fuera. Mayugadas que era. El mascarin vea, no, ay, para que te pones. Anterior a él era otro que se llamaba. El oficial que yo conocí, porque así decía yo soy el pato, me dijo, ganaba 50 pesos, puta era se llamaba Bernardo.","Oh, yes. I mean, then you saw who they were putting out. Mayugadas that was. The mask see, no, oh, so that you put on. Previous to him was another one called. The official that I met, because that's what I said I am the duck, he told me, he earned 50 pesos, damn it was called Bernardo.",0.27358701825141907,0.6816955208778381,0.044717468321323395,0.08669751137495041,0.8775486946105957,0.035753779113292694
"Bernardo Reyes y estaba súper Tierno que nuestro, nuestro modista fue el pato. Nuestro diseño a. La Pedro, trabajaban las adictas. Escríbele 2 veces queda mal la tercera. Vas para fuera, Pedro.","Bernardo Reyes and was super Cute that our, our designer was the duck. Our design to. The Pedro, they worked the addicts. Write him 2 times it goes wrong the third. You're out, Pedro.",0.7048353552818298,0.2756589949131012,0.019505564123392105,0.0020974609069526196,0.055485449731349945,0.9424170851707458
"Espero que cuando veas este video no estés fuera de la gira, pero kabuki. No vaya a ser que haya venido YY me llamo y la madre y tengo llamadas perdidas kabuki. Entonces Pedro fue el pato ocupamos. ¿Costureras por qué ya se va para?","I hope that when you see this video you're not out of the tour, but kabuki. It's not going to be that it came YY called me and I have missed calls kabuki. Then Pedro was the duck we used. Dressmakers why is it going already?",0.8615049123764038,0.1354057788848877,0.00308925099670887,0.22659586369991302,0.7400503754615784,0.03335373476147652
"Es que ese Pedro, Ay, no, no, no. No, no, oigan, ustedes tienen en su en su grupito un amigo que siempre se le pierde el celular, esa es la Pedro. Oye, sí es cierto que que. ¿Cambian de chip? Yo no sé por qué tengo un alguien de mi familia que no va a decir quien cada semana o cada 15 días cambia de número, pero.","That's that Pedro, Ay, no, no, no. No, no, hey, you guys have in your in your little group a friend who always loses his cellphone, that's the Pedro. Hey, yes it's true that that. Do they change chips? I don't know why I have someone in my family who I'm not going to say who changes numbers every week or every 15 days but.",0.7546488046646118,0.23841005563735962,0.006941132713109255,0.9499636888504028,0.04688124731183052,0.003154986770823598
"¿Por qué, o sea? ¿No sé si le deba a alguien o no sé, pero cada rato se me actualiza de que ta ta ta cambio su número es como hasta mi intriga y le quiero decir, te estás escondiendo de alguien, no? ¿Será que le gusta cuando compras el chip y te dan promoción de 20 pesos más de saldo?","Why, I mean? I don't know if he owes someone or I don't know, but every time it updates me that ta ta ta change your number it's like up to my intrigue and I want to tell you, are you hiding from someone, no? Is it that he likes when you buy the chip and they give you a promotion of 20 pesos more balance?",0.3897605240345001,0.5929866433143616,0.01725282147526741,0.18268728256225586,0.8008208274841309,0.01649191975593567
"¿Pero qué gasto? El chip cuesta 30. No cuesta, te te venden el chip, creo que en 100 y te dan de saldo 120, no hay 20 pesos y puedes, pero puedes activar un plan con 30 pesos yo. Creo que ahí es más no querer tener el mismo número. Tú crees, pero de qué sirve eso, guau.","But what expense? The chip costs 30. It doesn't cost, they sell you the chip, I think for 100 and they give you a balance of 120, there's 20 pesos and you can, but you can activate a plan with 30 pesos I. Think that there is more not wanting to have the same number. You think, but what's the use of that, wow.",0.8224312663078308,0.16911830008029938,0.008450512774288654,0.407365620136261,0.5650573968887329,0.027576951310038567
"O existe el típico que pues siempre la mala suerte de que se le perdió el celular no le creo. O que se le queda sin pico o. De seguro sacaste préstamos en las Apps. ¿Existen préstamos en las Apps? ¿Sí, cómo va a existir un préstamo en una APP?","Or there is the typical one that well always the bad luck that he lost his cellphone I don't believe him. Or that it stays without peak or. For sure you took out loans in the Apps. Do loans exist in the Apps? Yes, how is there going to be a loan in an APP?",0.9370924830436707,0.0605502724647522,0.0023573467042297125,0.8950644731521606,0.10206755995750427,0.0028679794631898403
