,Idiom,Meaning,Idiom_POS,Meaning_POS,Idiom_NEU,Meaning_NEU,Idiom_NEG,Meaning_NEG,id_highest_sent,mean_highest_sent
93,There’s none so deaf as those who will not hear,No hay peor ciego que el que no quiere ver,0.0466171875596046,0.0124042024835944,0.8353156447410583,0.13841213285923,0.1180671751499176,0.8491836190223694,NEU,NEG
95,Things are getting ugly,Esto ya pasa de castaño oscuro,0.0126761496067047,0.0319023616611957,0.9455991983413696,0.0061612143181264,0.0417246632277965,0.9619364142417908,NEU,NEG
96,Things are taking a turn for the worse,Esto ya pasa de castaño oscuro,0.0364679656922817,0.0319023616611957,0.8072302341461182,0.0061612143181264,0.1563018411397934,0.9619364142417908,NEU,NEG
100,Time is money,El tiempo es oro,0.4761337339878082,0.0323138907551765,0.1340895146131515,0.0117675848305225,0.3897767663002014,0.955918550491333,POS,NEG
104,To be scared out of your mind,Quedarse con los pelos de punta,0.0776305273175239,0.0236852020025253,0.6409865617752075,0.0121706174686551,0.2813828885555267,0.964144229888916,NEU,NEG
105,To be worked to death,Ha corrido hasta sin aceite,0.1032819524407386,0.0223475415259599,0.6058691143989563,0.0185755658894777,0.290848970413208,0.9590768814086914,NEU,NEG
124,To make something good from nothing,Hay que hacer de tripas corazones,0.569100558757782,0.0251430254429578,0.0800712630152702,0.0113938609138131,0.3508281409740448,0.9634630680084229,POS,NEG
126,To not defend oneself,No da un tajo ni en defensa propia,0.0893880426883697,0.0162508189678192,0.545086681842804,0.0239828489720821,0.3655252754688263,0.9597663283348083,NEU,NEG
127,To not have anything to hide,El que no tiene hechas no tiene sospechas,0.0808023288846015,0.012285741046071,0.609026312828064,0.1684417873620987,0.310171365737915,0.8192724585533142,NEU,NEG
132,To sound like a broken record,Eso es como llover sobre mojado,0.0749789848923683,0.0294068790972232,0.6191439032554626,0.0059762559831142,0.305877149105072,0.96461683511734,NEU,NEG
136,Too many chiefs and not enough indians,Muchos caciques y pocos indios,0.0195095129311084,0.0254563633352518,0.8882231116294861,0.0180745776742696,0.0922673344612121,0.9564691185951232,NEU,NEG
137,Too many cooks spoil the broth,Muchos cocineros dañan la comida,0.0303513966500759,0.0249292626976966,0.8406239151954651,0.0117782289162278,0.1290247589349746,0.9632924795150756,NEU,NEG
138,Too much of a good thing,Todo en exceso hace daño,0.4391508102416992,0.0343760475516319,0.2271624356508255,0.0057842633686959,0.3336867690086365,0.959839642047882,POS,NEG
139,Too much of a good thing,"Lo poquito agrada, lo mucho enfada",0.4391508102416992,0.0419287048280239,0.2271624356508255,0.0089968284592032,0.3336867690086365,0.9490744471549988,POS,NEG
140,Two heads are better than one,Cuatro ojos ven más que dos,0.6937962174415588,0.0286321379244327,0.1056093573570251,0.0106101334095001,0.2005944401025772,0.9607576727867126,POS,NEG
141,Two heads are better than one,Dos cabezas piensan mejor que una,0.6937962174415588,0.0329087227582931,0.1056093573570251,0.0101523734629154,0.2005944401025772,0.9569389224052428,POS,NEG
142,Two wrongs don’t make a right.,Dos males no hacen un bien,0.1819322407245636,0.0081018870696425,0.5394037365913391,0.3777914941310882,0.2786640524864197,0.6141065955162048,NEU,NEG
143,"United we stand, divided we fall",En la unión está la fuerza,0.1136549860239029,0.0228185188025236,0.5881174802780151,0.0081876451149582,0.2982274889945984,0.968993842601776,NEU,NEG
147,What comes around goes around,Estar probando su propia medicina,0.5452998280525208,0.0340427197515964,0.1533921211957931,0.0056714857928454,0.3013080656528473,0.960285782814026,POS,NEG
148,What comes around goes around,"Hijo eres, padre serás, según lo hiciste, así lo verás",0.5452998280525208,0.029373874887824,0.1533921211957931,0.0131449056789278,0.3013080656528473,0.9574812650680542,POS,NEG
149,What comes around goes around,"Ladrón que roba a ladrón, merece el perdón",0.5452998280525208,0.0417897291481494,0.1533921211957931,0.008423376828432,0.3013080656528473,0.949786901473999,POS,NEG
154,"When it rains, it pours","Al perro flaco, todas las pulgas le caen",0.157000720500946,0.0278883539140224,0.5961970686912537,0.0077366535551846,0.246802270412445,0.9643749594688416,NEU,NEG
155,"When it rains, it pours","Cuando uno está de malas, hasta la mujer se la pega!",0.157000720500946,0.0530069693922996,0.5961970686912537,0.0060837152414023,0.246802270412445,0.9409092664718628,NEU,NEG
156,"When it rains, it pours",Del árbol caído todos hacen leña,0.157000720500946,0.0261365175247192,0.5961970686912537,0.0083274813368916,0.246802270412445,0.9655360579490662,NEU,NEG
159,"When poverty comes in at the door, love flies out of the window","Cuando la pobreza entra por la puerta, el amor sale por la ventana",0.2857056260108948,0.0340758860111236,0.379982441663742,0.0052090180106461,0.3343119025230407,0.960715115070343,NEU,NEG
163,"While there’s life, there’s hope",Mientras haya vida hay esperanza,0.5777472257614136,0.0369577407836914,0.0611535534262657,0.0087372120469808,0.3610991835594177,0.954305112361908,POS,NEG
172,A chain is only as strong as its weakest link,La soga rompe por lo más delgado,0.2993472218513489,0.0275793317705392,0.392766922712326,0.0057061561383306,0.3078858554363251,0.9667145013809204,NEU,NEG
175,A friend in need is a friend indeed,Amigo en la adversidad es un amigo de verdad,0.4737564921379089,0.0499029643833637,0.1341632157564163,0.0045709055848419,0.3920802772045135,0.9455261826515198,POS,NEG
177,A lot of hot air,De ese infierno no salen chispas,0.176493614912033,0.0120966853573918,0.4362176358699798,0.1092663034796714,0.3872887790203094,0.8786370754241943,NEU,NEG
178,A man is known by the company he keeps,Dime con quien andas y te diré quién eres,0.6001233458518982,0.0242295376956462,0.1293630450963974,0.0152706746011972,0.2705135941505432,0.9604998230934144,POS,NEG
179,A perfect match,Me viene como anillo al dedo,0.8906064629554749,0.0372473783791065,0.0172196514904499,0.0058172666467726,0.0921738520264625,0.9569353461265564,POS,NEG
180,"A prophet is not without honor, save in his own country",Nadie es profeta en su tierra [pueblo],0.3898958563804626,0.0228428598493337,0.2666794955730438,0.0061606089584529,0.3434246778488159,0.9709965586662292,POS,NEG
181,A taste of his own medicine,Estar probando su propia medicina,0.5469761490821838,0.0340427197515964,0.0814402773976326,0.0056714857928454,0.3715835809707641,0.960285782814026,POS,NEG
182,A tiger doesn’t change its stripes,La yerba mala nunca se muere,0.1349265873432159,0.0315217822790145,0.5018490552902222,0.0129823628813028,0.3632243275642395,0.9554958939552308,NEU,NEG
184,Actions speak louder than words,El movimiento se demuestra andando,0.4208145141601562,0.0387083850800991,0.2920055985450744,0.0050595523789525,0.2871798574924469,0.9562320709228516,POS,NEG
185,Actions speak louder than words,La ley entra por la casa,0.4208145141601562,0.0309604182839393,0.2920055985450744,0.0064352871850132,0.2871798574924469,0.9626042246818542,POS,NEG
186,Actions speak louder than words,No es lo mismo decirlo que hacerlo,0.4208145141601562,0.013679414987564,0.2920055985450744,0.0350869186222553,0.2871798574924469,0.9512336254119872,POS,NEG
190,All cats are grey in the dark,De noche todos los gatos son prietos,0.0817066207528114,0.0318770110607147,0.6187502145767212,0.0081539060920476,0.2995432019233703,0.9599690437316896,NEU,NEG
193,All that glitters is not gold,No todo lo que brilla es oro,0.0748219490051269,0.0131761012598872,0.645566463470459,0.0268140509724617,0.279611587524414,0.9600098133087158,NEU,NEG
194,Always lands on his feet,"El que nace para bombero, del cielo le cae el sombrero",0.4557675719261169,0.0391678251326084,0.1673879325389862,0.0071291723288595,0.3768444955348968,0.9537030458450316,POS,NEG
195,Always lands on his feet,El que nace para toro del cielo le caen los cuernos,0.4557675719261169,0.036153994500637,0.1673879325389862,0.0065367510542273,0.3768444955348968,0.9573092460632324,POS,NEG
199,An ounce of prevention is worth a pound of cure,Es mejor precaver que tener que remediar,0.7785928845405579,0.0235513821244239,0.0504732690751552,0.0094542261213064,0.1709338277578354,0.9669944047927856,POS,NEG
200,An ounce of prevention is worth a pound of cure,Más vale prevenir que tener que lamentar,0.7785928845405579,0.0166841391474008,0.0504732690751552,0.0179799497127532,0.1709338277578354,0.9653359055519104,POS,NEG
201,Appearances can be deceiving,Todo lo prieto no es morcilla,0.0292567200958728,0.0194096472114324,0.8294599652290344,0.0261570233851671,0.1412833482027053,0.9544333219528198,NEU,NEG
202,As happy as a clam,Más contento que perro con dos rabos,0.4929872453212738,0.0276470035314559,0.0818746760487556,0.0073633748106658,0.4251381158828735,0.9649895429611206,POS,NEG
205,As stubborn as a mule,Es más terco que una mula,0.0596348531544208,0.0229975450783967,0.5703038573265076,0.0112915793433785,0.3700612783432007,0.9657108783721924,NEU,NEG
206,As sure as death and taxes,La muerte es lo único seguro que tenemos en la vida,0.071520484983921,0.0351000949740409,0.5687525272369385,0.0068934531882405,0.359726995229721,0.9580064415931702,NEU,NEG
207,As ugly as sin,Es más feo que un caso de drogas,0.0593153871595859,0.0231719855219125,0.7180535793304443,0.0109452614560723,0.2226310223340988,0.9658827781677246,NEU,NEG
210,Be happy with what you’ve got,Más vale tierra en cuerpo que cuerpo en tierra,0.7520860433578491,0.0287029109895229,0.060733862221241,0.00746555859223,0.1871800571680069,0.9638314843177797,POS,NEG
212,Better late than never,Más vale tarde que nunca,0.4778789579868316,0.0205914638936519,0.0720352306962013,0.0181371681392192,0.45008584856987,0.9612714052200316,POS,NEG
214,Between a rock and a hard place,Estar entre la espada y la pared,0.1672747731208801,0.0341574661433696,0.4229695498943329,0.0053137433715164,0.409755676984787,0.9605287909507751,NEU,NEG
218,Bites the hand that feeds him,Cría cuervos y te sacarán los ojos,0.6542611718177795,0.0288546048104763,0.0777818262577056,0.0091197481378912,0.2679570317268371,0.9620257019996644,POS,NEG
220,Born with a silver spoon in one’s mouth,Nacer en cuna de oro,0.1353688687086105,0.0420382767915725,0.5089256167411804,0.0059583280235528,0.3557054400444031,0.9520033597946168,NEU,NEG
231,Clothes don’t make the man,El hábito no hace al monje pero lo distingue,0.0936058461666107,0.011650938540697,0.5082805752754211,0.0267413239926099,0.3981135189533233,0.9616076946258544,NEU,NEG
241,Do not put words in his mouth,No hables por boca ajena,0.1923679858446121,0.012285809032619,0.4474414885044098,0.1721840649843216,0.3601905703544616,0.8155301213264465,NEU,NEG
244,Does not practice what he preaches,Predicar la moral en calzoncillos,0.1226970106363296,0.0255636479705572,0.4895407557487488,0.0102227162569761,0.3877623081207275,0.9642135500907898,NEU,NEG
251,Don’t look a gift horse in the mouth,A caballo regalado no se le mira el colmillo,0.0960046499967575,0.0164883565157651,0.5861871838569641,0.0221988819539546,0.3178081512451172,0.9613127112388612,NEU,NEG
252,Don’t stick your nose where it does not belong,Agua que no has de beber déjala correr,0.0578475072979927,0.0146177122369408,0.6976100206375122,0.0391819737851619,0.2445424348115921,0.9462003111839294,NEU,NEG
257,Drunk out of his mind,Más ahumado que un trapo de una plancha,0.0815824791789054,0.0268275272101163,0.6143222451210022,0.006736041046679,0.3040952682495117,0.9664363861083984,NEU,NEG
258,"Eat to live, not live to eat","Se come para vivir, no se vive para comer",0.1315899044275283,0.0270059835165739,0.449352890253067,0.0109786102548241,0.419057160615921,0.9620153903961182,NEU,NEG
260,Everyone makes mistakes,Al mejor cazador se le va la liebre,0.0590640008449554,0.0262677650898695,0.6890063285827637,0.0102170947939157,0.2519296705722809,0.9635152220726012,NEU,NEG
261,Everything eventually comes to light,"A la larga, todo se sabe",0.5024213194847107,0.0435229949653148,0.1131873354315757,0.0065092560835182,0.3843913674354553,0.9499678015708924,POS,NEG
262,Faith will move mountains,La fe mueve montañas,0.5251182317733765,0.0343661569058895,0.1327650994062423,0.0089304344728589,0.3421167135238647,0.9567034244537354,POS,NEG
266,Flat broke,Más pelado que un chucho,0.0278033595532178,0.0295964870601892,0.8217540979385376,0.0069746770896017,0.1504424959421157,0.9634288549423218,NEU,NEG
271,Get up on the wrong side of the bed,Levantarse de la cama con el pie izquierdo,0.1119994297623634,0.0229550898075103,0.4847826361656189,0.0085793836042284,0.4032179415225982,0.9684655070304872,NEU,NEG
274,Give him a taste of his own medicine,"Ladrón que roba a ladrón, merece el perdón",0.450971782207489,0.0417897291481494,0.1158139556646347,0.008423376828432,0.4332143068313598,0.949786901473999,POS,NEG
280,God helps those that help themselves,Dios dice ayúdate que yo te ayudaré,0.7395802140235901,0.0261786468327045,0.0496872626245021,0.0069504934363067,0.2107325345277786,0.9668708443641664,POS,NEG
281,God helps those that help themselves,Ayúdate que Dios te ayudará,0.7395802140235901,0.0264882538467645,0.0496872626245021,0.0099087851122021,0.2107325345277786,0.9636029601097108,POS,NEG
282,God works in mysterious ways,Dios sabe lo que hace,0.7680268883705139,0.0291143283247947,0.0420533902943134,0.0097574656829237,0.1899197101593017,0.9611282348632812,POS,NEG
283,God’s gift to women,Creerse la última Coca Cola del desierto,0.8178953528404236,0.0762276649475097,0.0331234969198703,0.0038088501896709,0.1489811092615127,0.9199634790420532,POS,NEG
284,Good luck!,Dios quiera que tu guarapo siempre tenga hielo,0.7822213768959045,0.0295820590108633,0.0402950830757617,0.0061258254572749,0.1774834543466568,0.9642921686172484,POS,NEG
285,Good things are around the corner,No hay mal que por bien no venga,0.6527453660964966,0.0098604373633861,0.0619905032217502,0.100376084446907,0.2852641344070434,0.8897634744644165,POS,NEG
286,Good things come in small packages,El perfume bueno siempre viene en potes pequeños,0.7821817398071289,0.1009017378091812,0.0392034798860549,0.0035029363352805,0.1786147505044937,0.8955953121185303,POS,NEG
287,Good things come in small packages,Perfume bueno viene en frasco pequeño,0.7821817398071289,0.097826637327671,0.0392034798860549,0.0051509328186511,0.1786147505044937,0.8970223665237427,POS,NEG
288,Good things come to those who wait,A su tiempo maduran las uvas,0.7527418732643127,0.0249032638967037,0.0580753944814205,0.0098845399916172,0.18918277323246,0.9652121663093568,POS,NEG
289,Good things come to those who wait,Calma piojo que el peine llega,0.7527418732643127,0.0353720523416996,0.0580753944814205,0.0059769474901258,0.18918277323246,0.958651065826416,POS,NEG
290,Good things come to those who wait,Lo mejor que hizo Dios fue un día detrás del otro,0.7527418732643127,0.0304011367261409,0.0580753944814205,0.0068595535121858,0.18918277323246,0.96273934841156,POS,NEG
292,Happens to the best of them,Pasa hasta en las mejores familias,0.7899535894393921,0.0324984267354011,0.0488633513450622,0.0063787926919758,0.161183014512062,0.9611228108406068,POS,NEG
294,Have your cake and eat it too,"Es como el perro del hortelano, que ni come ni deja comer",0.4986106157302856,0.0245837233960628,0.0638555437326431,0.0073283766396343,0.43753382563591,0.9680878520011902,POS,NEG
297,He who excuses himself accuses himself,Te estás curando en salud,0.1106813922524452,0.0294565130025148,0.5787044763565063,0.0068476554006338,0.3106141090393066,0.9636958241462708,NEU,NEG
298,He who laughs last laughs best,"El que ríe último, ríe mejor",0.6631609201431274,0.0324458554387092,0.095662422478199,0.0141215315088629,0.2411767244338989,0.9534326195716858,POS,NEG
302,He’ll get what he deserves,A cada lechón le llega su San Martín,0.5721032619476318,0.0221873857080936,0.0842271819710731,0.0065918946638703,0.3436696231365204,0.9712206721305848,POS,NEG
303,He’ll get what he deserves,A cada puerco le llega su sábado,0.5721032619476318,0.0288210604339838,0.0842271819710731,0.0072697116993367,0.3436696231365204,0.9639092087745668,POS,NEG
307,His bark is worse than his bite,Perro que ladra no muerde,0.0260924808681011,0.0192603729665279,0.8900094628334045,0.0205470658838748,0.0838980451226234,0.9601925611495972,NEU,NEG
308,His time will come,A cada lechón le llega su San Martín,0.5520169734954834,0.0221873857080936,0.0834956541657447,0.0065918946638703,0.3644873797893524,0.9712206721305848,POS,NEG
309,His time will come,A cada puerco le llega su sábado,0.5520169734954834,0.0288210604339838,0.0834956541657447,0.0072697116993367,0.3644873797893524,0.9639092087745668,POS,NEG
310,His time will come,A cada santo su vela,0.5520169734954834,0.0460818000137805,0.0834956541657447,0.00964748673141,0.3644873797893524,0.944270670413971,POS,NEG
313,Hopping mad,Como un ciempiés meado,0.0518784895539283,0.0280834920704364,0.7295569777488708,0.0112501513212919,0.2185646146535873,0.9606663584709167,NEU,NEG
314,I couldn’t care less,Allá Marta con sus pollos,0.587819516658783,0.020440436899662,0.0728392973542213,0.0101385042071342,0.3393412232398987,0.969421088695526,POS,NEG
315,I couldn’t give a hoot,A mi plin y a la madama dulce de coco,0.097766101360321,0.0330099202692508,0.5328370928764343,0.0055728540755808,0.3693967759609222,0.9614172577857972,NEU,NEG
316,I couldn’t give a rat’s ass,A mi plin y a la madama dulce de coco,0.0710338130593299,0.0330099202692508,0.708460807800293,0.0055728540755808,0.2205053269863128,0.9614172577857972,NEU,NEG
317,I don’t give a shit,A mi plin y a la madama dulce de coco,0.0518665052950382,0.0330099202692508,0.7742936611175537,0.0055728540755808,0.1738397628068924,0.9614172577857972,NEU,NEG
320,Idle hands are the devil’s tools,El ocio es la madre de todos los vicios,0.0650471597909927,0.0271122567355632,0.7000859975814819,0.0077228904701769,0.2348668724298477,0.9651648998260498,NEU,NEG
321,"If it’s not one thing, it’s another","Si no es Juan, es Pedro",0.1509383469820022,0.0179700143635272,0.5231548547744751,0.0298921521753072,0.3259067833423614,0.9521378874778748,NEU,NEG
325,If you play with fire you get burned,El que juega con fuego se quema,0.0535029992461204,0.0311066508293151,0.8049668073654175,0.0072598424740135,0.1415302455425262,0.9616335034370422,NEU,NEG
327,Ignorance is bliss,"Ojos que no ven, corazón que no siente",0.0178594291210174,0.0119359092786908,0.894557774066925,0.1765375733375549,0.0875827819108963,0.8115264773368835,NEU,NEG
329,In union there is strength,En la unión está la fuerza,0.7835931181907654,0.0228185188025236,0.054297711700201,0.0081876451149582,0.1621091216802597,0.968993842601776,POS,NEG
332,It can happen to the best of us,A cualquiera se le muere un tío,0.7707540392875671,0.0468023307621479,0.0366649702191352,0.0053297337144613,0.1925809830427169,0.9478678703308104,POS,NEG
333,It can happen to the best of us,Al mejor cazador se le va la liebre,0.7707540392875671,0.0262677650898695,0.0366649702191352,0.0102170947939157,0.1925809830427169,0.9635152220726012,POS,NEG
334,It goes in one ear and out the other,"A palabras necias, oídos sordos",0.1189582124352455,0.0446517094969749,0.4521945714950561,0.0093359388411045,0.4288472235202789,0.9460124373435974,NEU,NEG
335,It happens to the best of them,A cualquiera se le muere un tío,0.7867118120193481,0.0468023307621479,0.0366562344133853,0.0053297337144613,0.1766319274902343,0.9478678703308104,POS,NEG
336,It happens to the best of them,Al mejor cazador se le va la liebre,0.7867118120193481,0.0262677650898695,0.0366562344133853,0.0102170947939157,0.1766319274902343,0.9635152220726012,POS,NEG
337,It is better to give than to receive,Es mejor dar que recibir,0.5097392797470093,0.0336075834929943,0.166852205991745,0.0060351905412971,0.3234085142612457,0.9603572487831116,POS,NEG
338,It is better to give than to receive,Hay que dar para recibir,0.5097392797470093,0.0375835038721561,0.166852205991745,0.0061766603030264,0.3234085142612457,0.9562398195266724,POS,NEG
342,Just what I needed,Me viene como anillo al dedo,0.7102833986282349,0.0372473783791065,0.0729529187083244,0.0058172666467726,0.2167637646198272,0.9569353461265564,POS,NEG
345,Keep your shop and your shop will keep you,"El que tiene tienda que la atienda, o si no que la venda",0.4814020693302154,0.0151716331019997,0.0654116794466972,0.0174033232033252,0.4531862139701843,0.9674249887466432,POS,NEG
350,Left out to dry,Se quedó vestida y “alboratá”,0.1103510037064552,0.0202221777290105,0.4618950486183166,0.011167992837727,0.4277539849281311,0.9686098694801332,NEU,NEG
357,Look with your eyes not your hands,Tocan con los ojos y miran con las manos,0.1939898580312729,0.0299547351896762,0.4940528869628906,0.0070999138988554,0.3119572699069977,0.9629453420639038,NEU,NEG
360,Mad as a hatter,Como un ciempiés meado,0.0489337369799613,0.0280834920704364,0.735175371170044,0.0112501513212919,0.215890884399414,0.9606663584709167,NEU,NEG
361,Made for each other,Dios los cría y el Diablo los junta,0.4577726125717163,0.0199846439063549,0.089073821902275,0.0089285727590322,0.4531536102294922,0.9710868000984192,POS,NEG
362,Made for each other,Tal para cual,0.4577726125717163,0.04831974953413,0.089073821902275,0.0080047883093357,0.4531536102294922,0.9436755180358888,POS,NEG
367,Make the best of a bad situation,"Si del cielo te caen limones, aprende a hacer limonada",0.1699542999267578,0.0401638597249984,0.5060873627662659,0.0063831061124801,0.3239583075046539,0.9534530639648438,NEU,NEG
369,"Man proposes, God disposes",Uno propone y Dios dispone,0.6089816093444824,0.028751203790307,0.1078211665153503,0.0088472152128815,0.2831973135471344,0.962401568889618,POS,NEG
379,New broom sweeps clean,Escoba nueva barre bien,0.4890285432338714,0.0545241571962833,0.0400908328592777,0.0076468433253467,0.4708805978298187,0.9378289580345154,POS,NEG
381,No one can take it away from you,No te lo despinta nadie,0.1435057669878006,0.0148745253682136,0.5202101469039917,0.1360439956188202,0.3362841308116913,0.8490815162658691,NEU,NEG
382,"No pain, no gain","El que quiere azul celeste, que le cueste",0.314313530921936,0.0316198952496051,0.3677284121513366,0.0087985098361969,0.3179580271244049,0.9595816135406494,NEU,NEG
383,"No pain, no gain",Para nadar hay que tirarse al agua,0.314313530921936,0.0291974730789661,0.3677284121513366,0.0065325489267706,0.3179580271244049,0.964269995689392,NEU,NEG
