Original,gpt4,gpt4_NEU,gpt4_NEG,gpt4_POS,Original_NEU,Original_NEG,Original_POS
"It had been nearly 25 years since Tiffany Johnston went missing at a car wash in Oklahoma, her body found strangled to death the next day. You have said you never thought William Reece would be brought to justice. Why not? We didn't have really any hope. But the long wait is finally over. In May 2021, William Reece goes on trial for the murder of Tiffany Johnston. And then finally, you see him in court. What was that like? Well, they made me promise to behave, but I was angry. I would have loved to just get up and just wait a bit. And I would have felt a lot better, but I'd get kicked out of the courtroom, and I didn't want to get kicked out because I'd waited too long to get there. Reece She's on trial for Tiffany Johnston's murder. But family and friends of all the victims come to court to witness what they hope will finally be long-awaited justice. To walk with Laura through Tiffany, that was important to me. It's all I had left. You have said you could feel the evil in the room. Absolutely. And that's exactly how it was. It was like a presence of its own.","Han pasado casi 25 años desde que Tiffany Johnston desapareció en un lavado de coches en Oklahoma, su cuerpo fue encontrado estrangulado hasta la muerte al día siguiente. Has dicho que nunca pensaste que William Reece sería llevado ante la justicia. ¿Por qué no? Realmente no teníamos ninguna esperanza. Pero la larga espera finalmente ha terminado. En mayo de 2021, William Reece va a juicio por el asesinato de Tiffany Johnston. Y finalmente, lo ves en la corte. ¿Cómo fue eso? Bueno, me hicieron prometer comportarme, pero estaba enojada. Me hubiera encantado simplemente levantarme y esperar un poco. Y me hubiera sentido mucho mejor, pero me echarían de la sala del tribunal, y no quería que me echaran porque había esperado demasiado para llegar allí. Reece está en juicio por el asesinato de Tiffany Johnston. Pero familiares y amigos de todas las víctimas vienen a la corte para presenciar lo que esperan que finalmente sea la justicia tan esperada. Caminar con Laura a través de Tiffany, eso era importante para mí. Es todo lo que me quedaba. Has dicho que podías sentir el mal en la sala. Absolutamente. Y así fue exactamente como fue. Era como una presencia propia.",0.7795141935348511,0.20732952654361725,0.013156303204596043,0.8855950832366943,0.1113327145576477,0.00307225389406085
"It was eerie, almost. What was his demeanor like? He was stoic. He didn't show any emotion. Among the witnesses, Risa's previous victims, including Sandra Sepau, the 19-year woman he kidnapped at a Waffle House who escaped by jumping out of his moving truck. A whole bunch of victims were paraded before the jury, telling their story of what he did to them. They were extremely courageous young women getting up and testifying. What impact did they have, their testimony? A huge impact. The prosecution brings up that partial DNA link to Tiffany and also plays for jury hours of taped interviews with Reece, allowing them to hear in his own words what he said happened not only to Tiffany Johnston, but also to Laura Smith, Kelly Cox, and Jessica Caine. I'm not going to lie to you. It's over with. I don't want this to be over with. The defense argued that those statements weren't confessions because he was telling detectives what they wanted to hear in an effort to take the death penalty off the table. That's it. That's all. Hang in one second. I'm going to be right back. Okay. The prosecution counters that Reece was well aware that there was no deal with Oklahoma, playing an audio interview recorded during a search for Kelly Cox, which they said proved Reece knew that there was no deal.","Era espeluznante, casi. ¿Cómo era su comportamiento? Era estoico. No mostraba ninguna emoción. Entre los testigos, las víctimas anteriores de Risa, incluyendo a Sandra Sepau, la joven de 19 años que secuestró en un Waffle House y que escapó saltando de su camión en movimiento. Un montón de víctimas fueron desfiladas ante el jurado, contando su historia de lo que él les hizo. Eran mujeres jóvenes extremadamente valientes levantándose y testificando. ¿Qué impacto tuvieron, su testimonio? Un gran impacto. La fiscalía presenta ese vínculo de ADN parcial con Tiffany y también reproduce para el jurado horas de entrevistas grabadas con Reece, permitiéndoles escuchar en sus propias palabras lo que dijo que sucedió no solo con Tiffany Johnston, sino también con Laura Smith, Kelly Cox y Jessica Caine. No te voy a mentir. Se acabó. No quiero que esto se acabe. La defensa argumentó que esas declaraciones no eran confesiones porque él estaba diciendo a los detectives lo que querían escuchar en un esfuerzo por quitar la pena de muerte de la mesa. Eso es todo. Eso es todo. Espera un segundo. Volveré enseguida. Está bien. La fiscalía contrarresta que Reece sabía muy bien que no había ningún trato con Oklahoma, reproduciendo una entrevista de audio grabada durante una búsqueda de Kelly Cox, que dijeron probaba que Reece sabía que no había ningún trato.",0.6784654855728149,0.27035287022590637,0.05118171498179436,0.022600451484322548,0.7987695336341858,0.1786300092935562
"If they say they don't want a deal, let them give me the needle. Look, man, I don't got no family last, so it really don't bother me now. After eight days of testimony, it took the jury less than one hour to arrive at a verdict. We, the jury, do upon our oaths find as follows. The defendant is guilty. What happened there was extraordinary in many ways, because I think that trial was also a trial for all of the girls. That conviction in that trial was really for all the girls. Five days after the guilty verdict, William Reece is back in court for sentencing. We are on the record, State of Oklahoma versus William Louis Reece. A death sentence is not something to be celebrated. It is not something to be taken lightly, and it is not something to be utilized on a win. You have been solidly behind giving William Reece the death penalty. Why does he deserve the death penalty? According to the Bible, it's I 4:9. I believe that. I wanted to see him get sentenced, and I wanted to make sure that the judge didn't You have all these nightmares. Can they change the sentence and pull it away and not do it?","Si dicen que no quieren un acuerdo, que me den la inyección. Mira, hombre, ya no tengo familia, así que realmente ya no me molesta. Después de ocho días de testimonios, al jurado le tomó menos de una hora llegar a un veredicto. Nosotros, el jurado, bajo nuestro juramento declaramos lo siguiente. El acusado es culpable. Lo que pasó allí fue extraordinario en muchos aspectos, porque creo que ese juicio también fue un juicio para todas las chicas. Esa condena en ese juicio fue realmente para todas las chicas. Cinco días después del veredicto de culpabilidad, William Reece está de vuelta en la corte para la sentencia. Estamos en acta, Estado de Oklahoma contra William Louis Reece. Una sentencia de muerte no es algo que se deba celebrar. No es algo que se deba tomar a la ligera, y no es algo que se deba utilizar en una victoria. Has estado firmemente detrás de darle a William Reece la pena de muerte. ¿Por qué se merece la pena de muerte? Según la Biblia, es I 4:9. Creo eso. Quería verlo ser sentenciado, y quería asegurarme de que el juez no... Tienes todas esas pesadillas. ¿Pueden cambiar la sentencia y quitarla y no hacerlo?",0.09567365050315857,0.7030664682388306,0.20125991106033325,0.03457055613398552,0.9036285281181335,0.061800919473171234
"I wanted to hear those words. There's an old saying in the law, justice delayed is justice denied. Justice will not be delayed any longer in this case. I sentence you to death. He's a monster, and he's a sex offender. Murder, and he's a liar, and he's a murderer. Now a convicted murderer sentenced to death. But what about his other victims? Would Will those families ever get their day in court and justice for their own losses? State of Oklahoma versus William Louis Reece. Mr. Reece, I sentence you to death. William Reece is currently in a Texas prison. He was sentenced to 60 years for Sandra Sabos kidnapping and the death penalty in Oklahoma for killing Tiffany Johnston. How do you claim, guilty or not guilty? Guilty. Reece pleads guilty to three separate counts of murder, life for each case in the murders of Laura Smither, Jessica Caine, and Kelly Cox. Hearing Reece plead guilty, I knew what it meant to the families. He indicated in a courtroom in front of the judge and the families that he would be responsible for their death. I told him in my victim impact statement that I forgave him. I was in a prison that I placed myself in because I was so angry at him, and I had to find my way out of that prison of anger by forgiving him.","Quería escuchar esas palabras. Hay un viejo dicho en la ley, justicia retrasada es justicia denegada. La justicia no será retrasada más en este caso. Te condeno a muerte. Es un monstruo, y es un delincuente sexual. Asesino, y es un mentiroso, y es un asesino. Ahora un asesino condenado sentenciado a muerte. ¿Pero qué hay de sus otras víctimas? ¿Alguna vez esas familias tendrán su día en la corte y justicia por sus propias pérdidas? Estado de Oklahoma contra William Louis Reece. Sr. Reece, le condeno a muerte. William Reece está actualmente en una prisión de Texas. Fue condenado a 60 años por el secuestro de Sandra Sabos y la pena de muerte en Oklahoma por matar a Tiffany Johnston. ¿Cómo se declara, culpable o no culpable? Culpable. Reece se declara culpable de tres cargos separados de asesinato, cadena perpetua por cada caso en los asesinatos de Laura Smither, Jessica Caine y Kelly Cox. Al escuchar a Reece declararse culpable, supe lo que significaba para las familias. Indicó en un tribunal frente al juez y las familias que él sería responsable de su muerte. Le dije en mi declaración de impacto de la víctima que lo perdonaba. Estaba en una prisión en la que me coloqué porque estaba tan enojado con él, y tuve que encontrar mi camino fuera de esa prisión de ira perdonándolo.",0.9048535823822021,0.08958819508552551,0.005558279808610678,0.9701640605926514,0.027461351826786995,0.0023745594080537558
"As much as we'd like to rely on our justice system, you can't rely on the justice system for peace. I had a picture of Kelly and Alexis. We held up the entire time for him to look at. I wanted him to see that he had not ruined or destroyed our family, that I still had a great childhood, and I still grew up happy, and I was still raised really well. This is the statue. This is it. Kelly holding Alexis, and we did a big balloon release at her life's celebration, so we put balloons with it. If I could say anything to you personally, it would be stay aware, stay safe, and God bless Kelly. I miss you. I think about you every day. Every day. It gives me peace for coming out. It's my peaceful place. It's no confusion or anything. It's just being here with Tiff by myself. If you could talk to her, what would you tell her? That I love her and I miss her, and she should be here with us. It's been almost 27 years. How often do you think of her? Every day. When you love, that love doesn't just die after you've buried your child.","Por mucho que nos gustaría confiar en nuestro sistema de justicia, no puedes confiar en el sistema de justicia para la paz. Tenía una foto de Kelly y Alexis. La sostuvimos todo el tiempo para que él la viera. Quería que él viera que no había arruinado o destruido a nuestra familia, que aún tuve una gran infancia, y que crecí feliz, y que me criaron muy bien. Esta es la estatua. Esto es. Kelly sosteniendo a Alexis, e hicimos una gran liberación de globos en su celebración de la vida, así que pusimos globos con ella. Si pudiera decirte algo personalmente, sería que estés atento, mantente seguro, y Dios bendiga a Kelly. Te extraño. Pienso en ti todos los días. Todos los días. Me da paz salir. Es mi lugar de paz. No hay confusión ni nada. Es solo estar aquí con Tiff por mi cuenta. Si pudieras hablar con ella, ¿qué le dirías? Que la amo y la extraño, y que debería estar aquí con nosotros. Han pasado casi 27 años. ¿Con qué frecuencia piensas en ella? Todos los días. Cuando amas, ese amor no muere simplemente después de haber enterrado a tu hijo.",0.009094296023249626,0.15542277693748474,0.8354828357696533,0.005152308382093906,0.29356545209884644,0.7012822031974792
"That love stays with you. It'll be with you. It is our life sentence. We will carry that with us always. Jessica Caine's parents hold on to memories of happier times. On a dead night out, I took her in the Baytown to a movie, and on the way home, they played a song that I loved, and it was by the Platters, Only You. Only And so I just pulled off on the side of the highway, Interstate 10, and it was dark, no traffic, and she put her feet on my toes, and we just danced around under her. What a beautiful memory. Yes, it is. What's the moral of the story? Teach your children well. And dance when you can dance. And dance when you can dance. The families we spoke with telling us, David, they're sharing their pain and their memories as a warning to try to protect others from experiencing the same heartbreak. And we should know note tonight, Deborah, that William Reece is appealing his conviction and death sentence in Oklahoma. That is our program for tonight. Thanks for watching. I'm David Muir. I'm Deborah Roberts. From all of us here at 20/20 and ABC News, good night.","Ese amor permanece contigo. Estará contigo. Es nuestra sentencia de por vida. Siempre llevaremos eso con nosotros. Los padres de Jessica Caine se aferran a los recuerdos de tiempos más felices. En una noche muerta, la llevé a Baytown a una película, y de camino a casa, tocaron una canción que amaba, y era de los Platters, Only You. Solo Y entonces simplemente me detuve al costado de la carretera, la Interestatal 10, y estaba oscuro, sin tráfico, y ella puso sus pies sobre los míos, y simplemente bailamos bajo ella. Qué hermoso recuerdo. Sí, lo es. ¿Cuál es la moraleja de la historia? Educa bien a tus hijos. Y baila cuando puedas bailar. Y baila cuando puedas bailar. Las familias con las que hablamos nos dicen, David, que están compartiendo su dolor y sus recuerdos como una advertencia para tratar de proteger a otros de experimentar la misma desolación. Y debemos notar esta noche, Deborah, que William Reece está apelando su condena y sentencia de muerte en Oklahoma. Ese es nuestro programa para esta noche. Gracias por vernos. Soy David Muir. Soy Deborah Roberts. De todos nosotros aquí en 20/20 y ABC News, buenas noches.",0.008487104438245296,0.13715755939483643,0.8543552756309509,0.0009913298999890685,0.033084165304899216,0.9659245014190674
"Hey, I'm welcome to the Short Stuff. I'm Josh. There's Chuck and Ben's here too, sitting in for Dave.","Hola, bienvenido a Short Stuff. Soy Josh. Chuck y Ben también están aquí, cubriendo a Dave.",0.02001933567225933,0.465947687625885,0.5140329599380493,0.0010368985822424293,0.05326063185930252,0.9457023739814758
Ben.,Ben.,0.3047848343849182,0.4870249330997467,0.20819024741649628,0.02469595894217491,0.9049776792526245,0.07032637298107147
"This is short stuff, the New Reality.","Esto es Short Stuff, la Nueva Realidad.",0.7111253142356873,0.2749013304710388,0.013973343186080456,0.007792671676725149,0.7071651220321655,0.2850421667098999
"That's right. I'm glad that you found this because I have experienced this in a slightly different way, and I never knew that it was a thing, and now I do.","Así es. Me alegra que hayas encontrado esto porque lo he experimentado de una manera ligeramente diferente, y nunca supe que era algo, y ahora lo sé.",0.005141985137015581,0.07634967565536499,0.9185083508491516,0.002006261609494686,0.03763635456562042,0.9603574275970459
"Yeah, I had no idea it was a thing either. I don't remember where I heard of this. I'm guessing you me, it just seems like the kind of thing she would have sent me. But we have to shout out McGill University, IFL Science and Science Times for helping round this idea hour this story out. But we're talking about something called the Marico Aoki phenomenon, which is a very specific phenomenon. It's where some people go into a bookstore and are overwhelmed with the urge, sometimes an urgent urge to poop in that bookstore, not like in the aisles of the bookstore, but to go to the bathroom in the bookstore to poop.","Sí, yo tampoco tenía idea de que fuera algo. No recuerdo dónde escuché esto. Supongo que fuiste tú, parece el tipo de cosa que ella me habría enviado. Pero tenemos que agradecer a la Universidad McGill, IFL Science y Science Times por ayudar a redondear esta idea y esta historia. Pero estamos hablando de algo llamado el fenómeno Marico Aoki, que es un fenómeno muy específico. Es donde algunas personas entran a una librería y se ven abrumadas con el impulso, a veces un impulso urgente de defecar en esa librería, no como en los pasillos de la librería, sino de ir al baño de la librería a defecar.",0.146217480301857,0.7545124888420105,0.09927006810903549,0.012101263739168644,0.4919060468673706,0.49599260091781616
"Yeah, so here's my story. In high school, still one of my very best friends, Jim, I say, you know, Jim, Jim and I had an afternoon radio show, which was over the intercom of the school, and it was basically instead of the principal reading the daily announcements, we asked if we could take it over and round it out with jokes and top ten lists and what have you. So we had WRHS was our dumb little show.","Sí, aquí va mi historia. En la secundaria, uno de mis mejores amigos, Jim, digo, sabes, Jim, Jim y yo teníamos un programa de radio por la tarde, que se transmitía por el intercomunicador de la escuela, y básicamente en lugar de que el director leyera los anuncios diarios, preguntamos si podíamos tomar el control y completarlo con bromas y listas de los diez mejores y cosas por el estilo. Así que WRHS era nuestro tontito programa.",0.13459841907024384,0.7312535643577576,0.1341480165719986,0.008539894595742226,0.4817187190055847,0.5097413063049316
"So wait, this was officially sanctioned. It wasn't pirate School Radio.","Así que espera, esto estaba oficialmente sancionado. No era una Radio Escolar pirata.",0.35312217473983765,0.6226457357406616,0.02423207089304924,0.06342878937721252,0.9087068438529968,0.02786443382501602
"No, no, no. It was us in the principal's office like on the microphone every day. I mean that was looking back, it was the start of stuff you should know, which is funny. Oh wow, But we did. When we would meet to write the show. Every day, we would meet in the empty auditorium where they did school plays, and every time we were in there, both of us had to poop and we used to laugh about it and talk about it. And now that I see sort of some of the similarities between that empty, quiet auditorium and a sort of a large, maybe cavernous, quiet bookstore, I now know this is a thing.","No, no, no. Era nosotros en la oficina del director como en el micrófono todos los días. Quiero decir que eso, mirando hacia atrás, fue el comienzo de lo que deberías saber, que es gracioso. Oh, vaya, Pero lo hicimos. Cuando nos reuníamos para escribir el programa. Todos los días, nos encontrábamos en el auditorio vacío donde hacían las obras de la escuela, y cada vez que estábamos allí, ambos teníamos que defecar y nos reíamos y hablábamos de ello. Y ahora que veo algo de las similitudes entre ese auditorio vacío y silencioso y una especie de librería grande, quizás cavernosa y tranquila, ahora sé que esto es algo.",0.07811180502176285,0.6512479782104492,0.27064022421836853,0.04292866960167885,0.5905001759529114,0.36657118797302246
I was not expecting a personal anecdote from you for this one.,No me esperaba una anécdota personal tuya para esta.,0.3978160321712494,0.46611249446868896,0.13607142865657806,0.8401673436164856,0.1516968458890915,0.008135841228067875
"Yeah, I mean, this goes back to the eighties, Jim and I. He'll laugh when I tell him this is an actual thing.","Sí, quiero decir, esto se remonta a los ochenta, Jim y yo. Se reirá cuando le diga que esto es algo real.",0.10308477282524109,0.7575047612190247,0.13941049575805664,0.03829820081591606,0.7417424321174622,0.2199593335390091
"Well, that's appropriate because the Marico Aoki phenomenon goes back to the eighties too, all.","Bueno, eso es apropiado porque el fenómeno Marico Aoki también se remonta a los ochenta también.",0.045152630656957626,0.4802836775779724,0.47456368803977966,0.002797409426420927,0.4144730567932129,0.5827295184135437
"Right, Yeah, so we should probably talk about where it came from, right.","Cierto, sí, así que probablemente deberíamos hablar de dónde vino, cierto.",0.03209451213479042,0.7225091457366943,0.24539636075496674,0.031167814508080482,0.9440595507621765,0.024772707372903824
"Yeah, it came from a Japanese woman named Mariko Aoki.","Sí, vino de una mujer japonesa llamada Mariko Aoki.",0.19482822716236115,0.7195539474487305,0.08561781048774719,0.003972072619944811,0.857013463973999,0.13901443779468536
That's right. And she sent a letter to a magazine in what nineteen eighty five and the issue of han no Zashi? Is that right?,"Eso es correcto. Y ella envió una carta a una revista en qué, mil novecientos ochenta y cinco y el número de han no Zashi? ¿Es así?",0.4158204197883606,0.5702894926071167,0.013890090398490429,0.003280673874542117,0.8731094002723694,0.1236099898815155
Close enough?,¿Suficientemente cerca?,0.08542969822883606,0.8613705635070801,0.053199704736471176,0.028232654556632042,0.9428016543388367,0.028965674340724945
How would you say it?,¿Cómo lo dirías?,0.20416530966758728,0.7078556418418884,0.08797908574342728,0.018093794584274292,0.9618362784385681,0.02006995491683483
Han no Zashi?,¿Han no Zashi?,0.27071359753608704,0.6597115993499756,0.06957484781742096,0.03795984387397766,0.9492285251617432,0.012811610475182533
Didn't that what I said?,¿No fue eso lo que dije?,0.439026802778244,0.5355315804481506,0.025441603735089302,0.02557556889951229,0.9611436724662781,0.013280818238854408
Yeah?,¿Sí?,0.23609310388565063,0.6448067426681519,0.11910012364387512,0.022057579830288887,0.9253329634666443,0.052609413862228394
"Okay? And she wrote a letter to the you know, like a letter to the editor kind of thing, where she said, I'm not sure why, but since about two or three years ago, whenever I go to a bookstore, I'm struck by an urge to move my bowels. They printed it, just the letter to the editor, and then got so many responses from people saying me too, that the next issue had a fourteen page feature article on the headline was the phenomenon currently shaking the bookstore industry.","¿Okay? Y ella escribió una carta sabes, como una carta al editor, donde decía, no estoy segura por qué, pero desde hace unos dos o tres años, cada vez que voy a una librería, tengo un impulso de mover mis intestinos. Lo imprimieron, solo la carta al editor, y luego obtuvieron tantas respuestas de personas diciendo yo también, que el próximo número tuvo un artículo destacado de catorce páginas donde el titular era el fenómeno que actualmente sacude la industria de las librerías.",0.05945861339569092,0.819719672203064,0.1208217442035675,0.016652705147862434,0.7802939414978027,0.2030533254146576
"Yeah, and it became like such a thing that it took her name, Marico Aoki. Even though there has been people have turned up mentions of this kind of thing as far back as the fifties, I could not find any original source material of that, but I think I'm willing to take IFL Science on their word if they were the one where I got it from. But in Japan it kicked off like a trend, right, So there were kind of like game show informal studies of what exactly was going on, and they did turn up some data, not exactly like you know, peer review shorthy data, but they found that about ten percent of the respondence in Japan feel the urge to poop when they go into the bookstore. So the Marryoki Aoki phenomenon is it covers about ten percent of the population. I'm squarely in the ninety percent. You're apparently in the ten percent.","Sí, y se convirtió en tal cosa que tomó su nombre, Marico Aoki. Aunque ha habido personas que han mencionado este tipo de cosas desde los cincuenta, no pude encontrar ningún material fuente original de eso, pero creo que estoy dispuesto a creer a IFL Science si fueron ellos de quienes lo obtuve. Pero en Japón comenzó como una tendencia, cierto, así que había como estudios informales de tipo concurso para ver qué estaba pasando exactamente, y sí encontraron algunos datos, no exactamente como sabes, datos dignos de revisión por pares, pero encontraron que alrededor del diez por ciento de los encuestados en Japón sienten el impulso de defecar cuando entran en la librería. Así que el fenómeno Marryoki Aoki cubre alrededor del diez por ciento de la población. Estoy firmemente en el noventa por ciento. Tú aparentemente estás en el diez por ciento.",0.15906988084316254,0.7897775173187256,0.05115259066224098,0.01666618511080742,0.9437972903251648,0.03953652083873749
"Well, I mean, I haven't tested it with a bookstore, but there are similarities between. For us, it always felt like like Jim's theory was that it was a big being alone in a very big, large, empty quiet.","Bueno, quiero decir, no lo he probado con una librería, pero hay similitudes entre ellos. Para nosotros, siempre se sintió como la teoría de Jim era que era como estar solo en un espacio muy grande, grande, vacío y silencioso.",0.15126653015613556,0.7661355137825012,0.08259794116020203,0.022237597033381462,0.9097316265106201,0.06803081929683685
Space like a colon.,Espacio como un colon.,0.4035574495792389,0.4925284683704376,0.1039140596985817,0.012715138494968414,0.9523961544036865,0.034888703376054764
"I guess so, but you know, a bookstore isn't empty, but it's not like going to a concert. It is generally pretty quiet, so and there's like some there's a privacy aspect I think to a bookstore. I mean I'm thinking larger bookstores, not like you know, the tiny mom and pops, which I love. So I don't know that was his theory. Lease, so I guess I'm in that ten percent. I'll go to a bookstore and I'll let you know.","Supongo que sí, pero ya sabes, una librería no está vacía, pero no es como ir a un concierto. Generalmente es bastante tranquilo, así que y hay como hay un aspecto de privacidad, creo, en una librería. Quiero decir, estoy pensando en librerías más grandes, no como sabes, las pequeñas de mamá y papá, que amo. Así que no sé, esa era su teoría. Lease, así que supongo que estoy en ese diez por ciento. Iré a una librería y te lo haré saber.",0.01621629111468792,0.7594795823097229,0.22430412471294403,0.028623053804039955,0.7931199669837952,0.17825691401958466
"We'll report back for sure. As a matter of fact, we should live stream on stuff. You should know, like one of our social it's true.","Definitivamente informaremos. De hecho, deberíamos transmitir en vivo sobre esto. Deberían saber, como uno de nuestros hechos sociales, es verdad.",0.06436584889888763,0.7169978022575378,0.2186363935470581,0.0047902390360832214,0.8301585912704468,0.16505120694637299
"Oh my god, you might He'll be right back. Should we take a break, Yeah, all right, we'll come back and talk about some of the theories right after this. If you want to know, then you're in luck. Just listen to Chuck selfus.","Dios mío, quizás él volverá pronto. ¿Deberíamos tomar un descanso? Sí, está bien, volveremos y hablaremos sobre algunas de las teorías justo después de esto. Si quieres saber, entonces tienes suerte. Solo escucha a Chuck por ti mismo.",0.013454304076731205,0.4624079167842865,0.5241377949714661,0.0034592284355312586,0.32680851221084595,0.6697322726249695
"Chuck, I think I speak on behalf of at least half of the people listening. Would you and Jim go poop at the same time, or would you like take turns?","Chuck, creo que hablo en nombre de al menos la mitad de las personas que escuchan. ¿Irías tú y Jim a defecar al mismo tiempo, o se turnarían?",0.11768102645874023,0.8597556948661804,0.02256324142217636,0.015191439539194107,0.953298032283783,0.03151048347353935
"I don't remember that part. I don't even know if we went and pooped or if it was just like, oh I got a poop, I see, I see.","No recuerdo esa parte. Ni siquiera sé si fuimos y defecamos o si era solo como, oh tengo que ir, ya veo, ya veo.",0.14276273548603058,0.8353884220123291,0.021848781034350395,0.6849486231803894,0.30850687623023987,0.006544544827193022
"Okay, Yeah, so yeah, anyway, we're back.","Okay, sí, entonces, de todos modos, hemos vuelto.",0.04254521057009697,0.5948012471199036,0.36265358328819275,0.0011691073887050152,0.03812049701809883,0.9607104063034058
"Yeah, we're back. There is no like serious science probably about this, but there are a lot of pretty interesting theories, and one of them is something that we've talked about. In fact, we did a whole show sort of, didn't we about the gut brain axis we did.","Sí, hemos vuelto. No hay como una ciencia seria probablemente sobre esto, pero hay muchas teorías bastante interesantes, y una de ellas es algo de lo que hemos hablado. De hecho, hicimos un programa completo sobre eso, ¿no fue así? Sobre el eje intestino-cerebro que hicimos.",0.008267500437796116,0.18003122508525848,0.8117012977600098,0.0015865026507526636,0.12301124632358551,0.8754022121429443
I don't.,No lo hago.,0.34249454736709595,0.5436728596687317,0.11383256316184998,0.7793720960617065,0.21091753244400024,0.009710387326776981
It's something about like when you approach the front door of your.,Es algo así como cuando te acercas a la puerta principal de tu...,0.1696154773235321,0.7176111936569214,0.11277330666780472,0.0032801826018840075,0.6623567342758179,0.33436310291290283
"House, that's the brain bladder connection.","Casa, esa es la conexión cerebro-vejiga.",0.029986578971147537,0.5792492032051086,0.3907642364501953,0.009319601580500603,0.9618175625801086,0.028862830251455307
"Oh okay, I think this is kind of similar though, right, No, totally.","Oh, está bien, creo que esto es algo similar, ¿verdad? No, totalmente.",0.04441316798329353,0.777275562286377,0.178311288356781,0.12765464186668396,0.8306035995483398,0.04174171760678291
"I think the second theory, the smell of books, which we'll get to, is more brain bladder connection. But the gut brain axis would have come up in I guess, like I can't remember what it was, but we talked about like a whole episode about how there's neurons in your gut and like your brain and your gut, your central nervous system and your enteric nervous system communicate to one another. And so that's probably the likeliest explanation for why somebody would feel the urge to poop in a bookstore.","Creo que la segunda teoría, el olor de los libros, a la que llegaremos, es más conexión cerebro-vejiga. Pero el eje intestino-cerebro habría surgido supongo, como no puedo recordar qué era, pero hablamos de un episodio completo sobre cómo hay neuronas en tu intestino y como tu cerebro e intestino, tu sistema nervioso central y tu sistema nervioso entérico se comunican entre sí. Y esa es probablemente la explicación más probable de por qué alguien sentiría el impulso de defecar en una librería.",0.11956590414047241,0.8302905559539795,0.05014355108141899,0.022360581904649734,0.9410781860351562,0.036561258137226105
"Yeah, there are some other you know. To me, I think it's all of these things added together. There is that there is also this sort of connection of like people like reading on the toilet has long been something that people do, right. People are on their phones now, but in the old days, you had that magazine. Rack still got a magazine right next to my toilet, and we'll read a good magazine. So that connection. Maybe that subconscious thing of when you're among those books, your sphincter just a moocks, just a little bit, maybe.","Sí, hay algunas otras cosas que sabes. Para mí, creo que es todo esto junto. Está eso de que también existe este tipo de conexión como que a la gente le gusta leer en el inodoro ha sido algo que la gente hace, ¿verdad? Ahora la gente está en sus teléfonos, pero en los viejos tiempos, tenías esa revista. Todavía tengo una revista justo al lado de mi inodoro, y leeremos una buena revista. Así que esa conexión. Tal vez esa cosa subconsciente de cuando estás entre esos libros, tu esfínter solo se relaja un poco, quizás.",0.00932412501424551,0.32282236218452454,0.6678535342216492,0.0045074522495269775,0.6147000789642334,0.38079243898391724
"Yeah, for sure. So whatever it was, whatever, if it's like the smell of books, that's kind of usually put forth. Whatever it is that you associate with a bookstore, and then you poop in the bookstore. That's where your gut brain access would take over and you develop this association. So when you walk into the bookstore, your brain goes, hey, gut, we're in a bookstore. You better get busy pooping.","Sí, seguro. Entonces, fuera lo que fuera, si es como el olor de los libros, eso es lo que normalmente se plantea. Sea lo que sea que asocies con una librería, y luego defecas en la librería. Ahí es donde tu acceso cerebro-intestino tomaría el control y desarrollarías esta asociación. Así que cuando entras a la librería, tu cerebro dice, hey, intestino, estamos en una librería. Será mejor que te pongas ocupado defecando.",0.13688601553440094,0.7969739437103271,0.06614012271165848,0.03771577775478363,0.8447232842445374,0.11756099760532379
"Yeah, makes sense. Another one, of course, is a bookstore oftentimes there's a lot of squatting. Yeah, if you want to book down on that bottom shelf, or you want to peruse for a little while on the bottom, you're going to be squatting down. And humankind didn't evolve to poop like we poop. Now you're supposed to squat. And if you've ever in in that dead squat position with your butt just barely above the ground and all your weight, like everything lines up in such a way to where your body goes, oh, it's go.","Sí, tiene sentido. Otra, por supuesto, es que en una librería a menudo hay que agacharse mucho. Sí, si quieres coger un libro de la parte de abajo del estante, o quieres ojear un poco en la parte de abajo, vas a tener que agacharte. Y la humanidad no evolucionó para defecar como lo hacemos. Ahora se supone que debes agacharte. Y si alguna vez has estado en esa posición de agacharte completamente con tu trasero apenas por encima del suelo y todo tu peso, como que todo se alinea de tal manera que tu cuerpo dice, oh, es hora.",0.3944217264652252,0.5462532639503479,0.05932505056262016,0.029217252507805824,0.8108648061752319,0.1599179059267044
"Time, it's time, yeah, and he goes.","Hora, es la hora, sí, y él va.",0.04616665467619896,0.7620346546173096,0.1917986422777176,0.0032282653264701366,0.641958475112915,0.35481327772140503
"So you're in there already, it's quiet. You got the smell of the books you're squatting.","Así que ya estás ahí, está tranquilo. Tienes el olor de los libros y estás agachado.",0.0066719939932227135,0.1413407176733017,0.8519873023033142,0.010274708271026611,0.8423079252243042,0.14741738140583038
"Yeah, how could anybody not poop?","Sí, ¿cómo podría alguien no defecar?",0.2651418149471283,0.671623945236206,0.06323424726724625,0.8754843473434448,0.11858050525188446,0.005935231689363718
"You may have a coffee, that's a big one.","Puede que tengas un café, eso es importante.",0.00598412798717618,0.14054612815380096,0.853469729423523,0.0013683340512216091,0.07666532695293427,0.9219663143157959
"A lot of people say, yeah, people drink coffee and bookstores and coffee makes you poop.","Mucha gente dice, sí, la gente bebe café y las librerías y el café te hacen defecar.",0.8035629391670227,0.18555410206317902,0.010882911272346973,0.29074516892433167,0.6797064542770386,0.02954843081533909
